snapshot_date,store_id,product_id,quantity_on_hand,quantity_on_order,reorder_point
2025-02-18,STR-027,SKU-0349,111,47,18
2025-02-18,STR-027,SKU-0262,86,34,13
2025-02-18,STR-027,SKU-0118,111,15,11
2025-02-18,STR-027,SKU-0131,85,47,30
2025-02-18,STR-027,SKU-0221,167,18,26
2025-02-18,STR-027,SKU-0258,128,48,24
2025-02-18,STR-027,SKU-0441,4,10,28
2025-02-18,STR-027,SKU-0286,190,30,23
2025-02-18,STR-027,SKU-0336,57,25,19
2025-02-18,STR-027,SKU-0535,93,46,26
2025-02-18,STR-027,SKU-0393,177,1,10
2025-02-18,STR-027,SKU-0507,121,37,18
2025-02-18,STR-027,SKU-0199,52,42,15
2025-02-18,STR-027,SKU-0391,70,28,14
2025-02-18,STR-027,SKU-0294,190,48,19
2025-02-18,STR-027,SKU-0054,78,8,17
2025-02-18,STR-027,SKU-0012,28,20,14
2025-02-18,STR-027,SKU-0235,73,32,20
2025-02-18,STR-027,SKU-0082,70,9,28
2025-02-18,STR-027,SKU-0274,0,13,25
2025-02-18,STR-027,SKU-0220,60,6,15
2025-02-18,STR-028,SKU-0512,171,6,25
2025-02-18,STR-028,SKU-0286,191,48,22
2025-02-18,STR-028,SKU-0428,162,5,14
2025-02-18,STR-028,SKU-0182,81,29,13
2025-02-18,STR-028,SKU-0410,100,35,27
2025-02-18,STR-028,SKU-0522,118,10,17
2025-02-18,STR-028,SKU-0351,107,35,16
2025-02-18,STR-028,SKU-0372,38,24,12
2025-02-18,STR-028,SKU-0156,5,10,12
2025-02-18,STR-028,SKU-0387,103,31,16
2025-02-18,STR-028,SKU-0330,21,17,10
2025-02-18,STR-028,SKU-0143,146,25,29
2025-02-18,STR-028,SKU-0120,108,50,11
2025-02-18,STR-028,SKU-0329,95,8,16
2025-02-18,STR-028,SKU-0062,93,45,25
2025-02-18,STR-028,SKU-0390,164,18,17
2025-02-18,STR-028,SKU-0516,82,41,17
2025-02-18,STR-028,SKU-0142,64,22,20
2025-02-18,STR-028,SKU-0375,51,1,26
2025-02-18,STR-028,SKU-0429,144,23,16
2025-02-18,STR-028,SKU-0307,178,16,15
2025-02-18,STR-028,SKU-0076,34,50,28
2025-02-18,STR-028,SKU-0439,23,6,19
2025-02-18,STR-028,SKU-0037,59,39,17
2025-02-18,STR-028,SKU-0467,165,1,30
2025-02-18,STR-028,SKU-0525,143,14,24
2025-02-18,STR-028,SKU-0130,143,7,14
2025-02-18,STR-028,SKU-0105,38,31,10
2025-02-18,STR-028,SKU-0343,93,15,18
2025-02-18,STR-028,SKU-0061,91,46,30
2025-02-18,STR-028,SKU-0331,35,26,18
2025-02-18,STR-028,SKU-0370,28,10,10
2025-02-18,STR-028,SKU-0138,72,45,10
2025-02-18,STR-028,SKU-0400,171,19,26
2025-02-18,STR-028,SKU-0499,58,7,20
2025-02-18,STR-029,SKU-0324,120,34,10
2025-02-18,STR-029,SKU-0284,30,7,18
2025-02-18,STR-029,SKU-0092,41,26,17
2025-02-18,STR-029,SKU-0164,17,44,27
2025-02-18,STR-029,SKU-0336,101,3,28
2025-02-18,STR-029,SKU-0155,31,44,12
2025-02-18,STR-029,SKU-0138,56,26,10
2025-02-18,STR-029,SKU-0058,146,49,10
2025-02-18,STR-029,SKU-0066,170,20,26
2025-02-18,STR-029,SKU-0440,194,36,30
2025-02-18,STR-029,SKU-0351,110,27,28
2025-02-18,STR-029,SKU-0515,170,32,25
2025-02-18,STR-029,SKU-0494,70,14,21
2025-02-18,STR-029,SKU-0063,31,29,15
2025-02-18,STR-029,SKU-0390,132,13,27
2025-02-18,STR-029,SKU-0521,145,46,17
2025-02-18,STR-029,SKU-0171,104,44,21
2025-02-18,STR-029,SKU-0151,96,39,26
2025-02-18,STR-029,SKU-0400,145,45,16
2025-02-18,STR-029,SKU-0079,102,5,13
2025-02-18,STR-029,SKU-0118,4,7,15
2025-02-18,STR-029,SKU-0425,171,7,30
2025-02-18,STR-029,SKU-0346,64,36,29
2025-02-18,STR-029,SKU-0055,87,15,29
2025-02-18,STR-029,SKU-0500,71,46,10
2025-02-18,STR-029,SKU-0150,101,14,23
2025-02-18,STR-029,SKU-0272,0,40,29
2025-02-18,STR-029,SKU-0114,89,30,10
2025-02-18,STR-029,SKU-0027,151,35,11
2025-02-18,STR-029,SKU-0528,23,39,13
2025-02-18,STR-029,SKU-0105,52,0,21
2025-02-18,STR-029,SKU-0383,90,21,16
2025-02-18,STR-029,SKU-0286,143,29,19
2025-02-18,STR-029,SKU-0404,1,38,23
2025-02-18,STR-029,SKU-0036,188,32,15
2025-02-18,STR-030,SKU-0208,143,2,30
2025-02-18,STR-030,SKU-0069,164,25,12
2025-02-18,STR-030,SKU-0197,19,4,12
2025-02-18,STR-030,SKU-0110,48,9,23
2025-02-18,STR-030,SKU-0024,98,48,17
2025-02-18,STR-030,SKU-0291,28,42,19
2025-02-18,STR-030,SKU-0169,34,44,13
2025-02-18,STR-030,SKU-0465,55,12,20
2025-02-18,STR-030,SKU-0148,60,49,23
2025-02-18,STR-030,SKU-0035,55,4,12
2025-02-18,STR-030,SKU-0400,81,40,26
2025-02-18,STR-030,SKU-0039,5,48,17
2025-02-18,STR-030,SKU-0409,181,44,30
2025-02-18,STR-030,SKU-0315,73,14,28
2025-02-18,STR-030,SKU-0056,178,40,22
2025-02-18,STR-030,SKU-0200,128,28,17
2025-02-18,STR-030,SKU-0480,196,19,26
2025-02-18,STR-030,SKU-0224,118,19,17
2025-02-18,STR-030,SKU-0138,45,32,26
2025-02-18,STR-030,SKU-0182,53,29,14
2025-02-18,STR-030,SKU-0059,180,25,17
2025-02-18,STR-030,SKU-0479,105,16,30
2025-02-18,STR-030,SKU-0402,189,23,22
2025-02-18,STR-030,SKU-0339,165,1,14
2025-02-18,STR-030,SKU-0528,146,27,17
2025-02-18,STR-030,SKU-0079,132,15,28
2025-02-18,STR-030,SKU-0436,29,19,22
2025-02-18,STR-030,SKU-0271,58,33,16
2025-02-18,STR-030,SKU-0051,114,0,14
2025-02-18,STR-030,SKU-0331,148,29,16
2025-02-18,STR-030,SKU-0012,115,41,28
2025-02-18,STR-030,SKU-0163,98,35,13
2025-02-18,STR-030,SKU-0062,72,6,11
2025-02-18,STR-030,SKU-0411,83,46,26
2025-02-18,STR-030,SKU-0338,124,49,23
2025-02-24,STR-001,SKU-0104,33,43,23
2025-02-24,STR-001,SKU-0133,11,34,10
2025-02-24,STR-001,SKU-0417,180,11,23
2025-02-24,STR-001,SKU-0518,77,15,22
2025-02-24,STR-001,SKU-0247,116,46,14
2025-02-24,STR-001,SKU-0506,146,11,13
2025-02-24,STR-001,SKU-0442,183,3,26
2025-02-24,STR-001,SKU-0360,151,50,22
2025-02-24,STR-001,SKU-0071,177,0,21
2025-02-24,STR-001,SKU-0515,124,42,25
2025-02-24,STR-001,SKU-0190,81,46,12
2025-02-24,STR-001,SKU-0468,185,44,23
2025-02-24,STR-001,SKU-0090,142,38,10
2025-02-24,STR-001,SKU-0537,117,46,16
2025-02-24,STR-001,SKU-0335,49,35,28
2025-02-24,STR-001,SKU-0377,192,4,21
2025-02-24,STR-001,SKU-0189,183,5,27
2025-02-24,STR-001,SKU-0309,147,6,18
2025-02-24,STR-001,SKU-0214,0,32,26
2025-02-24,STR-001,SKU-0301,88,47,22
2025-02-24,STR-001,SKU-0123,82,4,16
2025-02-24,STR-001,SKU-0073,121,50,30
2025-02-24,STR-001,SKU-0295,5,28,12
2025-02-24,STR-001,SKU-0149,26,44,10
2025-02-24,STR-001,SKU-0350,59,38,16
2025-02-24,STR-001,SKU-0329,36,25,20
2025-02-24,STR-001,SKU-0422,17,1,14
2025-02-24,STR-001,SKU-0045,183,25,17
2025-02-24,STR-001,SKU-0033,199,41,10
2025-02-24,STR-001,SKU-0291,116,30,14
2025-02-24,STR-001,SKU-0081,142,8,27
2025-02-24,STR-001,SKU-0507,184,8,19
2025-02-24,STR-001,SKU-0226,83,34,23
2025-02-24,STR-001,SKU-0332,42,43,24
2025-02-24,STR-001,SKU-0280,5,37,14
2025-02-24,STR-002,SKU-0040,195,37,22
2025-02-24,STR-002,SKU-0252,32,13,30
2025-02-24,STR-002,SKU-0099,141,38,10
2025-02-24,STR-002,SKU-0271,128,40,21
2025-02-24,STR-002,SKU-0534,131,9,17
2025-02-24,STR-002,SKU-0192,75,6,20
2025-02-24,STR-002,SKU-0456,102,33,20
2025-02-24,STR-002,SKU-0140,51,28,10
2025-02-24,STR-002,SKU-0393,157,14,15
2025-02-24,STR-002,SKU-0497,158,50,23
2025-02-24,STR-002,SKU-0202,113,49,22
2025-02-24,STR-002,SKU-0059,45,49,29
2025-02-24,STR-002,SKU-0357,35,39,22
2025-02-24,STR-002,SKU-0078,25,26,21
2025-02-24,STR-002,SKU-0300,89,39,27
2025-02-24,STR-002,SKU-0451,148,36,17
2025-02-24,STR-002,SKU-0306,138,47,13
2025-02-24,STR-002,SKU-0315,51,19,30
2025-02-24,STR-002,SKU-0445,151,10,18
2025-02-24,STR-002,SKU-0324,76,11,13
2025-02-24,STR-002,SKU-0390,187,44,30
2025-02-24,STR-002,SKU-0418,23,46,22
2025-02-24,STR-002,SKU-0332,26,5,22
2025-02-24,STR-002,SKU-0055,161,14,26
2025-02-24,STR-002,SKU-0488,180,48,10
2025-02-24,STR-002,SKU-0381,107,50,25
2025-02-24,STR-002,SKU-0395,85,14,25
2025-02-24,STR-002,SKU-0375,36,28,27
2025-02-24,STR-002,SKU-0302,46,25,27
2025-02-24,STR-002,SKU-0185,108,16,29
2025-02-24,STR-002,SKU-0196,93,38,23
2025-02-24,STR-002,SKU-0492,2,48,21
2025-02-24,STR-002,SKU-0455,96,25,23
2025-02-24,STR-002,SKU-0175,169,46,26
2025-02-24,STR-002,SKU-0392,131,22,10
2025-02-24,STR-003,SKU-0519,89,33,29
2025-02-24,STR-003,SKU-0283,80,36,15
2025-02-24,STR-003,SKU-0480,157,42,18
2025-02-24,STR-003,SKU-0334,175,0,10
2025-02-24,STR-003,SKU-0360,183,36,24
2025-02-24,STR-003,SKU-0097,18,25,23
2025-02-24,STR-003,SKU-0397,121,25,21
2025-02-24,STR-003,SKU-0076,44,28,19
2025-02-24,STR-003,SKU-0320,196,40,15
2025-02-24,STR-003,SKU-0009,101,4,30
2025-02-24,STR-003,SKU-0414,33,27,15
2025-02-24,STR-003,SKU-0539,8,17,26
2025-02-24,STR-003,SKU-0498,171,14,12
2025-02-24,STR-003,SKU-0270,142,15,12
2025-02-24,STR-003,SKU-0511,90,42,22
2025-02-24,STR-003,SKU-0096,33,4,18
2025-02-24,STR-003,SKU-0317,18,39,10
2025-02-24,STR-003,SKU-0535,166,43,13
2025-02-24,STR-003,SKU-0011,196,5,10
2025-02-24,STR-003,SKU-0441,175,7,30
2025-02-24,STR-003,SKU-0212,9,36,13
2025-02-24,STR-003,SKU-0381,58,48,21
2025-02-24,STR-003,SKU-0352,23,28,21
2025-02-24,STR-003,SKU-0355,148,4,25
2025-02-24,STR-003,SKU-0243,18,20,19
2025-02-24,STR-003,SKU-0023,17,42,29
2025-02-24,STR-003,SKU-0490,150,36,27
2025-02-24,STR-003,SKU-0361,57,40,22
2025-02-24,STR-003,SKU-0159,87,2,15
2025-02-24,STR-003,SKU-0089,67,14,14
2025-02-24,STR-003,SKU-0080,63,23,19
2025-02-24,STR-003,SKU-0455,58,14,14
2025-02-24,STR-003,SKU-0279,33,45,16
2025-02-24,STR-003,SKU-0105,191,43,14
2025-02-24,STR-003,SKU-0434,26,17,24
2025-02-24,STR-004,SKU-0256,23,28,16
2025-02-24,STR-004,SKU-0053,51,2,10
2025-02-24,STR-004,SKU-0239,57,11,15
2025-02-24,STR-004,SKU-0341,160,47,15
2025-02-24,STR-004,SKU-0283,68,34,12
2025-02-24,STR-004,SKU-0108,37,10,30
2025-02-24,STR-004,SKU-0408,69,7,12
2025-02-24,STR-004,SKU-0172,5,8,19
2025-02-24,STR-004,SKU-0370,138,47,13
2025-02-24,STR-004,SKU-0248,141,9,30
2025-02-24,STR-004,SKU-0210,104,10,14
2025-02-24,STR-004,SKU-0002,4,1,29
2025-02-24,STR-004,SKU-0191,153,7,18
2025-02-24,STR-004,SKU-0085,41,0,14
2025-02-24,STR-004,SKU-0294,120,17,18
2025-02-24,STR-004,SKU-0163,167,35,17
2025-02-24,STR-004,SKU-0092,9,3,28
2025-02-24,STR-004,SKU-0016,181,12,10
2025-02-24,STR-004,SKU-0217,129,30,12
2025-02-24,STR-004,SKU-0212,149,11,15
2025-02-24,STR-004,SKU-0124,129,21,15
2025-02-24,STR-004,SKU-0083,65,37,19
2025-02-24,STR-004,SKU-0252,199,16,14
2025-02-24,STR-004,SKU-0541,23,24,27
2025-02-24,STR-004,SKU-0354,30,20,17
2025-02-24,STR-004,SKU-0407,58,41,30
2025-02-24,STR-004,SKU-0177,153,41,23
2025-02-24,STR-004,SKU-0226,93,37,16
2025-02-24,STR-004,SKU-0494,46,39,12
2025-02-24,STR-004,SKU-0228,177,33,23
2025-02-24,STR-004,SKU-0043,115,24,12
2025-02-24,STR-004,SKU-0078,172,48,25
2025-02-24,STR-004,SKU-0017,166,29,24
2025-02-24,STR-004,SKU-0238,184,32,18
2025-02-24,STR-004,SKU-0344,187,39,19
2025-02-24,STR-005,SKU-0199,161,11,29
2025-02-24,STR-005,SKU-0277,54,6,14
2025-02-24,STR-005,SKU-0351,127,50,24
2025-02-24,STR-005,SKU-0427,52,17,26
2025-02-24,STR-005,SKU-0429,102,1,24
2025-02-24,STR-005,SKU-0194,94,38,22
2025-02-24,STR-005,SKU-0060,106,38,25
2025-02-24,STR-005,SKU-0504,151,47,25
2025-02-24,STR-005,SKU-0041,158,13,22
2025-02-24,STR-005,SKU-0309,59,17,27
2025-02-24,STR-005,SKU-0485,137,45,15
2025-02-24,STR-005,SKU-0318,188,29,22
2025-02-24,STR-005,SKU-0015,136,42,12
2025-02-24,STR-005,SKU-0009,155,35,24
2025-02-24,STR-005,SKU-0121,130,29,30
2025-02-24,STR-005,SKU-0330,146,10,17
2025-02-24,STR-005,SKU-0276,169,17,22
2025-02-24,STR-005,SKU-0326,31,38,11
2025-02-24,STR-005,SKU-0200,120,3,22
2025-02-24,STR-005,SKU-0207,21,26,26
2025-02-24,STR-005,SKU-0033,194,27,25
2025-02-24,STR-005,SKU-0004,199,17,15
2025-02-24,STR-005,SKU-0399,153,36,23
2025-02-24,STR-005,SKU-0189,24,37,25
2025-02-24,STR-005,SKU-0288,154,14,11
2025-02-24,STR-005,SKU-0532,153,30,23
2025-02-24,STR-005,SKU-0005,90,10,22
2025-02-24,STR-005,SKU-0356,126,30,21
2025-02-24,STR-005,SKU-0345,129,9,28
2025-02-24,STR-005,SKU-0225,4,10,12
2025-02-24,STR-005,SKU-0428,87,42,16
2025-02-24,STR-005,SKU-0369,125,5,30
2025-02-24,STR-005,SKU-0139,108,47,15
2025-02-24,STR-005,SKU-0355,171,48,24
2025-02-24,STR-005,SKU-0006,130,13,11
2025-02-24,STR-006,SKU-0249,52,36,11
2025-02-24,STR-006,SKU-0241,57,0,12
2025-02-24,STR-006,SKU-0384,55,11,21
2025-02-24,STR-006,SKU-0131,22,0,19
2025-02-24,STR-006,SKU-0446,110,12,10
2025-02-24,STR-006,SKU-0094,107,27,29
2025-02-24,STR-006,SKU-0015,200,13,27
2025-02-24,STR-006,SKU-0115,49,26,27
2025-02-24,STR-006,SKU-0049,199,50,27
2025-02-24,STR-006,SKU-0452,156,41,30
2025-02-24,STR-006,SKU-0214,140,36,20
2025-02-24,STR-006,SKU-0248,84,42,22
2025-02-24,STR-006,SKU-0222,53,16,26
2025-02-24,STR-006,SKU-0255,33,40,11
2025-02-24,STR-006,SKU-0184,191,4,12
2025-02-24,STR-006,SKU-0230,70,0,29
2025-02-24,STR-006,SKU-0221,179,9,15
2025-02-24,STR-006,SKU-0251,2,42,24
2025-02-24,STR-006,SKU-0149,196,45,12
2025-02-24,STR-006,SKU-0469,168,27,10
2025-02-24,STR-006,SKU-0533,120,46,24
2025-02-24,STR-006,SKU-0138,146,15,27
2025-02-24,STR-006,SKU-0252,193,34,28
2025-02-24,STR-006,SKU-0473,15,11,24
2025-02-24,STR-006,SKU-0464,176,42,25
2025-02-24,STR-006,SKU-0232,134,32,17
2025-02-24,STR-006,SKU-0530,101,28,11
2025-02-24,STR-006,SKU-0146,77,29,19
2025-02-24,STR-006,SKU-0245,98,29,14
2025-02-24,STR-006,SKU-0508,80,43,22
2025-02-24,STR-006,SKU-0259,94,24,24
2025-02-24,STR-006,SKU-0097,20,23,30
2025-02-24,STR-006,SKU-0483,199,8,12
2025-02-24,STR-006,SKU-0210,48,42,24
2025-02-24,STR-006,SKU-0217,165,46,30
2025-02-24,STR-007,SKU-0221,169,24,13
2025-02-24,STR-007,SKU-0055,127,41,30
2025-02-24,STR-007,SKU-0017,180,29,13
2025-02-24,STR-007,SKU-0340,89,24,10
2025-02-24,STR-007,SKU-0299,164,4,29
2025-02-24,STR-007,SKU-0037,84,8,23
2025-02-24,STR-007,SKU-0273,95,30,20
2025-02-24,STR-007,SKU-0059,10,37,24
2025-02-24,STR-007,SKU-0260,160,25,17
2025-02-24,STR-007,SKU-0092,119,27,11
2025-02-24,STR-007,SKU-0065,36,50,29
2025-02-24,STR-007,SKU-0409,153,29,15
2025-02-24,STR-007,SKU-0068,70,5,11
2025-02-24,STR-007,SKU-0341,182,27,22
2025-02-24,STR-007,SKU-0500,78,44,14
2025-02-24,STR-007,SKU-0490,85,37,17
2025-02-24,STR-007,SKU-0146,118,39,24
2025-02-24,STR-007,SKU-0344,187,1,16
2025-02-24,STR-007,SKU-0532,24,49,11
2025-02-24,STR-007,SKU-0147,188,50,23
2025-02-24,STR-007,SKU-0382,184,24,27
2025-02-24,STR-007,SKU-0393,72,31,28
2025-02-24,STR-007,SKU-0400,178,30,27
2025-02-24,STR-007,SKU-0177,61,8,21
2025-02-24,STR-007,SKU-0336,161,38,25
2025-02-24,STR-007,SKU-0282,2,8,29
2025-02-24,STR-007,SKU-0112,7,13,10
2025-02-24,STR-007,SKU-0403,73,9,21
2025-02-24,STR-007,SKU-0219,46,38,14
2025-02-24,STR-007,SKU-0072,29,50,26
2025-02-24,STR-007,SKU-0099,169,13,10
2025-02-24,STR-007,SKU-0371,71,21,20
2025-02-24,STR-007,SKU-0416,69,3,23
2025-02-24,STR-007,SKU-0428,127,5,27
2025-02-24,STR-007,SKU-0200,128,14,24
2025-02-24,STR-008,SKU-0382,159,8,21
2025-02-24,STR-008,SKU-0238,11,0,11
2025-02-24,STR-008,SKU-0513,33,39,30
2025-02-24,STR-008,SKU-0203,131,34,29
2025-02-24,STR-008,SKU-0301,46,28,12
2025-02-24,STR-008,SKU-0104,129,1,14
2025-02-24,STR-008,SKU-0041,169,43,24
2025-02-24,STR-008,SKU-0387,7,22,20
2025-02-24,STR-008,SKU-0491,122,3,16
2025-02-24,STR-008,SKU-0534,9,39,18
2025-02-24,STR-008,SKU-0059,101,37,26
2025-02-24,STR-008,SKU-0019,22,37,27
2025-02-24,STR-008,SKU-0318,46,47,16
2025-02-24,STR-008,SKU-0211,101,24,23
2025-02-24,STR-008,SKU-0367,196,25,30
2025-02-24,STR-008,SKU-0420,48,40,27
2025-02-24,STR-008,SKU-0249,144,35,22
2025-02-24,STR-008,SKU-0514,138,18,26
2025-02-24,STR-008,SKU-0483,180,40,14
2025-02-24,STR-008,SKU-0053,26,8,14
2025-02-24,STR-008,SKU-0489,116,4,10
2025-02-24,STR-008,SKU-0190,73,26,11
2025-02-24,STR-008,SKU-0461,108,16,22
2025-02-24,STR-008,SKU-0286,142,29,25
2025-02-24,STR-008,SKU-0208,159,7,30
2025-02-24,STR-008,SKU-0437,197,27,13
2025-02-24,STR-008,SKU-0141,185,6,22
2025-02-24,STR-008,SKU-0267,199,2,14
2025-02-24,STR-008,SKU-0471,108,38,27
2025-02-24,STR-008,SKU-0128,35,37,18
2025-02-24,STR-008,SKU-0338,49,18,10
2025-02-24,STR-008,SKU-0446,55,27,22
2025-02-24,STR-008,SKU-0343,109,22,20
2025-02-24,STR-008,SKU-0236,115,27,21
2025-02-24,STR-008,SKU-0079,152,3,10
2025-02-24,STR-009,SKU-0080,31,37,16
2025-02-24,STR-009,SKU-0132,17,26,24
2025-02-24,STR-009,SKU-0083,79,34,24
2025-02-24,STR-009,SKU-0037,61,38,30
2025-02-24,STR-009,SKU-0523,85,28,17
2025-02-24,STR-009,SKU-0067,9,49,12
2025-02-24,STR-009,SKU-0032,1,6,10
2025-02-24,STR-009,SKU-0184,155,8,13
2025-02-24,STR-009,SKU-0375,41,15,19
2025-02-24,STR-009,SKU-0541,141,14,20
2025-02-24,STR-009,SKU-0057,34,0,21
2025-02-24,STR-009,SKU-0356,107,19,26
2025-02-24,STR-009,SKU-0484,98,4,11
2025-02-24,STR-009,SKU-0182,143,10,23
2025-02-24,STR-009,SKU-0327,89,3,11
2025-02-24,STR-009,SKU-0086,117,22,16
2025-02-24,STR-009,SKU-0444,126,38,15
2025-02-24,STR-009,SKU-0234,56,50,11
2025-02-24,STR-009,SKU-0139,175,13,18
2025-02-24,STR-009,SKU-0239,58,6,25
2025-02-24,STR-009,SKU-0477,80,13,19
2025-02-24,STR-009,SKU-0458,115,34,26
2025-02-24,STR-009,SKU-0054,73,4,15
2025-02-24,STR-009,SKU-0059,182,3,15
2025-02-24,STR-009,SKU-0206,98,31,15
2025-02-24,STR-009,SKU-0235,134,21,16
2025-02-24,STR-009,SKU-0400,32,4,13
2025-02-24,STR-009,SKU-0152,161,28,27
2025-02-24,STR-009,SKU-0071,89,31,15
2025-02-24,STR-009,SKU-0498,5,28,25
2025-02-24,STR-009,SKU-0402,105,6,16
2025-02-24,STR-009,SKU-0460,42,25,23
2025-02-24,STR-009,SKU-0366,167,7,16
2025-02-24,STR-009,SKU-0251,80,14,13
2025-02-24,STR-009,SKU-0045,81,11,23
2025-02-24,STR-010,SKU-0289,138,7,10
2025-02-24,STR-010,SKU-0438,102,26,20
2025-02-24,STR-010,SKU-0131,178,8,29
2025-02-24,STR-010,SKU-0059,113,18,20
2025-02-24,STR-010,SKU-0240,157,25,15
2025-02-24,STR-010,SKU-0330,179,9,23
2025-02-24,STR-010,SKU-0065,1,43,13
2025-02-24,STR-010,SKU-0014,159,5,17
2025-02-24,STR-010,SKU-0171,149,29,18
2025-02-24,STR-010,SKU-0457,198,25,23
2025-02-24,STR-010,SKU-0494,38,15,22
2025-02-24,STR-010,SKU-0236,41,4,16
2025-02-24,STR-010,SKU-0117,57,21,23
2025-02-24,STR-010,SKU-0176,61,28,20
2025-02-24,STR-010,SKU-0393,92,4,21
2025-02-24,STR-010,SKU-0275,135,3,19
2025-02-24,STR-010,SKU-0046,193,46,30
2025-02-24,STR-010,SKU-0094,112,7,15
2025-02-24,STR-010,SKU-0427,15,30,10
2025-02-24,STR-010,SKU-0206,169,37,30
2025-02-24,STR-010,SKU-0533,178,29,13
2025-02-24,STR-010,SKU-0342,128,15,16
2025-02-24,STR-010,SKU-0048,92,22,21
2025-02-24,STR-010,SKU-0039,94,4,14
2025-02-24,STR-010,SKU-0075,171,10,12
2025-02-24,STR-010,SKU-0473,65,43,30
2025-02-24,STR-010,SKU-0276,83,30,14
2025-02-24,STR-010,SKU-0534,176,2,26
2025-02-24,STR-010,SKU-0286,10,30,25
2025-02-24,STR-010,SKU-0063,112,14,20
2025-02-24,STR-010,SKU-0387,105,26,13
2025-02-24,STR-010,SKU-0312,66,30,27
2025-02-24,STR-010,SKU-0003,77,38,30
2025-02-24,STR-010,SKU-0194,111,27,13
2025-02-24,STR-010,SKU-0147,189,15,30
2025-02-24,STR-011,SKU-0412,193,8,10
2025-02-24,STR-011,SKU-0088,136,38,30
2025-02-24,STR-011,SKU-0334,20,50,14
2025-02-24,STR-011,SKU-0340,84,8,12
2025-02-24,STR-011,SKU-0160,16,32,12
2025-02-24,STR-011,SKU-0018,73,3,18
2025-02-24,STR-011,SKU-0076,57,13,18
2025-02-24,STR-011,SKU-0339,192,32,19
2025-02-24,STR-011,SKU-0466,117,8,30
2025-02-24,STR-011,SKU-0405,24,49,26
2025-02-24,STR-011,SKU-0397,117,0,17
2025-02-24,STR-011,SKU-0105,11,36,17
2025-02-24,STR-011,SKU-0249,6,6,10
2025-02-24,STR-011,SKU-0121,152,47,19
2025-02-24,STR-011,SKU-0019,125,6,12
2025-02-24,STR-011,SKU-0308,91,47,11
2025-02-24,STR-011,SKU-0115,112,49,16
2025-02-24,STR-011,SKU-0009,134,39,21
2025-02-24,STR-011,SKU-0324,135,20,14
2025-02-24,STR-011,SKU-0001,124,28,17
2025-02-24,STR-011,SKU-0145,114,7,26
2025-02-24,STR-011,SKU-0329,29,29,26
2025-02-24,STR-011,SKU-0363,72,34,15
2025-02-24,STR-011,SKU-0468,140,30,28
2025-02-24,STR-011,SKU-0402,191,39,22
2025-02-24,STR-011,SKU-0144,106,41,18
2025-02-24,STR-011,SKU-0233,0,11,19
2025-02-24,STR-011,SKU-0406,94,47,24
2025-02-24,STR-011,SKU-0170,181,27,27
2025-02-24,STR-011,SKU-0365,175,9,15
2025-02-24,STR-011,SKU-0443,32,43,26
2025-02-24,STR-011,SKU-0258,195,19,18
2025-02-24,STR-011,SKU-0209,15,13,22
2025-02-24,STR-011,SKU-0477,109,14,28
2025-02-24,STR-011,SKU-0417,75,17,10
2025-02-24,STR-012,SKU-0289,111,6,19
2025-02-24,STR-012,SKU-0447,158,0,18
2025-02-24,STR-012,SKU-0029,76,12,13
2025-02-24,STR-012,SKU-0299,185,34,24
2025-02-24,STR-012,SKU-0358,114,34,10
2025-02-24,STR-012,SKU-0154,31,9,14
2025-02-24,STR-012,SKU-0362,159,36,24
2025-02-24,STR-012,SKU-0425,128,22,30
2025-02-24,STR-012,SKU-0204,78,50,23
2025-02-24,STR-012,SKU-0346,132,34,26
2025-02-24,STR-012,SKU-0535,108,6,12
2025-02-24,STR-012,SKU-0158,164,8,19
2025-02-24,STR-012,SKU-0032,12,11,10
2025-02-24,STR-012,SKU-0018,151,50,23
2025-02-24,STR-012,SKU-0513,25,5,21
2025-02-24,STR-012,SKU-0390,157,27,11
2025-02-24,STR-012,SKU-0155,67,34,18
2025-02-24,STR-012,SKU-0492,40,14,10
2025-02-24,STR-012,SKU-0530,186,24,15
2025-02-24,STR-012,SKU-0180,100,20,27
2025-02-24,STR-012,SKU-0271,129,41,13
2025-02-24,STR-012,SKU-0450,132,43,23
2025-02-24,STR-012,SKU-0501,99,41,11
2025-02-24,STR-012,SKU-0081,106,36,28
2025-02-24,STR-012,SKU-0082,74,27,10
2025-02-24,STR-012,SKU-0398,115,16,24
2025-02-24,STR-012,SKU-0443,141,19,26
2025-02-24,STR-012,SKU-0538,17,40,11
2025-02-24,STR-012,SKU-0182,92,47,14
2025-02-24,STR-012,SKU-0167,80,16,21
2025-02-24,STR-012,SKU-0457,181,2,27
2025-02-24,STR-012,SKU-0421,60,3,10
2025-02-24,STR-012,SKU-0077,42,13,11
2025-02-24,STR-012,SKU-0015,153,27,29
2025-02-24,STR-012,SKU-0236,94,41,25
2025-02-24,STR-013,SKU-0492,71,13,24
2025-02-24,STR-013,SKU-0312,196,28,10
2025-02-24,STR-013,SKU-0292,58,7,10
2025-02-24,STR-013,SKU-0423,42,45,16
2025-02-24,STR-013,SKU-0401,184,24,16
2025-02-24,STR-013,SKU-0138,191,4,21
2025-02-24,STR-013,SKU-0227,127,5,13
2025-02-24,STR-013,SKU-0481,121,2,22
2025-02-24,STR-013,SKU-0353,189,11,13
2025-02-24,STR-013,SKU-0425,29,13,18
2025-02-24,STR-013,SKU-0460,181,38,11
2025-02-24,STR-013,SKU-0433,84,21,13
