review_id,booking_id,property_id,guest_id,review_date,overall_score,cleanliness_score,service_score,value_score,food_score,sentiment,platform
REV-011198,BK-0025532,PROP-009,GST-03806,2025-04-07,9,9,9,8,9,Positive,Booking.com
REV-011199,BK-0045059,PROP-032,GST-03958,2025-02-11,8,8,8,8,7,Positive,Direct
REV-011200,BK-0005514,PROP-033,GST-02821,2025-02-24,7,8,7,7,8,Neutral,Booking.com
REV-011201,BK-0019397,PROP-018,GST-04251,2025-05-03,9,9,10,8,10,Positive,Direct
REV-011202,BK-0025098,PROP-002,GST-03863,2025-02-08,10,9,8,9,10,Positive,Direct
REV-011203,BK-0017356,PROP-006,GST-02878,2025-03-01,10,10,9,10,10,Positive,Booking.com
REV-011204,BK-0017464,PROP-013,GST-04040,2025-01-06,9,9,9,9,10,Positive,Booking.com
REV-011205,BK-0013096,PROP-029,GST-01150,2025-02-20,8,7,7,7,9,Positive,TripAdvisor
REV-011206,BK-0012770,PROP-006,GST-03377,2025-04-06,7,7,6,7,8,Neutral,Booking.com
REV-011207,BK-0022834,PROP-011,GST-04975,2025-03-19,9,9,9,9,8,Positive,Booking.com
REV-011208,BK-0039816,PROP-034,GST-02199,2025-03-05,6,5,5,6,6,Neutral,TripAdvisor
REV-011209,BK-0007442,PROP-011,GST-01298,2025-02-20,10,10,10,10,10,Positive,TripAdvisor
REV-011210,BK-0048497,PROP-036,GST-02566,2025-01-30,8,10,7,7,9,Positive,Google
REV-011211,BK-0033553,PROP-016,GST-04717,2025-04-26,9,8,9,8,8,Positive,Google
REV-011212,BK-0031960,PROP-048,GST-01081,2025-03-25,8,9,6,9,6,Positive,Direct
REV-011213,BK-0028353,PROP-010,GST-00285,2025-04-17,10,8,10,9,10,Positive,Booking.com
REV-011214,BK-0031465,PROP-046,GST-02275,2025-01-08,8,10,8,7,10,Positive,Direct
REV-011215,BK-0039423,PROP-015,GST-01265,2025-05-08,10,9,9,9,10,Positive,Google
REV-011216,BK-0027006,PROP-009,GST-04885,2025-04-11,8,6,9,8,9,Positive,TripAdvisor
REV-011217,BK-0009531,PROP-008,GST-03607,2025-04-25,9,9,9,9,8,Positive,TripAdvisor
REV-011218,BK-0006830,PROP-045,GST-04226,2025-04-10,7,7,7,8,7,Neutral,TripAdvisor
REV-011219,BK-0022084,PROP-035,GST-02364,2025-02-09,9,7,10,9,9,Positive,Direct
REV-011220,BK-0014851,PROP-017,GST-03751,2025-04-08,8,9,10,9,9,Positive,Booking.com
REV-011221,BK-0028969,PROP-021,GST-04290,2025-02-16,6,5,5,7,5,Neutral,Direct
REV-011222,BK-0008175,PROP-004,GST-00817,2025-01-07,7,8,6,8,8,Neutral,Direct
REV-011223,BK-0007212,PROP-040,GST-00371,2025-04-17,8,8,8,7,7,Positive,TripAdvisor
REV-011224,BK-0048042,PROP-047,GST-03098,2025-03-26,10,10,10,9,10,Positive,TripAdvisor
REV-011225,BK-0016405,PROP-042,GST-02828,2025-02-18,7,5,6,5,7,Neutral,Direct
REV-011226,BK-0040231,PROP-001,GST-03643,2025-05-07,8,8,8,8,8,Positive,TripAdvisor
REV-011227,BK-0001209,PROP-011,GST-01561,2025-02-13,9,6,8,10,10,Positive,Direct
REV-011228,BK-0016730,PROP-049,GST-04146,2025-05-06,8,7,8,9,7,Positive,Direct
REV-011229,BK-0010529,PROP-029,GST-02598,2025-05-08,7,7,6,8,7,Neutral,Direct
REV-011230,BK-0003554,PROP-003,GST-01024,2025-03-04,6,5,6,7,7,Neutral,Booking.com
REV-011231,BK-0001343,PROP-046,GST-02370,2025-02-26,8,8,7,8,8,Positive,Direct
REV-011232,BK-0008513,PROP-002,GST-03647,2025-03-06,8,9,8,8,9,Positive,TripAdvisor
REV-011233,BK-0032312,PROP-034,GST-03169,2025-01-17,6,7,6,5,7,Neutral,Direct
REV-011234,BK-0036700,PROP-027,GST-04433,2025-05-07,7,6,5,7,7,Neutral,Booking.com
REV-011235,BK-0049360,PROP-025,GST-04005,2025-03-13,9,10,10,8,9,Positive,Booking.com
REV-011236,BK-0013789,PROP-038,GST-03634,2025-02-19,8,7,9,9,10,Positive,TripAdvisor
REV-011237,BK-0032764,PROP-020,GST-03494,2025-02-22,10,9,10,10,8,Positive,Direct
REV-011238,BK-0007807,PROP-046,GST-01825,2025-03-24,10,9,10,10,10,Positive,Direct
REV-011239,BK-0019166,PROP-040,GST-03605,2025-02-07,10,9,9,10,10,Positive,TripAdvisor
REV-011240,BK-0040347,PROP-044,GST-00719,2025-04-26,9,9,10,7,8,Positive,Booking.com
REV-011241,BK-0035107,PROP-036,GST-04671,2025-04-25,9,10,9,10,10,Positive,Booking.com
REV-011242,BK-0032195,PROP-024,GST-04987,2025-01-21,9,8,7,9,9,Positive,Booking.com
REV-011243,BK-0003298,PROP-030,GST-02668,2025-01-12,8,8,8,7,9,Positive,Booking.com
REV-011244,BK-0027610,PROP-024,GST-00734,2025-04-29,8,8,8,10,7,Positive,Google
REV-011245,BK-0007842,PROP-041,GST-03527,2025-04-13,7,9,6,8,7,Neutral,TripAdvisor
REV-011246,BK-0007736,PROP-014,GST-04484,2025-01-29,6,7,7,6,4,Neutral,Direct
REV-011247,BK-0005413,PROP-031,GST-03568,2025-01-28,8,7,6,10,8,Positive,Direct
REV-011248,BK-0006653,PROP-036,GST-00655,2025-01-17,9,9,8,10,8,Positive,Booking.com
REV-011249,BK-0047851,PROP-047,GST-04552,2025-02-27,10,10,8,10,9,Positive,TripAdvisor
REV-011250,BK-0019608,PROP-024,GST-04461,2025-02-17,5,6,3,5,5,Negative,Direct
REV-011251,BK-0027985,PROP-015,GST-04939,2025-03-20,10,10,10,9,9,Positive,Direct
REV-011252,BK-0000072,PROP-036,GST-02682,2025-03-16,9,9,9,9,8,Positive,TripAdvisor
REV-011253,BK-0016866,PROP-002,GST-01163,2025-02-03,7,7,7,8,7,Neutral,TripAdvisor
REV-011254,BK-0004189,PROP-036,GST-00024,2025-01-12,8,8,8,7,8,Positive,Booking.com
REV-011255,BK-0004926,PROP-041,GST-01808,2025-04-21,10,9,10,10,10,Positive,Google
REV-011256,BK-0023201,PROP-006,GST-03724,2025-01-30,8,8,8,9,9,Positive,TripAdvisor
REV-011257,BK-0048774,PROP-037,GST-04619,2025-04-18,9,10,10,10,10,Positive,TripAdvisor
REV-011258,BK-0028537,PROP-049,GST-00944,2025-03-03,8,8,7,8,7,Positive,Google
REV-011259,BK-0000003,PROP-011,GST-02032,2025-02-11,7,7,7,6,8,Neutral,TripAdvisor
REV-011260,BK-0029296,PROP-041,GST-02806,2025-04-20,7,6,8,7,8,Neutral,Direct
REV-011261,BK-0043903,PROP-035,GST-01648,2025-02-10,8,8,7,9,8,Positive,Booking.com
REV-011262,BK-0030972,PROP-049,GST-04534,2025-01-27,8,8,7,8,7,Positive,Booking.com
REV-011263,BK-0044525,PROP-025,GST-01165,2025-05-11,7,7,9,8,7,Neutral,Direct
REV-011264,BK-0012037,PROP-042,GST-02257,2025-02-19,10,10,9,10,10,Positive,Direct
REV-011265,BK-0002932,PROP-044,GST-01175,2025-04-08,8,8,9,8,9,Positive,Booking.com
REV-011266,BK-0034499,PROP-015,GST-00376,2025-02-06,8,8,8,8,7,Positive,Direct
REV-011267,BK-0027675,PROP-022,GST-00861,2025-05-02,5,6,5,6,6,Negative,Direct
REV-011268,BK-0027180,PROP-021,GST-00232,2025-03-12,10,9,10,10,9,Positive,Direct
REV-011269,BK-0001461,PROP-004,GST-02768,2025-02-04,10,9,10,10,10,Positive,TripAdvisor
REV-011270,BK-0027895,PROP-003,GST-02329,2025-03-02,8,10,8,8,9,Positive,Google
REV-011271,BK-0046691,PROP-012,GST-00389,2025-04-06,10,9,10,10,10,Positive,Booking.com
REV-011272,BK-0020948,PROP-005,GST-01127,2025-04-24,10,10,8,10,10,Positive,Direct
REV-011273,BK-0018293,PROP-018,GST-00582,2025-02-10,10,10,10,10,10,Positive,Google
REV-011274,BK-0008640,PROP-009,GST-04006,2025-02-18,7,8,7,7,6,Neutral,Booking.com
REV-011275,BK-0048392,PROP-015,GST-02108,2025-01-31,8,8,8,7,8,Positive,Direct
REV-011276,BK-0027110,PROP-045,GST-02786,2025-03-26,10,10,10,8,10,Positive,Direct
REV-011277,BK-0045174,PROP-018,GST-01328,2025-03-31,9,8,7,10,9,Positive,TripAdvisor
REV-011278,BK-0029809,PROP-014,GST-03511,2025-05-01,8,7,6,8,10,Positive,TripAdvisor
REV-011279,BK-0008566,PROP-035,GST-03369,2025-01-22,10,10,9,9,9,Positive,Booking.com
REV-011280,BK-0007712,PROP-007,GST-04938,2025-02-06,9,9,9,10,9,Positive,Booking.com
REV-011281,BK-0015002,PROP-035,GST-00042,2025-03-29,9,9,10,9,8,Positive,Google
REV-011282,BK-0021342,PROP-042,GST-02748,2025-01-17,9,9,8,9,9,Positive,Booking.com
REV-011283,BK-0034183,PROP-023,GST-02017,2025-02-28,9,10,8,8,10,Positive,TripAdvisor
REV-011284,BK-0034760,PROP-001,GST-03228,2025-04-26,8,6,9,8,9,Positive,Booking.com
REV-011285,BK-0026965,PROP-024,GST-01566,2025-05-11,8,8,8,9,9,Positive,Direct
REV-011286,BK-0034607,PROP-024,GST-04936,2025-01-20,10,10,7,10,9,Positive,Booking.com
REV-011287,BK-0005000,PROP-048,GST-01033,2025-03-31,8,7,8,9,8,Positive,Google
REV-011288,BK-0031417,PROP-019,GST-03804,2025-01-20,5,5,5,5,5,Negative,Google
REV-011289,BK-0029035,PROP-023,GST-04336,2025-04-14,7,9,7,6,8,Neutral,Direct
REV-011290,BK-0035405,PROP-004,GST-03346,2025-03-26,7,8,5,7,7,Neutral,Google
REV-011291,BK-0021828,PROP-001,GST-03909,2025-03-09,7,7,9,5,6,Neutral,Booking.com
REV-011292,BK-0044911,PROP-020,GST-01374,2025-03-25,5,5,3,4,5,Negative,TripAdvisor
REV-011293,BK-0002634,PROP-013,GST-04982,2025-04-05,8,8,10,7,8,Positive,Google
REV-011294,BK-0025142,PROP-011,GST-02539,2025-02-24,9,8,10,8,9,Positive,Booking.com
REV-011295,BK-0049671,PROP-043,GST-02316,2025-01-31,8,7,9,8,8,Positive,Booking.com
REV-011296,BK-0044586,PROP-043,GST-02815,2025-01-22,9,10,8,10,8,Positive,Booking.com
REV-011297,BK-0009672,PROP-029,GST-00746,2025-02-10,9,10,8,10,10,Positive,Direct
REV-011298,BK-0019972,PROP-028,GST-03822,2025-03-17,5,6,5,5,3,Negative,Booking.com
REV-011299,BK-0043104,PROP-023,GST-01500,2025-03-08,10,10,10,9,10,Positive,Booking.com
REV-011300,BK-0003932,PROP-016,GST-03359,2025-01-09,9,10,10,9,9,Positive,Direct
REV-011301,BK-0016123,PROP-038,GST-01566,2025-03-06,6,7,5,6,6,Neutral,Direct
REV-011302,BK-0040215,PROP-020,GST-01533,2025-03-18,8,10,8,9,7,Positive,TripAdvisor
REV-011303,BK-0031232,PROP-002,GST-04510,2025-03-03,10,10,10,10,10,Positive,TripAdvisor
REV-011304,BK-0003799,PROP-004,GST-04133,2025-04-02,10,10,10,10,10,Positive,Google
REV-011305,BK-0039796,PROP-013,GST-03513,2025-01-14,9,9,10,8,8,Positive,Direct
REV-011306,BK-0022249,PROP-038,GST-04615,2025-01-27,7,7,7,7,8,Neutral,Direct
REV-011307,BK-0017876,PROP-012,GST-03561,2025-04-13,8,9,7,7,8,Positive,Direct
REV-011308,BK-0013381,PROP-017,GST-01167,2025-02-08,8,5,8,7,8,Positive,Booking.com
REV-011309,BK-0038627,PROP-028,GST-00889,2025-02-12,10,10,10,10,8,Positive,TripAdvisor
REV-011310,BK-0023502,PROP-037,GST-02166,2025-03-19,6,7,7,6,5,Neutral,TripAdvisor
REV-011311,BK-0004595,PROP-014,GST-02018,2025-01-10,9,9,9,8,9,Positive,TripAdvisor
REV-011312,BK-0036775,PROP-037,GST-01087,2025-02-10,9,10,8,10,8,Positive,TripAdvisor
REV-011313,BK-0007382,PROP-020,GST-02293,2025-01-21,5,6,5,5,6,Negative,Booking.com
REV-011314,BK-0040647,PROP-010,GST-02707,2025-04-08,7,6,9,8,6,Neutral,TripAdvisor
REV-011315,BK-0004825,PROP-044,GST-04392,2025-01-18,4,5,3,4,2,Negative,TripAdvisor
REV-011316,BK-0013320,PROP-038,GST-04620,2025-02-04,10,10,10,10,10,Positive,Direct
REV-011317,BK-0046900,PROP-041,GST-02252,2025-04-20,7,8,8,6,8,Neutral,TripAdvisor
REV-011318,BK-0047130,PROP-027,GST-01644,2025-04-27,8,7,9,8,9,Positive,Google
REV-011319,BK-0033979,PROP-025,GST-04869,2025-04-29,7,8,8,6,7,Neutral,Booking.com
REV-011320,BK-0029135,PROP-039,GST-00984,2025-01-21,8,9,9,8,9,Positive,Booking.com
REV-011321,BK-0035767,PROP-001,GST-02191,2025-02-25,8,8,6,8,9,Positive,Booking.com
REV-011322,BK-0000029,PROP-014,GST-00395,2025-04-03,7,9,6,8,8,Neutral,Direct
REV-011323,BK-0030836,PROP-017,GST-04812,2025-01-20,10,8,10,10,10,Positive,TripAdvisor
REV-011324,BK-0014031,PROP-048,GST-00262,2025-03-15,8,9,6,8,8,Positive,Booking.com
REV-011325,BK-0034039,PROP-026,GST-01236,2025-02-13,10,10,9,10,10,Positive,Google
REV-011326,BK-0008923,PROP-045,GST-03072,2025-04-16,9,10,9,9,10,Positive,Booking.com
REV-011327,BK-0004717,PROP-020,GST-02683,2025-03-30,5,6,6,5,5,Negative,TripAdvisor
REV-011328,BK-0049308,PROP-041,GST-02851,2025-04-14,10,10,10,9,10,Positive,Booking.com
REV-011329,BK-0046218,PROP-008,GST-00345,2025-02-20,10,9,10,10,10,Positive,Direct
REV-011330,BK-0033518,PROP-046,GST-03554,2025-05-06,9,8,9,9,10,Positive,Direct
REV-011331,BK-0037092,PROP-032,GST-02799,2025-02-11,9,10,9,10,10,Positive,Google
REV-011332,BK-0037315,PROP-019,GST-00504,2025-03-07,8,8,7,8,8,Positive,TripAdvisor
REV-011333,BK-0015600,PROP-028,GST-03174,2025-02-27,9,7,10,9,9,Positive,Google
REV-011334,BK-0044685,PROP-022,GST-00058,2025-04-21,5,4,4,6,8,Negative,Booking.com
REV-011335,BK-0016443,PROP-045,GST-02394,2025-02-01,8,8,10,9,8,Positive,Google
REV-011336,BK-0042693,PROP-014,GST-00238,2025-03-05,5,4,6,7,4,Negative,Direct
REV-011337,BK-0027436,PROP-046,GST-04762,2025-05-01,10,10,8,10,10,Positive,Booking.com
REV-011338,BK-0046543,PROP-021,GST-02115,2025-02-05,7,7,6,7,7,Neutral,Booking.com
REV-011339,BK-0024112,PROP-007,GST-01014,2025-03-27,5,6,3,5,5,Negative,Google
REV-011340,BK-0002910,PROP-008,GST-01982,2025-04-30,8,9,8,8,9,Positive,Direct
REV-011341,BK-0022492,PROP-042,GST-00120,2025-04-26,10,8,10,8,10,Positive,Direct
REV-011342,BK-0008049,PROP-036,GST-03199,2025-04-03,9,9,9,8,10,Positive,Direct
REV-011343,BK-0038098,PROP-048,GST-02285,2025-02-05,8,7,8,8,6,Positive,Booking.com
REV-011344,BK-0020559,PROP-047,GST-00292,2025-04-02,6,7,7,5,7,Neutral,Google
REV-011345,BK-0033221,PROP-040,GST-02705,2025-04-30,9,9,9,9,7,Positive,TripAdvisor
REV-011346,BK-0032041,PROP-020,GST-01909,2025-02-17,9,9,8,10,7,Positive,Direct
REV-011347,BK-0011708,PROP-016,GST-02775,2025-01-19,9,9,9,10,8,Positive,Google
REV-011348,BK-0041159,PROP-010,GST-03961,2025-01-26,7,7,7,6,8,Neutral,TripAdvisor
REV-011349,BK-0032999,PROP-036,GST-03445,2025-01-29,7,6,7,6,7,Neutral,Booking.com
REV-011350,BK-0048532,PROP-034,GST-03888,2025-02-03,9,7,9,9,8,Positive,TripAdvisor
REV-011351,BK-0010922,PROP-007,GST-00247,2025-03-11,10,10,9,10,10,Positive,Google
REV-011352,BK-0024525,PROP-006,GST-00942,2025-03-26,10,9,10,9,10,Positive,Google
REV-011353,BK-0018633,PROP-003,GST-02415,2025-03-03,9,10,8,8,9,Positive,Booking.com
REV-011354,BK-0039222,PROP-041,GST-00748,2025-03-10,8,7,8,6,8,Positive,Google
REV-011355,BK-0028331,PROP-045,GST-01966,2025-05-01,6,6,6,7,5,Neutral,TripAdvisor
REV-011356,BK-0039781,PROP-047,GST-00497,2025-04-18,8,7,8,7,8,Positive,Direct
REV-011357,BK-0002667,PROP-027,GST-01106,2025-01-11,7,7,8,7,6,Neutral,TripAdvisor
REV-011358,BK-0020310,PROP-029,GST-04827,2025-05-01,8,9,8,9,7,Positive,Booking.com
REV-011359,BK-0018977,PROP-038,GST-04898,2025-04-01,6,7,7,7,7,Neutral,TripAdvisor
REV-011360,BK-0012423,PROP-001,GST-03327,2025-04-22,8,9,7,8,9,Positive,Google
REV-011361,BK-0034282,PROP-031,GST-00799,2025-02-11,6,7,5,6,6,Neutral,Direct
REV-011362,BK-0013392,PROP-042,GST-01224,2025-02-03,8,8,9,9,9,Positive,Booking.com
REV-011363,BK-0025044,PROP-016,GST-03067,2025-04-15,8,8,9,7,8,Positive,Direct
REV-011364,BK-0001658,PROP-006,GST-01763,2025-02-21,7,7,7,9,7,Neutral,Google
REV-011365,BK-0040863,PROP-029,GST-00932,2025-03-21,6,7,6,6,5,Neutral,Direct
REV-011366,BK-0038514,PROP-030,GST-03898,2025-02-27,9,9,10,9,9,Positive,Google
REV-011367,BK-0031601,PROP-039,GST-01925,2025-04-14,9,8,10,10,9,Positive,Booking.com
REV-011368,BK-0038982,PROP-013,GST-04337,2025-03-07,6,7,5,5,7,Neutral,Booking.com
REV-011369,BK-0015765,PROP-044,GST-01686,2025-01-31,9,8,10,9,9,Positive,Google
REV-011370,BK-0012407,PROP-044,GST-04434,2025-05-11,7,7,6,8,7,Neutral,Direct
REV-011371,BK-0003369,PROP-049,GST-01826,2025-03-16,7,7,7,7,6,Neutral,Booking.com
REV-011372,BK-0001797,PROP-011,GST-01890,2025-02-04,8,8,8,8,7,Positive,Google
REV-011373,BK-0034157,PROP-019,GST-01957,2025-02-05,7,8,7,6,6,Neutral,Direct
REV-011374,BK-0026501,PROP-033,GST-01813,2025-03-11,10,10,10,10,9,Positive,Direct
REV-011375,BK-0043445,PROP-006,GST-01252,2025-03-10,8,9,7,8,9,Positive,Direct
REV-011376,BK-0039208,PROP-042,GST-01048,2025-03-05,8,8,10,7,7,Positive,TripAdvisor
REV-011377,BK-0012923,PROP-002,GST-04467,2025-03-13,7,7,7,9,8,Neutral,TripAdvisor
REV-011378,BK-0007351,PROP-016,GST-00175,2025-03-16,10,10,9,10,10,Positive,TripAdvisor
REV-011379,BK-0046129,PROP-038,GST-01398,2025-04-07,10,10,9,10,10,Positive,Direct
REV-011380,BK-0043225,PROP-021,GST-02720,2025-03-18,10,10,10,10,10,Positive,TripAdvisor
REV-011381,BK-0006175,PROP-043,GST-01774,2025-02-11,7,5,8,7,8,Neutral,Google
REV-011382,BK-0038572,PROP-034,GST-02222,2025-03-26,7,6,6,6,9,Neutral,Google
REV-011383,BK-0021669,PROP-004,GST-02617,2025-02-04,6,7,5,5,5,Neutral,Booking.com
REV-011384,BK-0037675,PROP-045,GST-01225,2025-03-09,7,7,8,6,6,Neutral,TripAdvisor
REV-011385,BK-0040050,PROP-049,GST-04689,2025-02-24,9,10,10,8,8,Positive,Google
REV-011386,BK-0035523,PROP-017,GST-04957,2025-03-05,7,7,8,7,7,Neutral,Booking.com
REV-011387,BK-0041045,PROP-050,GST-03690,2025-04-06,10,10,10,10,9,Positive,Direct
REV-011388,BK-0037540,PROP-029,GST-00265,2025-04-21,6,5,6,6,7,Neutral,Google
REV-011389,BK-0007885,PROP-034,GST-04503,2025-02-06,9,8,8,9,10,Positive,Google
REV-011390,BK-0025511,PROP-036,GST-03955,2025-04-17,9,7,9,10,9,Positive,Booking.com
REV-011391,BK-0020290,PROP-048,GST-03348,2025-04-18,9,7,9,9,10,Positive,Booking.com
REV-011392,BK-0034476,PROP-017,GST-02860,2025-04-22,10,10,10,10,7,Positive,Google
REV-011393,BK-0006320,PROP-005,GST-02642,2025-02-21,9,8,10,9,8,Positive,TripAdvisor
REV-011394,BK-0017198,PROP-043,GST-01131,2025-03-02,7,7,7,8,9,Neutral,TripAdvisor
REV-011395,BK-0026414,PROP-038,GST-00856,2025-02-26,7,10,6,8,7,Neutral,Google
REV-011396,BK-0007856,PROP-040,GST-03157,2025-03-24,9,10,10,10,9,Positive,Direct
REV-011397,BK-0027945,PROP-045,GST-02972,2025-02-06,9,8,9,9,8,Positive,Direct
REV-011398,BK-0017163,PROP-034,GST-00415,2025-05-07,10,8,10,9,10,Positive,Google
REV-011399,BK-0041564,PROP-016,GST-02142,2025-04-28,7,6,8,8,7,Neutral,Google
REV-011400,BK-0025572,PROP-041,GST-00284,2025-03-16,10,9,10,10,9,Positive,Booking.com
REV-011401,BK-0046233,PROP-030,GST-01338,2025-03-21,9,9,10,8,10,Positive,Google
REV-011402,BK-0018808,PROP-030,GST-00209,2025-05-05,6,5,5,6,7,Neutral,Google
REV-011403,BK-0024413,PROP-009,GST-03602,2025-01-14,9,10,9,9,9,Positive,TripAdvisor
REV-011404,BK-0001897,PROP-028,GST-03569,2025-05-03,8,9,7,7,8,Positive,Google
REV-011405,BK-0035424,PROP-028,GST-04199,2025-02-21,8,8,8,8,8,Positive,Booking.com
REV-011406,BK-0023199,PROP-035,GST-03987,2025-03-05,10,10,10,10,9,Positive,TripAdvisor
REV-011407,BK-0047872,PROP-014,GST-00464,2025-02-15,10,10,8,10,9,Positive,Google
REV-011408,BK-0035118,PROP-020,GST-04596,2025-03-20,7,6,5,7,9,Neutral,Direct
REV-011409,BK-0033218,PROP-005,GST-03928,2025-03-19,7,7,6,8,7,Neutral,Booking.com
REV-011410,BK-0020008,PROP-003,GST-02544,2025-01-06,6,5,7,7,6,Neutral,TripAdvisor
REV-011411,BK-0035088,PROP-014,GST-02732,2025-02-16,7,6,7,8,8,Neutral,Google
REV-011412,BK-0044847,PROP-034,GST-03392,2025-05-10,7,7,7,7,6,Neutral,Direct
REV-011413,BK-0004228,PROP-033,GST-02578,2025-02-23,9,8,10,9,10,Positive,Direct
REV-011414,BK-0030009,PROP-001,GST-00576,2025-03-29,7,6,8,7,7,Neutral,Google
REV-011415,BK-0000379,PROP-028,GST-01202,2025-03-01,8,9,8,5,8,Positive,TripAdvisor
REV-011416,BK-0035322,PROP-012,GST-00822,2025-03-25,10,9,10,8,10,Positive,TripAdvisor
REV-011417,BK-0045080,PROP-035,GST-02490,2025-04-04,9,10,7,10,10,Positive,Direct
REV-011418,BK-0019281,PROP-027,GST-02231,2025-03-17,10,8,10,8,10,Positive,Direct
REV-011419,BK-0038089,PROP-033,GST-02786,2025-04-09,8,9,8,7,8,Positive,Booking.com
REV-011420,BK-0019548,PROP-028,GST-00255,2025-02-20,7,7,7,7,7,Neutral,Direct
REV-011421,BK-0013156,PROP-044,GST-02175,2025-02-14,8,9,8,9,8,Positive,Booking.com
REV-011422,BK-0016498,PROP-028,GST-04765,2025-03-28,7,8,7,6,7,Neutral,Google
REV-011423,BK-0048222,PROP-049,GST-00856,2025-04-26,9,9,10,9,10,Positive,Booking.com
REV-011424,BK-0012758,PROP-031,GST-00217,2025-04-21,10,10,10,10,10,Positive,Direct
REV-011425,BK-0015130,PROP-018,GST-00004,2025-04-26,10,10,10,9,10,Positive,Google
REV-011426,BK-0016374,PROP-008,GST-04867,2025-04-22,7,9,7,8,7,Neutral,Direct
REV-011427,BK-0045897,PROP-019,GST-01176,2025-05-08,10,10,10,10,10,Positive,Google
REV-011428,BK-0021661,PROP-007,GST-03835,2025-02-05,5,6,7,4,5,Negative,Direct
REV-011429,BK-0002077,PROP-016,GST-01896,2025-04-11,9,9,8,9,7,Positive,Booking.com
REV-011430,BK-0002887,PROP-024,GST-04924,2025-01-05,5,7,5,5,5,Negative,Direct
REV-011431,BK-0018801,PROP-013,GST-00781,2025-04-15,10,8,10,10,10,Positive,Booking.com
REV-011432,BK-0040922,PROP-034,GST-04614,2025-02-24,9,9,9,9,10,Positive,Direct
REV-011433,BK-0027017,PROP-027,GST-02233,2025-04-03,10,9,10,10,9,Positive,Direct
REV-011434,BK-0045083,PROP-020,GST-04829,2025-02-04,7,5,7,7,8,Neutral,TripAdvisor
REV-011435,BK-0005893,PROP-029,GST-04756,2025-02-04,10,10,10,10,10,Positive,TripAdvisor
REV-011436,BK-0002797,PROP-022,GST-00402,2025-01-30,8,8,7,8,10,Positive,Direct
REV-011437,BK-0026706,PROP-007,GST-00862,2025-02-18,7,7,8,7,6,Neutral,TripAdvisor
REV-011438,BK-0020897,PROP-050,GST-01521,2025-03-16,6,6,5,6,7,Neutral,Booking.com
REV-011439,BK-0033835,PROP-018,GST-01533,2025-02-04,8,9,7,7,10,Positive,Direct
REV-011440,BK-0001333,PROP-010,GST-00025,2025-03-27,8,8,9,8,7,Positive,Google
REV-011441,BK-0033815,PROP-041,GST-00014,2025-03-27,8,8,7,8,9,Positive,TripAdvisor
REV-011442,BK-0017961,PROP-037,GST-03121,2025-02-02,7,6,6,8,6,Neutral,Google
REV-011443,BK-0040139,PROP-031,GST-02620,2025-03-05,9,10,9,8,9,Positive,Booking.com
REV-011444,BK-0042095,PROP-015,GST-01067,2025-02-24,7,6,7,9,6,Neutral,TripAdvisor
REV-011445,BK-0031629,PROP-040,GST-03020,2025-01-24,5,4,5,5,5,Negative,Google
REV-011446,BK-0040966,PROP-042,GST-00104,2025-02-20,8,8,8,10,8,Positive,Google
REV-011447,BK-0038471,PROP-029,GST-03209,2025-03-09,8,9,9,7,9,Positive,TripAdvisor
REV-011448,BK-0011292,PROP-045,GST-03795,2025-04-27,9,9,9,8,9,Positive,Booking.com
REV-011449,BK-0042646,PROP-039,GST-03029,2025-02-15,6,6,6,6,8,Neutral,Booking.com
REV-011450,BK-0021312,PROP-004,GST-04919,2025-01-30,7,6,8,6,7,Neutral,Direct
REV-011451,BK-0043079,PROP-031,GST-03348,2025-03-30,7,7,7,8,7,Neutral,Booking.com
REV-011452,BK-0004537,PROP-033,GST-00494,2025-04-16,8,9,8,6,7,Positive,Booking.com
REV-011453,BK-0017795,PROP-037,GST-04470,2025-03-19,10,10,10,10,9,Positive,Booking.com
REV-011454,BK-0036180,PROP-031,GST-03717,2025-02-28,7,7,8,6,8,Neutral,TripAdvisor
REV-011455,BK-0047823,PROP-021,GST-04393,2025-03-16,7,6,8,7,6,Neutral,Booking.com
REV-011456,BK-0045823,PROP-015,GST-02863,2025-03-20,7,7,7,8,7,Neutral,Direct
REV-011457,BK-0006789,PROP-029,GST-04946,2025-03-03,4,3,4,3,3,Negative,Booking.com
REV-011458,BK-0001986,PROP-046,GST-04967,2025-04-25,10,8,10,10,10,Positive,Google
REV-011459,BK-0037689,PROP-031,GST-03875,2025-04-05,8,8,8,7,7,Positive,Direct
REV-011460,BK-0001517,PROP-034,GST-03086,2025-01-23,9,9,10,7,10,Positive,Direct
REV-011461,BK-0038753,PROP-018,GST-03133,2025-02-12,5,6,4,6,6,Negative,Booking.com
REV-011462,BK-0021147,PROP-032,GST-04234,2025-05-06,9,9,8,9,10,Positive,Booking.com
REV-011463,BK-0001228,PROP-044,GST-03974,2025-01-16,9,8,10,10,10,Positive,Direct
REV-011464,BK-0032587,PROP-032,GST-03102,2025-05-05,8,9,9,8,7,Positive,TripAdvisor
REV-011465,BK-0043544,PROP-027,GST-03711,2025-04-01,8,7,9,7,8,Positive,Google
REV-011466,BK-0042566,PROP-005,GST-01670,2025-05-01,7,7,6,6,9,Neutral,TripAdvisor
REV-011467,BK-0028763,PROP-016,GST-04458,2025-03-28,7,6,6,8,8,Neutral,Direct
