log_id,vehicle_id,log_date,depot,odometer_km,litres_filled,cost_per_litre,total_cost_gbp,fuel_type
FL-0009483,VEH-0096,2025-02-12,London,275267,140.1,1.849,259.08,Electric
FL-0009484,VEH-0040,2025-03-08,Birmingham,196680,90.5,1.746,158.0,Diesel
FL-0009485,VEH-0046,2025-03-10,Glasgow,134854,149.9,1.701,254.95,HVO
FL-0009486,VEH-0051,2025-03-30,Glasgow,275976,139.3,1.461,203.45,Diesel
FL-0009487,VEH-0097,2025-02-06,London,190999,125.3,1.533,192.09,Diesel
FL-0009488,VEH-0038,2025-03-19,Manchester,177782,138.1,1.513,209.02,Diesel
FL-0009489,VEH-0070,2025-03-11,London,233006,120.0,1.596,191.46,Diesel
FL-0009490,VEH-0074,2025-01-04,Manchester,181559,105.9,1.543,163.44,Electric
FL-0009491,VEH-0023,2025-03-16,Manchester,264475,126.2,1.471,185.6,Diesel
FL-0009492,VEH-0081,2025-01-04,Leeds,112520,167.1,1.533,256.18,Diesel
FL-0009493,VEH-0051,2025-02-11,Glasgow,110694,150.3,1.702,255.73,Diesel
FL-0009494,VEH-0082,2025-03-13,Bristol,201935,127.1,1.797,228.34,Diesel
FL-0009495,VEH-0087,2025-03-19,Bristol,156007,119.7,1.647,197.16,Diesel
FL-0009496,VEH-0081,2025-02-04,Leeds,193865,75.8,1.47,111.37,Diesel
FL-0009497,VEH-0082,2025-03-26,Bristol,263773,190.4,1.507,286.99,Diesel
FL-0009498,VEH-0085,2025-01-09,Manchester,64778,143.8,1.774,255.11,Diesel
FL-0009499,VEH-0076,2025-03-16,London,181433,87.5,1.669,145.98,Diesel
FL-0009500,VEH-0047,2025-01-24,London,109305,92.8,1.818,168.73,Diesel
FL-0009501,VEH-0074,2025-01-28,Manchester,147906,98.7,1.6,157.84,Diesel
FL-0009502,VEH-0004,2025-01-23,Birmingham,117532,180.3,1.635,294.76,Electric
FL-0009503,VEH-0026,2025-01-25,Manchester,298304,87.0,1.733,150.83,Diesel
FL-0009504,VEH-0045,2025-01-29,Birmingham,271137,83.5,1.689,140.99,Diesel
FL-0009505,VEH-0024,2025-03-16,Manchester,238067,145.4,1.829,265.97,Diesel
FL-0009506,VEH-0013,2025-02-04,Birmingham,282699,142.9,1.782,254.69,Electric
FL-0009507,VEH-0042,2025-01-22,London,287251,71.1,1.724,122.55,Diesel
FL-0009508,VEH-0042,2025-03-19,London,80711,70.5,1.686,118.83,Diesel
FL-0009509,VEH-0067,2025-02-27,Manchester,185791,104.8,1.816,190.38,Diesel
FL-0009510,VEH-0071,2025-01-16,Bristol,189543,178.8,1.787,319.58,Diesel
FL-0009511,VEH-0043,2025-03-25,London,221066,136.9,1.7,232.79,Diesel
FL-0009512,VEH-0058,2025-01-15,Manchester,131077,143.7,1.603,230.32,Diesel
FL-0009513,VEH-0077,2025-01-11,London,125937,108.4,1.66,180.02,Diesel
FL-0009514,VEH-0078,2025-02-08,Glasgow,273470,135.3,1.749,236.6,HVO
FL-0009515,VEH-0064,2025-02-13,Glasgow,154183,126.6,1.635,206.93,Electric
FL-0009516,VEH-0007,2025-03-19,Bristol,190985,63.9,1.807,115.48,HVO
FL-0009517,VEH-0050,2025-03-04,Birmingham,70514,81.8,1.549,126.66,Diesel
FL-0009518,VEH-0090,2025-01-26,London,124408,103.0,1.471,151.49,Diesel
FL-0009519,VEH-0046,2025-02-05,Glasgow,96729,105.2,1.492,156.99,Diesel
FL-0009520,VEH-0046,2025-02-22,Glasgow,195984,103.3,1.652,170.66,HVO
FL-0009521,VEH-0066,2025-03-23,Bristol,268100,136.5,1.668,227.68,Diesel
FL-0009522,VEH-0047,2025-01-28,London,145002,154.1,1.594,245.57,Electric
FL-0009523,VEH-0042,2025-01-10,London,263330,167.4,1.826,305.68,Diesel
FL-0009524,VEH-0023,2025-01-28,Manchester,122564,141.7,1.536,217.69,Diesel
FL-0009525,VEH-0017,2025-01-30,London,170525,125.5,1.616,202.74,Diesel
FL-0009526,VEH-0085,2025-03-25,Manchester,200548,147.1,1.611,237.05,HVO
FL-0009527,VEH-0073,2025-02-08,London,96961,157.9,1.588,250.74,Electric
FL-0009528,VEH-0034,2025-01-11,Glasgow,149095,47.9,1.502,71.88,Electric
FL-0009529,VEH-0082,2025-03-04,Bristol,249971,96.1,1.761,169.31,HVO
FL-0009530,VEH-0061,2025-03-28,Glasgow,181306,80.7,1.638,132.21,Diesel
FL-0009531,VEH-0005,2025-02-26,Leeds,220577,159.7,1.717,274.23,Diesel
FL-0009532,VEH-0036,2025-03-07,Birmingham,220891,166.7,1.753,292.31,Diesel
FL-0009533,VEH-0067,2025-03-16,Manchester,185626,92.6,1.662,153.91,Diesel
FL-0009534,VEH-0036,2025-03-13,Birmingham,174610,70.4,1.687,118.71,Diesel
FL-0009535,VEH-0025,2025-02-27,Manchester,263334,54.9,1.489,81.8,Diesel
FL-0009536,VEH-0043,2025-02-25,London,82159,90.1,1.502,135.27,Diesel
FL-0009537,VEH-0050,2025-03-15,Birmingham,88395,74.4,1.529,113.7,Diesel
FL-0009538,VEH-0052,2025-02-19,London,79548,151.3,1.554,235.17,Electric
FL-0009539,VEH-0020,2025-03-17,London,241743,123.6,1.589,196.48,HVO
FL-0009540,VEH-0060,2025-01-07,Glasgow,271545,163.9,1.597,261.74,Diesel
FL-0009541,VEH-0084,2025-03-17,Bristol,290368,107.0,1.717,183.71,Diesel
FL-0009542,VEH-0037,2025-01-30,Glasgow,243182,71.1,1.684,119.67,Electric
FL-0009543,VEH-0024,2025-01-28,Manchester,258777,118.9,1.729,205.66,Diesel
FL-0009544,VEH-0087,2025-03-22,Bristol,143681,87.9,1.735,152.52,Diesel
FL-0009545,VEH-0096,2025-03-23,London,93544,117.6,1.763,207.3,Diesel
FL-0009546,VEH-0068,2025-01-18,Bristol,121081,84.8,1.714,145.38,Diesel
FL-0009547,VEH-0060,2025-01-23,Glasgow,73055,176.5,1.628,287.33,Electric
FL-0009548,VEH-0017,2025-03-28,London,258561,78.0,1.753,136.76,Diesel
FL-0009549,VEH-0019,2025-03-10,Leeds,223408,111.8,1.656,185.11,Electric
FL-0009550,VEH-0085,2025-02-08,Manchester,190075,109.6,1.689,185.11,Electric
FL-0009551,VEH-0081,2025-03-11,Leeds,188173,144.5,1.53,221.07,Diesel
FL-0009552,VEH-0006,2025-01-27,Bristol,63053,99.7,1.721,171.53,Diesel
FL-0009553,VEH-0052,2025-02-25,London,217193,75.0,1.615,121.13,Diesel
FL-0009554,VEH-0077,2025-03-01,London,159478,137.7,1.485,204.52,Diesel
FL-0009555,VEH-0015,2025-02-12,Manchester,251551,111.7,1.57,175.43,Diesel
FL-0009556,VEH-0064,2025-01-24,Glasgow,211189,83.5,1.777,148.31,Diesel
FL-0009557,VEH-0049,2025-02-08,Manchester,298304,181.0,1.679,303.95,Diesel
FL-0009558,VEH-0078,2025-02-19,Glasgow,199405,97.8,1.737,169.86,HVO
FL-0009559,VEH-0025,2025-02-04,Manchester,288624,134.0,1.543,206.71,Diesel
FL-0009560,VEH-0016,2025-03-05,Birmingham,190968,124.6,1.774,221.01,HVO
FL-0009561,VEH-0045,2025-01-06,Birmingham,182450,43.4,1.506,65.39,Diesel
FL-0009562,VEH-0061,2025-03-31,Glasgow,126482,94.5,1.51,142.62,HVO
FL-0009563,VEH-0055,2025-03-09,London,85969,92.2,1.83,168.8,Diesel
FL-0009564,VEH-0011,2025-03-20,Glasgow,278853,141.1,1.683,237.41,Diesel
FL-0009565,VEH-0054,2025-03-04,London,150584,88.4,1.574,139.11,Diesel
FL-0009566,VEH-0066,2025-03-22,Bristol,192939,71.9,1.587,114.06,Diesel
FL-0009567,VEH-0062,2025-03-07,Leeds,114157,133.1,1.555,207.03,Diesel
FL-0009568,VEH-0024,2025-02-23,Manchester,86500,88.4,1.57,138.79,Diesel
FL-0009569,VEH-0077,2025-02-03,London,114337,73.6,1.618,119.07,Diesel
FL-0009570,VEH-0043,2025-03-31,London,246431,116.7,1.602,187.01,HVO
FL-0009571,VEH-0087,2025-03-05,Bristol,179696,112.7,1.73,195.04,Diesel
FL-0009572,VEH-0076,2025-03-19,London,168479,101.5,1.635,165.98,Diesel
FL-0009573,VEH-0086,2025-03-16,Leeds,119284,105.5,1.717,181.06,Electric
FL-0009574,VEH-0048,2025-03-06,Glasgow,91123,97.3,1.719,167.31,Diesel
FL-0009575,VEH-0001,2025-03-24,Birmingham,136498,157.1,1.848,290.41,Diesel
FL-0009576,VEH-0037,2025-02-03,Glasgow,227653,59.2,1.47,86.95,HVO
FL-0009577,VEH-0090,2025-03-15,London,119173,94.0,1.777,167.11,Diesel
FL-0009578,VEH-0063,2025-01-20,London,57801,120.0,1.53,183.6,Diesel
FL-0009579,VEH-0073,2025-02-14,London,273681,119.1,1.77,210.83,Diesel
FL-0009580,VEH-0070,2025-02-10,London,189800,48.4,1.7,82.33,Electric
FL-0009581,VEH-0088,2025-01-14,Manchester,158212,46.9,1.591,74.61,Diesel
FL-0009582,VEH-0001,2025-01-02,Birmingham,97561,96.5,1.806,174.37,Electric
FL-0009583,VEH-0007,2025-02-14,Bristol,206841,112.7,1.822,205.3,Diesel
FL-0009584,VEH-0069,2025-02-03,Manchester,102824,111.4,1.803,200.77,Diesel
FL-0009585,VEH-0094,2025-03-06,London,103796,69.7,1.675,116.71,Diesel
FL-0009586,VEH-0031,2025-01-29,Leeds,216383,59.1,1.583,93.58,HVO
FL-0009587,VEH-0048,2025-03-04,Glasgow,185110,127.7,1.819,232.32,Diesel
FL-0009588,VEH-0094,2025-02-11,London,284147,110.1,1.598,176.0,Diesel
FL-0009589,VEH-0038,2025-02-23,Manchester,127649,85.2,1.701,144.9,Diesel
FL-0009590,VEH-0045,2025-03-16,Birmingham,76534,106.9,1.461,156.23,Diesel
FL-0009591,VEH-0074,2025-02-13,Manchester,111801,74.8,1.725,129.11,Diesel
FL-0009592,VEH-0043,2025-01-24,London,209635,122.2,1.461,178.53,Diesel
FL-0009593,VEH-0010,2025-01-29,London,265310,126.7,1.763,223.3,Diesel
FL-0009594,VEH-0025,2025-03-06,Manchester,83976,107.1,1.454,155.68,Diesel
FL-0009595,VEH-0081,2025-01-28,Leeds,143372,102.3,1.605,164.24,Electric
FL-0009596,VEH-0045,2025-02-27,Birmingham,162896,138.4,1.569,217.19,HVO
FL-0009597,VEH-0050,2025-03-14,Birmingham,180722,86.3,1.664,143.55,Diesel
FL-0009598,VEH-0072,2025-03-29,Leeds,192774,123.4,1.487,183.43,Electric
FL-0009599,VEH-0021,2025-01-04,Birmingham,69971,128.3,1.832,235.14,Electric
FL-0009600,VEH-0049,2025-03-06,Manchester,279483,75.0,1.593,119.46,Electric
FL-0009601,VEH-0080,2025-02-23,London,74129,147.2,1.486,218.74,Diesel
FL-0009602,VEH-0009,2025-01-01,Manchester,218494,124.4,1.738,216.12,Diesel
FL-0009603,VEH-0068,2025-03-27,Bristol,247100,155.7,1.822,283.68,Diesel
FL-0009604,VEH-0047,2025-02-23,London,251639,112.0,1.524,170.69,Diesel
FL-0009605,VEH-0097,2025-03-28,London,156859,113.3,1.489,168.67,Diesel
FL-0009606,VEH-0055,2025-03-09,London,284027,113.3,1.634,185.18,Diesel
FL-0009607,VEH-0081,2025-03-02,Leeds,129731,104.2,1.573,163.9,HVO
FL-0009608,VEH-0041,2025-02-25,Bristol,60719,171.8,1.453,249.62,HVO
FL-0009609,VEH-0025,2025-02-28,Manchester,173054,169.9,1.516,257.51,Electric
FL-0009610,VEH-0016,2025-02-02,Birmingham,262696,83.6,1.466,122.53,Diesel
FL-0009611,VEH-0063,2025-01-25,London,91513,99.1,1.667,165.19,Diesel
FL-0009612,VEH-0081,2025-03-13,Leeds,119118,126.1,1.458,183.91,Electric
FL-0009613,VEH-0034,2025-03-29,Glasgow,68660,120.5,1.472,177.33,Diesel
FL-0009614,VEH-0057,2025-03-17,Glasgow,171439,86.9,1.604,139.39,HVO
FL-0009615,VEH-0059,2025-02-12,London,282677,125.1,1.685,210.8,Electric
FL-0009616,VEH-0029,2025-02-04,London,291883,138.4,1.532,212.05,Diesel
FL-0009617,VEH-0005,2025-01-03,Leeds,198973,121.8,1.452,176.85,Diesel
FL-0009618,VEH-0048,2025-01-03,Glasgow,180435,142.3,1.704,242.44,Diesel
FL-0009619,VEH-0045,2025-02-13,Birmingham,194346,194.0,1.804,349.94,Diesel
FL-0009620,VEH-0064,2025-03-19,Glasgow,152868,171.4,1.527,261.73,HVO
FL-0009621,VEH-0055,2025-01-14,London,135040,91.3,1.655,151.02,Diesel
FL-0009622,VEH-0012,2025-03-08,Birmingham,211142,132.0,1.553,205.01,Diesel
FL-0009623,VEH-0022,2025-01-18,Bristol,75039,90.3,1.496,135.07,Diesel
FL-0009624,VEH-0046,2025-01-21,Glasgow,105235,127.1,1.538,195.48,Electric
FL-0009625,VEH-0002,2025-03-15,London,143752,104.6,1.506,157.58,Diesel
FL-0009626,VEH-0018,2025-01-26,Leeds,256656,125.2,1.488,186.23,HVO
FL-0009627,VEH-0050,2025-03-19,Birmingham,191325,95.9,1.468,140.71,Diesel
FL-0009628,VEH-0055,2025-02-10,London,79554,127.3,1.583,201.56,Diesel
FL-0009629,VEH-0061,2025-01-04,Glasgow,271027,123.1,1.532,188.64,Electric
FL-0009630,VEH-0087,2025-03-04,Bristol,294308,92.9,1.813,168.47,Diesel
FL-0009631,VEH-0022,2025-03-13,Bristol,166261,70.5,1.752,123.48,Diesel
FL-0009632,VEH-0025,2025-01-22,Manchester,149690,151.0,1.609,242.99,Diesel
FL-0009633,VEH-0005,2025-02-08,Leeds,149149,129.0,1.742,224.7,Diesel
FL-0009634,VEH-0099,2025-03-17,Glasgow,70344,155.5,1.597,248.41,Diesel
FL-0009635,VEH-0055,2025-01-10,London,162161,160.8,1.609,258.65,HVO
FL-0009636,VEH-0092,2025-03-26,Leeds,165618,102.7,1.489,152.92,Diesel
FL-0009637,VEH-0020,2025-01-12,London,173775,118.5,1.452,172.06,Diesel
FL-0009638,VEH-0024,2025-02-25,Manchester,272861,74.9,1.724,129.06,Diesel
FL-0009639,VEH-0073,2025-02-11,London,97653,104.0,1.507,156.76,Diesel
FL-0009640,VEH-0069,2025-02-10,Manchester,281994,99.6,1.54,153.39,Diesel
FL-0009641,VEH-0020,2025-01-13,London,294790,120.9,1.483,179.23,Electric
FL-0009642,VEH-0095,2025-03-14,Manchester,265297,125.7,1.637,205.71,Diesel
FL-0009643,VEH-0020,2025-01-10,London,95080,109.6,1.641,179.82,Diesel
FL-0009644,VEH-0048,2025-03-06,Glasgow,253904,73.7,1.472,108.44,Electric
FL-0009645,VEH-0093,2025-03-08,Bristol,195916,173.8,1.784,310.06,Electric
FL-0009646,VEH-0089,2025-03-22,London,201904,99.3,1.583,157.15,HVO
FL-0009647,VEH-0019,2025-03-21,Leeds,73720,175.3,1.714,300.44,Diesel
FL-0009648,VEH-0024,2025-02-14,Manchester,226161,98.1,1.657,162.62,HVO
FL-0009649,VEH-0060,2025-03-11,Glasgow,232294,94.5,1.664,157.32,Diesel
FL-0009650,VEH-0083,2025-02-15,Birmingham,107988,75.4,1.492,112.56,Diesel
FL-0009651,VEH-0047,2025-02-03,London,51802,109.6,1.702,186.57,Diesel
FL-0009652,VEH-0053,2025-02-05,Bristol,243019,90.9,1.674,152.12,Diesel
FL-0009653,VEH-0015,2025-03-07,Manchester,258351,123.3,1.816,223.88,Electric
FL-0009654,VEH-0073,2025-02-04,London,246556,166.1,1.636,271.79,Diesel
FL-0009655,VEH-0094,2025-03-24,London,117208,100.8,1.554,156.67,Diesel
FL-0009656,VEH-0042,2025-02-06,London,189922,142.3,1.645,234.04,Diesel
FL-0009657,VEH-0026,2025-03-19,Manchester,101722,134.4,1.533,206.05,HVO
FL-0009658,VEH-0005,2025-01-22,Leeds,188575,81.6,1.485,121.19,Diesel
FL-0009659,VEH-0036,2025-02-22,Birmingham,108652,114.6,1.671,191.42,Diesel
FL-0009660,VEH-0029,2025-02-01,London,103882,175.6,1.842,323.51,Diesel
FL-0009661,VEH-0056,2025-01-02,Leeds,87705,67.1,1.629,109.35,Electric
FL-0009662,VEH-0049,2025-02-03,Manchester,136082,194.9,1.829,356.55,Diesel
FL-0009663,VEH-0071,2025-02-03,Bristol,272272,121.2,1.687,204.41,Diesel
FL-0009664,VEH-0008,2025-03-23,Glasgow,89633,98.5,1.493,147.1,Diesel
FL-0009665,VEH-0059,2025-01-29,London,247792,136.8,1.671,228.55,Diesel
FL-0009666,VEH-0028,2025-01-05,Leeds,167095,89.8,1.68,150.87,Diesel
FL-0009667,VEH-0023,2025-01-19,Manchester,144005,117.6,1.519,178.64,Diesel
FL-0009668,VEH-0007,2025-01-06,Bristol,183191,99.9,1.786,178.45,Diesel
FL-0009669,VEH-0050,2025-02-22,Birmingham,283072,156.9,1.474,231.23,Diesel
FL-0009670,VEH-0004,2025-02-11,Birmingham,259287,71.5,1.675,119.77,Diesel
FL-0009671,VEH-0027,2025-03-02,Leeds,247786,123.0,1.547,190.35,Diesel
FL-0009672,VEH-0054,2025-01-16,London,275237,72.0,1.674,120.49,Diesel
FL-0009673,VEH-0094,2025-03-26,London,249039,101.2,1.657,167.73,Diesel
FL-0009674,VEH-0080,2025-02-04,London,158618,72.3,1.693,122.37,Diesel
FL-0009675,VEH-0051,2025-01-21,Glasgow,199911,159.4,1.547,246.63,Diesel
FL-0009676,VEH-0006,2025-01-08,Bristol,120837,109.6,1.528,167.42,Diesel
FL-0009677,VEH-0004,2025-03-16,Birmingham,211281,106.0,1.515,160.52,Diesel
FL-0009678,VEH-0012,2025-01-09,Birmingham,272411,138.6,1.832,253.89,Diesel
FL-0009679,VEH-0060,2025-03-25,Glasgow,205161,66.6,1.711,113.94,Diesel
FL-0009680,VEH-0021,2025-01-01,Birmingham,294414,118.6,1.673,198.47,Diesel
FL-0009681,VEH-0078,2025-03-18,Glasgow,279713,113.4,1.514,171.76,Electric
FL-0009682,VEH-0015,2025-03-05,Manchester,123090,20.0,1.575,31.5,Diesel
FL-0009683,VEH-0066,2025-01-26,Bristol,264658,84.9,1.776,150.82,HVO
FL-0009684,VEH-0027,2025-01-30,Leeds,117830,72.9,1.478,107.77,HVO
FL-0009685,VEH-0084,2025-02-17,Bristol,120838,105.4,1.553,163.75,Diesel
FL-0009686,VEH-0097,2025-02-14,London,123791,33.0,1.673,55.15,Diesel
FL-0009687,VEH-0047,2025-01-03,London,195881,127.8,1.597,204.08,Diesel
FL-0009688,VEH-0095,2025-03-21,Manchester,125963,123.7,1.62,200.35,Diesel
FL-0009689,VEH-0057,2025-01-17,Glasgow,114596,127.0,1.51,191.72,Electric
FL-0009690,VEH-0086,2025-01-20,Leeds,254170,104.3,1.456,151.9,Electric
FL-0009691,VEH-0058,2025-03-29,Manchester,62304,120.1,1.502,180.36,Diesel
FL-0009692,VEH-0095,2025-01-13,Manchester,181192,88.1,1.79,157.76,Electric
FL-0009693,VEH-0048,2025-01-30,Glasgow,126912,165.1,1.613,266.31,Diesel
FL-0009694,VEH-0039,2025-01-15,Glasgow,270686,116.7,1.834,213.94,HVO
FL-0009695,VEH-0087,2025-03-26,Bristol,149602,75.9,1.772,134.44,HVO
FL-0009696,VEH-0095,2025-03-14,Manchester,271682,97.1,1.683,163.4,Diesel
FL-0009697,VEH-0063,2025-02-25,London,133324,104.1,1.465,152.52,Diesel
FL-0009698,VEH-0093,2025-02-05,Bristol,61110,66.0,1.456,96.14,Diesel
FL-0009699,VEH-0082,2025-01-25,Bristol,74017,116.7,1.671,194.98,Diesel
FL-0009700,VEH-0047,2025-03-05,London,272506,20.0,1.467,29.34,HVO
FL-0009701,VEH-0077,2025-03-24,London,252631,100.7,1.681,169.33,Electric
FL-0009702,VEH-0081,2025-03-06,Leeds,150386,61.6,1.798,110.77,Diesel
FL-0009703,VEH-0034,2025-03-31,Glasgow,258602,124.2,1.779,220.91,Diesel
FL-0009704,VEH-0057,2025-01-24,Glasgow,273216,80.3,1.48,118.84,Diesel
FL-0009705,VEH-0020,2025-01-27,London,98715,161.1,1.836,295.7,Electric
FL-0009706,VEH-0052,2025-03-25,London,186826,139.4,1.703,237.41,Diesel
FL-0009707,VEH-0065,2025-03-20,Leeds,132865,54.1,1.563,84.58,Diesel
FL-0009708,VEH-0031,2025-01-08,Leeds,255728,84.5,1.514,127.95,Diesel
FL-0009709,VEH-0092,2025-01-13,Leeds,164549,88.7,1.455,129.01,Diesel
FL-0009710,VEH-0014,2025-03-18,Birmingham,129423,135.3,1.638,221.58,Electric
FL-0009711,VEH-0020,2025-02-13,London,190795,81.7,1.742,142.27,Diesel
FL-0009712,VEH-0056,2025-02-15,Leeds,87397,88.2,1.639,144.49,HVO
FL-0009713,VEH-0005,2025-02-23,Leeds,233867,85.7,1.474,126.39,Diesel
FL-0009714,VEH-0069,2025-01-20,Manchester,234827,45.4,1.783,80.97,Diesel
FL-0009715,VEH-0093,2025-01-29,Bristol,276158,103.4,1.711,176.91,Electric
FL-0009716,VEH-0035,2025-01-14,Glasgow,231662,159.6,1.598,255.01,Electric
FL-0009717,VEH-0082,2025-03-04,Bristol,147128,135.5,1.608,217.82,HVO
FL-0009718,VEH-0007,2025-01-16,Bristol,114287,36.2,1.772,64.17,Diesel
FL-0009719,VEH-0071,2025-01-16,Bristol,94594,92.2,1.689,155.7,Diesel
FL-0009720,VEH-0002,2025-01-08,London,294363,177.4,1.511,268.01,Diesel
FL-0009721,VEH-0096,2025-01-27,London,87120,109.4,1.535,167.98,HVO
FL-0009722,VEH-0039,2025-03-25,Glasgow,211227,74.7,1.807,134.91,Diesel
FL-0009723,VEH-0043,2025-03-09,London,231413,75.1,1.551,116.53,Electric
FL-0009724,VEH-0001,2025-03-19,Birmingham,226755,87.6,1.47,128.8,HVO
FL-0009725,VEH-0032,2025-02-12,Manchester,297389,123.4,1.481,182.74,Diesel
FL-0009726,VEH-0080,2025-01-14,London,202939,71.1,1.787,126.98,Diesel
FL-0009727,VEH-0058,2025-02-24,Manchester,216120,101.7,1.506,153.21,Diesel
FL-0009728,VEH-0031,2025-03-11,Leeds,196693,137.5,1.69,232.42,Electric
FL-0009729,VEH-0091,2025-03-08,Manchester,84158,150.9,1.84,277.68,HVO
FL-0009730,VEH-0088,2025-02-20,Manchester,103109,101.6,1.587,161.2,Electric
FL-0009731,VEH-0025,2025-02-03,Manchester,232601,116.5,1.759,204.85,Electric
FL-0009732,VEH-0009,2025-02-24,Manchester,111085,112.4,1.792,201.34,HVO
FL-0009733,VEH-0054,2025-01-06,London,97454,139.1,1.729,240.49,Diesel
FL-0009734,VEH-0024,2025-01-27,Manchester,262374,57.7,1.65,95.17,Diesel
FL-0009735,VEH-0066,2025-01-06,Bristol,268498,135.4,1.782,241.23,Diesel
FL-0009736,VEH-0066,2025-01-09,Bristol,189253,201.7,1.667,336.26,Diesel
FL-0009737,VEH-0051,2025-03-30,Glasgow,88148,99.8,1.849,184.61,Diesel
FL-0009738,VEH-0085,2025-02-12,Manchester,67382,131.3,1.845,242.24,HVO
FL-0009739,VEH-0045,2025-02-14,Birmingham,244672,133.1,1.496,199.07,Diesel
FL-0009740,VEH-0083,2025-02-13,Birmingham,183694,58.3,1.762,102.69,Diesel
FL-0009741,VEH-0003,2025-01-16,Leeds,279464,88.4,1.552,137.19,Diesel
FL-0009742,VEH-0081,2025-02-27,Leeds,66787,73.5,1.624,119.37,Diesel
FL-0009743,VEH-0076,2025-01-25,London,149090,87.8,1.544,135.51,Diesel
FL-0009744,VEH-0022,2025-03-08,Bristol,136227,107.1,1.723,184.47,Diesel
FL-0009745,VEH-0071,2025-03-28,Bristol,240776,89.8,1.73,155.36,Diesel
FL-0009746,VEH-0090,2025-03-26,London,148843,64.6,1.817,117.3,Diesel
FL-0009747,VEH-0097,2025-02-22,London,129075,118.3,1.842,217.91,Diesel
FL-0009748,VEH-0005,2025-02-04,Leeds,61538,89.3,1.78,158.92,Diesel
FL-0009749,VEH-0020,2025-01-21,London,137919,103.0,1.493,153.82,HVO
FL-0009750,VEH-0059,2025-02-14,London,55923,200.8,1.57,315.27,Diesel
FL-0009751,VEH-0091,2025-02-16,Manchester,287883,150.0,1.679,251.9,Electric
FL-0009752,VEH-0031,2025-01-05,Leeds,183378,113.4,1.762,199.85,Diesel
FL-0009753,VEH-0091,2025-02-04,Manchester,68822,110.3,1.46,161.11,Electric
FL-0009754,VEH-0052,2025-03-02,London,122660,154.7,1.649,255.04,HVO
FL-0009755,VEH-0005,2025-01-09,Leeds,153843,44.8,1.659,74.26,Diesel
FL-0009756,VEH-0100,2025-01-22,Leeds,161034,116.7,1.715,200.23,Electric
FL-0009757,VEH-0070,2025-01-02,London,182326,116.0,1.838,213.18,Diesel
FL-0009758,VEH-0017,2025-02-13,London,102983,88.2,1.528,134.82,Diesel
FL-0009759,VEH-0048,2025-02-11,Glasgow,80786,185.2,1.579,292.4,Electric
FL-0009760,VEH-0092,2025-01-21,Leeds,151116,113.3,1.658,187.84,Electric
FL-0009761,VEH-0085,2025-01-14,Manchester,125020,159.0,1.791,284.73,Diesel
FL-0009762,VEH-0070,2025-03-16,London,225760,115.8,1.819,210.64,Diesel
FL-0009763,VEH-0050,2025-03-06,Birmingham,190640,67.1,1.827,122.51,Diesel
FL-0009764,VEH-0050,2025-02-15,Birmingham,162091,77.0,1.721,132.55,HVO
FL-0009765,VEH-0053,2025-01-02,Bristol,101859,102.1,1.809,184.75,Electric
FL-0009766,VEH-0084,2025-02-24,Bristol,128770,116.0,1.501,174.16,Diesel
FL-0009767,VEH-0092,2025-02-18,Leeds,136379,141.8,1.491,211.46,Diesel
FL-0009768,VEH-0020,2025-01-14,London,148928,126.4,1.801,227.62,Diesel
FL-0009769,VEH-0024,2025-02-23,Manchester,146134,68.0,1.755,119.34,Diesel
FL-0009770,VEH-0033,2025-02-03,London,53713,134.8,1.658,223.55,HVO
FL-0009771,VEH-0022,2025-03-26,Bristol,144369,70.1,1.757,123.17,HVO
FL-0009772,VEH-0002,2025-02-23,London,125073,107.1,1.817,194.58,HVO
FL-0009773,VEH-0022,2025-01-19,Bristol,292022,144.2,1.544,222.62,Diesel
FL-0009774,VEH-0080,2025-03-24,London,182730,193.0,1.686,325.32,Diesel
FL-0009775,VEH-0004,2025-02-28,Birmingham,85467,62.0,1.502,93.11,Diesel
FL-0009776,VEH-0073,2025-02-21,London,231817,46.3,1.487,68.87,Diesel
FL-0009777,VEH-0046,2025-03-29,Glasgow,289341,132.9,1.555,206.63,Diesel
FL-0009778,VEH-0008,2025-01-28,Glasgow,194791,100.1,1.721,172.25,Diesel
FL-0009779,VEH-0034,2025-02-22,Glasgow,283363,95.3,1.755,167.22,Electric
FL-0009780,VEH-0081,2025-02-08,Leeds,113007,107.6,1.632,175.52,Diesel
FL-0009781,VEH-0043,2025-02-21,London,131401,95.4,1.618,154.37,Diesel
FL-0009782,VEH-0066,2025-03-30,Bristol,266628,124.7,1.496,186.52,Diesel
FL-0009783,VEH-0050,2025-03-09,Birmingham,53030,125.0,1.601,200.14,Diesel
FL-0009784,VEH-0062,2025-03-11,Leeds,70208,123.2,1.629,200.77,Diesel
FL-0009785,VEH-0099,2025-03-19,Glasgow,201141,108.8,1.795,195.26,Diesel
FL-0009786,VEH-0066,2025-02-08,Bristol,67411,78.1,1.839,143.7,Diesel
FL-0009787,VEH-0071,2025-03-27,Bristol,92053,150.2,1.617,242.91,Diesel
FL-0009788,VEH-0057,2025-03-18,Glasgow,204479,111.0,1.605,178.22,Diesel
FL-0009789,VEH-0014,2025-02-20,Birmingham,215198,95.3,1.46,139.21,Diesel
FL-0009790,VEH-0048,2025-01-31,Glasgow,105666,183.6,1.479,271.6,Diesel
FL-0009791,VEH-0099,2025-01-30,Glasgow,299023,80.8,1.842,148.75,Diesel
