account_id,customer_id,account_type,balance,credit_limit,credit_utilisation_pct,open_date,status
A-002172,C-00128,Mortgage,45630.26,2000,81.43,2014-12-22,Active
A-002173,C-01217,Business Current,26682.48,25000,52.78,2022-12-11,Active
A-002174,C-01611,Mortgage,33160.07,10000,88.27,2007-06-02,Active
A-002175,C-00289,Mortgage,30894.38,5000,39.99,2019-04-12,Dormant
A-002176,C-01950,Savings,33740.93,0,0.0,2011-09-23,Active
A-002177,C-01166,Savings,16800.26,10000,12.17,2009-09-29,Active
A-002178,C-01448,Current,33390.12,2000,4.79,2007-04-03,Active
A-002179,C-00401,Savings,32794.94,5000,95.98,2016-09-09,Active
A-002180,C-00154,Current,14345.59,0,0.0,2009-04-28,Closed
A-002181,C-00706,Savings,46104.58,10000,76.31,2022-02-23,Active
A-002182,C-01109,Mortgage,19899.76,0,0.0,2020-05-09,Active
A-002183,C-00980,Credit Card,35661.48,2000,94.89,2019-07-25,Closed
A-002184,C-00906,Current,2695.62,0,0.0,2006-05-08,Active
A-002185,C-01277,Mortgage,9805.51,2000,36.4,2017-09-21,Active
A-002186,C-01673,Savings,30975.73,25000,63.3,2022-05-01,Active
A-002187,C-01641,Credit Card,17048.48,0,0.0,2012-06-15,Active
A-002188,C-01439,Savings,5828.76,5000,80.35,2012-02-15,Active
A-002189,C-01356,Business Current,5909.49,5000,89.39,2023-02-22,Active
A-002190,C-00031,Savings,26662.27,2000,78.82,2009-05-16,Active
A-002191,C-01376,Credit Card,20360.29,0,0.0,2008-09-12,Closed
A-002192,C-01894,Credit Card,6140.22,10000,11.83,2011-03-03,Active
A-002193,C-01045,Current,12778.12,0,0.0,2022-09-30,Active
A-002194,C-01073,Credit Card,1360.65,0,0.0,2012-03-12,Active
A-002195,C-00796,Current,9311.14,2000,80.91,2013-04-24,Active
A-002196,C-01171,Business Current,5840.36,5000,58.27,2005-03-16,Active
A-002197,C-00229,Mortgage,25571.48,10000,76.51,2007-11-11,Dormant
A-002198,C-00274,Business Current,32723.98,10000,33.81,2017-04-19,Active
A-002199,C-01143,Credit Card,16049.94,10000,48.7,2019-09-05,Active
A-002200,C-01562,Credit Card,9214.16,5000,65.45,2012-05-16,Active
A-002201,C-00077,Current,15288.88,25000,68.59,2022-05-08,Active
A-002202,C-00645,Mortgage,45487.18,25000,85.35,2020-07-16,Active
A-002203,C-01863,Current,27981.03,2000,83.6,2021-07-28,Active
A-002204,C-01186,Current,17389.33,10000,12.07,2018-01-25,Active
A-002205,C-01442,Savings,30984.96,25000,17.34,2021-04-19,Active
A-002206,C-00181,Mortgage,24242.83,5000,57.17,2011-05-24,Active
A-002207,C-00927,Mortgage,22148.91,0,0.0,2011-03-19,Active
A-002208,C-01476,Mortgage,14993.84,10000,37.86,2021-07-21,Active
A-002209,C-00536,Current,17815.62,2000,61.69,2023-09-10,Active
A-002210,C-00164,Business Current,37423.82,10000,17.48,2011-05-14,Active
A-002211,C-01193,Current,2234.57,25000,92.57,2005-05-23,Active
A-002212,C-01455,Current,4223.38,25000,32.54,2021-10-29,Active
A-002213,C-01557,Savings,37786.28,10000,74.63,2020-04-24,Active
A-002214,C-01227,Credit Card,3129.78,2000,57.06,2015-05-12,Closed
A-002215,C-01402,Credit Card,36519.22,10000,56.17,2013-05-21,Active
A-002216,C-00746,Current,37839.83,5000,27.43,2008-05-05,Active
A-002217,C-01552,Mortgage,26203.13,0,0.0,2009-05-19,Active
A-002218,C-00645,Savings,5608.78,10000,16.9,2010-05-30,Active
A-002219,C-01591,Current,23466.36,10000,98.91,2016-07-09,Active
A-002220,C-01001,Credit Card,43017.08,5000,17.04,2005-07-11,Dormant
A-002221,C-00988,Savings,9718.21,0,0.0,2012-07-04,Active
A-002222,C-00694,Credit Card,7445.07,10000,25.93,2011-08-05,Active
A-002223,C-00562,Savings,36262.38,25000,30.16,2017-03-11,Active
A-002224,C-01107,Business Current,10356.88,2000,14.23,2023-02-11,Active
A-002225,C-00724,Credit Card,18601.03,5000,49.72,2009-01-09,Closed
A-002226,C-00868,Mortgage,35587.09,0,0.0,2016-01-22,Active
A-002227,C-00574,Current,6679.12,0,0.0,2007-09-02,Active
A-002228,C-00064,Mortgage,44963.11,2000,87.13,2016-08-11,Active
A-002229,C-01458,Credit Card,45126.92,5000,73.7,2021-11-21,Active
A-002230,C-01600,Current,34066.37,0,0.0,2016-01-07,Active
A-002231,C-00041,Mortgage,20757.94,25000,51.54,2005-12-29,Dormant
A-002232,C-01284,Business Current,25267.5,10000,97.74,2009-07-01,Dormant
A-002233,C-00186,Mortgage,34408.53,2000,72.7,2010-08-17,Active
A-002234,C-00290,Savings,40642.6,5000,50.69,2023-08-29,Active
A-002235,C-00608,Business Current,13423.35,5000,75.72,2005-03-26,Active
A-002236,C-01119,Credit Card,28434.39,5000,96.91,2012-01-22,Closed
A-002237,C-00471,Savings,14279.64,0,0.0,2011-12-03,Active
A-002238,C-01536,Savings,47589.91,5000,9.28,2015-10-23,Closed
A-002239,C-00932,Mortgage,18491.37,25000,25.68,2020-01-06,Active
A-002240,C-01811,Savings,47433.7,2000,54.4,2015-06-27,Active
A-002241,C-01950,Business Current,30349.18,2000,20.29,2020-12-25,Active
A-002242,C-01725,Current,40549.88,5000,15.51,2010-10-06,Active
A-002243,C-01810,Credit Card,8203.14,2000,92.75,2006-04-30,Active
A-002244,C-00567,Current,47511.09,10000,60.27,2020-01-12,Active
A-002245,C-01489,Mortgage,15993.54,5000,72.53,2023-11-19,Active
A-002246,C-01358,Mortgage,40321.72,5000,42.97,2016-11-20,Dormant
A-002247,C-00936,Credit Card,35988.37,2000,94.52,2007-11-26,Dormant
A-002248,C-00673,Mortgage,43469.44,10000,39.89,2007-08-28,Active
A-002249,C-00433,Credit Card,47515.6,25000,9.21,2008-03-01,Active
A-002250,C-00176,Business Current,26201.96,25000,21.09,2009-04-07,Active
A-002251,C-01053,Current,23913.94,25000,1.51,2024-02-18,Closed
A-002252,C-00758,Current,17193.92,5000,96.84,2020-11-20,Dormant
A-002253,C-00164,Current,10005.65,2000,36.12,2007-01-16,Active
A-002254,C-01938,Mortgage,17344.74,0,0.0,2021-03-13,Dormant
A-002255,C-01162,Savings,41925.23,0,0.0,2019-03-05,Active
A-002256,C-01149,Credit Card,20937.71,2000,46.71,2014-02-04,Closed
A-002257,C-00906,Business Current,20466.29,2000,71.77,2006-03-25,Active
A-002258,C-01833,Savings,23103.76,25000,60.52,2014-09-11,Active
A-002259,C-01976,Business Current,11662.47,25000,50.98,2011-01-21,Active
A-002260,C-01875,Business Current,38015.32,0,0.0,2017-02-02,Active
A-002261,C-00073,Current,18393.89,25000,31.48,2006-07-08,Active
A-002262,C-00366,Mortgage,15298.76,2000,1.07,2005-06-08,Dormant
A-002263,C-01051,Credit Card,35690.93,25000,89.3,2022-06-07,Active
A-002264,C-00377,Credit Card,41825.47,2000,48.65,2014-02-20,Active
A-002265,C-00698,Mortgage,43040.01,10000,77.34,2017-02-28,Active
A-002266,C-00460,Business Current,4658.97,0,0.0,2013-12-09,Active
A-002267,C-01130,Business Current,43283.37,10000,0.98,2023-11-12,Active
A-002268,C-00796,Business Current,29665.23,10000,34.64,2011-04-02,Active
A-002269,C-01196,Credit Card,23118.99,25000,49.51,2007-11-22,Active
A-002270,C-01943,Mortgage,21373.46,2000,69.19,2013-05-31,Active
A-002271,C-01289,Business Current,18650.37,5000,48.93,2020-02-22,Active
A-002272,C-00395,Business Current,38827.74,25000,91.74,2009-05-10,Active
A-002273,C-00416,Mortgage,16734.63,25000,20.65,2017-06-18,Active
A-002274,C-00614,Credit Card,33101.71,25000,64.83,2014-08-11,Active
A-002275,C-01983,Savings,8136.24,10000,90.58,2019-12-16,Active
A-002276,C-00972,Business Current,37517.68,10000,25.23,2009-02-15,Dormant
A-002277,C-01905,Credit Card,7314.23,2000,51.11,2006-03-09,Active
A-002278,C-00959,Savings,23265.31,25000,63.2,2019-06-12,Active
A-002279,C-00154,Savings,40778.13,0,0.0,2007-12-09,Active
A-002280,C-00695,Savings,23220.18,25000,73.91,2005-08-05,Active
A-002281,C-00185,Mortgage,366.78,0,0.0,2011-08-31,Active
A-002282,C-01437,Current,25309.34,2000,25.0,2006-04-28,Active
A-002283,C-01641,Business Current,7026.68,0,0.0,2014-06-21,Active
A-002284,C-01067,Business Current,33485.88,10000,73.47,2005-07-03,Active
A-002285,C-00405,Credit Card,44419.19,5000,10.29,2012-05-14,Active
A-002286,C-00748,Savings,1064.43,25000,52.98,2011-03-31,Active
A-002287,C-01227,Credit Card,2369.36,2000,54.18,2015-01-02,Active
A-002288,C-01953,Savings,16123.34,2000,86.95,2019-04-24,Active
A-002289,C-00745,Current,46434.6,0,0.0,2016-11-18,Active
A-002290,C-00187,Current,39063.51,10000,99.57,2018-07-01,Dormant
A-002291,C-01471,Credit Card,643.81,25000,67.04,2016-08-25,Dormant
A-002292,C-01752,Savings,20720.27,0,0.0,2020-09-14,Active
A-002293,C-00835,Current,37878.64,5000,43.71,2013-10-30,Active
A-002294,C-01048,Business Current,14865.6,10000,41.14,2015-01-14,Active
A-002295,C-00395,Savings,1275.08,25000,40.69,2018-11-20,Active
A-002296,C-01579,Business Current,38614.89,2000,91.58,2023-10-29,Active
A-002297,C-01650,Mortgage,36472.86,2000,49.51,2006-08-06,Active
A-002298,C-00989,Business Current,19113.64,25000,2.77,2010-10-10,Dormant
A-002299,C-00719,Business Current,25929.2,0,0.0,2011-04-02,Active
A-002300,C-00767,Current,43496.48,2000,12.39,2007-12-20,Dormant
A-002301,C-00634,Mortgage,31229.82,5000,7.53,2017-05-02,Active
A-002302,C-00828,Savings,26036.65,2000,79.8,2018-12-25,Active
A-002303,C-00821,Business Current,22657.05,10000,45.76,2015-03-08,Active
A-002304,C-00146,Savings,19349.34,25000,79.96,2015-12-20,Active
A-002305,C-01156,Mortgage,21031.54,25000,72.08,2005-04-21,Active
A-002306,C-01448,Mortgage,9030.82,0,0.0,2022-10-18,Active
A-002307,C-01012,Business Current,46454.57,25000,5.93,2023-03-07,Active
A-002308,C-00354,Credit Card,19710.85,2000,39.14,2005-06-20,Closed
A-002309,C-00464,Savings,14039.64,5000,97.63,2022-11-12,Active
A-002310,C-01320,Business Current,47502.54,5000,83.57,2016-01-04,Active
A-002311,C-01748,Current,10873.69,2000,69.06,2023-06-04,Dormant
A-002312,C-00363,Credit Card,36921.7,25000,56.52,2015-01-24,Active
A-002313,C-01562,Business Current,3916.9,0,0.0,2008-04-27,Active
A-002314,C-00475,Savings,13763.49,10000,92.42,2024-01-15,Active
A-002315,C-00076,Credit Card,6291.92,0,0.0,2005-01-18,Active
A-002316,C-00058,Current,36335.76,10000,9.29,2013-12-26,Active
A-002317,C-00098,Savings,19959.77,0,0.0,2023-12-09,Active
A-002318,C-00697,Business Current,19038.95,2000,40.93,2022-12-16,Active
A-002319,C-00510,Credit Card,29741.18,0,0.0,2013-08-16,Active
A-002320,C-00082,Business Current,39898.22,0,0.0,2012-06-04,Active
A-002321,C-01868,Mortgage,21839.71,10000,88.78,2017-07-11,Closed
A-002322,C-00278,Mortgage,4228.6,25000,24.6,2021-06-23,Active
A-002323,C-00148,Credit Card,2001.21,25000,60.99,2023-08-03,Active
A-002324,C-01591,Mortgage,24486.89,5000,17.89,2006-04-01,Active
A-002325,C-00588,Mortgage,48289.15,5000,44.63,2009-11-07,Active
A-002326,C-00464,Credit Card,39695.65,0,0.0,2008-06-15,Active
A-002327,C-01671,Credit Card,4252.83,2000,78.45,2022-08-01,Dormant
A-002328,C-01450,Savings,27052.27,2000,6.52,2022-11-28,Active
A-002329,C-00162,Business Current,16218.83,25000,90.85,2006-08-26,Active
A-002330,C-00748,Current,44808.49,2000,10.3,2014-04-30,Active
A-002331,C-01274,Credit Card,13808.13,25000,30.49,2008-01-21,Active
A-002332,C-00218,Savings,31005.44,10000,25.67,2008-12-05,Active
A-002333,C-00251,Business Current,460.8,2000,9.77,2006-03-19,Dormant
A-002334,C-00751,Business Current,6359.63,0,0.0,2012-12-24,Active
A-002335,C-01705,Current,47341.02,10000,73.21,2020-03-06,Active
A-002336,C-01573,Business Current,16056.01,2000,65.81,2014-03-16,Dormant
A-002337,C-00720,Savings,24373.32,25000,28.91,2006-04-04,Active
A-002338,C-00670,Business Current,12441.35,25000,78.2,2020-05-12,Active
A-002339,C-01915,Current,18281.32,0,0.0,2005-07-15,Active
A-002340,C-01434,Business Current,4000.02,0,0.0,2021-11-14,Active
A-002341,C-01038,Credit Card,16044.22,2000,20.13,2011-06-12,Active
A-002342,C-00245,Credit Card,972.0,5000,45.42,2014-11-18,Active
A-002343,C-01200,Current,3147.17,2000,96.77,2011-10-23,Dormant
A-002344,C-00280,Mortgage,4707.15,0,0.0,2015-05-04,Active
A-002345,C-01608,Credit Card,26019.93,2000,30.03,2018-10-06,Active
A-002346,C-01161,Mortgage,16636.9,25000,96.39,2014-04-26,Active
A-002347,C-00341,Savings,21967.07,25000,66.8,2022-11-19,Dormant
A-002348,C-00198,Current,25324.69,10000,33.87,2016-04-23,Active
A-002349,C-00668,Business Current,16958.57,2000,85.26,2009-02-14,Dormant
A-002350,C-01710,Current,8845.68,25000,38.8,2006-11-01,Active
A-002351,C-01484,Current,2785.28,5000,54.54,2015-05-19,Active
A-002352,C-00397,Mortgage,28676.3,25000,9.46,2016-11-02,Active
A-002353,C-01382,Mortgage,10182.5,0,0.0,2014-08-04,Active
A-002354,C-01660,Credit Card,17928.38,0,0.0,2016-08-16,Active
A-002355,C-01364,Credit Card,36191.37,5000,89.98,2016-08-16,Active
A-002356,C-00107,Savings,19918.05,25000,0.31,2023-08-04,Active
A-002357,C-01269,Credit Card,41856.93,0,0.0,2011-10-01,Active
A-002358,C-00942,Current,40625.9,5000,30.8,2005-01-15,Active
A-002359,C-01320,Current,11974.99,25000,30.22,2009-01-06,Active
A-002360,C-01079,Savings,34000.83,0,0.0,2013-04-15,Dormant
A-002361,C-01993,Credit Card,27266.94,10000,40.48,2013-11-28,Active
A-002362,C-00372,Credit Card,14984.71,0,0.0,2007-08-12,Dormant
A-002363,C-00859,Current,35476.55,2000,29.44,2011-09-25,Dormant
A-002364,C-00926,Mortgage,34347.08,25000,23.88,2010-07-13,Dormant
A-002365,C-00197,Current,39540.61,10000,53.21,2018-05-07,Active
A-002366,C-00545,Current,49391.16,2000,37.38,2010-12-22,Active
A-002367,C-01758,Mortgage,2359.24,2000,27.35,2007-02-26,Closed
A-002368,C-01695,Savings,9851.92,10000,43.76,2012-04-03,Active
A-002369,C-01907,Business Current,18839.28,5000,2.06,2015-07-07,Active
A-002370,C-01806,Business Current,24642.32,5000,71.8,2017-12-04,Active
A-002371,C-00939,Business Current,15292.63,25000,73.92,2024-02-26,Active
A-002372,C-00767,Current,37437.68,10000,85.15,2023-07-28,Dormant
A-002373,C-00655,Business Current,16373.12,0,0.0,2014-04-01,Active
A-002374,C-01868,Savings,3659.06,10000,76.23,2016-09-16,Active
A-002375,C-01735,Savings,12897.62,10000,71.86,2020-01-26,Dormant
A-002376,C-01787,Current,44536.86,0,0.0,2021-03-04,Active
A-002377,C-01506,Mortgage,5216.26,10000,52.12,2017-01-13,Active
A-002378,C-00904,Credit Card,43397.11,5000,96.67,2009-08-12,Active
A-002379,C-00658,Current,31382.84,0,0.0,2007-02-25,Active
A-002380,C-01016,Savings,12585.13,10000,82.67,2005-08-09,Dormant
A-002381,C-00831,Business Current,24386.05,0,0.0,2023-06-27,Active
A-002382,C-00556,Business Current,1084.85,0,0.0,2008-11-15,Active
A-002383,C-01087,Current,30947.17,10000,32.83,2013-12-01,Active
A-002384,C-01613,Mortgage,36913.04,5000,37.56,2006-01-01,Active
A-002385,C-00347,Credit Card,8692.08,2000,27.85,2019-03-27,Active
A-002386,C-00119,Credit Card,5016.03,5000,2.9,2009-04-30,Dormant
A-002387,C-00539,Current,42463.17,10000,81.77,2007-01-05,Active
A-002388,C-00292,Savings,45901.39,0,0.0,2010-04-13,Active
A-002389,C-01805,Mortgage,25852.96,10000,96.13,2017-12-06,Active
A-002390,C-00113,Current,16105.44,25000,43.43,2023-12-13,Closed
A-002391,C-01937,Credit Card,20650.84,0,0.0,2019-10-30,Active
A-002392,C-00425,Savings,21382.26,0,0.0,2009-03-18,Active
A-002393,C-01784,Business Current,8502.08,2000,9.06,2011-02-06,Active
A-002394,C-01105,Current,31721.28,2000,79.75,2023-10-28,Dormant
A-002395,C-00644,Savings,48265.37,5000,28.3,2005-12-02,Dormant
A-002396,C-00461,Credit Card,18958.9,5000,62.71,2023-04-07,Dormant
A-002397,C-01815,Credit Card,17629.53,0,0.0,2016-07-08,Closed
A-002398,C-00635,Business Current,24248.74,5000,76.2,2011-04-13,Active
A-002399,C-00454,Savings,45160.96,25000,57.44,2010-05-25,Active
A-002400,C-00106,Mortgage,34059.81,5000,6.09,2008-06-09,Active
A-002401,C-00864,Mortgage,29226.42,25000,79.4,2012-05-12,Active
A-002402,C-00891,Current,15479.49,10000,53.52,2019-01-21,Active
A-002403,C-00445,Business Current,37990.59,25000,67.68,2013-07-15,Active
A-002404,C-00563,Savings,29335.46,0,0.0,2012-12-26,Active
A-002405,C-00254,Business Current,43463.86,10000,46.23,2023-10-30,Active
A-002406,C-00849,Business Current,39943.8,10000,80.25,2023-05-04,Active
A-002407,C-00140,Mortgage,49199.92,0,0.0,2020-06-30,Active
A-002408,C-01567,Current,40662.4,2000,87.64,2009-03-09,Active
A-002409,C-01145,Savings,17028.85,0,0.0,2009-10-23,Active
A-002410,C-01610,Business Current,4743.15,10000,76.65,2019-03-04,Closed
A-002411,C-01961,Business Current,8005.09,5000,18.19,2005-08-19,Active
A-002412,C-00973,Savings,12091.54,10000,45.38,2009-01-21,Active
A-002413,C-01762,Business Current,3939.93,0,0.0,2005-11-25,Active
A-002414,C-00384,Mortgage,5990.93,0,0.0,2007-03-31,Active
A-002415,C-00705,Business Current,23337.05,0,0.0,2017-02-08,Active
A-002416,C-00747,Mortgage,5845.68,0,0.0,2013-04-21,Active
A-002417,C-00145,Savings,13178.66,10000,32.81,2015-04-07,Active
A-002418,C-00064,Mortgage,4627.22,25000,22.62,2006-11-05,Active
A-002419,C-01165,Mortgage,12003.84,5000,20.1,2023-06-30,Active
A-002420,C-00261,Current,21524.91,25000,47.46,2024-01-07,Dormant
A-002421,C-00073,Savings,28460.0,10000,38.33,2021-05-23,Active
A-002422,C-01010,Credit Card,27712.18,2000,75.82,2018-08-27,Active
A-002423,C-00797,Current,497.82,0,0.0,2022-02-14,Closed
A-002424,C-00581,Business Current,44165.74,5000,35.81,2023-05-16,Active
A-002425,C-00745,Credit Card,26718.63,5000,74.98,2019-12-01,Active
A-002426,C-01192,Mortgage,6822.31,10000,84.22,2007-11-07,Active
A-002427,C-01696,Credit Card,21953.8,25000,17.58,2023-07-06,Active
A-002428,C-01014,Savings,45463.8,10000,88.02,2020-07-24,Active
A-002429,C-00243,Business Current,42777.88,0,0.0,2006-10-23,Active
A-002430,C-00296,Credit Card,21928.97,25000,74.11,2012-05-15,Active
A-002431,C-00890,Business Current,22095.21,10000,45.52,2006-04-05,Active
A-002432,C-00670,Mortgage,41286.64,0,0.0,2013-11-04,Active
A-002433,C-00035,Business Current,16446.63,2000,90.72,2019-09-26,Active
A-002434,C-00326,Mortgage,41718.88,10000,7.08,2020-08-12,Active
A-002435,C-00505,Business Current,10330.8,5000,47.69,2020-10-18,Active
A-002436,C-00129,Mortgage,32761.64,0,0.0,2023-09-28,Active
A-002437,C-01175,Current,22393.76,25000,36.56,2022-04-17,Active
A-002438,C-00450,Mortgage,23974.86,10000,40.3,2007-04-10,Dormant
A-002439,C-00262,Credit Card,22146.69,2000,9.44,2019-12-24,Dormant
A-002440,C-00809,Savings,26063.78,25000,32.48,2009-06-06,Active
A-002441,C-00467,Business Current,17760.66,5000,33.77,2007-04-05,Active
A-002442,C-00720,Current,6222.68,2000,83.73,2011-10-13,Active
A-002443,C-00137,Mortgage,39420.59,5000,50.41,2020-11-24,Active
A-002444,C-00353,Business Current,8182.32,25000,67.17,2021-01-20,Dormant
A-002445,C-00841,Credit Card,24774.76,0,0.0,2010-08-02,Active
A-002446,C-01364,Current,35984.21,0,0.0,2017-06-12,Active
A-002447,C-00968,Business Current,45084.56,5000,76.77,2014-03-21,Active
A-002448,C-01777,Business Current,40496.42,25000,94.81,2009-11-07,Active
A-002449,C-01546,Credit Card,23757.09,10000,59.86,2007-04-29,Active
A-002450,C-01399,Savings,7586.88,10000,70.87,2011-12-22,Active
A-002451,C-00470,Savings,38943.65,2000,94.28,2022-03-19,Active
A-002452,C-01639,Savings,40474.05,0,0.0,2008-07-07,Dormant
A-002453,C-01785,Savings,15011.87,0,0.0,2007-06-09,Active
A-002454,C-00879,Current,38586.86,5000,78.35,2020-09-27,Active
A-002455,C-00494,Credit Card,6387.06,0,0.0,2020-02-18,Active
A-002456,C-00076,Current,39653.82,2000,67.76,2021-11-08,Active
A-002457,C-01399,Credit Card,39643.52,5000,32.3,2022-11-16,Active
A-002458,C-01988,Current,32469.57,2000,85.2,2009-09-19,Active
A-002459,C-00935,Current,7258.89,0,0.0,2019-02-19,Active
A-002460,C-00418,Mortgage,47255.58,0,0.0,2017-09-18,Active
A-002461,C-01373,Current,43557.57,10000,20.95,2007-02-10,Active
A-002462,C-00428,Savings,33505.11,5000,83.56,2014-05-11,Dormant
A-002463,C-00397,Savings,10042.22,25000,90.02,2010-04-04,Active
A-002464,C-00261,Current,8048.36,0,0.0,2020-01-08,Active
A-002465,C-00638,Credit Card,21487.03,2000,68.82,2020-03-22,Dormant
A-002466,C-00254,Current,10859.66,0,0.0,2018-08-01,Active
A-002467,C-00149,Credit Card,42657.98,5000,7.26,2014-03-29,Active
A-002468,C-00455,Current,13049.37,2000,91.75,2022-06-01,Active
A-002469,C-01905,Savings,38350.41,25000,22.55,2008-10-25,Active
A-002470,C-00073,Savings,41313.1,10000,9.32,2022-11-06,Active
A-002471,C-00449,Business Current,6281.13,25000,9.0,2023-06-14,Active
A-002472,C-01195,Business Current,34343.48,10000,61.47,2023-03-08,Active
A-002473,C-01997,Current,49858.17,0,0.0,2010-03-05,Active
A-002474,C-00180,Mortgage,12475.96,5000,21.0,2018-04-09,Active
A-002475,C-00885,Savings,8416.82,2000,64.3,2011-12-15,Active
A-002476,C-01674,Savings,23818.85,2000,32.28,2023-05-14,Active
A-002477,C-00827,Current,38185.95,25000,49.54,2017-04-07,Active
A-002478,C-00998,Credit Card,14642.23,0,0.0,2006-10-21,Active
A-002479,C-01001,Credit Card,26888.24,25000,55.9,2006-05-08,Dormant
A-002480,C-00056,Current,344.98,2000,47.66,2018-01-16,Active
A-002481,C-00692,Current,19890.35,0,0.0,2010-08-24,Dormant
A-002482,C-01008,Credit Card,26226.75,5000,15.82,2012-07-04,Active
A-002483,C-00937,Business Current,15575.08,10000,0.43,2011-08-31,Active
A-002484,C-00195,Business Current,2754.54,0,0.0,2019-12-06,Active
A-002485,C-01946,Current,47201.89,0,0.0,2015-08-31,Dormant
A-002486,C-01464,Mortgage,3955.21,25000,29.55,2008-03-03,Active
A-002487,C-01696,Current,14701.57,0,0.0,2011-01-04,Active
A-002488,C-01432,Savings,49610.2,0,0.0,2008-04-01,Active
A-002489,C-00952,Mortgage,29197.3,25000,47.34,2005-04-27,Dormant
A-002490,C-00413,Savings,8311.93,2000,95.75,2022-01-07,Dormant
A-002491,C-01507,Current,29871.78,10000,17.73,2007-07-11,Active
A-002492,C-00898,Business Current,14728.0,5000,7.27,2023-03-30,Active
A-002493,C-00643,Mortgage,20586.04,2000,58.84,2014-04-21,Active
A-002494,C-01572,Business Current,44026.1,25000,62.13,2020-12-25,Active
A-002495,C-01293,Savings,37187.57,0,0.0,2005-03-14,Active
A-002496,C-00142,Mortgage,22905.8,5000,82.26,2021-02-08,Active
A-002497,C-00553,Savings,33909.97,2000,96.23,2019-11-03,Active
A-002498,C-01211,Business Current,4737.43,0,0.0,2007-02-15,Active
A-002499,C-01576,Business Current,36463.97,2000,63.44,2012-06-20,Active
A-002500,C-01142,Credit Card,16750.47,2000,52.96,2019-02-08,Active
A-002501,C-01681,Mortgage,40679.74,10000,94.83,2017-04-22,Active
A-002502,C-00458,Credit Card,47339.31,5000,18.6,2018-02-23,Active
A-002503,C-01474,Savings,29486.17,5000,24.4,2010-03-15,Active
A-002504,C-01045,Mortgage,5883.85,25000,69.8,2007-12-08,Active
A-002505,C-00601,Credit Card,32264.38,0,0.0,2006-05-30,Active
A-002506,C-00867,Business Current,7031.6,25000,23.67,2022-08-02,Active
A-002507,C-01345,Credit Card,11130.61,25000,92.92,2021-08-29,Dormant
A-002508,C-01713,Business Current,41751.33,25000,15.72,2013-06-24,Active
A-002509,C-01914,Credit Card,18200.09,10000,84.34,2006-09-14,Dormant
A-002510,C-01424,Current,42416.33,10000,32.22,2023-12-27,Active
A-002511,C-01421,Mortgage,18029.6,5000,43.57,2008-03-01,Active
A-002512,C-01166,Credit Card,41216.9,2000,78.42,2013-08-23,Active
A-002513,C-01561,Current,49133.11,5000,52.59,2007-03-03,Active
A-002514,C-01772,Mortgage,12534.69,2000,3.94,2013-05-02,Closed
A-002515,C-00957,Mortgage,47445.36,10000,35.64,2010-01-19,Active
A-002516,C-01683,Savings,13204.58,25000,5.18,2008-02-22,Active
A-002517,C-00183,Credit Card,13358.28,0,0.0,2010-07-13,Dormant
A-002518,C-00704,Credit Card,23186.35,25000,13.3,2009-02-28,Closed
A-002519,C-00610,Credit Card,31889.18,25000,94.85,2018-01-10,Active
A-002520,C-01971,Savings,28088.09,0,0.0,2006-07-26,Active
A-002521,C-00854,Mortgage,10655.02,10000,41.32,2008-01-24,Active
A-002522,C-00552,Mortgage,37525.39,5000,74.72,2008-12-28,Active
A-002523,C-00262,Mortgage,236.31,25000,69.51,2007-09-02,Active
A-002524,C-00443,Business Current,33557.6,10000,29.67,2022-05-16,Active
A-002525,C-00997,Credit Card,4008.98,25000,71.49,2015-12-08,Active
A-002526,C-01919,Savings,19207.1,5000,37.43,2021-11-29,Active
A-002527,C-01186,Mortgage,25133.61,0,0.0,2017-01-04,Active
A-002528,C-01032,Business Current,8170.27,2000,83.59,2019-03-17,Active
A-002529,C-01753,Business Current,35003.86,10000,7.35,2011-05-12,Active
A-002530,C-00073,Credit Card,20902.47,25000,18.92,2009-12-27,Active
A-002531,C-01514,Mortgage,17701.38,5000,27.39,2022-08-31,Dormant
A-002532,C-01656,Savings,21723.13,0,0.0,2022-05-07,Dormant
A-002533,C-00021,Mortgage,5786.6,0,0.0,2022-05-08,Active
A-002534,C-01029,Current,23382.45,0,0.0,2016-02-01,Active
A-002535,C-00237,Mortgage,48514.24,2000,11.44,2016-01-04,Dormant
A-002536,C-01273,Current,47146.21,2000,59.93,2007-07-13,Active
A-002537,C-01011,Savings,42463.88,10000,39.38,2010-07-27,Active
A-002538,C-00314,Business Current,22004.62,5000,87.75,2020-01-22,Active
A-002539,C-00997,Mortgage,30264.3,2000,55.97,2005-04-12,Active
A-002540,C-01107,Business Current,21765.1,5000,28.61,2020-06-14,Active
A-002541,C-01509,Business Current,21813.92,0,0.0,2020-04-02,Dormant
A-002542,C-01237,Business Current,36102.81,0,0.0,2014-03-30,Active
A-002543,C-00051,Business Current,15625.98,2000,29.76,2018-01-24,Active
A-002544,C-01130,Current,17705.78,2000,68.39,2005-09-02,Active
A-002545,C-00272,Savings,11006.95,10000,58.17,2017-06-06,Dormant
A-002546,C-00065,Business Current,25007.71,2000,6.06,2022-11-27,Dormant
A-002547,C-01156,Savings,22313.21,0,0.0,2014-05-26,Active
A-002548,C-00487,Mortgage,6647.87,10000,43.71,2014-12-14,Active
A-002549,C-00090,Business Current,47259.02,10000,12.96,2008-08-26,Active
