subscriber_id,plan_type,region,age_group,payment_method,monthly_fee,signup_date,churn_date,is_churned
SUB-004491,Standard,Middle East,45-54,Credit Card,13.99,2023-06-11,,0
SUB-004492,Basic,Europe,18-24,Apple Pay,7.99,2024-09-22,,0
SUB-004493,Basic,Middle East,55+,Google Pay,7.99,2022-06-16,,0
SUB-004494,Basic,Europe,55+,Google Pay,7.99,2024-06-13,,0
SUB-004495,Standard,Latin America,18-24,Credit Card,13.99,2023-12-11,,0
SUB-004496,Basic,North America,55+,Google Pay,7.99,2024-06-27,,0
SUB-004497,Standard,Asia Pacific,25-34,PayPal,13.99,2024-08-22,,0
SUB-004498,Basic,North America,25-34,Debit Card,7.99,2023-08-26,,0
SUB-004499,Basic,Asia Pacific,45-54,Google Pay,7.99,2022-11-08,,0
SUB-004500,Standard,North America,45-54,Apple Pay,13.99,2022-01-04,,0
SUB-004501,Basic,North America,25-34,Debit Card,7.99,2023-07-12,,0
SUB-004502,Basic,Asia Pacific,35-44,Debit Card,7.99,2022-09-11,,0
SUB-004503,Standard,Asia Pacific,45-54,Google Pay,13.99,2024-03-16,2025-07-13,1
SUB-004504,Premium,Latin America,45-54,Credit Card,19.99,2022-09-10,,0
SUB-004505,Basic,North America,25-34,Credit Card,7.99,2024-12-29,,0
SUB-004506,Standard,Europe,25-34,Credit Card,13.99,2023-04-15,,0
SUB-004507,Premium,North America,55+,Google Pay,19.99,2023-03-13,,0
SUB-004508,Basic,North America,55+,Apple Pay,7.99,2023-09-23,,0
SUB-004509,Premium,North America,45-54,Debit Card,19.99,2022-11-09,,0
SUB-004510,Basic,North America,45-54,Google Pay,7.99,2024-07-20,,0
SUB-004511,Premium,Asia Pacific,25-34,Credit Card,19.99,2022-08-05,2022-09-06,1
SUB-004512,Basic,North America,35-44,Google Pay,7.99,2022-04-11,,0
SUB-004513,Standard,Middle East,55+,Google Pay,13.99,2023-06-17,,0
SUB-004514,Standard,Asia Pacific,25-34,Google Pay,13.99,2022-02-09,,0
SUB-004515,Standard,North America,25-34,Credit Card,13.99,2022-04-15,,0
SUB-004516,Premium,Middle East,35-44,PayPal,19.99,2023-05-20,,0
SUB-004517,Standard,Middle East,35-44,Debit Card,13.99,2023-07-09,,0
SUB-004518,Premium,Asia Pacific,18-24,PayPal,19.99,2024-02-08,,0
SUB-004519,Basic,North America,18-24,Debit Card,7.99,2022-09-26,,0
SUB-004520,Premium,Asia Pacific,18-24,Debit Card,19.99,2023-10-02,,0
SUB-004521,Standard,Middle East,25-34,Debit Card,13.99,2022-03-17,2022-09-24,1
SUB-004522,Premium,Middle East,25-34,Apple Pay,19.99,2024-03-12,,0
SUB-004523,Premium,Latin America,55+,PayPal,19.99,2022-08-07,,0
SUB-004524,Premium,Middle East,35-44,Credit Card,19.99,2024-04-10,,0
SUB-004525,Standard,Middle East,35-44,Apple Pay,13.99,2023-07-04,,0
SUB-004526,Standard,Latin America,45-54,Google Pay,13.99,2022-10-08,,0
SUB-004527,Standard,Middle East,18-24,Google Pay,13.99,2024-11-17,,0
SUB-004528,Standard,Latin America,18-24,Credit Card,13.99,2022-09-16,,0
SUB-004529,Basic,North America,18-24,Debit Card,7.99,2022-07-29,,0
SUB-004530,Standard,Europe,45-54,Debit Card,13.99,2023-01-12,,0
SUB-004531,Premium,North America,45-54,Credit Card,19.99,2022-11-03,,0
SUB-004532,Basic,Europe,35-44,Google Pay,7.99,2024-07-01,,0
SUB-004533,Standard,North America,18-24,Debit Card,13.99,2023-09-23,2025-01-10,1
SUB-004534,Standard,Middle East,35-44,PayPal,13.99,2022-02-12,,0
SUB-004535,Premium,Latin America,35-44,Credit Card,19.99,2023-06-20,,0
SUB-004536,Basic,Europe,45-54,Apple Pay,7.99,2023-12-21,2025-01-19,1
SUB-004537,Premium,Europe,55+,Credit Card,19.99,2023-03-03,,0
SUB-004538,Basic,Middle East,25-34,Debit Card,7.99,2022-05-08,,0
SUB-004539,Premium,Europe,35-44,Credit Card,19.99,2024-01-07,,0
SUB-004540,Standard,Latin America,55+,Google Pay,13.99,2022-09-05,,0
SUB-004541,Standard,Latin America,25-34,Google Pay,13.99,2022-12-03,,0
SUB-004542,Standard,Latin America,35-44,Debit Card,13.99,2022-11-21,2024-07-02,1
SUB-004543,Premium,Europe,45-54,PayPal,19.99,2023-05-08,,0
SUB-004544,Standard,Latin America,45-54,PayPal,13.99,2022-08-21,,0
SUB-004545,Standard,North America,25-34,Debit Card,13.99,2022-10-21,,0
SUB-004546,Basic,North America,18-24,PayPal,7.99,2023-03-26,2024-03-11,1
SUB-004547,Standard,Asia Pacific,35-44,PayPal,13.99,2024-02-18,,0
SUB-004548,Standard,Asia Pacific,45-54,Apple Pay,13.99,2023-01-23,,0
SUB-004549,Premium,Middle East,18-24,PayPal,19.99,2023-04-08,2025-03-10,1
SUB-004550,Standard,Middle East,35-44,Google Pay,13.99,2023-05-18,2025-02-12,1
SUB-004551,Basic,Latin America,45-54,Credit Card,7.99,2023-04-27,,0
SUB-004552,Standard,Middle East,25-34,Debit Card,13.99,2022-12-16,,0
SUB-004553,Standard,Europe,18-24,PayPal,13.99,2023-02-05,,0
SUB-004554,Standard,North America,25-34,PayPal,13.99,2023-08-13,,0
SUB-004555,Basic,Asia Pacific,18-24,Debit Card,7.99,2024-03-21,,0
SUB-004556,Standard,Latin America,35-44,Google Pay,13.99,2024-05-11,,0
SUB-004557,Standard,Asia Pacific,18-24,Credit Card,13.99,2024-07-09,,0
SUB-004558,Premium,Asia Pacific,55+,Apple Pay,19.99,2022-08-28,2022-10-27,1
SUB-004559,Standard,Latin America,55+,Credit Card,13.99,2024-09-20,,0
SUB-004560,Premium,Latin America,55+,Credit Card,19.99,2022-02-19,,0
SUB-004561,Standard,North America,18-24,Apple Pay,13.99,2022-04-16,,0
SUB-004562,Standard,Latin America,18-24,PayPal,13.99,2022-10-06,,0
SUB-004563,Basic,North America,45-54,Debit Card,7.99,2023-10-07,,0
SUB-004564,Standard,Asia Pacific,18-24,Google Pay,13.99,2023-12-06,,0
SUB-004565,Premium,Asia Pacific,35-44,Credit Card,19.99,2024-08-10,,0
SUB-004566,Standard,North America,35-44,Debit Card,13.99,2024-05-30,,0
SUB-004567,Basic,Middle East,55+,PayPal,7.99,2022-12-07,,0
SUB-004568,Premium,Latin America,55+,Credit Card,19.99,2022-10-31,,0
SUB-004569,Premium,Latin America,35-44,Credit Card,19.99,2024-01-07,,0
SUB-004570,Basic,Asia Pacific,25-34,PayPal,7.99,2023-04-07,2023-08-31,1
SUB-004571,Premium,Europe,18-24,Debit Card,19.99,2024-07-04,,0
SUB-004572,Premium,Europe,18-24,PayPal,19.99,2024-06-29,,0
SUB-004573,Standard,Middle East,35-44,Apple Pay,13.99,2024-07-22,2025-11-25,1
SUB-004574,Basic,Latin America,55+,Apple Pay,7.99,2023-05-11,,0
SUB-004575,Premium,Asia Pacific,18-24,PayPal,19.99,2023-12-06,,0
SUB-004576,Standard,Europe,45-54,Google Pay,13.99,2024-09-20,,0
SUB-004577,Standard,Latin America,35-44,Credit Card,13.99,2024-07-14,,0
SUB-004578,Basic,Middle East,25-34,Debit Card,7.99,2023-09-28,,0
SUB-004579,Standard,Asia Pacific,18-24,Google Pay,13.99,2022-03-12,,0
SUB-004580,Standard,Middle East,25-34,Credit Card,13.99,2024-07-11,,0
SUB-004581,Premium,Europe,35-44,Debit Card,19.99,2022-01-22,,0
SUB-004582,Premium,Middle East,55+,PayPal,19.99,2023-02-03,,0
SUB-004583,Basic,Middle East,18-24,Credit Card,7.99,2024-03-06,,0
SUB-004584,Premium,North America,25-34,Google Pay,19.99,2022-07-22,,0
SUB-004585,Standard,Latin America,55+,Debit Card,13.99,2022-09-30,,0
SUB-004586,Premium,Europe,18-24,Debit Card,19.99,2023-03-30,,0
SUB-004587,Premium,Latin America,35-44,Debit Card,19.99,2023-05-31,,0
SUB-004588,Basic,North America,55+,Apple Pay,7.99,2022-06-02,,0
SUB-004589,Standard,Europe,25-34,Debit Card,13.99,2023-09-12,,0
SUB-004590,Premium,Europe,18-24,Google Pay,19.99,2022-01-17,,0
SUB-004591,Standard,Europe,55+,PayPal,13.99,2024-01-13,2024-09-23,1
SUB-004592,Premium,Latin America,55+,Credit Card,19.99,2023-04-10,,0
SUB-004593,Basic,Asia Pacific,45-54,Google Pay,7.99,2023-02-11,,0
SUB-004594,Premium,Asia Pacific,45-54,Credit Card,19.99,2022-04-12,,0
SUB-004595,Basic,Europe,35-44,Debit Card,7.99,2022-05-17,,0
SUB-004596,Standard,Latin America,55+,Credit Card,13.99,2022-04-16,,0
SUB-004597,Standard,Latin America,35-44,Credit Card,13.99,2022-08-31,,0
SUB-004598,Standard,Latin America,45-54,Debit Card,13.99,2023-07-17,,0
SUB-004599,Basic,North America,55+,Google Pay,7.99,2022-09-26,2023-02-27,1
SUB-004600,Basic,Latin America,35-44,PayPal,7.99,2024-12-14,,0
SUB-004601,Premium,Latin America,25-34,Debit Card,19.99,2023-12-16,,0
SUB-004602,Basic,North America,55+,Apple Pay,7.99,2024-02-05,2024-10-23,1
SUB-004603,Basic,Latin America,45-54,Credit Card,7.99,2022-04-15,,0
SUB-004604,Basic,Europe,35-44,Debit Card,7.99,2022-03-26,,0
SUB-004605,Premium,Asia Pacific,55+,Google Pay,19.99,2024-12-28,2026-06-03,1
SUB-004606,Basic,Asia Pacific,45-54,Credit Card,7.99,2024-12-14,,0
SUB-004607,Standard,Asia Pacific,18-24,Google Pay,13.99,2024-04-11,,0
SUB-004608,Standard,North America,25-34,Google Pay,13.99,2023-02-28,,0
SUB-004609,Basic,Middle East,25-34,Apple Pay,7.99,2024-04-20,,0
SUB-004610,Premium,Middle East,18-24,Debit Card,19.99,2022-07-09,,0
SUB-004611,Premium,Middle East,18-24,Credit Card,19.99,2024-06-06,2024-07-20,1
SUB-004612,Standard,Latin America,55+,Apple Pay,13.99,2022-09-14,,0
SUB-004613,Standard,Latin America,25-34,Credit Card,13.99,2024-06-02,,0
SUB-004614,Premium,Middle East,25-34,Google Pay,19.99,2023-07-17,2024-03-16,1
SUB-004615,Standard,Latin America,35-44,Google Pay,13.99,2023-11-28,,0
SUB-004616,Premium,Middle East,35-44,Debit Card,19.99,2022-07-28,2023-11-06,1
SUB-004617,Basic,Middle East,55+,Debit Card,7.99,2022-05-22,,0
SUB-004618,Basic,Europe,55+,Debit Card,7.99,2024-07-11,,0
SUB-004619,Premium,Latin America,35-44,Credit Card,19.99,2022-11-14,2023-01-17,1
SUB-004620,Basic,Latin America,45-54,Credit Card,7.99,2023-10-10,,0
SUB-004621,Premium,Middle East,35-44,Debit Card,19.99,2024-08-18,,0
SUB-004622,Standard,Europe,35-44,Apple Pay,13.99,2023-10-08,,0
SUB-004623,Basic,Europe,25-34,Google Pay,7.99,2023-03-18,,0
SUB-004624,Standard,North America,35-44,PayPal,13.99,2024-12-28,,0
SUB-004625,Standard,Europe,55+,Google Pay,13.99,2023-03-03,,0
SUB-004626,Basic,Europe,55+,Credit Card,7.99,2024-08-04,,0
SUB-004627,Standard,Middle East,18-24,Apple Pay,13.99,2024-04-17,,0
SUB-004628,Basic,North America,25-34,Apple Pay,7.99,2022-12-27,,0
SUB-004629,Standard,Latin America,45-54,Apple Pay,13.99,2024-12-24,,0
SUB-004630,Basic,North America,55+,Apple Pay,7.99,2023-06-03,,0
SUB-004631,Premium,Latin America,25-34,Apple Pay,19.99,2023-02-19,,0
SUB-004632,Standard,Latin America,35-44,Credit Card,13.99,2024-03-21,,0
SUB-004633,Basic,Europe,55+,Credit Card,7.99,2023-02-14,,0
SUB-004634,Premium,Europe,55+,Google Pay,19.99,2023-06-21,,0
SUB-004635,Standard,Europe,25-34,PayPal,13.99,2023-09-21,,0
SUB-004636,Premium,Middle East,45-54,Debit Card,19.99,2023-02-05,,0
SUB-004637,Standard,Europe,55+,Debit Card,13.99,2023-04-08,,0
SUB-004638,Basic,Middle East,55+,Credit Card,7.99,2022-08-20,,0
SUB-004639,Basic,Asia Pacific,35-44,Credit Card,7.99,2022-11-08,,0
SUB-004640,Premium,Europe,18-24,Google Pay,19.99,2023-07-23,,0
SUB-004641,Basic,North America,55+,PayPal,7.99,2023-04-04,,0
SUB-004642,Standard,Latin America,25-34,Google Pay,13.99,2022-02-14,,0
SUB-004643,Standard,Latin America,25-34,Apple Pay,13.99,2024-07-27,,0
SUB-004644,Basic,Middle East,35-44,Credit Card,7.99,2022-03-28,,0
SUB-004645,Basic,Europe,45-54,Google Pay,7.99,2024-04-07,,0
SUB-004646,Standard,Europe,45-54,Credit Card,13.99,2023-12-04,,0
SUB-004647,Standard,North America,25-34,Debit Card,13.99,2023-07-08,,0
SUB-004648,Standard,Middle East,25-34,Debit Card,13.99,2023-02-03,,0
SUB-004649,Premium,North America,55+,Credit Card,19.99,2022-11-03,,0
SUB-004650,Standard,Europe,35-44,Credit Card,13.99,2023-09-27,,0
SUB-004651,Basic,Latin America,55+,Google Pay,7.99,2024-11-03,,0
SUB-004652,Basic,North America,55+,Credit Card,7.99,2023-12-31,,0
SUB-004653,Basic,Europe,35-44,Debit Card,7.99,2024-06-24,,0
SUB-004654,Basic,North America,45-54,PayPal,7.99,2022-04-29,,0
SUB-004655,Premium,Latin America,18-24,PayPal,19.99,2022-08-29,,0
SUB-004656,Standard,Asia Pacific,55+,Debit Card,13.99,2024-09-10,,0
SUB-004657,Standard,North America,55+,Google Pay,13.99,2023-07-08,2025-06-30,1
SUB-004658,Standard,Europe,55+,Google Pay,13.99,2024-02-14,,0
SUB-004659,Basic,Latin America,55+,PayPal,7.99,2024-09-07,,0
SUB-004660,Standard,North America,35-44,Google Pay,13.99,2023-10-22,,0
SUB-004661,Premium,Asia Pacific,55+,Google Pay,19.99,2023-12-16,,0
SUB-004662,Basic,Europe,45-54,Google Pay,7.99,2022-04-24,2022-06-06,1
SUB-004663,Basic,Europe,18-24,Debit Card,7.99,2023-06-02,,0
SUB-004664,Standard,Latin America,35-44,Credit Card,13.99,2023-06-20,,0
SUB-004665,Standard,Middle East,18-24,Credit Card,13.99,2024-09-06,,0
SUB-004666,Standard,Middle East,55+,Apple Pay,13.99,2024-07-11,,0
SUB-004667,Standard,Middle East,35-44,Debit Card,13.99,2023-10-18,,0
SUB-004668,Premium,Latin America,35-44,PayPal,19.99,2022-01-11,,0
SUB-004669,Standard,Latin America,45-54,Credit Card,13.99,2022-10-04,2024-01-15,1
SUB-004670,Standard,Middle East,18-24,Apple Pay,13.99,2022-09-20,,0
SUB-004671,Premium,Middle East,55+,Apple Pay,19.99,2022-10-04,,0
SUB-004672,Standard,Asia Pacific,55+,Apple Pay,13.99,2023-05-20,,0
SUB-004673,Premium,North America,18-24,Apple Pay,19.99,2022-02-19,,0
SUB-004674,Standard,North America,45-54,PayPal,13.99,2022-03-08,,0
SUB-004675,Standard,Asia Pacific,55+,Debit Card,13.99,2023-02-16,,0
SUB-004676,Basic,North America,55+,Debit Card,7.99,2023-03-03,,0
SUB-004677,Standard,Latin America,55+,Google Pay,13.99,2024-01-08,,0
SUB-004678,Premium,Middle East,25-34,Apple Pay,19.99,2023-09-15,2024-08-25,1
SUB-004679,Premium,North America,18-24,PayPal,19.99,2024-06-26,,0
SUB-004680,Standard,Middle East,18-24,Google Pay,13.99,2022-09-30,,0
SUB-004681,Standard,Europe,35-44,Debit Card,13.99,2024-04-05,,0
SUB-004682,Standard,North America,25-34,Credit Card,13.99,2023-09-03,,0
SUB-004683,Premium,Asia Pacific,18-24,Debit Card,19.99,2023-07-23,,0
SUB-004684,Standard,Asia Pacific,45-54,Google Pay,13.99,2024-08-07,2024-10-13,1
SUB-004685,Standard,Middle East,55+,Google Pay,13.99,2024-07-27,,0
SUB-004686,Standard,Middle East,18-24,Apple Pay,13.99,2024-12-08,,0
SUB-004687,Standard,Middle East,55+,Debit Card,13.99,2024-01-23,,0
SUB-004688,Premium,Latin America,45-54,Debit Card,19.99,2022-03-29,2023-04-19,1
SUB-004689,Standard,Middle East,45-54,PayPal,13.99,2024-12-27,2025-03-27,1
SUB-004690,Premium,Middle East,55+,Debit Card,19.99,2024-11-15,,0
SUB-004691,Standard,Latin America,45-54,Google Pay,13.99,2024-12-30,,0
SUB-004692,Basic,Asia Pacific,55+,Google Pay,7.99,2024-07-06,,0
SUB-004693,Standard,Middle East,25-34,Credit Card,13.99,2022-01-10,,0
SUB-004694,Standard,North America,55+,Google Pay,13.99,2022-10-12,,0
SUB-004695,Basic,Middle East,35-44,Debit Card,7.99,2024-12-09,,0
SUB-004696,Premium,Middle East,25-34,Debit Card,19.99,2022-01-26,,0
SUB-004697,Standard,Europe,25-34,PayPal,13.99,2022-06-02,2023-04-01,1
SUB-004698,Standard,North America,35-44,Google Pay,13.99,2022-07-12,,0
SUB-004699,Standard,Asia Pacific,35-44,PayPal,13.99,2024-02-22,2025-02-28,1
SUB-004700,Standard,Latin America,35-44,Apple Pay,13.99,2022-03-17,,0
SUB-004701,Basic,Asia Pacific,35-44,Credit Card,7.99,2023-03-12,,0
SUB-004702,Basic,Latin America,25-34,Credit Card,7.99,2022-03-06,,0
SUB-004703,Basic,Europe,25-34,Credit Card,7.99,2022-06-20,,0
SUB-004704,Standard,Latin America,45-54,PayPal,13.99,2024-06-21,,0
SUB-004705,Standard,Middle East,18-24,Apple Pay,13.99,2023-11-14,,0
SUB-004706,Premium,Europe,55+,Debit Card,19.99,2024-10-23,,0
SUB-004707,Premium,Asia Pacific,35-44,Debit Card,19.99,2024-04-06,,0
SUB-004708,Standard,North America,45-54,Google Pay,13.99,2023-10-21,,0
SUB-004709,Standard,North America,55+,PayPal,13.99,2022-03-10,,0
SUB-004710,Standard,Europe,18-24,Credit Card,13.99,2022-01-15,,0
SUB-004711,Premium,Asia Pacific,25-34,Credit Card,19.99,2023-09-13,,0
SUB-004712,Basic,Asia Pacific,18-24,Debit Card,7.99,2024-03-22,,0
SUB-004713,Standard,North America,25-34,Apple Pay,13.99,2024-12-19,,0
SUB-004714,Premium,Middle East,55+,PayPal,19.99,2023-06-09,,0
SUB-004715,Standard,Europe,55+,Credit Card,13.99,2023-05-09,,0
SUB-004716,Premium,Asia Pacific,45-54,Google Pay,19.99,2023-05-08,,0
SUB-004717,Standard,Asia Pacific,55+,Credit Card,13.99,2022-03-14,,0
SUB-004718,Standard,Middle East,25-34,Google Pay,13.99,2023-12-07,2024-09-06,1
SUB-004719,Standard,North America,18-24,Apple Pay,13.99,2022-06-29,,0
SUB-004720,Premium,Latin America,55+,Credit Card,19.99,2023-06-05,,0
SUB-004721,Standard,Middle East,35-44,Google Pay,13.99,2022-02-16,,0
SUB-004722,Standard,Latin America,45-54,PayPal,13.99,2024-02-19,,0
SUB-004723,Standard,Middle East,25-34,PayPal,13.99,2024-11-10,,0
SUB-004724,Premium,North America,55+,Debit Card,19.99,2024-09-11,,0
SUB-004725,Standard,Europe,35-44,PayPal,13.99,2023-05-26,2024-02-07,1
SUB-004726,Standard,Middle East,18-24,Google Pay,13.99,2022-11-10,,0
SUB-004727,Premium,Latin America,35-44,Credit Card,19.99,2023-07-29,,0
SUB-004728,Premium,Europe,45-54,Debit Card,19.99,2022-06-06,,0
SUB-004729,Standard,Middle East,25-34,Debit Card,13.99,2022-06-05,,0
SUB-004730,Basic,Middle East,35-44,Apple Pay,7.99,2023-03-21,,0
SUB-004731,Standard,Latin America,18-24,PayPal,13.99,2022-06-25,,0
SUB-004732,Standard,Europe,55+,Google Pay,13.99,2022-05-08,,0
SUB-004733,Basic,Europe,55+,PayPal,7.99,2024-01-15,,0
SUB-004734,Premium,Europe,18-24,Debit Card,19.99,2024-02-05,,0
SUB-004735,Premium,Latin America,25-34,Apple Pay,19.99,2023-02-23,2023-12-08,1
SUB-004736,Basic,Latin America,25-34,Credit Card,7.99,2023-02-07,,0
SUB-004737,Premium,North America,18-24,Debit Card,19.99,2024-09-25,,0
SUB-004738,Standard,Asia Pacific,45-54,Apple Pay,13.99,2024-11-25,,0
SUB-004739,Standard,Asia Pacific,18-24,Debit Card,13.99,2023-09-24,,0
SUB-004740,Premium,Latin America,45-54,Google Pay,19.99,2022-07-06,,0
SUB-004741,Standard,North America,35-44,Apple Pay,13.99,2022-06-29,,0
SUB-004742,Standard,Europe,55+,Credit Card,13.99,2024-06-06,,0
SUB-004743,Premium,Europe,25-34,Apple Pay,19.99,2023-11-15,,0
SUB-004744,Premium,Latin America,18-24,Google Pay,19.99,2022-07-21,,0
SUB-004745,Standard,Middle East,45-54,Google Pay,13.99,2022-06-04,,0
SUB-004746,Basic,Asia Pacific,35-44,Google Pay,7.99,2023-02-11,,0
SUB-004747,Standard,Middle East,35-44,Google Pay,13.99,2022-02-12,,0
SUB-004748,Standard,North America,45-54,Debit Card,13.99,2022-04-14,,0
SUB-004749,Premium,Middle East,35-44,Debit Card,19.99,2022-01-26,2023-04-09,1
SUB-004750,Premium,Asia Pacific,18-24,PayPal,19.99,2024-01-02,,0
SUB-004751,Basic,Middle East,45-54,Credit Card,7.99,2024-03-16,,0
SUB-004752,Premium,Latin America,18-24,Debit Card,19.99,2024-11-27,,0
SUB-004753,Premium,Asia Pacific,18-24,Credit Card,19.99,2023-02-03,2023-07-19,1
SUB-004754,Basic,Asia Pacific,45-54,Apple Pay,7.99,2024-12-30,,0
SUB-004755,Standard,Asia Pacific,25-34,Credit Card,13.99,2023-09-28,,0
SUB-004756,Basic,Asia Pacific,35-44,Debit Card,7.99,2022-03-17,,0
SUB-004757,Premium,North America,55+,Credit Card,19.99,2023-10-31,,0
SUB-004758,Basic,North America,35-44,PayPal,7.99,2024-01-31,,0
SUB-004759,Premium,Middle East,45-54,Google Pay,19.99,2024-01-15,,0
SUB-004760,Standard,Europe,45-54,PayPal,13.99,2024-06-14,2025-01-29,1
SUB-004761,Basic,Europe,18-24,Credit Card,7.99,2023-04-20,,0
SUB-004762,Premium,Middle East,18-24,Debit Card,19.99,2022-06-09,,0
SUB-004763,Standard,Asia Pacific,45-54,Google Pay,13.99,2023-04-23,,0
SUB-004764,Standard,Latin America,18-24,Debit Card,13.99,2022-02-01,,0
SUB-004765,Standard,North America,55+,Credit Card,13.99,2022-02-15,,0
SUB-004766,Premium,Latin America,18-24,Apple Pay,19.99,2022-11-15,,0
SUB-004767,Standard,Europe,25-34,Google Pay,13.99,2022-12-20,,0
SUB-004768,Standard,Asia Pacific,18-24,Debit Card,13.99,2023-07-25,,0
SUB-004769,Standard,Latin America,25-34,Google Pay,13.99,2023-03-20,,0
SUB-004770,Standard,Asia Pacific,18-24,Google Pay,13.99,2022-02-03,,0
SUB-004771,Premium,North America,18-24,Credit Card,19.99,2024-12-20,2026-05-19,1
SUB-004772,Standard,Middle East,35-44,PayPal,13.99,2023-05-27,,0
SUB-004773,Standard,North America,45-54,Google Pay,13.99,2022-04-22,,0
SUB-004774,Basic,Latin America,55+,PayPal,7.99,2022-05-19,,0
SUB-004775,Standard,North America,55+,Google Pay,13.99,2023-05-01,,0
SUB-004776,Standard,North America,35-44,Debit Card,13.99,2024-10-03,,0
SUB-004777,Basic,Latin America,55+,Debit Card,7.99,2024-11-18,,0
SUB-004778,Standard,North America,35-44,Debit Card,13.99,2022-05-24,2023-08-13,1
SUB-004779,Basic,Latin America,45-54,Apple Pay,7.99,2022-01-30,,0
SUB-004780,Basic,Asia Pacific,35-44,Credit Card,7.99,2023-07-23,,0
SUB-004781,Standard,Latin America,18-24,Debit Card,13.99,2022-03-02,,0
SUB-004782,Standard,Latin America,18-24,Credit Card,13.99,2022-04-07,,0
SUB-004783,Standard,Middle East,55+,PayPal,13.99,2022-02-24,2024-01-11,1
SUB-004784,Basic,Latin America,35-44,PayPal,7.99,2022-03-27,,0
SUB-004785,Standard,Latin America,35-44,PayPal,13.99,2024-05-07,2025-08-25,1
SUB-004786,Basic,Latin America,45-54,Credit Card,7.99,2022-01-22,,0
SUB-004787,Standard,Middle East,45-54,Debit Card,13.99,2022-01-20,2022-04-21,1
SUB-004788,Basic,Asia Pacific,45-54,PayPal,7.99,2024-03-18,,0
SUB-004789,Standard,Middle East,35-44,Apple Pay,13.99,2023-01-20,2024-05-18,1
SUB-004790,Basic,Asia Pacific,55+,Debit Card,7.99,2022-08-28,,0
SUB-004791,Standard,North America,25-34,Debit Card,13.99,2023-01-03,,0
SUB-004792,Premium,Latin America,18-24,Credit Card,19.99,2024-03-17,,0
SUB-004793,Standard,Latin America,35-44,Credit Card,13.99,2024-03-16,,0
SUB-004794,Basic,Asia Pacific,45-54,Debit Card,7.99,2023-04-28,,0
SUB-004795,Basic,Latin America,45-54,Debit Card,7.99,2022-04-17,,0
SUB-004796,Standard,Asia Pacific,45-54,Apple Pay,13.99,2024-07-24,,0
SUB-004797,Premium,Asia Pacific,18-24,Google Pay,19.99,2023-03-22,,0
SUB-004798,Premium,Latin America,25-34,PayPal,19.99,2024-10-13,,0
SUB-004799,Premium,North America,45-54,Apple Pay,19.99,2024-10-25,,0
SUB-004800,Basic,Middle East,25-34,Credit Card,7.99,2024-02-06,2025-11-19,1
SUB-004801,Basic,North America,55+,Google Pay,7.99,2023-08-13,,0
SUB-004802,Standard,North America,25-34,Credit Card,13.99,2024-10-02,2026-10-01,1
SUB-004803,Premium,Asia Pacific,55+,PayPal,19.99,2022-10-15,,0
SUB-004804,Standard,Asia Pacific,25-34,Google Pay,13.99,2023-10-04,,0
SUB-004805,Premium,Asia Pacific,25-34,Credit Card,19.99,2022-05-02,,0
SUB-004806,Standard,Asia Pacific,55+,Google Pay,13.99,2022-03-21,,0
SUB-004807,Standard,North America,55+,Google Pay,13.99,2023-04-15,,0
SUB-004808,Premium,Latin America,45-54,Credit Card,19.99,2022-02-19,,0
SUB-004809,Standard,Asia Pacific,55+,Credit Card,13.99,2024-12-20,,0
SUB-004810,Standard,Latin America,18-24,Google Pay,13.99,2022-05-10,,0
SUB-004811,Premium,Europe,25-34,Credit Card,19.99,2023-04-20,,0
SUB-004812,Basic,Latin America,18-24,Credit Card,7.99,2024-08-11,,0
SUB-004813,Basic,Europe,45-54,PayPal,7.99,2023-04-04,,0
SUB-004814,Standard,North America,35-44,PayPal,13.99,2022-01-08,,0
SUB-004815,Basic,Latin America,18-24,Debit Card,7.99,2024-02-18,,0
SUB-004816,Basic,Latin America,18-24,Apple Pay,7.99,2024-03-22,,0
SUB-004817,Standard,Europe,55+,Credit Card,13.99,2023-02-09,,0
SUB-004818,Basic,Middle East,45-54,Debit Card,7.99,2023-11-07,,0
SUB-004819,Standard,Latin America,25-34,Debit Card,13.99,2022-04-11,,0
SUB-004820,Basic,Latin America,45-54,Apple Pay,7.99,2022-04-01,,0
SUB-004821,Standard,Asia Pacific,35-44,Credit Card,13.99,2023-03-06,2024-02-26,1
SUB-004822,Basic,Asia Pacific,55+,Debit Card,7.99,2022-02-13,2023-10-04,1
SUB-004823,Premium,North America,25-34,Debit Card,19.99,2023-04-02,,0
SUB-004824,Basic,Middle East,45-54,PayPal,7.99,2023-02-26,2024-02-07,1
SUB-004825,Standard,Asia Pacific,25-34,Credit Card,13.99,2022-03-18,,0
SUB-004826,Standard,Middle East,18-24,PayPal,13.99,2023-07-23,,0
SUB-004827,Premium,Europe,55+,Apple Pay,19.99,2024-10-04,,0
SUB-004828,Standard,Latin America,35-44,Apple Pay,13.99,2023-05-07,2023-06-12,1
SUB-004829,Standard,Latin America,25-34,PayPal,13.99,2024-06-14,,0
SUB-004830,Premium,Europe,35-44,Debit Card,19.99,2023-03-18,,0
SUB-004831,Basic,Middle East,35-44,Debit Card,7.99,2022-06-03,,0
SUB-004832,Standard,Latin America,18-24,Debit Card,13.99,2024-07-12,,0
SUB-004833,Premium,Middle East,35-44,Google Pay,19.99,2022-01-08,,0
SUB-004834,Standard,Middle East,45-54,Google Pay,13.99,2024-01-09,,0
