student_id,programme,department,level,cohort_year,enrolment_date,status,gender,region,age_at_enrolment
STU-02061,Law,Law School,Undergraduate,2025,2025-09-06,Active,Prefer not to say,International,22
STU-02062,Medicine,Medical School,PhD,2025,2025-09-07,Withdrawn,Prefer not to say,North West,24
STU-02063,Law,Law School,Undergraduate,2024,2024-09-10,Active,Non-binary,London,39
STU-02064,Business Administration,Business,Undergraduate,2023,2023-09-12,Deferred,Male,North West,20
STU-02065,Law,Law School,Postgraduate,2022,2022-09-12,Withdrawn,Prefer not to say,Wales,37
STU-02066,Engineering,Engineering,Postgraduate,2022,2022-09-03,Graduated,Prefer not to say,South East,39
STU-02067,Business Administration,Business,Undergraduate,2025,2025-09-05,Graduated,Male,North West,21
STU-02068,Business Administration,Business,Postgraduate,2023,2023-09-03,Active,Male,North West,29
STU-02069,Engineering,Engineering,Undergraduate,2024,2024-09-02,Active,Female,North West,25
STU-02070,Engineering,Engineering,Postgraduate,2023,2023-09-08,Active,Prefer not to say,Wales,30
STU-02071,Medicine,Medical School,Undergraduate,2024,2024-09-10,Active,Non-binary,London,23
STU-02072,Medicine,Medical School,Undergraduate,2023,2023-09-06,Active,Non-binary,Wales,33
STU-02073,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-05,Active,Non-binary,South East,41
STU-02074,Computer Science,Computing,Undergraduate,2023,2023-09-10,Active,Prefer not to say,Wales,35
STU-02075,Engineering,Engineering,PhD,2025,2025-09-05,Active,Male,Midlands,24
STU-02076,Education,Education Dept,PhD,2024,2024-09-04,Active,Female,Scotland,21
STU-02077,Medicine,Medical School,Postgraduate,2024,2024-09-07,Graduated,Female,London,41
STU-02078,Business Administration,Business,PhD,2025,2025-09-12,Withdrawn,Female,North West,31
STU-02079,Arts & Humanities,Arts,PhD,2022,2022-09-13,Graduated,Female,North West,28
STU-02080,Law,Law School,Undergraduate,2022,2022-09-02,Withdrawn,Non-binary,Wales,28
STU-02081,Social Sciences,Social Sciences,PhD,2023,2023-09-01,Active,Male,Scotland,26
STU-02082,Medicine,Medical School,Postgraduate,2024,2024-09-13,Graduated,Prefer not to say,South East,44
STU-02083,Business Administration,Business,PhD,2024,2024-09-05,Active,Non-binary,London,31
STU-02084,Business Administration,Business,Undergraduate,2025,2025-09-07,Active,Non-binary,North West,43
STU-02085,Arts & Humanities,Arts,PhD,2025,2025-09-12,Active,Prefer not to say,London,21
STU-02086,Computer Science,Computing,Postgraduate,2025,2025-09-10,Active,Female,South East,33
STU-02087,Engineering,Engineering,PhD,2023,2023-09-10,Active,Male,Scotland,32
STU-02088,Computer Science,Computing,Undergraduate,2022,2022-09-13,Active,Prefer not to say,Wales,24
STU-02089,Business Administration,Business,PhD,2024,2024-09-08,Withdrawn,Non-binary,International,22
STU-02090,Arts & Humanities,Arts,PhD,2022,2022-09-07,Withdrawn,Prefer not to say,Scotland,27
STU-02091,Business Administration,Business,Postgraduate,2024,2024-09-01,Active,Prefer not to say,Scotland,31
STU-02092,Medicine,Medical School,Postgraduate,2023,2023-09-04,Graduated,Male,Midlands,26
STU-02093,Business Administration,Business,Undergraduate,2023,2023-09-02,Active,Male,Wales,32
STU-02094,Law,Law School,Undergraduate,2025,2025-09-15,Active,Non-binary,Wales,38
STU-02095,Engineering,Engineering,Postgraduate,2023,2023-09-12,Graduated,Male,South East,29
STU-02096,Computer Science,Computing,PhD,2024,2024-09-05,Active,Female,International,20
STU-02097,Business Administration,Business,Undergraduate,2023,2023-09-05,Graduated,Non-binary,International,38
STU-02098,Education,Education Dept,Undergraduate,2023,2023-09-07,Active,Female,North West,28
STU-02099,Arts & Humanities,Arts,Undergraduate,2022,2022-09-13,Active,Non-binary,North West,24
STU-02100,Medicine,Medical School,Undergraduate,2024,2024-09-13,Active,Prefer not to say,International,34
STU-02101,Business Administration,Business,Undergraduate,2023,2023-09-04,Deferred,Prefer not to say,International,38
STU-02102,Arts & Humanities,Arts,Postgraduate,2023,2023-09-13,Active,Female,North West,18
STU-02103,Business Administration,Business,PhD,2025,2025-09-10,Deferred,Prefer not to say,Wales,30
STU-02104,Arts & Humanities,Arts,Undergraduate,2023,2023-09-04,Withdrawn,Non-binary,Wales,27
STU-02105,Computer Science,Computing,PhD,2022,2022-09-11,Graduated,Non-binary,International,43
STU-02106,Social Sciences,Social Sciences,Postgraduate,2024,2024-09-04,Active,Non-binary,Midlands,41
STU-02107,Engineering,Engineering,Undergraduate,2025,2025-09-06,Graduated,Male,Scotland,18
STU-02108,Law,Law School,PhD,2025,2025-09-02,Active,Prefer not to say,South East,23
STU-02109,Law,Law School,Postgraduate,2024,2024-09-01,Active,Prefer not to say,Midlands,21
STU-02110,Arts & Humanities,Arts,PhD,2023,2023-09-01,Active,Male,Midlands,40
STU-02111,Engineering,Engineering,Postgraduate,2023,2023-09-13,Active,Prefer not to say,Wales,27
STU-02112,Education,Education Dept,Postgraduate,2024,2024-09-15,Graduated,Male,London,35
STU-02113,Business Administration,Business,PhD,2025,2025-09-07,Deferred,Female,London,32
STU-02114,Business Administration,Business,Postgraduate,2024,2024-09-12,Active,Non-binary,London,42
STU-02115,Medicine,Medical School,PhD,2023,2023-09-10,Graduated,Female,Scotland,33
STU-02116,Education,Education Dept,PhD,2022,2022-09-02,Active,Prefer not to say,London,38
STU-02117,Medicine,Medical School,Undergraduate,2023,2023-09-04,Graduated,Male,International,33
STU-02118,Computer Science,Computing,Postgraduate,2023,2023-09-07,Withdrawn,Male,Scotland,41
STU-02119,Computer Science,Computing,Undergraduate,2025,2025-09-05,Active,Male,Midlands,38
STU-02120,Law,Law School,Undergraduate,2023,2023-09-07,Active,Non-binary,Scotland,31
STU-02121,Education,Education Dept,Postgraduate,2024,2024-09-04,Active,Prefer not to say,Wales,40
STU-02122,Engineering,Engineering,PhD,2024,2024-09-09,Graduated,Prefer not to say,North West,28
STU-02123,Social Sciences,Social Sciences,Postgraduate,2023,2023-09-05,Graduated,Female,Scotland,24
STU-02124,Business Administration,Business,PhD,2024,2024-09-06,Active,Non-binary,Midlands,45
STU-02125,Medicine,Medical School,PhD,2025,2025-09-05,Active,Female,International,41
STU-02126,Arts & Humanities,Arts,Undergraduate,2022,2022-09-02,Active,Female,North West,33
STU-02127,Social Sciences,Social Sciences,Postgraduate,2023,2023-09-15,Active,Non-binary,South East,36
STU-02128,Law,Law School,PhD,2022,2022-09-09,Active,Prefer not to say,Scotland,26
STU-02129,Engineering,Engineering,PhD,2024,2024-09-01,Graduated,Non-binary,South East,42
STU-02130,Computer Science,Computing,PhD,2023,2023-09-05,Active,Male,Wales,22
STU-02131,Social Sciences,Social Sciences,Postgraduate,2023,2023-09-04,Active,Non-binary,Midlands,19
STU-02132,Business Administration,Business,Undergraduate,2023,2023-09-06,Active,Male,North West,26
STU-02133,Engineering,Engineering,Postgraduate,2025,2025-09-12,Active,Non-binary,London,33
STU-02134,Computer Science,Computing,PhD,2025,2025-09-01,Active,Male,Scotland,36
STU-02135,Education,Education Dept,Postgraduate,2024,2024-09-05,Active,Female,International,45
STU-02136,Law,Law School,Postgraduate,2022,2022-09-03,Active,Male,International,41
STU-02137,Medicine,Medical School,Undergraduate,2023,2023-09-06,Active,Male,London,42
STU-02138,Medicine,Medical School,PhD,2022,2022-09-15,Active,Prefer not to say,Midlands,43
STU-02139,Business Administration,Business,PhD,2022,2022-09-11,Active,Female,North West,32
STU-02140,Engineering,Engineering,Postgraduate,2022,2022-09-15,Graduated,Non-binary,Midlands,33
STU-02141,Law,Law School,Undergraduate,2022,2022-09-15,Active,Prefer not to say,Midlands,42
STU-02142,Medicine,Medical School,Postgraduate,2025,2025-09-08,Active,Male,Scotland,34
STU-02143,Education,Education Dept,Postgraduate,2023,2023-09-10,Active,Male,London,18
STU-02144,Education,Education Dept,PhD,2022,2022-09-13,Active,Non-binary,South East,35
STU-02145,Arts & Humanities,Arts,Undergraduate,2025,2025-09-01,Active,Female,South East,28
STU-02146,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-01,Withdrawn,Non-binary,International,32
STU-02147,Law,Law School,Postgraduate,2024,2024-09-08,Active,Male,Scotland,44
STU-02148,Medicine,Medical School,Undergraduate,2022,2022-09-15,Active,Male,Wales,36
STU-02149,Business Administration,Business,Postgraduate,2024,2024-09-06,Graduated,Non-binary,Scotland,18
STU-02150,Medicine,Medical School,PhD,2024,2024-09-08,Active,Non-binary,International,45
STU-02151,Social Sciences,Social Sciences,Undergraduate,2023,2023-09-07,Graduated,Male,Scotland,37
STU-02152,Business Administration,Business,Postgraduate,2025,2025-09-05,Graduated,Non-binary,Scotland,38
STU-02153,Computer Science,Computing,PhD,2024,2024-09-09,Active,Female,International,45
STU-02154,Social Sciences,Social Sciences,PhD,2024,2024-09-04,Active,Prefer not to say,London,24
STU-02155,Law,Law School,Undergraduate,2022,2022-09-03,Graduated,Prefer not to say,International,45
STU-02156,Medicine,Medical School,Undergraduate,2023,2023-09-14,Active,Prefer not to say,South East,21
STU-02157,Law,Law School,PhD,2022,2022-09-13,Active,Female,South East,38
STU-02158,Arts & Humanities,Arts,Undergraduate,2022,2022-09-03,Active,Non-binary,South East,34
STU-02159,Arts & Humanities,Arts,PhD,2024,2024-09-02,Active,Female,Wales,45
STU-02160,Social Sciences,Social Sciences,PhD,2023,2023-09-04,Graduated,Prefer not to say,London,38
STU-02161,Education,Education Dept,PhD,2023,2023-09-10,Active,Female,South East,36
STU-02162,Law,Law School,Undergraduate,2022,2022-09-07,Active,Male,Midlands,28
STU-02163,Law,Law School,Postgraduate,2024,2024-09-05,Graduated,Prefer not to say,North West,19
STU-02164,Education,Education Dept,PhD,2024,2024-09-02,Active,Non-binary,Scotland,30
STU-02165,Arts & Humanities,Arts,PhD,2025,2025-09-05,Active,Non-binary,London,24
STU-02166,Engineering,Engineering,Postgraduate,2025,2025-09-06,Active,Non-binary,International,32
STU-02167,Law,Law School,Undergraduate,2023,2023-09-12,Active,Male,North West,20
STU-02168,Social Sciences,Social Sciences,Undergraduate,2022,2022-09-03,Withdrawn,Female,Wales,22
STU-02169,Medicine,Medical School,PhD,2024,2024-09-09,Graduated,Female,South East,44
STU-02170,Law,Law School,PhD,2022,2022-09-09,Active,Prefer not to say,South East,44
STU-02171,Law,Law School,Postgraduate,2024,2024-09-11,Graduated,Prefer not to say,Wales,29
STU-02172,Computer Science,Computing,PhD,2023,2023-09-11,Active,Female,Midlands,20
STU-02173,Arts & Humanities,Arts,Postgraduate,2023,2023-09-09,Active,Male,London,45
STU-02174,Education,Education Dept,Postgraduate,2024,2024-09-05,Active,Female,South East,28
STU-02175,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-07,Active,Male,Wales,30
STU-02176,Education,Education Dept,Undergraduate,2024,2024-09-12,Active,Female,South East,39
STU-02177,Computer Science,Computing,Undergraduate,2024,2024-09-09,Graduated,Male,Midlands,41
STU-02178,Computer Science,Computing,Undergraduate,2025,2025-09-15,Active,Prefer not to say,London,22
STU-02179,Education,Education Dept,Undergraduate,2023,2023-09-11,Active,Female,South East,22
STU-02180,Arts & Humanities,Arts,Undergraduate,2024,2024-09-03,Graduated,Female,North West,23
STU-02181,Social Sciences,Social Sciences,PhD,2023,2023-09-15,Graduated,Prefer not to say,Wales,33
STU-02182,Medicine,Medical School,Undergraduate,2023,2023-09-05,Active,Male,International,35
STU-02183,Business Administration,Business,Postgraduate,2022,2022-09-08,Active,Non-binary,Wales,42
STU-02184,Medicine,Medical School,PhD,2025,2025-09-04,Active,Non-binary,South East,37
STU-02185,Arts & Humanities,Arts,PhD,2022,2022-09-04,Active,Male,South East,45
STU-02186,Law,Law School,Postgraduate,2023,2023-09-04,Graduated,Female,International,21
STU-02187,Arts & Humanities,Arts,PhD,2025,2025-09-04,Graduated,Female,Scotland,32
STU-02188,Business Administration,Business,Postgraduate,2023,2023-09-14,Active,Female,London,38
STU-02189,Education,Education Dept,Undergraduate,2025,2025-09-08,Active,Non-binary,Midlands,30
STU-02190,Law,Law School,Undergraduate,2025,2025-09-11,Active,Female,Scotland,18
STU-02191,Education,Education Dept,PhD,2023,2023-09-13,Active,Female,Midlands,42
STU-02192,Arts & Humanities,Arts,Postgraduate,2024,2024-09-01,Deferred,Female,Midlands,36
STU-02193,Education,Education Dept,Undergraduate,2025,2025-09-03,Active,Female,Wales,37
STU-02194,Law,Law School,Postgraduate,2025,2025-09-04,Active,Female,Midlands,45
STU-02195,Education,Education Dept,Undergraduate,2025,2025-09-04,Graduated,Female,Wales,39
STU-02196,Business Administration,Business,Undergraduate,2025,2025-09-05,Active,Male,Wales,22
STU-02197,Medicine,Medical School,PhD,2024,2024-09-13,Active,Female,Wales,36
STU-02198,Medicine,Medical School,Postgraduate,2024,2024-09-14,Active,Male,International,33
STU-02199,Computer Science,Computing,Undergraduate,2022,2022-09-13,Active,Prefer not to say,London,28
STU-02200,Arts & Humanities,Arts,Postgraduate,2024,2024-09-07,Active,Non-binary,Scotland,29
STU-02201,Education,Education Dept,Undergraduate,2025,2025-09-03,Active,Prefer not to say,South East,24
STU-02202,Social Sciences,Social Sciences,Undergraduate,2024,2024-09-05,Active,Non-binary,Midlands,21
STU-02203,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-05,Graduated,Non-binary,Wales,44
STU-02204,Business Administration,Business,PhD,2023,2023-09-06,Withdrawn,Female,Wales,34
STU-02205,Education,Education Dept,Postgraduate,2023,2023-09-12,Active,Non-binary,Wales,30
STU-02206,Arts & Humanities,Arts,Undergraduate,2025,2025-09-02,Active,Male,North West,39
STU-02207,Engineering,Engineering,Undergraduate,2024,2024-09-01,Active,Prefer not to say,South East,43
STU-02208,Arts & Humanities,Arts,PhD,2024,2024-09-10,Active,Female,Wales,38
STU-02209,Law,Law School,Postgraduate,2025,2025-09-01,Active,Prefer not to say,Midlands,27
STU-02210,Engineering,Engineering,PhD,2023,2023-09-06,Active,Female,International,38
STU-02211,Medicine,Medical School,PhD,2025,2025-09-05,Active,Non-binary,Wales,36
STU-02212,Education,Education Dept,PhD,2022,2022-09-11,Active,Prefer not to say,Midlands,45
STU-02213,Computer Science,Computing,Postgraduate,2023,2023-09-03,Active,Male,Midlands,30
STU-02214,Engineering,Engineering,PhD,2025,2025-09-15,Withdrawn,Female,London,30
STU-02215,Arts & Humanities,Arts,Postgraduate,2025,2025-09-08,Active,Non-binary,Midlands,44
STU-02216,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-01,Active,Male,London,45
STU-02217,Business Administration,Business,PhD,2022,2022-09-03,Active,Non-binary,International,26
STU-02218,Computer Science,Computing,Postgraduate,2023,2023-09-14,Active,Female,London,25
STU-02219,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-15,Graduated,Male,Midlands,32
STU-02220,Arts & Humanities,Arts,PhD,2022,2022-09-15,Graduated,Female,Scotland,23
STU-02221,Medicine,Medical School,Undergraduate,2025,2025-09-11,Withdrawn,Male,International,30
STU-02222,Computer Science,Computing,Postgraduate,2025,2025-09-11,Active,Male,London,26
STU-02223,Law,Law School,Postgraduate,2025,2025-09-08,Graduated,Non-binary,London,45
STU-02224,Medicine,Medical School,Postgraduate,2022,2022-09-04,Active,Male,International,45
STU-02225,Computer Science,Computing,Undergraduate,2025,2025-09-15,Graduated,Female,London,26
STU-02226,Law,Law School,Postgraduate,2024,2024-09-11,Graduated,Non-binary,Wales,34
STU-02227,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-10,Active,Female,South East,28
STU-02228,Law,Law School,Undergraduate,2024,2024-09-12,Active,Non-binary,Midlands,42
STU-02229,Engineering,Engineering,Undergraduate,2025,2025-09-10,Active,Non-binary,South East,37
STU-02230,Law,Law School,Postgraduate,2022,2022-09-15,Deferred,Female,North West,33
STU-02231,Social Sciences,Social Sciences,PhD,2024,2024-09-13,Graduated,Prefer not to say,International,39
STU-02232,Engineering,Engineering,PhD,2022,2022-09-04,Active,Male,Wales,45
STU-02233,Business Administration,Business,PhD,2025,2025-09-11,Active,Female,International,31
STU-02234,Medicine,Medical School,Undergraduate,2024,2024-09-02,Active,Prefer not to say,International,41
STU-02235,Education,Education Dept,PhD,2024,2024-09-03,Active,Female,North West,32
STU-02236,Arts & Humanities,Arts,Postgraduate,2025,2025-09-02,Graduated,Non-binary,Midlands,23
STU-02237,Engineering,Engineering,Undergraduate,2025,2025-09-10,Deferred,Female,London,35
STU-02238,Arts & Humanities,Arts,PhD,2023,2023-09-01,Active,Male,Scotland,26
STU-02239,Medicine,Medical School,PhD,2022,2022-09-06,Withdrawn,Female,International,25
STU-02240,Medicine,Medical School,Undergraduate,2024,2024-09-03,Active,Prefer not to say,North West,41
STU-02241,Arts & Humanities,Arts,Undergraduate,2024,2024-09-06,Graduated,Non-binary,Wales,26
STU-02242,Education,Education Dept,Undergraduate,2022,2022-09-13,Active,Male,South East,30
STU-02243,Business Administration,Business,PhD,2025,2025-09-11,Graduated,Female,International,28
STU-02244,Law,Law School,PhD,2023,2023-09-07,Graduated,Female,London,27
STU-02245,Law,Law School,Postgraduate,2025,2025-09-01,Active,Male,North West,40
STU-02246,Social Sciences,Social Sciences,PhD,2024,2024-09-02,Active,Prefer not to say,Scotland,36
STU-02247,Engineering,Engineering,Postgraduate,2025,2025-09-08,Active,Male,North West,41
STU-02248,Engineering,Engineering,Undergraduate,2023,2023-09-06,Active,Female,Scotland,40
STU-02249,Medicine,Medical School,PhD,2023,2023-09-01,Graduated,Prefer not to say,International,29
STU-02250,Arts & Humanities,Arts,Undergraduate,2022,2022-09-11,Graduated,Female,International,32
STU-02251,Arts & Humanities,Arts,Postgraduate,2022,2022-09-01,Active,Female,International,36
STU-02252,Social Sciences,Social Sciences,Undergraduate,2024,2024-09-01,Active,Prefer not to say,South East,19
STU-02253,Engineering,Engineering,Postgraduate,2024,2024-09-13,Active,Non-binary,South East,40
STU-02254,Business Administration,Business,Postgraduate,2022,2022-09-05,Active,Non-binary,Scotland,38
STU-02255,Arts & Humanities,Arts,Postgraduate,2025,2025-09-09,Active,Prefer not to say,North West,44
STU-02256,Medicine,Medical School,Postgraduate,2025,2025-09-03,Active,Male,Scotland,24
STU-02257,Business Administration,Business,PhD,2023,2023-09-02,Active,Prefer not to say,Wales,39
STU-02258,Law,Law School,Undergraduate,2024,2024-09-11,Active,Male,Wales,30
STU-02259,Law,Law School,Undergraduate,2024,2024-09-10,Active,Non-binary,Wales,31
STU-02260,Social Sciences,Social Sciences,Undergraduate,2025,2025-09-14,Withdrawn,Prefer not to say,Scotland,45
STU-02261,Law,Law School,Postgraduate,2023,2023-09-12,Deferred,Female,International,37
STU-02262,Social Sciences,Social Sciences,Undergraduate,2024,2024-09-10,Graduated,Male,North West,26
STU-02263,Medicine,Medical School,PhD,2025,2025-09-07,Active,Female,London,24
STU-02264,Arts & Humanities,Arts,Postgraduate,2023,2023-09-06,Graduated,Male,International,27
STU-02265,Arts & Humanities,Arts,Postgraduate,2022,2022-09-02,Withdrawn,Male,Scotland,21
STU-02266,Business Administration,Business,Undergraduate,2024,2024-09-01,Active,Female,North West,26
STU-02267,Computer Science,Computing,PhD,2024,2024-09-13,Withdrawn,Male,International,32
STU-02268,Arts & Humanities,Arts,Undergraduate,2024,2024-09-13,Active,Non-binary,London,35
STU-02269,Arts & Humanities,Arts,Postgraduate,2022,2022-09-11,Active,Prefer not to say,North West,19
STU-02270,Education,Education Dept,Postgraduate,2024,2024-09-04,Active,Male,London,32
STU-02271,Engineering,Engineering,PhD,2024,2024-09-02,Active,Prefer not to say,Midlands,21
STU-02272,Arts & Humanities,Arts,PhD,2024,2024-09-09,Active,Non-binary,South East,34
STU-02273,Arts & Humanities,Arts,Postgraduate,2022,2022-09-08,Deferred,Female,Midlands,35
STU-02274,Computer Science,Computing,Undergraduate,2024,2024-09-04,Active,Non-binary,Midlands,39
STU-02275,Computer Science,Computing,Undergraduate,2022,2022-09-02,Active,Non-binary,Midlands,40
STU-02276,Social Sciences,Social Sciences,Undergraduate,2022,2022-09-08,Graduated,Male,Midlands,30
STU-02277,Medicine,Medical School,PhD,2025,2025-09-03,Active,Male,London,40
STU-02278,Social Sciences,Social Sciences,Undergraduate,2024,2024-09-02,Active,Non-binary,International,37
STU-02279,Law,Law School,Postgraduate,2025,2025-09-12,Active,Male,International,36
STU-02280,Computer Science,Computing,Undergraduate,2024,2024-09-12,Graduated,Male,South East,32
STU-02281,Computer Science,Computing,Postgraduate,2022,2022-09-13,Graduated,Prefer not to say,South East,37
STU-02282,Law,Law School,Undergraduate,2025,2025-09-08,Active,Male,North West,18
STU-02283,Arts & Humanities,Arts,PhD,2023,2023-09-02,Graduated,Male,Wales,30
STU-02284,Social Sciences,Social Sciences,Postgraduate,2024,2024-09-06,Active,Female,Scotland,23
STU-02285,Computer Science,Computing,Postgraduate,2025,2025-09-09,Active,Prefer not to say,Scotland,38
STU-02286,Social Sciences,Social Sciences,PhD,2022,2022-09-10,Active,Female,Wales,22
STU-02287,Arts & Humanities,Arts,Postgraduate,2024,2024-09-11,Active,Non-binary,North West,19
STU-02288,Law,Law School,PhD,2024,2024-09-13,Active,Prefer not to say,Scotland,43
STU-02289,Education,Education Dept,Postgraduate,2025,2025-09-09,Active,Female,Midlands,22
STU-02290,Education,Education Dept,Undergraduate,2022,2022-09-03,Graduated,Female,Wales,39
STU-02291,Education,Education Dept,PhD,2022,2022-09-03,Withdrawn,Male,South East,28
STU-02292,Law,Law School,Undergraduate,2022,2022-09-12,Active,Male,Scotland,44
STU-02293,Social Sciences,Social Sciences,Undergraduate,2025,2025-09-12,Graduated,Male,Scotland,19
STU-02294,Business Administration,Business,Postgraduate,2024,2024-09-02,Active,Non-binary,South East,38
STU-02295,Social Sciences,Social Sciences,PhD,2025,2025-09-10,Graduated,Non-binary,Midlands,35
STU-02296,Engineering,Engineering,Undergraduate,2022,2022-09-03,Graduated,Non-binary,Midlands,37
STU-02297,Law,Law School,Postgraduate,2023,2023-09-07,Withdrawn,Prefer not to say,Scotland,43
STU-02298,Education,Education Dept,Postgraduate,2025,2025-09-02,Active,Non-binary,North West,21
STU-02299,Arts & Humanities,Arts,PhD,2025,2025-09-12,Active,Male,South East,34
STU-02300,Engineering,Engineering,PhD,2024,2024-09-06,Withdrawn,Male,London,30
STU-02301,Business Administration,Business,PhD,2025,2025-09-03,Graduated,Male,South East,23
STU-02302,Social Sciences,Social Sciences,Undergraduate,2023,2023-09-02,Active,Prefer not to say,North West,24
STU-02303,Arts & Humanities,Arts,Postgraduate,2024,2024-09-11,Active,Female,International,25
STU-02304,Engineering,Engineering,PhD,2022,2022-09-13,Active,Non-binary,Wales,34
STU-02305,Education,Education Dept,Undergraduate,2022,2022-09-07,Graduated,Non-binary,Midlands,38
STU-02306,Computer Science,Computing,PhD,2024,2024-09-14,Active,Prefer not to say,South East,37
STU-02307,Law,Law School,PhD,2022,2022-09-08,Graduated,Non-binary,Scotland,37
STU-02308,Law,Law School,PhD,2023,2023-09-14,Deferred,Non-binary,International,20
STU-02309,Education,Education Dept,Postgraduate,2022,2022-09-13,Withdrawn,Prefer not to say,London,39
STU-02310,Law,Law School,PhD,2025,2025-09-07,Active,Non-binary,Midlands,44
STU-02311,Medicine,Medical School,Postgraduate,2025,2025-09-12,Active,Non-binary,Wales,32
STU-02312,Business Administration,Business,Undergraduate,2023,2023-09-09,Graduated,Prefer not to say,International,31
STU-02313,Computer Science,Computing,Postgraduate,2023,2023-09-03,Active,Male,Wales,37
STU-02314,Medicine,Medical School,Postgraduate,2023,2023-09-15,Active,Male,London,31
STU-02315,Law,Law School,PhD,2022,2022-09-12,Active,Female,Midlands,34
STU-02316,Computer Science,Computing,Postgraduate,2023,2023-09-11,Active,Prefer not to say,Wales,38
STU-02317,Business Administration,Business,Undergraduate,2022,2022-09-08,Graduated,Non-binary,London,20
STU-02318,Social Sciences,Social Sciences,PhD,2025,2025-09-14,Active,Prefer not to say,Midlands,34
STU-02319,Arts & Humanities,Arts,Undergraduate,2022,2022-09-04,Graduated,Non-binary,Scotland,33
STU-02320,Law,Law School,Undergraduate,2022,2022-09-13,Active,Male,South East,43
STU-02321,Social Sciences,Social Sciences,Postgraduate,2023,2023-09-13,Active,Non-binary,Midlands,32
STU-02322,Computer Science,Computing,Postgraduate,2025,2025-09-09,Withdrawn,Female,North West,22
STU-02323,Medicine,Medical School,Postgraduate,2024,2024-09-09,Active,Prefer not to say,Midlands,37
STU-02324,Arts & Humanities,Arts,PhD,2024,2024-09-01,Deferred,Female,South East,24
STU-02325,Arts & Humanities,Arts,PhD,2024,2024-09-04,Active,Prefer not to say,Midlands,31
STU-02326,Law,Law School,Postgraduate,2022,2022-09-12,Active,Female,Scotland,29
STU-02327,Medicine,Medical School,PhD,2023,2023-09-06,Graduated,Prefer not to say,London,22
STU-02328,Engineering,Engineering,Postgraduate,2025,2025-09-03,Active,Non-binary,Wales,29
STU-02329,Law,Law School,Postgraduate,2024,2024-09-02,Active,Prefer not to say,Midlands,30
STU-02330,Medicine,Medical School,PhD,2023,2023-09-04,Active,Prefer not to say,London,38
STU-02331,Education,Education Dept,PhD,2023,2023-09-01,Active,Female,Wales,45
STU-02332,Law,Law School,Postgraduate,2023,2023-09-03,Active,Prefer not to say,North West,28
STU-02333,Medicine,Medical School,PhD,2025,2025-09-15,Active,Female,Scotland,41
STU-02334,Education,Education Dept,Undergraduate,2024,2024-09-11,Active,Non-binary,North West,20
STU-02335,Arts & Humanities,Arts,PhD,2024,2024-09-07,Active,Non-binary,South East,27
STU-02336,Law,Law School,Postgraduate,2023,2023-09-14,Active,Male,London,25
STU-02337,Law,Law School,Undergraduate,2024,2024-09-05,Graduated,Female,London,19
STU-02338,Law,Law School,Postgraduate,2025,2025-09-06,Graduated,Non-binary,International,26
STU-02339,Medicine,Medical School,Undergraduate,2024,2024-09-06,Active,Male,North West,34
STU-02340,Law,Law School,Undergraduate,2022,2022-09-09,Active,Male,South East,36
STU-02341,Medicine,Medical School,PhD,2023,2023-09-12,Active,Prefer not to say,South East,30
STU-02342,Law,Law School,Undergraduate,2023,2023-09-08,Active,Male,North West,19
STU-02343,Social Sciences,Social Sciences,PhD,2025,2025-09-03,Graduated,Non-binary,London,45
STU-02344,Law,Law School,Undergraduate,2023,2023-09-08,Active,Prefer not to say,Scotland,26
STU-02345,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-12,Active,Prefer not to say,London,23
STU-02346,Law,Law School,PhD,2023,2023-09-04,Active,Non-binary,Wales,37
STU-02347,Law,Law School,Undergraduate,2022,2022-09-01,Graduated,Female,International,19
STU-02348,Arts & Humanities,Arts,Undergraduate,2024,2024-09-07,Active,Female,South East,21
STU-02349,Law,Law School,PhD,2023,2023-09-03,Active,Female,London,34
STU-02350,Business Administration,Business,Undergraduate,2025,2025-09-14,Graduated,Male,International,36
STU-02351,Medicine,Medical School,Postgraduate,2024,2024-09-08,Active,Prefer not to say,Scotland,27
STU-02352,Business Administration,Business,PhD,2022,2022-09-12,Withdrawn,Male,Scotland,18
STU-02353,Engineering,Engineering,Undergraduate,2023,2023-09-15,Withdrawn,Non-binary,North West,20
STU-02354,Arts & Humanities,Arts,Undergraduate,2024,2024-09-13,Active,Non-binary,South East,21
STU-02355,Engineering,Engineering,Postgraduate,2022,2022-09-13,Graduated,Male,Wales,19
STU-02356,Engineering,Engineering,PhD,2024,2024-09-10,Active,Female,Midlands,44
STU-02357,Social Sciences,Social Sciences,PhD,2024,2024-09-08,Deferred,Male,London,25
STU-02358,Medicine,Medical School,Postgraduate,2025,2025-09-07,Active,Male,Midlands,32
STU-02359,Law,Law School,Undergraduate,2023,2023-09-09,Graduated,Male,London,19
STU-02360,Business Administration,Business,Postgraduate,2024,2024-09-14,Active,Non-binary,International,21
STU-02361,Business Administration,Business,Postgraduate,2025,2025-09-02,Active,Male,North West,26
