enrolment_id,student_id,course_id,department,level,credits,enrolment_date,status,is_completed,is_withdrawn
ENR-008443,STU-00036,CRS-0032,Engineering,Undergraduate,15,2024-09-14,Enrolled,0,0
ENR-008444,STU-01722,CRS-0054,Medical School,Postgraduate,10,2025-09-19,Completed,1,0
ENR-008445,STU-02742,CRS-0080,Law School,Undergraduate,15,2023-09-24,Completed,1,0
ENR-008446,STU-01926,CRS-0018,Business,Undergraduate,15,2022-09-22,Completed,1,0
ENR-008447,STU-03637,CRS-0031,Engineering,Undergraduate,10,2023-09-26,Completed,1,0
ENR-008448,STU-04511,CRS-0047,Medical School,Undergraduate,10,2022-09-09,Failed,0,0
ENR-008449,STU-04488,CRS-0016,Business,Undergraduate,10,2023-09-04,Completed,1,0
ENR-008450,STU-03396,CRS-0119,Social Sciences,PhD,30,2025-09-19,Completed,1,0
ENR-008451,STU-00840,CRS-0061,Arts,Undergraduate,30,2024-09-28,Completed,1,0
ENR-008452,STU-00063,CRS-0059,Medical School,PhD,10,2024-09-12,Enrolled,0,0
ENR-008453,STU-03151,CRS-0057,Medical School,PhD,15,2023-09-14,Withdrawn,0,1
ENR-008454,STU-00840,CRS-0073,Arts,PhD,20,2024-10-07,Enrolled,0,0
ENR-008455,STU-00623,CRS-0081,Law School,Postgraduate,30,2025-10-01,Completed,1,0
ENR-008456,STU-03737,CRS-0048,Medical School,Undergraduate,10,2023-10-09,Enrolled,0,0
ENR-008457,STU-00153,CRS-0001,Computing,Undergraduate,15,2023-09-06,Completed,1,0
ENR-008458,STU-00688,CRS-0020,Business,Undergraduate,10,2022-09-21,Enrolled,0,0
ENR-008459,STU-01984,CRS-0023,Business,Postgraduate,15,2025-09-09,Enrolled,0,0
ENR-008460,STU-02109,CRS-0084,Law School,Postgraduate,30,2024-09-18,Failed,0,0
ENR-008461,STU-01007,CRS-0044,Engineering,PhD,30,2023-09-08,Completed,1,0
ENR-008462,STU-03100,CRS-0109,Social Sciences,Undergraduate,15,2022-09-12,Completed,1,0
ENR-008463,STU-04586,CRS-0075,Arts,PhD,10,2022-09-14,Enrolled,0,0
ENR-008464,STU-01678,CRS-0117,Social Sciences,PhD,30,2024-09-18,Completed,1,0
ENR-008465,STU-04600,CRS-0066,Arts,Postgraduate,15,2023-09-30,Withdrawn,0,1
ENR-008466,STU-02893,CRS-0105,Education Dept,PhD,10,2025-09-15,Completed,1,0
ENR-008467,STU-03183,CRS-0066,Arts,Postgraduate,15,2025-09-20,Completed,1,0
ENR-008468,STU-04249,CRS-0106,Social Sciences,Undergraduate,10,2024-09-10,Completed,1,0
ENR-008469,STU-04381,CRS-0039,Engineering,Postgraduate,10,2025-09-14,Completed,1,0
ENR-008470,STU-04758,CRS-0066,Arts,Postgraduate,15,2025-09-28,Completed,1,0
ENR-008471,STU-02201,CRS-0104,Education Dept,PhD,30,2025-09-08,Completed,1,0
ENR-008472,STU-03947,CRS-0109,Social Sciences,Undergraduate,15,2023-09-04,Completed,1,0
ENR-008473,STU-04948,CRS-0118,Social Sciences,PhD,20,2023-09-15,Failed,0,0
ENR-008474,STU-01545,CRS-0020,Business,Undergraduate,10,2023-10-02,Completed,1,0
ENR-008475,STU-01611,CRS-0056,Medical School,PhD,10,2022-09-17,Failed,0,0
ENR-008476,STU-03422,CRS-0098,Education Dept,Postgraduate,20,2024-09-18,Completed,1,0
ENR-008477,STU-02701,CRS-0119,Social Sciences,PhD,30,2023-09-15,Completed,1,0
ENR-008478,STU-01845,CRS-0064,Arts,Undergraduate,30,2025-10-04,Completed,1,0
ENR-008479,STU-01453,CRS-0002,Computing,Undergraduate,10,2023-09-22,Failed,0,0
ENR-008480,STU-02434,CRS-0009,Computing,Postgraduate,30,2022-09-20,Completed,1,0
ENR-008481,STU-02437,CRS-0010,Computing,Postgraduate,30,2023-09-22,Enrolled,0,0
ENR-008482,STU-01431,CRS-0002,Computing,Undergraduate,10,2022-10-13,Completed,1,0
ENR-008483,STU-03309,CRS-0025,Business,Postgraduate,20,2023-09-27,Completed,1,0
ENR-008484,STU-00016,CRS-0058,Medical School,PhD,10,2022-10-06,Enrolled,0,0
ENR-008485,STU-04934,CRS-0104,Education Dept,PhD,30,2024-09-16,Withdrawn,0,1
ENR-008486,STU-03713,CRS-0084,Law School,Postgraduate,30,2024-09-21,Enrolled,0,0
ENR-008487,STU-01282,CRS-0097,Education Dept,Postgraduate,15,2025-10-01,Completed,1,0
ENR-008488,STU-04752,CRS-0105,Education Dept,PhD,10,2024-09-09,Completed,1,0
ENR-008489,STU-04606,CRS-0047,Medical School,Undergraduate,10,2022-09-30,Completed,1,0
ENR-008490,STU-03530,CRS-0013,Computing,PhD,30,2022-09-13,Completed,1,0
ENR-008491,STU-03004,CRS-0106,Social Sciences,Undergraduate,10,2023-10-10,Enrolled,0,0
ENR-008492,STU-03196,CRS-0040,Engineering,Postgraduate,20,2025-10-02,Completed,1,0
ENR-008493,STU-03315,CRS-0087,Law School,PhD,20,2024-09-03,Enrolled,0,0
ENR-008494,STU-01134,CRS-0108,Social Sciences,Undergraduate,15,2024-09-18,Completed,1,0
ENR-008495,STU-03030,CRS-0055,Medical School,Postgraduate,30,2022-09-26,Completed,1,0
ENR-008496,STU-03120,CRS-0028,Business,PhD,30,2023-09-10,Withdrawn,0,1
ENR-008497,STU-01906,CRS-0077,Law School,Undergraduate,30,2022-10-11,Completed,1,0
ENR-008498,STU-02862,CRS-0108,Social Sciences,Undergraduate,15,2025-10-07,Enrolled,0,0
ENR-008499,STU-02210,CRS-0038,Engineering,Postgraduate,15,2023-09-20,Failed,0,0
ENR-008500,STU-00362,CRS-0078,Law School,Undergraduate,10,2024-10-06,Enrolled,0,0
ENR-008501,STU-00767,CRS-0085,Law School,Postgraduate,10,2023-09-23,Completed,1,0
ENR-008502,STU-04053,CRS-0101,Education Dept,PhD,20,2022-10-09,Completed,1,0
ENR-008503,STU-04509,CRS-0005,Computing,Undergraduate,30,2024-09-15,Completed,1,0
ENR-008504,STU-00268,CRS-0069,Arts,Postgraduate,15,2025-10-02,Enrolled,0,0
ENR-008505,STU-03803,CRS-0088,Law School,PhD,10,2025-10-09,Completed,1,0
ENR-008506,STU-01981,CRS-0022,Business,Postgraduate,30,2023-09-26,Enrolled,0,0
ENR-008507,STU-01919,CRS-0102,Education Dept,PhD,30,2022-09-30,Completed,1,0
ENR-008508,STU-03379,CRS-0068,Arts,Postgraduate,15,2023-09-11,Enrolled,0,0
ENR-008509,STU-02269,CRS-0064,Arts,Undergraduate,30,2022-09-23,Completed,1,0
ENR-008510,STU-04402,CRS-0012,Computing,PhD,20,2022-09-21,Enrolled,0,0
ENR-008511,STU-01863,CRS-0050,Medical School,Undergraduate,20,2025-09-08,Completed,1,0
ENR-008512,STU-02216,CRS-0112,Social Sciences,Postgraduate,30,2022-09-28,Failed,0,0
ENR-008513,STU-00166,CRS-0092,Education Dept,Undergraduate,30,2024-10-10,Completed,1,0
ENR-008514,STU-00200,CRS-0012,Computing,PhD,20,2022-09-25,Enrolled,0,0
ENR-008515,STU-00079,CRS-0115,Social Sciences,Postgraduate,15,2025-09-18,Enrolled,0,0
ENR-008516,STU-03042,CRS-0104,Education Dept,PhD,30,2024-10-03,Enrolled,0,0
ENR-008517,STU-01601,CRS-0029,Business,PhD,15,2025-10-01,Enrolled,0,0
ENR-008518,STU-00587,CRS-0089,Law School,PhD,15,2025-09-02,Completed,1,0
ENR-008519,STU-02373,CRS-0096,Education Dept,Postgraduate,30,2024-09-22,Enrolled,0,0
ENR-008520,STU-02462,CRS-0061,Arts,Undergraduate,30,2024-09-12,Completed,1,0
ENR-008521,STU-03031,CRS-0082,Law School,Postgraduate,15,2025-09-11,Enrolled,0,0
ENR-008522,STU-02912,CRS-0017,Business,Undergraduate,15,2023-09-23,Failed,0,0
ENR-008523,STU-01694,CRS-0056,Medical School,PhD,10,2023-09-08,Failed,0,0
ENR-008524,STU-01567,CRS-0114,Social Sciences,Postgraduate,15,2022-09-23,Completed,1,0
ENR-008525,STU-01708,CRS-0042,Engineering,PhD,30,2024-10-03,Completed,1,0
ENR-008526,STU-03767,CRS-0027,Business,PhD,15,2025-09-15,Failed,0,0
ENR-008527,STU-00543,CRS-0013,Computing,PhD,30,2025-09-15,Enrolled,0,0
ENR-008528,STU-01664,CRS-0115,Social Sciences,Postgraduate,15,2022-09-15,Enrolled,0,0
ENR-008529,STU-02625,CRS-0102,Education Dept,PhD,30,2025-09-19,Failed,0,0
ENR-008530,STU-03695,CRS-0083,Law School,Postgraduate,20,2025-09-14,Enrolled,0,0
ENR-008531,STU-03828,CRS-0090,Law School,PhD,30,2024-09-11,Enrolled,0,0
ENR-008532,STU-03154,CRS-0069,Arts,Postgraduate,15,2022-09-20,Completed,1,0
ENR-008533,STU-00290,CRS-0016,Business,Undergraduate,10,2024-09-07,Withdrawn,0,1
ENR-008534,STU-00249,CRS-0055,Medical School,Postgraduate,30,2023-09-24,Enrolled,0,0
ENR-008535,STU-04966,CRS-0094,Education Dept,Undergraduate,10,2025-09-17,Completed,1,0
ENR-008536,STU-03579,CRS-0007,Computing,Postgraduate,20,2022-09-18,Withdrawn,0,1
ENR-008537,STU-03786,CRS-0115,Social Sciences,Postgraduate,15,2025-09-30,Enrolled,0,0
ENR-008538,STU-01030,CRS-0100,Education Dept,Postgraduate,15,2023-10-04,Enrolled,0,0
ENR-008539,STU-02061,CRS-0085,Law School,Postgraduate,10,2025-09-07,Completed,1,0
ENR-008540,STU-04574,CRS-0044,Engineering,PhD,30,2025-09-28,Completed,1,0
ENR-008541,STU-04440,CRS-0048,Medical School,Undergraduate,10,2023-09-18,Withdrawn,0,1
ENR-008542,STU-03104,CRS-0067,Arts,Postgraduate,10,2022-10-02,Withdrawn,0,1
ENR-008543,STU-00641,CRS-0094,Education Dept,Undergraduate,10,2024-09-22,Completed,1,0
ENR-008544,STU-01325,CRS-0011,Computing,PhD,20,2025-10-07,Failed,0,0
ENR-008545,STU-03213,CRS-0049,Medical School,Undergraduate,10,2023-09-10,Completed,1,0
ENR-008546,STU-02044,CRS-0115,Social Sciences,Postgraduate,15,2022-09-12,Completed,1,0
ENR-008547,STU-03396,CRS-0106,Social Sciences,Undergraduate,10,2025-09-19,Withdrawn,0,1
ENR-008548,STU-04470,CRS-0057,Medical School,PhD,15,2023-09-13,Completed,1,0
ENR-008549,STU-02545,CRS-0102,Education Dept,PhD,30,2023-10-06,Completed,1,0
ENR-008550,STU-02161,CRS-0092,Education Dept,Undergraduate,30,2023-09-27,Completed,1,0
ENR-008551,STU-04640,CRS-0087,Law School,PhD,20,2022-10-01,Completed,1,0
ENR-008552,STU-00304,CRS-0059,Medical School,PhD,10,2025-09-11,Failed,0,0
ENR-008553,STU-04968,CRS-0077,Law School,Undergraduate,30,2023-10-04,Withdrawn,0,1
ENR-008554,STU-03123,CRS-0014,Computing,PhD,15,2022-10-03,Completed,1,0
ENR-008555,STU-04181,CRS-0021,Business,Postgraduate,20,2025-09-28,Completed,1,0
ENR-008556,STU-00944,CRS-0115,Social Sciences,Postgraduate,15,2023-09-27,Completed,1,0
ENR-008557,STU-02253,CRS-0040,Engineering,Postgraduate,20,2024-10-06,Completed,1,0
ENR-008558,STU-04304,CRS-0029,Business,PhD,15,2022-10-05,Completed,1,0
ENR-008559,STU-03706,CRS-0053,Medical School,Postgraduate,30,2023-09-24,Completed,1,0
ENR-008560,STU-00533,CRS-0115,Social Sciences,Postgraduate,15,2025-09-06,Failed,0,0
ENR-008561,STU-02313,CRS-0002,Computing,Undergraduate,10,2023-09-03,Enrolled,0,0
ENR-008562,STU-04345,CRS-0082,Law School,Postgraduate,15,2023-09-18,Enrolled,0,0
ENR-008563,STU-00690,CRS-0055,Medical School,Postgraduate,30,2023-09-28,Enrolled,0,0
ENR-008564,STU-02220,CRS-0065,Arts,Undergraduate,10,2022-10-04,Enrolled,0,0
ENR-008565,STU-00691,CRS-0069,Arts,Postgraduate,15,2025-09-16,Failed,0,0
ENR-008566,STU-00267,CRS-0018,Business,Undergraduate,15,2023-09-30,Completed,1,0
ENR-008567,STU-01876,CRS-0081,Law School,Postgraduate,30,2024-09-21,Completed,1,0
ENR-008568,STU-02922,CRS-0047,Medical School,Undergraduate,10,2023-09-10,Enrolled,0,0
ENR-008569,STU-04923,CRS-0008,Computing,Postgraduate,20,2024-09-21,Withdrawn,0,1
ENR-008570,STU-00061,CRS-0091,Education Dept,Undergraduate,15,2022-09-30,Completed,1,0
ENR-008571,STU-02966,CRS-0033,Engineering,Undergraduate,30,2022-09-15,Enrolled,0,0
ENR-008572,STU-00941,CRS-0026,Business,PhD,30,2023-09-17,Withdrawn,0,1
ENR-008573,STU-02986,CRS-0004,Computing,Undergraduate,30,2023-09-19,Enrolled,0,0
ENR-008574,STU-03390,CRS-0033,Engineering,Undergraduate,30,2025-09-21,Completed,1,0
ENR-008575,STU-02838,CRS-0045,Engineering,PhD,20,2022-10-06,Enrolled,0,0
ENR-008576,STU-02097,CRS-0024,Business,Postgraduate,20,2023-09-19,Completed,1,0
ENR-008577,STU-04264,CRS-0057,Medical School,PhD,15,2023-09-20,Enrolled,0,0
ENR-008578,STU-01754,CRS-0114,Social Sciences,Postgraduate,15,2025-09-15,Completed,1,0
ENR-008579,STU-04065,CRS-0070,Arts,Postgraduate,20,2022-09-26,Completed,1,0
ENR-008580,STU-04260,CRS-0047,Medical School,Undergraduate,10,2024-09-29,Failed,0,0
ENR-008581,STU-04180,CRS-0081,Law School,Postgraduate,30,2022-09-18,Failed,0,0
ENR-008582,STU-02234,CRS-0051,Medical School,Postgraduate,30,2024-09-20,Enrolled,0,0
ENR-008583,STU-02071,CRS-0057,Medical School,PhD,15,2024-09-24,Enrolled,0,0
ENR-008584,STU-02967,CRS-0096,Education Dept,Postgraduate,30,2022-09-29,Withdrawn,0,1
ENR-008585,STU-02459,CRS-0078,Law School,Undergraduate,10,2025-09-19,Completed,1,0
ENR-008586,STU-01532,CRS-0053,Medical School,Postgraduate,30,2023-09-09,Enrolled,0,0
ENR-008587,STU-04568,CRS-0079,Law School,Undergraduate,15,2023-09-10,Withdrawn,0,1
ENR-008588,STU-00800,CRS-0108,Social Sciences,Undergraduate,15,2024-10-05,Completed,1,0
ENR-008589,STU-00663,CRS-0072,Arts,PhD,15,2022-09-12,Enrolled,0,0
ENR-008590,STU-01276,CRS-0105,Education Dept,PhD,10,2025-09-13,Completed,1,0
ENR-008591,STU-03538,CRS-0053,Medical School,Postgraduate,30,2024-09-20,Completed,1,0
ENR-008592,STU-01934,CRS-0104,Education Dept,PhD,30,2024-10-04,Enrolled,0,0
ENR-008593,STU-03993,CRS-0081,Law School,Postgraduate,30,2025-10-10,Enrolled,0,0
ENR-008594,STU-00020,CRS-0017,Business,Undergraduate,15,2024-09-06,Enrolled,0,0
ENR-008595,STU-04783,CRS-0080,Law School,Undergraduate,15,2023-10-11,Completed,1,0
ENR-008596,STU-04221,CRS-0050,Medical School,Undergraduate,20,2023-09-11,Withdrawn,0,1
ENR-008597,STU-00888,CRS-0042,Engineering,PhD,30,2022-09-10,Completed,1,0
ENR-008598,STU-00295,CRS-0103,Education Dept,PhD,30,2024-10-06,Enrolled,0,0
ENR-008599,STU-03557,CRS-0100,Education Dept,Postgraduate,15,2025-09-16,Completed,1,0
ENR-008600,STU-02061,CRS-0085,Law School,Postgraduate,10,2025-09-18,Completed,1,0
ENR-008601,STU-01608,CRS-0058,Medical School,PhD,10,2023-09-17,Enrolled,0,0
ENR-008602,STU-02971,CRS-0118,Social Sciences,PhD,20,2022-09-03,Completed,1,0
ENR-008603,STU-00745,CRS-0027,Business,PhD,15,2024-09-29,Enrolled,0,0
ENR-008604,STU-04264,CRS-0046,Medical School,Undergraduate,20,2023-09-05,Failed,0,0
ENR-008605,STU-04747,CRS-0086,Law School,PhD,10,2023-09-19,Failed,0,0
ENR-008606,STU-02017,CRS-0087,Law School,PhD,20,2022-10-07,Failed,0,0
ENR-008607,STU-03621,CRS-0051,Medical School,Postgraduate,30,2023-10-14,Completed,1,0
ENR-008608,STU-00132,CRS-0090,Law School,PhD,30,2023-09-09,Withdrawn,0,1
ENR-008609,STU-01993,CRS-0048,Medical School,Undergraduate,10,2022-10-13,Withdrawn,0,1
ENR-008610,STU-02305,CRS-0097,Education Dept,Postgraduate,15,2022-09-07,Completed,1,0
ENR-008611,STU-00788,CRS-0105,Education Dept,PhD,10,2024-09-27,Failed,0,0
ENR-008612,STU-01562,CRS-0013,Computing,PhD,30,2024-10-01,Enrolled,0,0
ENR-008613,STU-04228,CRS-0083,Law School,Postgraduate,20,2023-09-12,Enrolled,0,0
ENR-008614,STU-02749,CRS-0064,Arts,Undergraduate,30,2023-09-30,Enrolled,0,0
ENR-008615,STU-03516,CRS-0012,Computing,PhD,20,2023-09-29,Withdrawn,0,1
ENR-008616,STU-03441,CRS-0113,Social Sciences,Postgraduate,20,2025-09-16,Enrolled,0,0
ENR-008617,STU-04720,CRS-0091,Education Dept,Undergraduate,15,2024-09-02,Completed,1,0
ENR-008618,STU-01728,CRS-0086,Law School,PhD,10,2025-10-07,Completed,1,0
ENR-008619,STU-00646,CRS-0044,Engineering,PhD,30,2025-09-13,Failed,0,0
ENR-008620,STU-02476,CRS-0111,Social Sciences,Postgraduate,15,2025-09-20,Completed,1,0
ENR-008621,STU-00222,CRS-0071,Arts,PhD,15,2023-09-03,Withdrawn,0,1
ENR-008622,STU-03895,CRS-0120,Social Sciences,PhD,30,2022-10-04,Completed,1,0
ENR-008623,STU-04324,CRS-0028,Business,PhD,30,2022-09-17,Completed,1,0
ENR-008624,STU-02114,CRS-0017,Business,Undergraduate,15,2024-09-23,Enrolled,0,0
ENR-008625,STU-01438,CRS-0057,Medical School,PhD,15,2025-09-23,Completed,1,0
ENR-008626,STU-01607,CRS-0052,Medical School,Postgraduate,20,2023-09-24,Completed,1,0
ENR-008627,STU-01502,CRS-0062,Arts,Undergraduate,20,2024-10-13,Completed,1,0
ENR-008628,STU-03852,CRS-0046,Medical School,Undergraduate,20,2023-10-09,Enrolled,0,0
ENR-008629,STU-03588,CRS-0002,Computing,Undergraduate,10,2023-09-16,Completed,1,0
ENR-008630,STU-02587,CRS-0100,Education Dept,Postgraduate,15,2025-09-17,Completed,1,0
ENR-008631,STU-03374,CRS-0016,Business,Undergraduate,10,2023-09-16,Completed,1,0
ENR-008632,STU-02968,CRS-0066,Arts,Postgraduate,15,2022-10-01,Enrolled,0,0
ENR-008633,STU-02359,CRS-0081,Law School,Postgraduate,30,2023-09-14,Completed,1,0
ENR-008634,STU-02411,CRS-0079,Law School,Undergraduate,15,2025-10-08,Completed,1,0
ENR-008635,STU-00901,CRS-0093,Education Dept,Undergraduate,20,2025-09-02,Completed,1,0
ENR-008636,STU-02992,CRS-0077,Law School,Undergraduate,30,2025-09-15,Failed,0,0
ENR-008637,STU-02578,CRS-0038,Engineering,Postgraduate,15,2022-10-03,Enrolled,0,0
ENR-008638,STU-03487,CRS-0095,Education Dept,Undergraduate,10,2025-09-13,Failed,0,0
ENR-008639,STU-04597,CRS-0082,Law School,Postgraduate,15,2025-09-26,Completed,1,0
ENR-008640,STU-04505,CRS-0058,Medical School,PhD,10,2025-09-26,Enrolled,0,0
ENR-008641,STU-03861,CRS-0028,Business,PhD,30,2024-10-11,Failed,0,0
ENR-008642,STU-04976,CRS-0087,Law School,PhD,20,2022-09-11,Completed,1,0
ENR-008643,STU-00295,CRS-0095,Education Dept,Undergraduate,10,2024-09-09,Enrolled,0,0
ENR-008644,STU-01806,CRS-0114,Social Sciences,Postgraduate,15,2023-10-03,Enrolled,0,0
ENR-008645,STU-01234,CRS-0066,Arts,Postgraduate,15,2023-10-02,Enrolled,0,0
ENR-008646,STU-02436,CRS-0086,Law School,PhD,10,2025-10-02,Enrolled,0,0
ENR-008647,STU-00953,CRS-0101,Education Dept,PhD,20,2023-09-15,Withdrawn,0,1
ENR-008648,STU-02370,CRS-0108,Social Sciences,Undergraduate,15,2023-09-08,Completed,1,0
ENR-008649,STU-01532,CRS-0057,Medical School,PhD,15,2023-10-01,Failed,0,0
ENR-008650,STU-04602,CRS-0076,Law School,Undergraduate,30,2024-09-14,Completed,1,0
ENR-008651,STU-03537,CRS-0069,Arts,Postgraduate,15,2025-09-17,Enrolled,0,0
ENR-008652,STU-00453,CRS-0041,Engineering,PhD,10,2023-09-29,Completed,1,0
ENR-008653,STU-03723,CRS-0120,Social Sciences,PhD,30,2023-10-06,Enrolled,0,0
ENR-008654,STU-02704,CRS-0046,Medical School,Undergraduate,20,2023-09-02,Completed,1,0
ENR-008655,STU-02824,CRS-0092,Education Dept,Undergraduate,30,2022-09-22,Enrolled,0,0
ENR-008656,STU-01777,CRS-0034,Engineering,Undergraduate,30,2023-09-13,Withdrawn,0,1
ENR-008657,STU-00500,CRS-0068,Arts,Postgraduate,15,2022-09-24,Enrolled,0,0
ENR-008658,STU-01562,CRS-0002,Computing,Undergraduate,10,2024-10-04,Completed,1,0
ENR-008659,STU-00714,CRS-0026,Business,PhD,30,2025-09-24,Completed,1,0
ENR-008660,STU-01340,CRS-0119,Social Sciences,PhD,30,2022-09-08,Enrolled,0,0
ENR-008661,STU-02523,CRS-0110,Social Sciences,Undergraduate,30,2024-09-13,Failed,0,0
ENR-008662,STU-03509,CRS-0119,Social Sciences,PhD,30,2023-10-13,Completed,1,0
ENR-008663,STU-03989,CRS-0074,Arts,PhD,30,2025-10-05,Completed,1,0
ENR-008664,STU-02601,CRS-0084,Law School,Postgraduate,30,2023-09-27,Completed,1,0
ENR-008665,STU-02124,CRS-0027,Business,PhD,15,2024-09-29,Failed,0,0
ENR-008666,STU-01115,CRS-0108,Social Sciences,Undergraduate,15,2025-10-03,Enrolled,0,0
ENR-008667,STU-00318,CRS-0103,Education Dept,PhD,30,2025-09-26,Withdrawn,0,1
ENR-008668,STU-00223,CRS-0045,Engineering,PhD,20,2025-09-03,Completed,1,0
ENR-008669,STU-02820,CRS-0094,Education Dept,Undergraduate,10,2025-09-12,Enrolled,0,0
ENR-008670,STU-04878,CRS-0078,Law School,Undergraduate,10,2023-10-02,Enrolled,0,0
ENR-008671,STU-02642,CRS-0020,Business,Undergraduate,10,2023-09-10,Enrolled,0,0
ENR-008672,STU-04693,CRS-0107,Social Sciences,Undergraduate,10,2024-09-26,Withdrawn,0,1
ENR-008673,STU-02009,CRS-0111,Social Sciences,Postgraduate,15,2024-09-14,Completed,1,0
ENR-008674,STU-03077,CRS-0091,Education Dept,Undergraduate,15,2022-10-03,Completed,1,0
ENR-008675,STU-04076,CRS-0108,Social Sciences,Undergraduate,15,2022-09-25,Completed,1,0
ENR-008676,STU-00630,CRS-0065,Arts,Undergraduate,10,2024-10-02,Enrolled,0,0
ENR-008677,STU-03310,CRS-0069,Arts,Postgraduate,15,2025-09-20,Completed,1,0
ENR-008678,STU-00827,CRS-0055,Medical School,Postgraduate,30,2023-09-24,Enrolled,0,0
ENR-008679,STU-00202,CRS-0024,Business,Postgraduate,20,2023-09-18,Completed,1,0
ENR-008680,STU-00288,CRS-0085,Law School,Postgraduate,10,2022-09-19,Completed,1,0
ENR-008681,STU-04676,CRS-0024,Business,Postgraduate,20,2025-09-15,Enrolled,0,0
ENR-008682,STU-01434,CRS-0094,Education Dept,Undergraduate,10,2024-09-14,Enrolled,0,0
ENR-008683,STU-03041,CRS-0081,Law School,Postgraduate,30,2024-09-27,Enrolled,0,0
ENR-008684,STU-03247,CRS-0095,Education Dept,Undergraduate,10,2025-10-06,Completed,1,0
ENR-008685,STU-03740,CRS-0083,Law School,Postgraduate,20,2024-09-25,Enrolled,0,0
ENR-008686,STU-03627,CRS-0002,Computing,Undergraduate,10,2022-09-29,Completed,1,0
ENR-008687,STU-01680,CRS-0120,Social Sciences,PhD,30,2024-09-17,Completed,1,0
ENR-008688,STU-00370,CRS-0019,Business,Undergraduate,20,2023-10-08,Enrolled,0,0
ENR-008689,STU-01186,CRS-0101,Education Dept,PhD,20,2025-09-12,Completed,1,0
ENR-008690,STU-02974,CRS-0053,Medical School,Postgraduate,30,2025-10-07,Completed,1,0
ENR-008691,STU-03647,CRS-0037,Engineering,Postgraduate,20,2024-09-23,Completed,1,0
ENR-008692,STU-04199,CRS-0094,Education Dept,Undergraduate,10,2024-09-17,Failed,0,0
ENR-008693,STU-03251,CRS-0057,Medical School,PhD,15,2025-10-10,Withdrawn,0,1
ENR-008694,STU-04283,CRS-0080,Law School,Undergraduate,15,2024-09-19,Enrolled,0,0
ENR-008695,STU-01154,CRS-0068,Arts,Postgraduate,15,2025-09-21,Completed,1,0
ENR-008696,STU-01848,CRS-0014,Computing,PhD,15,2023-10-06,Withdrawn,0,1
ENR-008697,STU-02500,CRS-0009,Computing,Postgraduate,30,2024-09-18,Completed,1,0
ENR-008698,STU-00658,CRS-0026,Business,PhD,30,2025-10-14,Completed,1,0
ENR-008699,STU-04136,CRS-0052,Medical School,Postgraduate,20,2022-09-16,Enrolled,0,0
ENR-008700,STU-03187,CRS-0117,Social Sciences,PhD,30,2022-09-26,Completed,1,0
ENR-008701,STU-04740,CRS-0077,Law School,Undergraduate,30,2025-09-24,Completed,1,0
ENR-008702,STU-02408,CRS-0050,Medical School,Undergraduate,20,2024-09-19,Completed,1,0
ENR-008703,STU-03518,CRS-0072,Arts,PhD,15,2025-09-22,Enrolled,0,0
ENR-008704,STU-04090,CRS-0111,Social Sciences,Postgraduate,15,2022-10-02,Completed,1,0
ENR-008705,STU-00942,CRS-0084,Law School,Postgraduate,30,2024-09-13,Enrolled,0,0
ENR-008706,STU-02504,CRS-0115,Social Sciences,Postgraduate,15,2024-10-11,Enrolled,0,0
ENR-008707,STU-02450,CRS-0058,Medical School,PhD,10,2025-09-21,Completed,1,0
ENR-008708,STU-01745,CRS-0047,Medical School,Undergraduate,10,2024-10-07,Enrolled,0,0
ENR-008709,STU-04557,CRS-0059,Medical School,PhD,10,2024-09-21,Enrolled,0,0
ENR-008710,STU-04704,CRS-0062,Arts,Undergraduate,20,2022-09-28,Completed,1,0
ENR-008711,STU-00428,CRS-0002,Computing,Undergraduate,10,2025-09-16,Enrolled,0,0
ENR-008712,STU-03532,CRS-0120,Social Sciences,PhD,30,2024-09-28,Completed,1,0
ENR-008713,STU-04259,CRS-0048,Medical School,Undergraduate,10,2022-09-28,Withdrawn,0,1
ENR-008714,STU-00984,CRS-0081,Law School,Postgraduate,30,2023-09-29,Withdrawn,0,1
ENR-008715,STU-03136,CRS-0035,Engineering,Undergraduate,10,2022-10-03,Enrolled,0,0
ENR-008716,STU-03475,CRS-0109,Social Sciences,Undergraduate,15,2022-09-08,Enrolled,0,0
ENR-008717,STU-01061,CRS-0010,Computing,Postgraduate,30,2022-10-13,Failed,0,0
ENR-008718,STU-03702,CRS-0020,Business,Undergraduate,10,2025-10-11,Completed,1,0
ENR-008719,STU-02391,CRS-0003,Computing,Undergraduate,15,2025-10-14,Completed,1,0
ENR-008720,STU-04942,CRS-0055,Medical School,Postgraduate,30,2022-09-27,Enrolled,0,0
ENR-008721,STU-00308,CRS-0114,Social Sciences,Postgraduate,15,2024-09-27,Enrolled,0,0
ENR-008722,STU-01325,CRS-0010,Computing,Postgraduate,30,2025-09-25,Completed,1,0
ENR-008723,STU-00761,CRS-0102,Education Dept,PhD,30,2025-10-02,Completed,1,0
ENR-008724,STU-00015,CRS-0086,Law School,PhD,10,2022-09-23,Failed,0,0
ENR-008725,STU-04839,CRS-0042,Engineering,PhD,30,2023-10-07,Completed,1,0
ENR-008726,STU-01729,CRS-0087,Law School,PhD,20,2024-09-20,Withdrawn,0,1
ENR-008727,STU-04790,CRS-0088,Law School,PhD,10,2022-10-07,Failed,0,0
ENR-008728,STU-01226,CRS-0099,Education Dept,Postgraduate,30,2022-09-16,Completed,1,0
