event_id,engagement_id,consultant_id,event_date,task_type,hours_logged,cost_gbp,budget_remaining_pct,is_overrun_alert
PE-016035,ENG-00101,CON-0145,2025-05-25 09:28:00,Documentation,2.0,200.0,2.7,True
PE-016036,ENG-00205,CON-0013,2025-03-28 14:26:00,Stakeholder Meeting,8.2,2050.0,38.6,False
PE-016037,ENG-00012,CON-0167,2025-03-22 15:15:00,Review,0.7,175.0,17.4,False
PE-016038,ENG-00435,CON-0056,2025-05-13 19:42:00,Review,7.5,1406.25,20.3,False
PE-016039,ENG-00891,CON-0064,2025-03-27 15:46:00,Review,9.3,930.0,66.0,False
PE-016040,ENG-00750,CON-0008,2025-02-28 12:00:00,Documentation,3.9,731.25,2.2,True
PE-016041,ENG-00841,CON-0162,2025-02-17 18:41:00,Documentation,5.7,855.0,31.2,False
PE-016042,ENG-00259,CON-0056,2025-05-23 14:54:00,Workshop,2.6,487.5,55.5,False
PE-016043,ENG-00546,CON-0123,2025-06-13 17:53:00,Travel,0.6,112.5,94.6,False
PE-016044,ENG-00523,CON-0093,2025-06-26 11:12:00,Travel,3.4,510.0,24.9,False
PE-016045,ENG-00803,CON-0003,2025-03-16 11:35:00,Workshop,9.7,2425.0,64.8,False
PE-016046,ENG-00536,CON-0181,2025-05-12 18:00:00,Delivery,2.3,230.0,85.7,False
PE-016047,ENG-00568,CON-0008,2025-05-28 11:54:00,Workshop,6.3,1575.0,34.8,False
PE-016048,ENG-00722,CON-0029,2025-06-24 13:19:00,Delivery,9.2,1725.0,23.6,False
PE-016049,ENG-00905,CON-0148,2025-01-15 08:46:00,Analysis,3.8,950.0,15.0,False
PE-016050,ENG-00431,CON-0002,2025-03-21 17:02:00,Stakeholder Meeting,0.7,175.0,0.0,True
PE-016051,ENG-00756,CON-0051,2025-04-05 15:33:00,Review,8.7,1087.5,39.1,False
PE-016052,ENG-00496,CON-0074,2025-02-21 17:55:00,Analysis,9.4,1762.5,74.7,False
PE-016053,ENG-00333,CON-0128,2025-05-22 17:56:00,Analysis,4.6,1150.0,48.7,False
PE-016054,ENG-00465,CON-0131,2025-04-27 15:41:00,Review,2.1,262.5,48.5,False
PE-016055,ENG-00401,CON-0106,2025-02-09 19:13:00,Documentation,2.9,725.0,66.4,False
PE-016056,ENG-00433,CON-0147,2025-03-16 13:18:00,Delivery,5.5,1375.0,24.3,False
PE-016057,ENG-00888,CON-0031,2025-06-21 13:08:00,Documentation,9.8,1470.0,36.2,False
PE-016058,ENG-00225,CON-0073,2025-05-11 08:16:00,Delivery,5.5,1031.25,51.3,False
PE-016059,ENG-00331,CON-0065,2025-05-06 12:39:00,Delivery,8.4,1260.0,22.2,False
PE-016060,ENG-00112,CON-0106,2025-05-06 10:42:00,Workshop,6.4,640.0,35.0,False
PE-016061,ENG-00024,CON-0041,2025-05-17 13:19:00,Documentation,8.7,2175.0,6.7,True
PE-016062,ENG-00473,CON-0141,2025-03-14 14:42:00,Documentation,0.6,150.0,100.0,False
PE-016063,ENG-00236,CON-0125,2025-05-12 12:23:00,Review,9.4,940.0,50.8,False
PE-016064,ENG-00462,CON-0177,2025-03-27 19:48:00,Stakeholder Meeting,4.3,806.25,44.8,False
PE-016065,ENG-00433,CON-0052,2025-03-10 18:02:00,Documentation,3.2,600.0,5.3,True
PE-016066,ENG-00724,CON-0106,2025-01-16 17:34:00,Travel,2.6,390.0,16.8,False
PE-016067,ENG-00861,CON-0080,2025-04-06 09:47:00,Stakeholder Meeting,4.9,735.0,17.7,False
PE-016068,ENG-00650,CON-0029,2025-01-10 10:22:00,Analysis,7.5,1406.25,13.7,False
PE-016069,ENG-00869,CON-0037,2025-05-26 15:34:00,Documentation,6.6,990.0,45.6,False
PE-016070,ENG-00246,CON-0051,2025-01-08 10:40:00,Documentation,2.7,675.0,0.0,True
PE-016071,ENG-00967,CON-0072,2025-06-29 17:36:00,Review,6.1,762.5,65.1,False
PE-016072,ENG-00263,CON-0199,2025-05-25 15:55:00,Review,2.1,262.5,5.7,True
PE-016073,ENG-00558,CON-0022,2025-02-25 14:28:00,Review,5.1,510.0,40.2,False
PE-016074,ENG-00800,CON-0173,2025-06-29 14:25:00,Workshop,6.3,630.0,53.9,False
PE-016075,ENG-00503,CON-0145,2025-01-03 16:22:00,Stakeholder Meeting,4.8,480.0,3.3,True
PE-016076,ENG-00046,CON-0035,2025-02-11 10:46:00,Travel,5.9,1475.0,43.2,False
PE-016077,ENG-00749,CON-0105,2025-02-16 08:49:00,Workshop,10.0,1500.0,78.4,False
PE-016078,ENG-00704,CON-0199,2025-06-06 08:16:00,Documentation,9.2,1380.0,0.0,True
PE-016079,ENG-00323,CON-0198,2025-04-01 14:33:00,Workshop,4.9,490.0,36.6,False
PE-016080,ENG-00178,CON-0002,2025-04-28 17:49:00,Stakeholder Meeting,8.1,1215.0,0.0,True
PE-016081,ENG-00125,CON-0131,2025-01-04 09:25:00,Travel,5.9,1106.25,23.8,False
PE-016082,ENG-00088,CON-0004,2025-04-30 08:14:00,Review,2.2,412.5,25.7,False
PE-016083,ENG-00813,CON-0165,2025-03-20 09:48:00,Documentation,8.1,1518.75,37.2,False
PE-016084,ENG-00682,CON-0165,2025-06-29 09:57:00,Delivery,2.2,412.5,7.1,True
PE-016085,ENG-00510,CON-0019,2025-04-01 14:39:00,Analysis,1.5,150.0,51.1,False
PE-016086,ENG-00002,CON-0059,2025-01-19 16:53:00,Analysis,6.3,945.0,70.6,False
PE-016087,ENG-00762,CON-0021,2025-02-03 17:46:00,Review,4.4,660.0,0.0,True
PE-016088,ENG-00992,CON-0015,2025-03-02 15:30:00,Analysis,3.9,390.0,94.3,False
PE-016089,ENG-00401,CON-0142,2025-01-25 16:07:00,Workshop,4.7,881.25,53.5,False
PE-016090,ENG-00663,CON-0013,2025-05-21 10:17:00,Documentation,4.5,675.0,51.4,False
PE-016091,ENG-00497,CON-0084,2025-06-26 12:50:00,Travel,2.1,210.0,37.2,False
PE-016092,ENG-00881,CON-0081,2025-04-15 09:16:00,Delivery,7.9,1185.0,65.7,False
PE-016093,ENG-00169,CON-0004,2025-01-01 18:15:00,Travel,3.9,731.25,37.4,False
PE-016094,ENG-00695,CON-0198,2025-01-01 12:59:00,Review,7.4,1387.5,0.0,True
PE-016095,ENG-00717,CON-0080,2025-03-12 10:31:00,Travel,7.6,1425.0,32.8,False
PE-016096,ENG-00799,CON-0077,2025-06-07 10:55:00,Delivery,3.5,656.25,80.2,False
PE-016097,ENG-00377,CON-0125,2025-05-05 13:50:00,Analysis,8.1,1012.5,43.3,False
PE-016098,ENG-00771,CON-0172,2025-06-21 16:40:00,Review,9.0,1350.0,21.3,False
PE-016099,ENG-00594,CON-0107,2025-01-10 19:39:00,Analysis,1.5,375.0,86.8,False
PE-016100,ENG-00935,CON-0008,2025-02-06 12:13:00,Travel,3.1,387.5,74.0,False
PE-016101,ENG-00174,CON-0069,2025-04-29 14:15:00,Workshop,8.7,1087.5,44.6,False
PE-016102,ENG-00277,CON-0052,2025-05-08 12:45:00,Review,3.9,390.0,12.5,False
PE-016103,ENG-00081,CON-0165,2025-03-11 19:29:00,Workshop,4.3,537.5,100.0,False
PE-016104,ENG-00834,CON-0195,2025-01-03 16:10:00,Review,4.8,480.0,69.8,False
PE-016105,ENG-00821,CON-0097,2025-01-09 12:53:00,Delivery,4.1,615.0,61.5,False
PE-016106,ENG-00674,CON-0008,2025-05-27 13:38:00,Review,7.8,1950.0,18.5,False
PE-016107,ENG-00951,CON-0153,2025-02-05 19:00:00,Review,9.3,1162.5,85.0,False
PE-016108,ENG-00970,CON-0034,2025-03-22 12:08:00,Documentation,8.6,1075.0,0.0,True
PE-016109,ENG-00457,CON-0178,2025-03-12 14:54:00,Analysis,4.0,1000.0,27.1,False
PE-016110,ENG-00683,CON-0057,2025-04-26 08:55:00,Documentation,7.4,1850.0,23.2,False
PE-016111,ENG-00470,CON-0096,2025-03-31 15:17:00,Delivery,3.9,731.25,0.0,True
PE-016112,ENG-00583,CON-0147,2025-04-19 13:38:00,Workshop,1.9,237.5,42.5,False
PE-016113,ENG-00382,CON-0102,2025-05-26 13:05:00,Analysis,3.9,731.25,70.4,False
PE-016114,ENG-00761,CON-0038,2025-02-10 10:21:00,Review,3.2,800.0,15.9,False
PE-016115,ENG-00393,CON-0118,2025-05-22 11:30:00,Review,4.5,450.0,16.0,False
PE-016116,ENG-00423,CON-0172,2025-01-22 12:35:00,Travel,3.8,475.0,55.9,False
PE-016117,ENG-00283,CON-0014,2025-02-20 17:15:00,Travel,8.3,1245.0,48.1,False
PE-016118,ENG-00695,CON-0141,2025-01-04 18:52:00,Stakeholder Meeting,6.8,1275.0,53.8,False
PE-016119,ENG-00101,CON-0110,2025-02-05 12:00:00,Review,5.9,590.0,39.7,False
PE-016120,ENG-00414,CON-0003,2025-01-10 16:45:00,Analysis,3.1,387.5,48.1,False
PE-016121,ENG-00540,CON-0073,2025-04-06 14:49:00,Documentation,5.1,765.0,39.1,False
PE-016122,ENG-00513,CON-0183,2025-05-18 16:45:00,Travel,7.2,1080.0,0.0,True
PE-016123,ENG-00233,CON-0190,2025-03-12 19:07:00,Delivery,3.5,437.5,42.9,False
PE-016124,ENG-00574,CON-0087,2025-05-12 12:34:00,Travel,9.2,1380.0,6.3,True
PE-016125,ENG-00014,CON-0092,2025-01-08 08:13:00,Analysis,3.4,850.0,71.4,False
PE-016126,ENG-00526,CON-0079,2025-01-11 18:07:00,Workshop,6.8,1275.0,12.9,False
PE-016127,ENG-00179,CON-0108,2025-04-27 09:06:00,Travel,2.0,250.0,46.9,False
PE-016128,ENG-00375,CON-0042,2025-02-27 17:02:00,Stakeholder Meeting,2.4,360.0,54.9,False
PE-016129,ENG-00601,CON-0034,2025-03-17 11:27:00,Analysis,1.9,285.0,59.2,False
PE-016130,ENG-00753,CON-0079,2025-05-01 13:33:00,Delivery,8.5,850.0,42.4,False
PE-016131,ENG-00313,CON-0006,2025-02-08 17:25:00,Workshop,5.7,570.0,0.0,True
PE-016132,ENG-00838,CON-0142,2025-01-16 12:55:00,Documentation,2.9,290.0,74.4,False
PE-016133,ENG-00685,CON-0104,2025-02-12 13:51:00,Stakeholder Meeting,5.3,1325.0,27.9,False
PE-016134,ENG-00679,CON-0060,2025-05-08 09:34:00,Analysis,8.0,1200.0,26.7,False
PE-016135,ENG-00441,CON-0079,2025-03-28 15:43:00,Workshop,9.1,1365.0,14.5,False
PE-016136,ENG-00454,CON-0045,2025-04-16 14:16:00,Workshop,5.2,780.0,54.0,False
PE-016137,ENG-00550,CON-0078,2025-06-10 09:08:00,Workshop,7.4,1850.0,36.8,False
PE-016138,ENG-00701,CON-0095,2025-03-12 18:07:00,Stakeholder Meeting,6.0,900.0,48.5,False
PE-016139,ENG-00428,CON-0149,2025-04-01 17:30:00,Analysis,3.1,310.0,34.9,False
PE-016140,ENG-00801,CON-0168,2025-02-12 11:52:00,Review,9.6,2400.0,24.4,False
PE-016141,ENG-00953,CON-0100,2025-03-11 19:08:00,Analysis,0.7,131.25,49.3,False
PE-016142,ENG-00120,CON-0155,2025-05-13 15:49:00,Analysis,5.6,700.0,28.0,False
PE-016143,ENG-00974,CON-0144,2025-02-22 08:05:00,Documentation,1.7,212.5,52.3,False
PE-016144,ENG-00347,CON-0096,2025-06-25 15:42:00,Travel,3.8,475.0,28.3,False
PE-016145,ENG-00592,CON-0060,2025-04-16 08:26:00,Travel,3.9,585.0,41.1,False
PE-016146,ENG-00713,CON-0166,2025-03-20 16:54:00,Documentation,9.7,1818.75,29.9,False
PE-016147,ENG-00878,CON-0093,2025-06-27 14:25:00,Stakeholder Meeting,5.4,1012.5,1.2,True
PE-016148,ENG-00080,CON-0094,2025-02-12 11:52:00,Review,6.7,1256.25,21.5,False
PE-016149,ENG-00262,CON-0153,2025-05-07 13:52:00,Stakeholder Meeting,2.9,290.0,29.9,False
PE-016150,ENG-00452,CON-0080,2025-06-25 11:01:00,Review,4.7,470.0,7.6,True
PE-016151,ENG-00549,CON-0097,2025-05-11 09:03:00,Workshop,2.1,393.75,61.0,False
PE-016152,ENG-00173,CON-0147,2025-05-22 09:50:00,Travel,8.8,880.0,30.5,False
PE-016153,ENG-00661,CON-0077,2025-05-31 17:57:00,Analysis,2.6,650.0,20.7,False
PE-016154,ENG-00365,CON-0011,2025-05-11 13:22:00,Documentation,1.8,225.0,54.8,False
PE-016155,ENG-00672,CON-0102,2025-03-05 13:31:00,Travel,9.4,1175.0,36.9,False
PE-016156,ENG-00466,CON-0052,2025-04-16 13:18:00,Review,6.0,1125.0,39.4,False
PE-016157,ENG-00448,CON-0002,2025-06-13 15:07:00,Review,2.9,543.75,94.5,False
PE-016158,ENG-00294,CON-0183,2025-02-06 15:04:00,Documentation,5.5,825.0,50.1,False
PE-016159,ENG-00995,CON-0005,2025-03-06 13:03:00,Analysis,7.9,1185.0,48.8,False
PE-016160,ENG-00100,CON-0190,2025-04-05 19:11:00,Delivery,7.7,1443.75,28.0,False
PE-016161,ENG-00557,CON-0117,2025-01-25 17:26:00,Workshop,2.8,420.0,18.3,False
PE-016162,ENG-00258,CON-0111,2025-06-26 17:29:00,Documentation,6.6,1237.5,40.8,False
PE-016163,ENG-00798,CON-0179,2025-06-12 19:05:00,Workshop,5.4,810.0,3.9,True
PE-016164,ENG-00603,CON-0122,2025-05-05 13:32:00,Review,9.0,1350.0,100.0,False
PE-016165,ENG-00533,CON-0061,2025-02-26 17:39:00,Delivery,8.8,2200.0,0.6,True
PE-016166,ENG-00135,CON-0055,2025-06-05 11:03:00,Analysis,7.8,975.0,100.0,False
PE-016167,ENG-00252,CON-0183,2025-05-20 14:20:00,Documentation,4.5,562.5,29.5,False
PE-016168,ENG-00374,CON-0128,2025-04-19 09:40:00,Review,8.4,2100.0,79.3,False
PE-016169,ENG-00276,CON-0193,2025-02-15 15:30:00,Analysis,1.2,150.0,16.8,False
PE-016170,ENG-00726,CON-0087,2025-02-06 16:21:00,Documentation,2.0,250.0,35.4,False
PE-016171,ENG-00384,CON-0172,2025-03-07 16:55:00,Documentation,5.9,590.0,71.2,False
PE-016172,ENG-00709,CON-0050,2025-04-01 16:08:00,Analysis,5.8,580.0,28.7,False
PE-016173,ENG-00980,CON-0200,2025-05-18 15:48:00,Workshop,3.2,600.0,61.4,False
PE-016174,ENG-00832,CON-0178,2025-02-19 13:40:00,Analysis,5.2,520.0,24.7,False
PE-016175,ENG-00412,CON-0150,2025-02-19 12:02:00,Review,8.0,1000.0,84.0,False
PE-016176,ENG-00824,CON-0022,2025-04-27 16:43:00,Analysis,9.1,1706.25,14.1,False
PE-016177,ENG-00432,CON-0184,2025-06-14 18:02:00,Workshop,6.9,690.0,39.0,False
PE-016178,ENG-00953,CON-0034,2025-03-23 08:10:00,Delivery,4.8,480.0,0.0,True
PE-016179,ENG-00902,CON-0132,2025-05-09 17:40:00,Review,4.1,1025.0,69.5,False
PE-016180,ENG-00632,CON-0137,2025-04-15 12:15:00,Stakeholder Meeting,7.0,1312.5,12.6,False
PE-016181,ENG-00109,CON-0167,2025-05-03 15:54:00,Review,7.3,1095.0,0.0,True
PE-016182,ENG-00640,CON-0094,2025-05-31 19:20:00,Documentation,6.8,1275.0,21.9,False
PE-016183,ENG-00567,CON-0027,2025-04-22 19:38:00,Workshop,0.7,105.0,18.7,False
PE-016184,ENG-00284,CON-0039,2025-05-07 09:25:00,Workshop,4.0,600.0,90.2,False
PE-016185,ENG-00560,CON-0101,2025-02-14 10:09:00,Delivery,8.4,1260.0,52.1,False
PE-016186,ENG-00127,CON-0172,2025-03-03 19:36:00,Delivery,1.0,125.0,80.0,False
PE-016187,ENG-00859,CON-0120,2025-03-06 14:39:00,Delivery,9.4,940.0,35.1,False
PE-016188,ENG-00080,CON-0183,2025-05-18 15:00:00,Analysis,1.3,243.75,48.2,False
PE-016189,ENG-00835,CON-0058,2025-03-10 17:16:00,Review,5.8,1450.0,26.3,False
PE-016190,ENG-00360,CON-0175,2025-04-25 09:34:00,Delivery,4.3,537.5,42.8,False
PE-016191,ENG-00561,CON-0021,2025-01-20 16:05:00,Documentation,7.6,1900.0,14.2,False
PE-016192,ENG-00266,CON-0182,2025-02-21 08:44:00,Travel,5.0,500.0,55.8,False
PE-016193,ENG-00438,CON-0179,2025-03-18 12:18:00,Documentation,3.8,380.0,42.0,False
PE-016194,ENG-00519,CON-0028,2025-04-26 17:50:00,Delivery,2.2,220.0,78.2,False
PE-016195,ENG-00318,CON-0197,2025-05-21 09:42:00,Stakeholder Meeting,6.5,975.0,37.0,False
PE-016196,ENG-00367,CON-0142,2025-04-15 09:51:00,Stakeholder Meeting,5.6,1400.0,17.0,False
PE-016197,ENG-00960,CON-0159,2025-03-28 19:03:00,Delivery,9.8,980.0,2.8,True
PE-016198,ENG-00729,CON-0106,2025-06-02 12:30:00,Delivery,4.9,1225.0,56.2,False
PE-016199,ENG-00105,CON-0111,2025-01-06 19:56:00,Review,8.1,1518.75,58.6,False
PE-016200,ENG-00661,CON-0077,2025-03-20 18:20:00,Review,3.8,380.0,2.2,True
PE-016201,ENG-00093,CON-0044,2025-01-01 11:50:00,Workshop,3.2,400.0,32.9,False
PE-016202,ENG-00422,CON-0011,2025-02-16 08:12:00,Stakeholder Meeting,1.1,110.0,0.0,True
PE-016203,ENG-00794,CON-0006,2025-06-01 10:00:00,Workshop,1.5,187.5,4.8,True
PE-016204,ENG-00004,CON-0089,2025-01-19 08:33:00,Stakeholder Meeting,6.6,990.0,66.2,False
PE-016205,ENG-00076,CON-0031,2025-04-05 15:46:00,Documentation,2.2,330.0,0.0,True
PE-016206,ENG-00916,CON-0008,2025-04-30 14:14:00,Stakeholder Meeting,5.0,750.0,0.9,True
PE-016207,ENG-00460,CON-0200,2025-06-06 16:55:00,Documentation,2.8,525.0,11.5,False
PE-016208,ENG-00599,CON-0081,2025-06-02 17:36:00,Delivery,7.8,1950.0,89.7,False
PE-016209,ENG-00407,CON-0174,2025-03-03 11:42:00,Delivery,6.4,640.0,64.9,False
PE-016210,ENG-00349,CON-0063,2025-01-06 08:55:00,Review,3.5,437.5,41.9,False
PE-016211,ENG-00934,CON-0042,2025-06-07 18:57:00,Analysis,7.7,1155.0,17.9,False
PE-016212,ENG-00839,CON-0121,2025-01-05 18:54:00,Travel,0.5,75.0,82.1,False
PE-016213,ENG-00442,CON-0160,2025-04-16 08:41:00,Delivery,7.8,780.0,76.1,False
PE-016214,ENG-00960,CON-0098,2025-05-10 12:15:00,Travel,1.4,350.0,16.0,False
PE-016215,ENG-00820,CON-0189,2025-05-23 18:18:00,Documentation,10.0,1250.0,0.0,True
PE-016216,ENG-00186,CON-0125,2025-03-21 08:39:00,Review,7.2,1080.0,13.8,False
PE-016217,ENG-00462,CON-0011,2025-06-12 13:00:00,Review,4.3,645.0,64.9,False
PE-016218,ENG-00164,CON-0128,2025-03-10 19:19:00,Documentation,3.1,775.0,36.9,False
PE-016219,ENG-00445,CON-0029,2025-05-12 14:19:00,Review,2.9,543.75,50.1,False
PE-016220,ENG-00637,CON-0140,2025-01-23 17:35:00,Delivery,7.4,1110.0,52.9,False
PE-016221,ENG-00643,CON-0148,2025-01-23 14:07:00,Review,6.8,1020.0,57.2,False
PE-016222,ENG-00266,CON-0071,2025-06-21 15:59:00,Delivery,1.6,400.0,78.3,False
PE-016223,ENG-00702,CON-0152,2025-03-28 14:55:00,Documentation,5.0,750.0,100.0,False
PE-016224,ENG-00878,CON-0011,2025-03-23 13:02:00,Analysis,6.1,610.0,20.9,False
PE-016225,ENG-00076,CON-0146,2025-05-23 16:58:00,Workshop,3.4,425.0,74.9,False
PE-016226,ENG-00570,CON-0021,2025-01-25 14:51:00,Travel,3.2,600.0,94.4,False
PE-016227,ENG-00642,CON-0036,2025-06-10 19:31:00,Documentation,0.6,90.0,49.7,False
PE-016228,ENG-00364,CON-0035,2025-03-09 16:20:00,Documentation,2.6,487.5,38.7,False
PE-016229,ENG-00797,CON-0199,2025-04-04 09:54:00,Analysis,5.8,725.0,31.6,False
PE-016230,ENG-00504,CON-0055,2025-02-20 11:01:00,Travel,5.0,500.0,21.3,False
PE-016231,ENG-00260,CON-0062,2025-02-01 19:26:00,Workshop,8.8,880.0,0.0,True
PE-016232,ENG-00075,CON-0095,2025-02-02 15:06:00,Documentation,2.9,362.5,93.6,False
PE-016233,ENG-00265,CON-0064,2025-04-29 19:28:00,Documentation,4.9,918.75,49.0,False
PE-016234,ENG-00205,CON-0056,2025-01-17 15:58:00,Workshop,9.4,1175.0,41.3,False
PE-016235,ENG-00739,CON-0019,2025-06-18 16:49:00,Review,8.1,1215.0,40.0,False
PE-016236,ENG-00706,CON-0155,2025-05-25 08:27:00,Stakeholder Meeting,1.2,150.0,23.7,False
PE-016237,ENG-00065,CON-0157,2025-03-31 12:56:00,Documentation,3.2,480.0,36.8,False
PE-016238,ENG-00916,CON-0082,2025-02-05 13:54:00,Analysis,5.9,885.0,78.8,False
PE-016239,ENG-00318,CON-0008,2025-01-03 13:48:00,Documentation,4.8,900.0,88.4,False
PE-016240,ENG-00019,CON-0126,2025-04-25 18:55:00,Analysis,4.3,537.5,64.3,False
PE-016241,ENG-00586,CON-0074,2025-02-15 13:55:00,Stakeholder Meeting,6.8,1275.0,54.3,False
PE-016242,ENG-00299,CON-0011,2025-03-05 11:23:00,Delivery,4.1,615.0,0.0,True
PE-016243,ENG-00990,CON-0167,2025-05-06 12:27:00,Documentation,4.4,1100.0,49.1,False
PE-016244,ENG-00842,CON-0154,2025-06-15 18:08:00,Delivery,9.9,1856.25,91.8,False
PE-016245,ENG-00032,CON-0049,2025-05-04 13:37:00,Analysis,2.6,487.5,0.0,True
PE-016246,ENG-00375,CON-0175,2025-04-27 15:55:00,Stakeholder Meeting,2.7,506.25,44.7,False
PE-016247,ENG-00130,CON-0198,2025-06-04 18:44:00,Stakeholder Meeting,4.8,900.0,11.3,False
PE-016248,ENG-00844,CON-0188,2025-06-15 10:50:00,Analysis,3.8,712.5,62.3,False
PE-016249,ENG-00963,CON-0075,2025-06-07 10:34:00,Workshop,7.8,1462.5,24.5,False
PE-016250,ENG-00931,CON-0090,2025-04-14 13:49:00,Delivery,9.8,1470.0,79.3,False
PE-016251,ENG-00351,CON-0156,2025-03-11 09:17:00,Stakeholder Meeting,2.4,360.0,0.0,True
PE-016252,ENG-00230,CON-0197,2025-03-17 19:11:00,Workshop,7.1,1775.0,0.0,True
PE-016253,ENG-00640,CON-0070,2025-01-02 15:29:00,Review,4.5,1125.0,59.3,False
PE-016254,ENG-00697,CON-0010,2025-01-08 17:01:00,Workshop,1.9,190.0,3.9,True
PE-016255,ENG-00661,CON-0168,2025-03-12 09:28:00,Documentation,8.8,2200.0,2.2,True
PE-016256,ENG-00981,CON-0115,2025-02-25 17:49:00,Review,0.7,175.0,19.7,False
PE-016257,ENG-00114,CON-0168,2025-04-28 12:13:00,Documentation,6.4,1200.0,70.6,False
PE-016258,ENG-00363,CON-0150,2025-01-29 10:01:00,Review,7.8,975.0,69.6,False
PE-016259,ENG-00161,CON-0042,2025-03-20 19:24:00,Travel,1.3,130.0,87.2,False
PE-016260,ENG-00281,CON-0012,2025-03-04 13:12:00,Travel,5.3,662.5,24.7,False
PE-016261,ENG-00094,CON-0185,2025-03-23 10:42:00,Workshop,7.3,912.5,89.9,False
PE-016262,ENG-00905,CON-0087,2025-06-27 15:36:00,Documentation,3.8,712.5,42.3,False
PE-016263,ENG-00342,CON-0082,2025-02-13 09:29:00,Analysis,9.5,1187.5,51.1,False
PE-016264,ENG-00411,CON-0192,2025-06-18 08:51:00,Stakeholder Meeting,5.4,1012.5,27.3,False
PE-016265,ENG-00464,CON-0069,2025-04-09 15:42:00,Stakeholder Meeting,5.5,1375.0,25.4,False
PE-016266,ENG-00875,CON-0050,2025-03-23 17:48:00,Travel,5.6,700.0,69.4,False
PE-016267,ENG-00288,CON-0066,2025-01-20 12:05:00,Travel,6.6,825.0,67.1,False
PE-016268,ENG-00586,CON-0086,2025-02-23 16:18:00,Travel,2.3,575.0,67.7,False
PE-016269,ENG-00152,CON-0063,2025-01-08 16:27:00,Stakeholder Meeting,2.0,500.0,42.8,False
PE-016270,ENG-00269,CON-0115,2025-02-09 11:04:00,Workshop,8.2,1537.5,29.2,False
PE-016271,ENG-00869,CON-0098,2025-05-20 09:07:00,Analysis,9.4,2350.0,17.3,False
PE-016272,ENG-00733,CON-0006,2025-05-28 15:53:00,Review,8.1,1012.5,13.0,False
PE-016273,ENG-00169,CON-0143,2025-06-27 10:52:00,Stakeholder Meeting,5.6,840.0,36.4,False
PE-016274,ENG-00359,CON-0003,2025-04-12 13:15:00,Stakeholder Meeting,7.7,1155.0,37.1,False
PE-016275,ENG-00850,CON-0111,2025-02-14 17:03:00,Workshop,5.9,1106.25,40.9,False
PE-016276,ENG-00343,CON-0170,2025-04-01 15:31:00,Travel,9.4,1410.0,44.2,False
PE-016277,ENG-00919,CON-0198,2025-03-17 10:05:00,Analysis,4.1,1025.0,27.6,False
PE-016278,ENG-00699,CON-0147,2025-01-10 08:18:00,Analysis,3.1,310.0,51.2,False
PE-016279,ENG-00264,CON-0106,2025-02-01 09:45:00,Review,3.0,562.5,39.1,False
PE-016280,ENG-00760,CON-0047,2025-02-08 16:21:00,Stakeholder Meeting,1.7,170.0,77.4,False
PE-016281,ENG-00166,CON-0082,2025-06-12 16:35:00,Delivery,7.9,987.5,68.3,False
PE-016282,ENG-00002,CON-0003,2025-06-13 15:33:00,Workshop,1.6,300.0,71.4,False
PE-016283,ENG-00364,CON-0103,2025-05-25 18:43:00,Travel,3.9,975.0,42.2,False
PE-016284,ENG-00696,CON-0077,2025-05-23 09:22:00,Stakeholder Meeting,7.5,937.5,11.2,False
PE-016285,ENG-00061,CON-0001,2025-03-22 08:29:00,Review,6.6,990.0,15.3,False
PE-016286,ENG-00715,CON-0125,2025-02-13 11:03:00,Travel,4.8,720.0,35.8,False
PE-016287,ENG-00735,CON-0146,2025-02-25 08:32:00,Analysis,6.3,630.0,40.3,False
PE-016288,ENG-00729,CON-0077,2025-05-27 14:23:00,Travel,5.6,1400.0,21.2,False
PE-016289,ENG-00420,CON-0083,2025-01-08 19:25:00,Stakeholder Meeting,9.6,1200.0,60.1,False
PE-016290,ENG-00676,CON-0109,2025-03-20 16:13:00,Documentation,6.0,600.0,0.0,True
PE-016291,ENG-00947,CON-0175,2025-01-01 12:23:00,Stakeholder Meeting,0.8,200.0,64.1,False
PE-016292,ENG-00575,CON-0093,2025-05-08 15:44:00,Documentation,7.2,720.0,67.6,False
PE-016293,ENG-00502,CON-0196,2025-06-03 18:53:00,Workshop,3.2,800.0,28.9,False
PE-016294,ENG-00133,CON-0031,2025-02-16 10:47:00,Delivery,6.3,1181.25,77.1,False
PE-016295,ENG-00911,CON-0070,2025-02-23 19:16:00,Workshop,1.1,275.0,81.6,False
PE-016296,ENG-00437,CON-0081,2025-03-28 10:01:00,Stakeholder Meeting,7.8,1462.5,7.4,True
PE-016297,ENG-00741,CON-0001,2025-04-17 10:27:00,Documentation,7.0,1312.5,34.3,False
PE-016298,ENG-00421,CON-0051,2025-03-13 13:41:00,Delivery,2.6,390.0,41.4,False
PE-016299,ENG-00922,CON-0161,2025-03-26 15:04:00,Review,6.7,1005.0,28.2,False
PE-016300,ENG-00847,CON-0048,2025-06-13 14:09:00,Workshop,10.0,1250.0,70.1,False
PE-016301,ENG-00518,CON-0189,2025-01-09 12:41:00,Documentation,0.9,112.5,44.1,False
PE-016302,ENG-00045,CON-0029,2025-05-14 12:25:00,Review,3.1,775.0,31.3,False
PE-016303,ENG-00095,CON-0130,2025-01-17 19:22:00,Travel,5.4,1012.5,68.0,False
PE-016304,ENG-00521,CON-0120,2025-03-19 14:32:00,Review,6.7,670.0,59.0,False
