timesheet_id,consultant_id,engagement_id,week_starting,task_type,hours_logged,is_billable,daily_rate_gbp,billed_value_gbp
TS-0025143,CON-0076,ENG-00387,2024-12-18,Client Work,2.47,1,730,225.39
TS-0025144,CON-0189,ENG-00833,2024-08-28,Business Development,9.15,0,2835,0
TS-0025145,CON-0170,ENG-00217,2024-12-25,Client Work,2.73,1,612,208.84
TS-0025146,CON-0070,ENG-00959,2024-09-04,Internal,4.96,0,1287,0
TS-0025147,CON-0050,ENG-00690,2024-11-06,Client Work,0.56,1,2804,196.28
TS-0025148,CON-0088,ENG-00896,2024-10-16,Client Work,1.37,1,654,112.0
TS-0025149,CON-0047,ENG-00729,2025-03-12,Admin,9.62,0,733,0
TS-0025150,CON-0035,ENG-00442,2025-01-22,Client Work,3.22,1,613,246.73
TS-0025151,CON-0108,ENG-00563,2024-08-07,Client Work,9.5,0,1218,0
TS-0025152,CON-0088,ENG-00625,2024-10-16,Client Work,0.7,1,654,57.22
TS-0025153,CON-0047,ENG-00628,2025-02-26,Client Work,7.03,0,733,0
TS-0025154,CON-0152,ENG-00416,2024-07-10,Client Work,8.59,1,739,793.5
TS-0025155,CON-0032,ENG-00560,2024-08-07,Client Work,5.4,1,1610,1086.75
TS-0025156,CON-0189,ENG-00745,2024-09-18,Business Development,3.11,0,2835,0
TS-0025157,CON-0033,ENG-00733,2024-10-30,Admin,7.61,0,997,0
TS-0025158,CON-0046,ENG-00294,2025-03-19,Client Work,5.43,1,498,338.02
TS-0025159,CON-0098,ENG-00949,2024-10-09,Admin,4.6,0,367,0
TS-0025160,CON-0064,ENG-00488,2024-11-20,Client Work,8.51,1,689,732.92
TS-0025161,CON-0105,ENG-00666,2024-07-31,Client Work,8.3,1,867,899.51
TS-0025162,CON-0063,ENG-00422,2024-09-04,Business Development,1.3,0,627,0
TS-0025163,CON-0126,ENG-00553,2025-01-01,Client Work,6.52,1,678,552.57
TS-0025164,CON-0078,ENG-00281,2025-01-29,Business Development,1.94,0,1200,0
TS-0025165,CON-0142,ENG-00647,2025-01-22,Admin,7.26,0,1688,0
TS-0025166,CON-0146,ENG-00916,2024-11-20,Business Development,9.96,0,407,0
TS-0025167,CON-0037,ENG-00567,2025-01-22,Client Work,9.55,1,671,801.01
TS-0025168,CON-0051,ENG-00973,2025-01-15,Client Work,8.04,1,1622,1630.11
TS-0025169,CON-0173,ENG-00232,2024-07-03,Business Development,2.57,0,748,0
TS-0025170,CON-0116,ENG-00447,2025-02-26,Client Work,5.79,1,649,469.71
TS-0025171,CON-0033,ENG-00156,2024-09-11,Client Work,3.19,1,997,397.55
TS-0025172,CON-0052,ENG-00406,2024-11-13,Internal,4.47,0,1285,0
TS-0025173,CON-0197,ENG-00029,2024-07-31,Client Work,6.45,1,452,364.43
TS-0025174,CON-0064,ENG-00334,2024-07-10,Admin,9.67,0,689,0
TS-0025175,CON-0056,ENG-00356,2024-08-14,Client Work,5.5,1,420,288.75
TS-0025176,CON-0089,ENG-00894,2025-04-02,Internal,7.43,0,902,0
TS-0025177,CON-0045,ENG-00908,2025-01-22,Internal,2.68,0,1567,0
TS-0025178,CON-0105,ENG-00464,2025-01-01,Admin,8.14,0,867,0
TS-0025179,CON-0138,ENG-00655,2025-01-01,Admin,9.35,0,2061,0
TS-0025180,CON-0078,ENG-00182,2024-07-17,Client Work,7.54,1,1200,1131.0
TS-0025181,CON-0036,ENG-00658,2025-02-12,Client Work,5.07,1,377,238.92
TS-0025182,CON-0005,ENG-00336,2024-10-09,Client Work,9.58,0,1189,0
TS-0025183,CON-0024,ENG-00398,2024-11-27,Training,6.39,0,850,0
TS-0025184,CON-0171,ENG-00250,2024-08-07,Admin,7.79,0,1240,0
TS-0025185,CON-0023,ENG-00425,2025-03-19,Client Work,6.7,1,1600,1340.0
TS-0025186,CON-0136,ENG-00677,2024-12-04,Client Work,7.71,0,747,0
TS-0025187,CON-0130,ENG-00532,2025-02-19,Client Work,3.97,1,1209,599.97
TS-0025188,CON-0159,ENG-00882,2024-11-06,Client Work,4.19,1,724,379.2
TS-0025189,CON-0002,ENG-00356,2024-07-03,Client Work,5.74,1,1258,902.62
TS-0025190,CON-0102,ENG-00715,2024-09-18,Client Work,5.23,0,497,0
TS-0025191,CON-0173,ENG-00702,2024-08-28,Client Work,7.5,1,748,701.25
TS-0025192,CON-0152,ENG-00052,2025-01-01,Internal,1.23,0,739,0
TS-0025193,CON-0167,ENG-00385,2025-02-05,Admin,5.87,0,676,0
TS-0025194,CON-0123,ENG-00339,2024-11-13,Client Work,3.88,1,863,418.56
TS-0025195,CON-0022,ENG-00625,2024-10-30,Client Work,4.11,0,2879,0
TS-0025196,CON-0152,ENG-00918,2024-10-30,Business Development,6.75,0,739,0
TS-0025197,CON-0094,ENG-00605,2024-10-09,Client Work,7.51,1,1956,1836.19
TS-0025198,CON-0072,ENG-00658,2024-10-16,Client Work,9.43,1,1229,1448.68
TS-0025199,CON-0049,ENG-00106,2025-02-19,Client Work,1.18,1,852,125.67
TS-0025200,CON-0200,ENG-00827,2024-09-25,Client Work,6.76,1,2866,2421.77
TS-0025201,CON-0038,ENG-00329,2025-01-08,Client Work,8.95,1,740,827.87
TS-0025202,CON-0164,ENG-00395,2024-10-16,Client Work,6.88,1,447,384.42
TS-0025203,CON-0072,ENG-00264,2024-10-16,Client Work,9.72,1,1229,1493.24
TS-0025204,CON-0012,ENG-00493,2024-10-02,Client Work,1.59,1,2892,574.79
TS-0025205,CON-0112,ENG-00238,2025-03-12,Internal,6.1,0,475,0
TS-0025206,CON-0028,ENG-00917,2025-02-12,Business Development,9.08,0,1688,0
TS-0025207,CON-0023,ENG-00541,2024-11-13,Client Work,2.49,1,1600,498.0
TS-0025208,CON-0128,ENG-00604,2024-10-02,Training,5.17,0,369,0
TS-0025209,CON-0049,ENG-00045,2024-07-24,Client Work,3.88,1,852,413.22
TS-0025210,CON-0050,ENG-00226,2024-12-11,Client Work,5.01,1,2804,1756.0
TS-0025211,CON-0041,ENG-00299,2024-10-02,Admin,8.67,0,716,0
TS-0025212,CON-0160,ENG-00522,2025-03-05,Client Work,9.54,1,658,784.66
TS-0025213,CON-0014,ENG-00939,2025-03-12,Client Work,1.44,1,2030,365.4
TS-0025214,CON-0104,ENG-00016,2025-04-02,Client Work,3.3,1,380,156.75
TS-0025215,CON-0054,ENG-00013,2025-04-02,Client Work,3.82,1,1222,583.5
TS-0025216,CON-0050,ENG-00097,2025-01-15,Client Work,7.17,1,2804,2513.09
TS-0025217,CON-0011,ENG-00345,2025-02-05,Client Work,6.22,1,912,709.08
TS-0025218,CON-0096,ENG-00960,2024-07-17,Internal,6.7,0,686,0
TS-0025219,CON-0177,ENG-00991,2024-07-10,Client Work,3.89,1,907,441.03
TS-0025220,CON-0200,ENG-00634,2024-07-10,Client Work,3.38,1,2866,1210.88
TS-0025221,CON-0200,ENG-00119,2024-09-11,Client Work,4.15,1,2866,1486.74
TS-0025222,CON-0098,ENG-00978,2024-11-13,Training,9.38,0,367,0
TS-0025223,CON-0040,ENG-00466,2024-11-27,Internal,9.26,0,642,0
TS-0025224,CON-0045,ENG-00048,2025-01-01,Admin,4.15,0,1567,0
TS-0025225,CON-0021,ENG-00990,2025-02-05,Client Work,4.76,0,466,0
TS-0025226,CON-0132,ENG-00585,2024-10-23,Client Work,2.13,1,1968,523.98
TS-0025227,CON-0152,ENG-00021,2024-11-13,Training,9.74,0,739,0
TS-0025228,CON-0109,ENG-00727,2025-01-15,Client Work,1.79,1,718,160.65
TS-0025229,CON-0102,ENG-00086,2025-01-15,Internal,9.09,0,497,0
TS-0025230,CON-0166,ENG-00586,2025-02-19,Client Work,9.91,1,1223,1514.99
TS-0025231,CON-0196,ENG-00928,2024-09-25,Client Work,9.7,1,733,888.76
TS-0025232,CON-0117,ENG-00154,2024-11-13,Client Work,6.66,1,1999,1664.17
TS-0025233,CON-0049,ENG-00309,2024-10-23,Business Development,2.41,0,852,0
TS-0025234,CON-0121,ENG-00423,2024-07-24,Client Work,3.63,1,422,191.48
TS-0025235,CON-0109,ENG-00928,2024-09-04,Client Work,6.42,1,718,576.2
TS-0025236,CON-0054,ENG-00488,2024-12-11,Admin,2.13,0,1222,0
TS-0025237,CON-0114,ENG-00987,2025-01-29,Business Development,7.72,0,1298,0
TS-0025238,CON-0081,ENG-00538,2025-02-19,Client Work,4.62,1,1577,910.72
TS-0025239,CON-0200,ENG-00319,2025-03-26,Client Work,7.27,1,2866,2604.48
TS-0025240,CON-0043,ENG-00056,2024-08-28,Business Development,5.14,0,930,0
TS-0025241,CON-0180,ENG-00859,2024-11-20,Business Development,8.52,0,945,0
TS-0025242,CON-0115,ENG-00402,2025-01-22,Client Work,1.58,1,684,135.09
TS-0025243,CON-0115,ENG-00904,2024-09-11,Business Development,7.39,0,684,0
TS-0025244,CON-0158,ENG-00557,2024-09-04,Client Work,5.26,0,620,0
TS-0025245,CON-0158,ENG-00447,2024-08-28,Internal,1.32,0,620,0
TS-0025246,CON-0112,ENG-00349,2025-02-05,Training,5.28,0,475,0
TS-0025247,CON-0133,ENG-00637,2025-02-12,Training,7.59,0,923,0
TS-0025248,CON-0189,ENG-00216,2024-10-09,Internal,3.91,0,2835,0
TS-0025249,CON-0192,ENG-00405,2024-08-07,Client Work,2.13,1,2794,743.9
TS-0025250,CON-0021,ENG-00695,2024-07-03,Business Development,6.35,0,466,0
TS-0025251,CON-0128,ENG-00981,2025-02-12,Client Work,8.31,1,369,383.3
TS-0025252,CON-0057,ENG-00847,2025-02-12,Business Development,7.56,0,963,0
TS-0025253,CON-0096,ENG-00847,2024-11-20,Client Work,2.94,0,686,0
TS-0025254,CON-0105,ENG-00802,2024-08-07,Business Development,6.11,0,867,0
TS-0025255,CON-0009,ENG-00055,2024-11-27,Client Work,8.11,1,2775,2813.16
TS-0025256,CON-0045,ENG-00346,2024-08-28,Training,9.86,0,1567,0
TS-0025257,CON-0092,ENG-00473,2025-03-19,Client Work,6.75,1,1206,1017.56
TS-0025258,CON-0162,ENG-00518,2024-08-07,Training,9.42,0,1964,0
TS-0025259,CON-0102,ENG-00098,2025-01-15,Client Work,6.1,0,497,0
TS-0025260,CON-0128,ENG-00075,2025-01-15,Internal,9.21,0,369,0
TS-0025261,CON-0090,ENG-00935,2024-10-30,Business Development,6.37,0,2097,0
TS-0025262,CON-0181,ENG-00712,2024-11-13,Client Work,8.11,1,406,411.58
TS-0025263,CON-0117,ENG-00489,2024-08-28,Client Work,2.43,1,1999,607.2
TS-0025264,CON-0070,ENG-00263,2025-02-19,Training,9.62,0,1287,0
TS-0025265,CON-0193,ENG-00134,2024-10-09,Training,0.74,0,410,0
TS-0025266,CON-0177,ENG-00137,2025-03-05,Client Work,5.3,1,907,600.89
TS-0025267,CON-0040,ENG-00425,2025-01-29,Admin,9.4,0,642,0
TS-0025268,CON-0111,ENG-00922,2025-03-12,Client Work,6.3,1,1220,960.75
TS-0025269,CON-0035,ENG-00588,2025-02-12,Business Development,8.75,0,613,0
TS-0025270,CON-0019,ENG-00256,2024-11-06,Internal,0.81,0,914,0
TS-0025271,CON-0049,ENG-00358,2025-04-02,Client Work,6.85,1,852,729.52
TS-0025272,CON-0037,ENG-00673,2025-03-26,Admin,9.2,0,671,0
TS-0025273,CON-0066,ENG-00186,2025-01-29,Client Work,4.91,1,2880,1767.6
TS-0025274,CON-0132,ENG-00269,2025-04-02,Client Work,1.91,1,1968,469.86
TS-0025275,CON-0041,ENG-00984,2025-03-26,Business Development,3.66,0,716,0
TS-0025276,CON-0140,ENG-00248,2024-10-23,Client Work,9.13,0,673,0
TS-0025277,CON-0100,ENG-00301,2025-03-05,Internal,8.41,0,905,0
TS-0025278,CON-0096,ENG-00090,2024-09-25,Client Work,0.94,0,686,0
TS-0025279,CON-0162,ENG-00871,2024-09-18,Client Work,2.14,1,1964,525.37
TS-0025280,CON-0098,ENG-00011,2024-08-28,Client Work,8.99,0,367,0
TS-0025281,CON-0049,ENG-00050,2024-11-20,Client Work,7.17,1,852,763.61
TS-0025282,CON-0154,ENG-00578,2025-03-26,Client Work,7.72,0,447,0
TS-0025283,CON-0109,ENG-00093,2025-03-19,Business Development,7.94,0,718,0
TS-0025284,CON-0092,ENG-00540,2024-08-21,Client Work,9.58,1,1206,1444.18
TS-0025285,CON-0125,ENG-00999,2025-03-19,Admin,3.04,0,983,0
TS-0025286,CON-0006,ENG-00093,2024-07-17,Client Work,1.48,1,441,81.58
TS-0025287,CON-0178,ENG-00852,2025-03-26,Business Development,1.87,0,2843,0
TS-0025288,CON-0016,ENG-00712,2024-07-03,Internal,0.66,0,959,0
TS-0025289,CON-0138,ENG-00652,2025-02-26,Client Work,7.41,1,2061,1909.0
TS-0025290,CON-0146,ENG-00929,2025-01-22,Client Work,7.44,1,407,378.51
TS-0025291,CON-0051,ENG-00355,2024-10-02,Admin,7.67,0,1622,0
TS-0025292,CON-0118,ENG-00478,2024-11-20,Client Work,7.95,1,1222,1214.36
TS-0025293,CON-0053,ENG-00924,2025-03-19,Client Work,6.76,1,634,535.73
TS-0025294,CON-0190,ENG-00481,2024-08-28,Internal,9.05,0,741,0
TS-0025295,CON-0140,ENG-00800,2025-01-08,Client Work,6.87,0,673,0
TS-0025296,CON-0057,ENG-00434,2024-10-02,Client Work,6.51,1,963,783.64
TS-0025297,CON-0066,ENG-00002,2025-01-22,Client Work,1.91,1,2880,687.6
TS-0025298,CON-0065,ENG-00839,2024-07-10,Business Development,8.19,0,702,0
TS-0025299,CON-0067,ENG-00092,2025-01-01,Client Work,3.55,1,666,295.54
TS-0025300,CON-0194,ENG-00352,2024-10-09,Client Work,2.61,1,707,230.66
TS-0025301,CON-0142,ENG-00319,2024-11-06,Client Work,8.93,1,1688,1884.23
TS-0025302,CON-0063,ENG-00974,2025-03-05,Business Development,2.9,0,627,0
TS-0025303,CON-0123,ENG-00666,2025-01-29,Client Work,1.33,1,863,143.47
TS-0025304,CON-0143,ENG-00916,2024-10-30,Client Work,5.46,1,977,666.8
TS-0025305,CON-0118,ENG-00842,2025-01-29,Training,5.64,0,1222,0
TS-0025306,CON-0073,ENG-00541,2025-01-15,Client Work,3.55,1,1199,532.06
TS-0025307,CON-0041,ENG-00029,2025-04-02,Internal,0.98,0,716,0
TS-0025308,CON-0114,ENG-00114,2025-04-02,Client Work,1.35,1,1298,219.04
TS-0025309,CON-0175,ENG-00302,2025-01-29,Client Work,6.83,1,1678,1432.59
TS-0025310,CON-0161,ENG-00799,2024-12-11,Training,5.08,0,1175,0
TS-0025311,CON-0049,ENG-00316,2025-03-19,Client Work,6.99,1,852,744.44
TS-0025312,CON-0013,ENG-00848,2025-01-01,Client Work,7.49,1,680,636.65
TS-0025313,CON-0052,ENG-00478,2024-07-24,Client Work,3.95,1,1285,634.47
TS-0025314,CON-0006,ENG-00342,2024-10-23,Admin,7.15,0,441,0
TS-0025315,CON-0092,ENG-00370,2024-10-02,Client Work,1.36,1,1206,205.02
TS-0025316,CON-0051,ENG-00646,2024-08-28,Client Work,8.36,1,1622,1694.99
TS-0025317,CON-0133,ENG-00625,2024-10-23,Client Work,2.0,1,923,230.75
TS-0025318,CON-0138,ENG-00765,2025-02-05,Business Development,8.6,0,2061,0
TS-0025319,CON-0096,ENG-00752,2024-10-16,Client Work,5.25,0,686,0
TS-0025320,CON-0131,ENG-00551,2024-11-13,Business Development,7.27,0,1179,0
TS-0025321,CON-0198,ENG-00971,2025-03-05,Client Work,7.02,1,1170,1026.67
TS-0025322,CON-0126,ENG-00485,2025-01-01,Client Work,2.2,1,678,186.45
TS-0025323,CON-0170,ENG-00496,2024-08-07,Client Work,1.15,1,612,87.97
TS-0025324,CON-0020,ENG-00665,2024-08-14,Admin,2.26,0,1287,0
TS-0025325,CON-0123,ENG-00497,2024-07-31,Client Work,1.06,1,863,114.35
TS-0025326,CON-0094,ENG-00465,2024-08-14,Client Work,8.75,1,1956,2139.38
TS-0025327,CON-0130,ENG-00112,2024-07-31,Training,8.08,0,1209,0
TS-0025328,CON-0142,ENG-00460,2025-03-12,Internal,7.99,0,1688,0
TS-0025329,CON-0184,ENG-00108,2025-04-02,Business Development,1.74,0,738,0
TS-0025330,CON-0138,ENG-01000,2024-11-20,Client Work,0.92,1,2061,237.02
TS-0025331,CON-0162,ENG-00715,2025-01-01,Business Development,7.68,0,1964,0
TS-0025332,CON-0156,ENG-00124,2024-11-27,Client Work,9.9,1,1684,2083.95
TS-0025333,CON-0090,ENG-00798,2024-07-24,Internal,5.35,0,2097,0
TS-0025334,CON-0124,ENG-00768,2024-07-24,Client Work,7.42,1,1980,1836.45
TS-0025335,CON-0128,ENG-00316,2025-02-12,Internal,3.32,0,369,0
TS-0025336,CON-0003,ENG-00970,2024-08-14,Client Work,7.78,1,743,722.57
TS-0025337,CON-0114,ENG-00663,2024-11-27,Training,2.49,0,1298,0
TS-0025338,CON-0171,ENG-00627,2024-11-13,Training,4.15,0,1240,0
TS-0025339,CON-0133,ENG-00155,2025-01-15,Client Work,4.36,1,923,503.04
TS-0025340,CON-0093,ENG-00268,2024-12-04,Admin,7.14,0,703,0
TS-0025341,CON-0196,ENG-00523,2024-10-09,Client Work,4.83,1,733,442.55
TS-0025342,CON-0154,ENG-00235,2024-12-18,Client Work,8.62,0,447,0
TS-0025343,CON-0048,ENG-00706,2025-01-29,Business Development,7.58,0,1217,0
TS-0025344,CON-0155,ENG-00265,2025-02-19,Training,3.68,0,978,0
TS-0025345,CON-0079,ENG-00299,2025-01-08,Admin,1.9,0,2768,0
TS-0025346,CON-0176,ENG-00373,2024-12-04,Client Work,8.76,0,2025,0
TS-0025347,CON-0054,ENG-00354,2025-01-08,Client Work,5.59,1,1222,853.87
TS-0025348,CON-0073,ENG-00221,2024-07-10,Client Work,2.16,1,1199,323.73
TS-0025349,CON-0004,ENG-00916,2025-04-02,Business Development,6.6,0,671,0
TS-0025350,CON-0063,ENG-00245,2025-01-15,Internal,2.33,0,627,0
TS-0025351,CON-0134,ENG-00395,2024-09-04,Client Work,1.17,1,1288,188.37
TS-0025352,CON-0095,ENG-00425,2025-03-26,Client Work,3.77,1,468,220.54
TS-0025353,CON-0078,ENG-00268,2024-10-23,Internal,3.15,0,1200,0
TS-0025354,CON-0005,ENG-00710,2024-10-16,Internal,6.88,0,1189,0
TS-0025355,CON-0050,ENG-00014,2024-11-20,Client Work,1.78,1,2804,623.89
TS-0025356,CON-0039,ENG-00245,2024-11-13,Client Work,1.17,1,1610,235.46
TS-0025357,CON-0086,ENG-00026,2024-11-20,Client Work,7.49,1,1211,1133.8
TS-0025358,CON-0196,ENG-00893,2024-09-18,Client Work,9.71,1,733,889.68
TS-0025359,CON-0038,ENG-00992,2025-03-05,Client Work,0.98,1,740,90.65
TS-0025360,CON-0118,ENG-00013,2024-12-25,Client Work,2.26,1,1222,345.21
TS-0025361,CON-0171,ENG-00057,2024-07-10,Client Work,1.45,1,1240,224.75
TS-0025362,CON-0174,ENG-00121,2024-08-07,Business Development,9.36,0,2056,0
TS-0025363,CON-0008,ENG-00753,2025-03-26,Business Development,5.77,0,861,0
TS-0025364,CON-0121,ENG-00013,2024-09-04,Admin,9.65,0,422,0
TS-0025365,CON-0081,ENG-00163,2024-08-21,Client Work,6.59,1,1577,1299.05
TS-0025366,CON-0091,ENG-00622,2024-09-18,Business Development,3.13,0,707,0
TS-0025367,CON-0084,ENG-00847,2024-12-11,Client Work,4.46,1,959,534.64
TS-0025368,CON-0041,ENG-00613,2025-03-26,Client Work,4.8,1,716,429.6
TS-0025369,CON-0057,ENG-00067,2024-10-09,Client Work,9.63,1,963,1159.21
TS-0025370,CON-0036,ENG-00651,2024-10-02,Training,6.16,0,377,0
TS-0025371,CON-0070,ENG-00020,2025-03-19,Internal,5.33,0,1287,0
TS-0025372,CON-0192,ENG-00118,2024-10-23,Client Work,4.18,1,2794,1459.87
TS-0025373,CON-0068,ENG-00868,2025-03-12,Client Work,8.09,1,438,442.93
TS-0025374,CON-0182,ENG-00299,2024-10-30,Client Work,6.21,1,2054,1594.42
TS-0025375,CON-0098,ENG-00202,2024-10-23,Client Work,5.28,0,367,0
TS-0025376,CON-0151,ENG-00759,2025-03-05,Client Work,4.37,1,1675,914.97
TS-0025377,CON-0111,ENG-00256,2024-11-06,Client Work,2.18,1,1220,332.45
TS-0025378,CON-0014,ENG-00691,2025-03-05,Admin,4.7,0,2030,0
TS-0025379,CON-0067,ENG-00097,2024-09-11,Client Work,4.3,1,666,357.97
TS-0025380,CON-0127,ENG-00070,2024-10-02,Business Development,7.55,0,2803,0
TS-0025381,CON-0095,ENG-00587,2024-07-17,Business Development,7.04,0,468,0
TS-0025382,CON-0125,ENG-00393,2024-08-28,Internal,6.5,0,983,0
TS-0025383,CON-0097,ENG-00256,2025-01-08,Admin,4.98,0,1214,0
TS-0025384,CON-0118,ENG-00871,2024-09-11,Client Work,2.17,1,1222,331.47
TS-0025385,CON-0175,ENG-00846,2024-10-23,Business Development,5.46,0,1678,0
TS-0025386,CON-0099,ENG-00917,2025-02-19,Client Work,9.87,1,1155,1424.98
TS-0025387,CON-0165,ENG-00905,2025-02-12,Client Work,0.66,1,2068,170.61
TS-0025388,CON-0114,ENG-00157,2024-07-17,Client Work,1.17,1,1298,189.83
TS-0025389,CON-0153,ENG-00834,2024-08-21,Client Work,2.37,1,1696,502.44
TS-0025390,CON-0075,ENG-00196,2025-03-19,Client Work,7.43,1,748,694.7
TS-0025391,CON-0132,ENG-00225,2024-07-03,Client Work,6.69,1,1968,1645.74
TS-0025392,CON-0002,ENG-00540,2025-01-15,Client Work,0.52,1,1258,81.77
TS-0025393,CON-0068,ENG-00734,2025-02-26,Business Development,8.91,0,438,0
TS-0025394,CON-0159,ENG-00721,2025-01-08,Business Development,8.35,0,724,0
TS-0025395,CON-0064,ENG-00730,2024-09-25,Client Work,3.09,1,689,266.13
TS-0025396,CON-0156,ENG-00797,2025-04-02,Client Work,9.39,1,1684,1976.6
TS-0025397,CON-0050,ENG-00032,2024-10-02,Client Work,5.44,1,2804,1906.72
TS-0025398,CON-0198,ENG-00796,2024-08-28,Client Work,1.12,1,1170,163.8
TS-0025399,CON-0067,ENG-00153,2025-03-26,Client Work,2.7,1,666,224.78
TS-0025400,CON-0019,ENG-00323,2025-03-26,Business Development,3.15,0,914,0
TS-0025401,CON-0010,ENG-00774,2024-08-07,Client Work,5.5,0,418,0
TS-0025402,CON-0180,ENG-00847,2025-01-15,Client Work,3.73,1,945,440.61
TS-0025403,CON-0166,ENG-00683,2024-11-13,Internal,4.76,0,1223,0
TS-0025404,CON-0134,ENG-00782,2025-03-26,Client Work,0.74,1,1288,119.14
TS-0025405,CON-0155,ENG-00494,2025-02-05,Training,8.66,0,978,0
TS-0025406,CON-0193,ENG-00485,2024-08-07,Client Work,7.44,1,410,381.3
TS-0025407,CON-0183,ENG-00406,2024-12-25,Client Work,7.09,0,624,0
TS-0025408,CON-0194,ENG-00570,2024-08-21,Client Work,7.79,1,707,688.44
TS-0025409,CON-0108,ENG-00483,2024-12-04,Training,6.19,0,1218,0
TS-0025410,CON-0139,ENG-00157,2024-09-11,Business Development,8.13,0,932,0
TS-0025411,CON-0021,ENG-00442,2024-07-24,Client Work,4.78,0,466,0
TS-0025412,CON-0138,ENG-00447,2024-11-27,Business Development,8.96,0,2061,0
TS-0025413,CON-0130,ENG-00408,2025-01-01,Client Work,6.25,1,1209,944.53
TS-0025414,CON-0017,ENG-00528,2024-08-14,Client Work,7.16,1,2876,2574.02
TS-0025415,CON-0181,ENG-00796,2024-09-18,Client Work,6.22,1,406,315.66
TS-0025416,CON-0075,ENG-00224,2025-03-26,Training,2.66,0,748,0
TS-0025417,CON-0151,ENG-00305,2024-08-07,Client Work,7.28,1,1675,1524.25
TS-0025418,CON-0009,ENG-00537,2024-10-02,Business Development,5.01,0,2775,0
TS-0025419,CON-0116,ENG-00328,2024-11-20,Internal,4.71,0,649,0
TS-0025420,CON-0159,ENG-00668,2024-10-09,Business Development,7.77,0,724,0
TS-0025421,CON-0100,ENG-00983,2025-02-12,Client Work,2.74,1,905,309.96
TS-0025422,CON-0170,ENG-00737,2025-03-19,Client Work,3.91,1,612,299.12
TS-0025423,CON-0045,ENG-00587,2024-12-18,Client Work,1.08,0,1567,0
TS-0025424,CON-0146,ENG-00084,2025-01-29,Business Development,3.85,0,407,0
TS-0025425,CON-0056,ENG-00213,2025-02-05,Client Work,5.3,1,420,278.25
TS-0025426,CON-0149,ENG-00703,2025-03-19,Business Development,0.57,0,1984,0
TS-0025427,CON-0133,ENG-00180,2025-02-05,Client Work,3.08,1,923,355.36
TS-0025428,CON-0186,ENG-00065,2024-09-18,Client Work,5.33,0,463,0
TS-0025429,CON-0163,ENG-00069,2024-11-20,Business Development,7.2,0,494,0
TS-0025430,CON-0151,ENG-00182,2024-07-24,Client Work,8.23,1,1675,1723.16
TS-0025431,CON-0132,ENG-00909,2024-11-27,Business Development,9.13,0,1968,0
TS-0025432,CON-0048,ENG-00505,2025-04-02,Client Work,2.37,1,1217,360.54
TS-0025433,CON-0148,ENG-00787,2024-12-18,Client Work,3.57,1,1666,743.45
TS-0025434,CON-0012,ENG-00255,2024-07-31,Client Work,8.41,1,2892,3040.22
TS-0025435,CON-0139,ENG-00418,2024-08-21,Business Development,6.19,0,932,0
TS-0025436,CON-0014,ENG-00488,2025-03-05,Client Work,1.48,1,2030,375.55
TS-0025437,CON-0163,ENG-00553,2024-11-20,Client Work,8.63,1,494,532.9
TS-0025438,CON-0110,ENG-00672,2025-01-08,Client Work,8.86,1,683,756.42
TS-0025439,CON-0199,ENG-00745,2024-10-23,Client Work,0.86,1,499,53.64
TS-0025440,CON-0081,ENG-00640,2024-11-20,Client Work,0.76,1,1577,149.81
TS-0025441,CON-0117,ENG-00443,2024-11-20,Client Work,7.05,1,1999,1761.62
TS-0025442,CON-0163,ENG-00619,2024-12-18,Internal,6.1,0,494,0
TS-0025443,CON-0115,ENG-00600,2024-10-09,Admin,4.15,0,684,0
TS-0025444,CON-0126,ENG-00172,2025-02-12,Client Work,5.54,1,678,469.51
TS-0025445,CON-0164,ENG-00516,2025-01-22,Client Work,3.3,1,447,184.39
TS-0025446,CON-0064,ENG-00681,2024-07-10,Training,8.22,0,689,0
TS-0025447,CON-0021,ENG-00752,2025-02-26,Client Work,0.56,0,466,0
TS-0025448,CON-0111,ENG-00886,2025-01-29,Client Work,8.58,1,1220,1308.45
TS-0025449,CON-0124,ENG-00472,2024-07-31,Internal,4.43,0,1980,0
TS-0025450,CON-0024,ENG-00322,2024-07-31,Client Work,9.06,1,850,962.62
TS-0025451,CON-0056,ENG-00373,2025-04-02,Internal,8.35,0,420,0
TS-0025452,CON-0126,ENG-00384,2024-12-25,Business Development,3.89,0,678,0
TS-0025453,CON-0037,ENG-00864,2025-02-19,Training,5.03,0,671,0
TS-0025454,CON-0084,ENG-00192,2025-02-19,Training,5.37,0,959,0
TS-0025455,CON-0071,ENG-00877,2025-01-29,Client Work,8.3,1,684,709.65
TS-0025456,CON-0068,ENG-00208,2024-12-04,Client Work,8.33,1,438,456.07
TS-0025457,CON-0022,ENG-00828,2024-10-16,Client Work,8.79,0,2879,0
TS-0025458,CON-0024,ENG-00658,2024-11-20,Client Work,1.41,1,850,149.81
TS-0025459,CON-0079,ENG-00412,2024-10-09,Client Work,2.69,1,2768,930.74
TS-0025460,CON-0065,ENG-00728,2025-02-05,Client Work,3.18,1,702,279.05
TS-0025461,CON-0047,ENG-00661,2024-11-06,Client Work,7.74,0,733,0
TS-0025462,CON-0022,ENG-00490,2025-02-26,Client Work,1.53,0,2879,0
TS-0025463,CON-0054,ENG-00526,2024-08-07,Client Work,1.23,1,1222,187.88
