user_id,account_id,role,is_active,last_login_date,signup_date,logins_last_30_days
USR-0003972,ACC-01819,Viewer,1,2025-01-17,2024-04-27,3
USR-0003973,ACC-01162,Viewer,1,2025-02-19,2022-07-11,5
USR-0003974,ACC-01975,Admin,1,2025-03-18,2021-04-01,26
USR-0003975,ACC-01953,Admin,1,2025-01-16,2022-03-06,16
USR-0003976,ACC-01870,Analyst,1,2025-03-09,2023-12-17,8
USR-0003977,ACC-01656,Viewer,1,2025-02-03,2024-02-08,9
USR-0003978,ACC-01666,Manager,1,2025-01-17,2024-05-31,8
USR-0003979,ACC-00369,Viewer,0,2024-06-22,2024-09-06,0
USR-0003980,ACC-00298,Admin,0,2025-02-18,2024-05-25,15
USR-0003981,ACC-00565,Developer,0,2025-03-12,2021-12-30,13
USR-0003982,ACC-00591,Manager,1,2025-02-28,2024-09-01,25
USR-0003983,ACC-01689,Admin,1,2025-01-20,2024-10-25,9
USR-0003984,ACC-01065,Viewer,1,2025-01-11,2022-07-12,20
USR-0003985,ACC-01237,Viewer,0,2025-01-04,2022-08-08,16
USR-0003986,ACC-01561,Analyst,1,2025-03-27,2023-04-12,20
USR-0003987,ACC-01631,Analyst,1,2025-02-21,2021-01-21,26
USR-0003988,ACC-01469,Viewer,0,2025-02-28,2021-10-15,8
USR-0003989,ACC-01656,Developer,1,2025-02-19,2024-01-07,6
USR-0003990,ACC-00357,Analyst,1,2025-01-24,2022-01-30,19
USR-0003991,ACC-00961,Analyst,1,2025-01-31,2021-03-13,13
USR-0003992,ACC-01257,Developer,1,2025-01-04,2024-03-03,20
USR-0003993,ACC-01810,Analyst,1,2025-02-19,2022-03-08,13
USR-0003994,ACC-01681,Analyst,1,2025-01-14,2021-09-24,25
USR-0003995,ACC-01635,Analyst,1,2025-03-08,2024-06-21,13
USR-0003996,ACC-00373,Viewer,1,2025-01-04,2022-01-03,18
USR-0003997,ACC-01480,Viewer,1,2025-03-08,2024-07-11,27
USR-0003998,ACC-00629,Developer,1,2025-03-01,2024-09-27,25
USR-0003999,ACC-00743,Analyst,1,2025-01-14,2023-08-10,34
USR-0004000,ACC-01702,Manager,1,2025-02-02,2023-03-06,25
USR-0004001,ACC-01020,Developer,1,2025-03-28,2021-03-20,6
USR-0004002,ACC-01138,Viewer,1,2025-02-02,2021-07-09,7
USR-0004003,ACC-01924,Manager,0,2025-01-24,2023-03-16,3
USR-0004004,ACC-00834,Manager,1,2025-01-15,2022-10-14,21
USR-0004005,ACC-01983,Developer,1,2025-03-08,2021-06-16,8
USR-0004006,ACC-01342,Analyst,1,2025-03-08,2023-07-11,18
USR-0004007,ACC-01679,Viewer,1,2025-01-20,2024-11-21,25
USR-0004008,ACC-00338,Developer,1,2025-03-03,2023-03-22,20
USR-0004009,ACC-01682,Viewer,1,2025-03-15,2022-01-08,18
USR-0004010,ACC-00527,Viewer,1,2025-02-18,2025-02-23,25
USR-0004011,ACC-01818,Analyst,1,2025-02-07,2024-02-21,32
USR-0004012,ACC-01441,Viewer,1,2025-03-20,2021-01-24,15
USR-0004013,ACC-01472,Admin,1,2025-02-17,2024-06-27,22
USR-0004014,ACC-01381,Viewer,1,2025-02-08,2021-11-22,22
USR-0004015,ACC-00164,Viewer,1,2025-03-25,2022-01-28,25
USR-0004016,ACC-00655,Developer,1,2025-02-01,2024-11-23,3
USR-0004017,ACC-01261,Admin,1,2025-01-03,2023-05-24,16
USR-0004018,ACC-00713,Manager,1,2025-03-22,2023-10-06,33
USR-0004019,ACC-01700,Viewer,1,2025-02-20,2024-03-15,25
USR-0004020,ACC-01343,Admin,1,2025-01-17,2024-04-29,18
USR-0004021,ACC-01170,Admin,1,2025-02-26,2021-03-03,7
USR-0004022,ACC-00121,Analyst,1,2025-03-06,2022-02-11,19
USR-0004023,ACC-00044,Viewer,1,2025-01-06,2023-02-13,12
USR-0004024,ACC-00411,Admin,1,2025-02-14,2021-02-24,7
USR-0004025,ACC-01037,Analyst,1,2025-03-23,2022-11-30,14
USR-0004026,ACC-00450,Viewer,1,2025-01-26,2024-09-27,1
USR-0004027,ACC-01165,Admin,1,2025-01-30,2023-03-14,5
USR-0004028,ACC-01344,Analyst,1,2025-03-31,2023-09-06,7
USR-0004029,ACC-00199,Admin,1,2025-03-19,2023-04-16,23
USR-0004030,ACC-01651,Developer,1,2025-01-07,2023-02-07,16
USR-0004031,ACC-00694,Manager,1,2025-01-09,2022-07-19,14
USR-0004032,ACC-00102,Analyst,1,2025-01-16,2022-10-14,21
USR-0004033,ACC-00190,Manager,1,2025-03-31,2023-09-09,18
USR-0004034,ACC-00197,Viewer,1,2025-02-03,2022-02-26,16
USR-0004035,ACC-01231,Admin,1,2025-03-20,2022-06-07,24
USR-0004036,ACC-00660,Viewer,1,2025-01-25,2022-06-01,23
USR-0004037,ACC-01234,Manager,1,2025-02-11,2023-08-31,23
USR-0004038,ACC-00635,Analyst,1,2025-01-27,2023-06-05,2
USR-0004039,ACC-00330,Analyst,0,2025-02-13,2021-01-24,1
USR-0004040,ACC-01177,Analyst,1,2025-03-24,2021-07-04,26
USR-0004041,ACC-00835,Analyst,1,2025-02-26,2021-08-07,11
USR-0004042,ACC-01653,Manager,1,2025-03-14,2024-04-08,3
USR-0004043,ACC-01018,Manager,1,2025-03-29,2022-08-21,21
USR-0004044,ACC-01999,Analyst,1,2025-03-31,2021-12-23,6
USR-0004045,ACC-01046,Viewer,1,2025-01-20,2021-09-06,23
USR-0004046,ACC-01607,Admin,1,2025-01-12,2024-11-14,6
USR-0004047,ACC-00627,Manager,1,2025-03-07,2022-12-31,7
USR-0004048,ACC-01784,Admin,1,2025-02-10,2024-11-06,30
USR-0004049,ACC-00973,Viewer,1,2025-02-21,2024-12-20,20
USR-0004050,ACC-01711,Viewer,1,2025-01-15,2023-12-01,17
USR-0004051,ACC-00560,Viewer,1,2025-01-13,2021-06-15,15
USR-0004052,ACC-00510,Admin,1,2025-01-13,2024-07-05,22
USR-0004053,ACC-01935,Viewer,0,2025-01-09,2022-12-03,5
USR-0004054,ACC-01016,Analyst,1,2025-01-24,2022-10-05,7
USR-0004055,ACC-01353,Manager,1,2025-02-14,2024-10-25,25
USR-0004056,ACC-00170,Admin,1,2025-03-25,2021-08-19,26
USR-0004057,ACC-01397,Analyst,1,2025-03-26,2022-04-05,29
USR-0004058,ACC-00119,Viewer,1,2025-03-09,2024-09-12,5
USR-0004059,ACC-01783,Developer,1,2025-03-30,2022-01-08,33
USR-0004060,ACC-00006,Viewer,1,2025-01-29,2023-06-02,22
USR-0004061,ACC-01377,Viewer,1,2025-01-27,2025-01-25,9
USR-0004062,ACC-01984,Admin,1,2025-02-12,2024-07-16,16
USR-0004063,ACC-00589,Analyst,1,2025-03-26,2023-03-15,27
USR-0004064,ACC-00473,Viewer,1,2025-01-06,2022-06-15,25
USR-0004065,ACC-00807,Developer,0,2025-02-15,2022-05-21,2
USR-0004066,ACC-01827,Admin,1,2025-03-14,2024-04-08,24
USR-0004067,ACC-00243,Manager,0,2025-02-21,2022-12-14,26
USR-0004068,ACC-01867,Analyst,1,2025-01-16,2022-06-01,7
USR-0004069,ACC-00273,Analyst,1,2025-02-19,2023-08-31,25
USR-0004070,ACC-01878,Viewer,1,2025-02-10,2022-05-30,29
USR-0004071,ACC-01214,Admin,1,2025-03-25,2023-07-15,17
USR-0004072,ACC-00857,Developer,0,2025-01-11,2024-10-22,1
USR-0004073,ACC-00923,Developer,1,2025-02-13,2023-03-24,25
USR-0004074,ACC-00904,Manager,1,2025-02-14,2023-08-16,4
USR-0004075,ACC-01422,Manager,1,2025-01-04,2022-02-21,26
USR-0004076,ACC-00761,Admin,1,2025-03-12,2021-09-08,8
USR-0004077,ACC-01518,Viewer,1,2025-03-14,2023-12-13,25
USR-0004078,ACC-01655,Manager,1,2025-01-14,2024-01-07,33
USR-0004079,ACC-00516,Manager,1,2025-03-11,2023-03-08,27
USR-0004080,ACC-00982,Developer,1,2025-03-02,2021-06-09,18
USR-0004081,ACC-01742,Admin,1,2025-01-14,2021-06-24,20
USR-0004082,ACC-00680,Viewer,1,2025-03-15,2021-12-22,21
USR-0004083,ACC-01663,Manager,1,2025-03-21,2024-09-19,5
USR-0004084,ACC-00166,Viewer,1,2025-02-10,2022-06-18,20
USR-0004085,ACC-00450,Manager,1,2025-01-24,2024-10-02,5
USR-0004086,ACC-00954,Admin,1,2025-03-17,2023-12-26,17
USR-0004087,ACC-00405,Viewer,1,2025-01-27,2024-04-20,28
USR-0004088,ACC-00133,Viewer,1,2025-01-16,2023-03-19,19
USR-0004089,ACC-01754,Admin,1,2025-01-17,2022-05-12,8
USR-0004090,ACC-00987,Admin,1,2025-03-15,2022-09-06,26
USR-0004091,ACC-00844,Manager,1,2025-01-07,2025-01-05,24
USR-0004092,ACC-01013,Viewer,1,2025-02-17,2022-06-21,20
USR-0004093,ACC-00526,Analyst,0,2025-02-23,2021-10-17,18
USR-0004094,ACC-01723,Admin,1,2025-03-06,2021-11-11,28
USR-0004095,ACC-00191,Developer,0,2025-03-13,2023-07-10,18
USR-0004096,ACC-01425,Developer,0,2025-03-06,2024-09-30,5
USR-0004097,ACC-01781,Analyst,1,2025-01-18,2024-12-11,11
USR-0004098,ACC-00829,Analyst,1,2025-02-17,2022-09-16,27
USR-0004099,ACC-00488,Manager,1,2025-01-15,2022-05-09,35
USR-0004100,ACC-01616,Manager,1,2025-01-01,2024-03-26,8
USR-0004101,ACC-00842,Admin,1,2025-01-10,2021-07-14,25
USR-0004102,ACC-01873,Developer,1,2025-01-04,2024-11-23,13
USR-0004103,ACC-00065,Viewer,1,2025-02-23,2023-05-12,7
USR-0004104,ACC-01710,Analyst,1,2025-02-04,2023-07-15,23
USR-0004105,ACC-01182,Manager,1,2025-02-24,2023-03-04,9
USR-0004106,ACC-00173,Developer,1,2025-03-09,2021-07-26,25
USR-0004107,ACC-00166,Viewer,0,2025-01-06,2022-04-28,26
USR-0004108,ACC-00723,Developer,1,2025-01-11,2022-04-27,8
USR-0004109,ACC-01086,Developer,1,2025-03-12,2022-04-08,21
USR-0004110,ACC-01737,Manager,1,2025-01-09,2021-10-02,26
USR-0004111,ACC-01318,Developer,1,2025-01-22,2023-05-29,6
USR-0004112,ACC-00717,Admin,1,2025-03-08,2024-11-15,3
USR-0004113,ACC-01703,Manager,1,2025-03-23,2021-10-15,26
USR-0004114,ACC-01324,Developer,1,2025-01-03,2024-08-08,11
USR-0004115,ACC-01322,Developer,1,2025-01-20,2023-08-24,6
USR-0004116,ACC-01001,Analyst,1,2025-02-13,2021-04-16,30
USR-0004117,ACC-01674,Viewer,1,2025-03-15,2022-09-18,19
USR-0004118,ACC-01515,Viewer,1,2025-01-15,2024-07-18,21
USR-0004119,ACC-00388,Viewer,1,2025-02-19,2024-02-24,20
USR-0004120,ACC-01855,Admin,1,2025-03-20,2022-12-10,17
USR-0004121,ACC-00184,Developer,1,2025-02-24,2022-11-01,28
USR-0004122,ACC-01372,Viewer,1,2025-01-18,2023-04-10,20
USR-0004123,ACC-01004,Developer,1,2025-03-27,2023-11-23,25
USR-0004124,ACC-00829,Manager,1,2025-02-05,2022-08-22,27
USR-0004125,ACC-00990,Manager,1,2025-03-20,2024-03-03,21
USR-0004126,ACC-00073,Developer,1,2025-01-05,2022-10-08,16
USR-0004127,ACC-01383,Analyst,1,2025-01-09,2022-01-01,5
USR-0004128,ACC-01034,Viewer,1,2025-03-25,2022-10-16,30
USR-0004129,ACC-01174,Manager,1,2025-01-10,2024-01-06,27
USR-0004130,ACC-01621,Viewer,1,2025-02-17,2024-11-16,6
USR-0004131,ACC-00414,Admin,1,2025-01-16,2021-09-26,24
USR-0004132,ACC-00963,Developer,1,2025-03-28,2021-11-29,19
USR-0004133,ACC-01584,Developer,1,2025-01-07,2021-11-23,27
USR-0004134,ACC-01539,Analyst,1,2025-03-05,2022-04-12,1
USR-0004135,ACC-01402,Manager,1,2025-02-06,2023-10-08,16
USR-0004136,ACC-01255,Admin,1,2025-03-13,2024-04-26,18
USR-0004137,ACC-01048,Viewer,1,2025-01-21,2024-08-27,12
USR-0004138,ACC-01831,Developer,1,2025-02-20,2022-03-22,23
USR-0004139,ACC-01796,Manager,1,2025-03-25,2022-12-06,26
USR-0004140,ACC-01128,Developer,1,2025-03-24,2021-08-01,13
USR-0004141,ACC-00400,Manager,1,2025-01-28,2024-10-27,13
USR-0004142,ACC-01805,Viewer,1,2025-02-09,2022-09-05,6
USR-0004143,ACC-01896,Manager,1,2025-02-15,2024-05-10,9
USR-0004144,ACC-00922,Admin,1,2025-01-26,2022-06-11,23
USR-0004145,ACC-01337,Admin,1,2025-02-20,2024-12-26,2
USR-0004146,ACC-01070,Viewer,1,2025-01-09,2022-10-31,30
USR-0004147,ACC-01331,Developer,1,2025-01-09,2021-03-22,33
USR-0004148,ACC-01010,Viewer,1,2025-03-24,2021-10-19,23
USR-0004149,ACC-00155,Admin,0,2025-01-09,2023-02-22,4
USR-0004150,ACC-00008,Admin,1,2025-01-10,2022-08-02,21
USR-0004151,ACC-00838,Manager,1,2025-01-07,2022-05-29,27
USR-0004152,ACC-01517,Viewer,1,2025-02-19,2021-09-13,21
USR-0004153,ACC-01606,Viewer,0,2025-01-09,2022-10-08,29
USR-0004154,ACC-00160,Viewer,1,2025-02-02,2021-07-10,8
USR-0004155,ACC-01651,Analyst,1,2025-03-21,2023-04-23,20
USR-0004156,ACC-01926,Admin,1,2025-02-09,2022-04-30,27
USR-0004157,ACC-00160,Viewer,1,2025-02-24,2021-07-10,7
USR-0004158,ACC-00409,Manager,1,2025-01-03,2024-09-12,12
USR-0004159,ACC-01065,Developer,1,2025-01-13,2022-04-20,28
USR-0004160,ACC-00488,Analyst,1,2025-01-18,2022-05-10,34
USR-0004161,ACC-00960,Viewer,1,2025-03-16,2021-08-15,25
USR-0004162,ACC-01938,Manager,1,2025-01-24,2022-08-01,4
USR-0004163,ACC-01843,Admin,1,2025-02-24,2024-03-31,31
USR-0004164,ACC-00924,Manager,1,2025-02-26,2024-08-27,4
USR-0004165,ACC-01071,Viewer,1,2025-03-05,2022-10-08,6
USR-0004166,ACC-01273,Viewer,1,2025-02-26,2023-07-28,11
USR-0004167,ACC-00630,Manager,1,2025-02-08,2023-08-17,27
USR-0004168,ACC-01580,Viewer,1,2025-01-25,2022-04-07,21
USR-0004169,ACC-01408,Developer,1,2025-03-25,2021-10-09,19
USR-0004170,ACC-00890,Manager,1,2025-03-31,2021-06-18,23
USR-0004171,ACC-00170,Admin,1,2025-03-02,2021-10-09,30
USR-0004172,ACC-01668,Viewer,1,2025-02-27,2023-04-24,7
USR-0004173,ACC-01883,Developer,1,2025-03-24,2023-08-17,24
USR-0004174,ACC-01154,Admin,1,2025-02-17,2023-02-08,20
USR-0004175,ACC-00800,Developer,1,2025-01-05,2024-03-08,32
USR-0004176,ACC-01354,Viewer,1,2025-02-15,2022-02-01,2
USR-0004177,ACC-00868,Developer,1,2025-03-27,2024-06-06,21
USR-0004178,ACC-00075,Viewer,1,2025-01-29,2023-04-14,27
USR-0004179,ACC-01573,Viewer,1,2025-01-13,2022-08-28,24
USR-0004180,ACC-00093,Manager,1,2025-01-15,2023-12-07,24
USR-0004181,ACC-01970,Analyst,1,2025-03-22,2021-02-04,28
USR-0004182,ACC-00174,Manager,1,2025-01-24,2024-09-18,16
USR-0004183,ACC-01676,Viewer,1,2025-02-04,2022-07-07,4
USR-0004184,ACC-01274,Analyst,1,2025-01-28,2022-05-25,6
USR-0004185,ACC-01430,Analyst,1,2025-03-27,2022-01-04,20
USR-0004186,ACC-01478,Admin,1,2025-01-22,2022-01-13,4
USR-0004187,ACC-00687,Viewer,1,2025-02-15,2024-04-17,15
USR-0004188,ACC-00377,Viewer,1,2025-01-10,2024-04-11,3
USR-0004189,ACC-00871,Developer,1,2025-01-21,2023-04-02,8
USR-0004190,ACC-01701,Admin,1,2025-02-22,2024-01-06,19
USR-0004191,ACC-00308,Viewer,1,2025-03-17,2021-04-25,25
USR-0004192,ACC-00558,Viewer,1,2025-03-24,2021-08-19,31
USR-0004193,ACC-00984,Analyst,1,2025-01-13,2022-01-05,3
USR-0004194,ACC-01283,Manager,1,2025-01-08,2023-10-30,27
USR-0004195,ACC-00957,Analyst,0,2024-09-10,2024-10-01,0
USR-0004196,ACC-00700,Viewer,0,2025-03-31,2023-04-01,14
USR-0004197,ACC-01372,Admin,1,2025-02-24,2023-03-22,23
USR-0004198,ACC-00419,Developer,0,2025-03-27,2025-02-27,2
USR-0004199,ACC-00628,Developer,1,2025-02-13,2022-06-20,31
USR-0004200,ACC-01668,Developer,1,2025-01-20,2023-04-10,6
USR-0004201,ACC-01779,Viewer,1,2025-01-17,2022-05-03,33
USR-0004202,ACC-00541,Manager,1,2025-03-13,2022-09-17,11
USR-0004203,ACC-01206,Admin,1,2025-03-14,2024-01-30,6
USR-0004204,ACC-01694,Developer,1,2025-01-07,2021-09-05,3
USR-0004205,ACC-01219,Analyst,1,2025-01-24,2021-05-01,31
USR-0004206,ACC-01305,Developer,1,2025-02-10,2024-11-04,17
USR-0004207,ACC-00958,Developer,1,2025-03-07,2021-04-14,21
USR-0004208,ACC-00767,Admin,1,2025-03-15,2022-05-06,17
USR-0004209,ACC-01924,Viewer,1,2025-02-13,2022-12-20,6
USR-0004210,ACC-00512,Manager,1,2025-02-09,2023-02-20,8
USR-0004211,ACC-01515,Manager,1,2025-01-20,2024-09-04,28
USR-0004212,ACC-00664,Developer,1,2025-03-28,2022-08-16,14
USR-0004213,ACC-01748,Developer,1,2025-01-14,2022-06-13,22
USR-0004214,ACC-01148,Viewer,1,2025-03-21,2022-02-15,17
USR-0004215,ACC-01059,Manager,1,2025-03-04,2021-08-09,20
USR-0004216,ACC-01132,Manager,0,2025-03-27,2023-01-31,5
USR-0004217,ACC-01660,Admin,1,2025-03-09,2023-07-11,20
USR-0004218,ACC-01885,Manager,1,2025-01-17,2023-07-11,21
USR-0004219,ACC-00545,Manager,1,2025-03-17,2024-03-29,17
USR-0004220,ACC-00299,Manager,1,2025-01-29,2022-09-03,9
USR-0004221,ACC-00046,Manager,1,2025-01-11,2023-11-25,7
USR-0004222,ACC-00541,Manager,1,2025-02-06,2022-09-24,17
USR-0004223,ACC-00314,Analyst,1,2025-02-19,2021-08-15,23
USR-0004224,ACC-00141,Admin,1,2025-02-08,2024-01-23,27
USR-0004225,ACC-00094,Analyst,0,2025-02-18,2024-01-02,6
USR-0004226,ACC-01805,Admin,1,2025-02-05,2022-09-19,11
USR-0004227,ACC-01516,Admin,1,2025-02-16,2022-04-25,8
USR-0004228,ACC-00936,Analyst,1,2025-02-04,2023-11-15,21
USR-0004229,ACC-01230,Viewer,0,2025-03-09,2021-07-24,8
USR-0004230,ACC-00210,Developer,0,2025-02-22,2021-11-01,12
USR-0004231,ACC-00978,Viewer,1,2025-03-12,2021-05-11,22
USR-0004232,ACC-01762,Viewer,1,2025-03-14,2021-02-17,25
USR-0004233,ACC-01698,Developer,1,2025-02-16,2021-04-13,6
USR-0004234,ACC-00517,Analyst,0,2025-01-07,2025-01-11,13
USR-0004235,ACC-00302,Analyst,1,2025-02-05,2024-07-12,19
USR-0004236,ACC-01065,Developer,1,2025-03-14,2022-04-05,36
USR-0004237,ACC-01150,Admin,1,2025-03-21,2021-05-11,19
USR-0004238,ACC-00804,Viewer,0,2025-03-31,2021-02-08,5
USR-0004239,ACC-01534,Admin,1,2025-02-14,2021-11-02,30
USR-0004240,ACC-01699,Manager,1,2025-03-10,2021-01-05,32
USR-0004241,ACC-01774,Viewer,1,2025-01-08,2021-12-12,5
USR-0004242,ACC-00151,Manager,1,2025-02-06,2024-09-14,18
USR-0004243,ACC-00096,Admin,1,2025-02-03,2021-11-12,25
USR-0004244,ACC-01233,Viewer,1,2025-01-31,2023-08-05,24
USR-0004245,ACC-01772,Manager,1,2025-03-30,2024-01-02,20
USR-0004246,ACC-01686,Analyst,1,2025-01-29,2021-10-21,4
USR-0004247,ACC-00500,Manager,1,2025-02-22,2021-08-28,30
USR-0004248,ACC-01753,Viewer,1,2025-02-28,2023-07-01,34
USR-0004249,ACC-00005,Manager,1,2025-01-01,2022-03-31,30
USR-0004250,ACC-01219,Viewer,1,2025-01-17,2021-05-05,23
USR-0004251,ACC-01236,Analyst,1,2025-01-10,2023-12-05,23
USR-0004252,ACC-00924,Manager,1,2025-01-15,2024-10-09,2
USR-0004253,ACC-00916,Viewer,1,2025-01-17,2023-11-08,20
USR-0004254,ACC-00862,Manager,0,2024-07-26,2023-11-27,0
USR-0004255,ACC-00828,Viewer,1,2025-02-11,2023-05-08,33
USR-0004256,ACC-01454,Developer,1,2025-02-17,2021-12-04,30
USR-0004257,ACC-00343,Admin,1,2025-01-25,2021-04-13,3
USR-0004258,ACC-00836,Manager,1,2025-02-28,2023-05-23,28
USR-0004259,ACC-00658,Analyst,1,2025-01-11,2024-02-11,12
USR-0004260,ACC-01163,Manager,1,2025-01-20,2022-07-31,23
USR-0004261,ACC-01694,Developer,1,2025-01-15,2021-06-15,2
USR-0004262,ACC-01223,Viewer,1,2025-02-17,2023-09-13,7
USR-0004263,ACC-01825,Admin,1,2025-03-14,2023-04-18,20
USR-0004264,ACC-01045,Developer,0,2025-03-31,2024-05-01,6
USR-0004265,ACC-00696,Manager,1,2025-01-19,2021-11-29,6
USR-0004266,ACC-01644,Manager,1,2025-03-13,2022-10-03,14
USR-0004267,ACC-00745,Admin,1,2025-02-27,2024-01-01,7
USR-0004268,ACC-01315,Admin,0,2025-03-14,2022-05-08,17
USR-0004269,ACC-00905,Manager,1,2025-01-28,2022-06-14,24
USR-0004270,ACC-01748,Viewer,1,2025-02-01,2022-07-30,31
USR-0004271,ACC-00335,Developer,1,2025-03-28,2021-09-10,27
USR-0004272,ACC-01343,Developer,1,2025-03-08,2024-03-16,21
USR-0004273,ACC-00816,Manager,1,2025-01-12,2023-03-20,23
USR-0004274,ACC-00798,Admin,1,2025-02-07,2022-08-06,17
USR-0004275,ACC-01281,Admin,1,2025-01-13,2022-10-19,24
USR-0004276,ACC-01215,Manager,0,2025-01-14,2024-02-25,5
USR-0004277,ACC-01285,Developer,1,2025-03-19,2021-08-13,22
USR-0004278,ACC-01953,Viewer,1,2025-01-10,2022-04-21,19
USR-0004279,ACC-01666,Analyst,1,2025-02-09,2024-03-31,7
USR-0004280,ACC-00362,Developer,1,2025-03-07,2022-02-07,18
USR-0004281,ACC-00711,Admin,1,2025-01-15,2022-04-09,24
USR-0004282,ACC-00228,Analyst,1,2025-01-09,2023-09-03,17
USR-0004283,ACC-00999,Analyst,1,2025-02-23,2023-04-15,6
USR-0004284,ACC-01537,Analyst,1,2025-02-24,2023-08-29,22
USR-0004285,ACC-01601,Developer,1,2025-02-13,2023-01-18,31
USR-0004286,ACC-01215,Analyst,0,2025-03-19,2024-01-29,6
USR-0004287,ACC-01510,Developer,1,2025-01-01,2024-04-06,14
USR-0004288,ACC-00827,Admin,1,2025-03-06,2024-08-25,4
USR-0004289,ACC-01270,Developer,1,2025-01-11,2023-02-08,12
USR-0004290,ACC-00618,Viewer,1,2025-01-01,2023-06-25,23
USR-0004291,ACC-01451,Admin,1,2025-01-18,2023-09-29,24
USR-0004292,ACC-01322,Admin,1,2025-03-17,2023-06-24,12
USR-0004293,ACC-00344,Developer,1,2025-02-22,2022-12-05,34
USR-0004294,ACC-01883,Admin,1,2025-02-08,2023-09-26,27
USR-0004295,ACC-01483,Viewer,1,2025-02-19,2023-02-11,26
USR-0004296,ACC-00839,Analyst,1,2025-02-23,2023-06-12,23
USR-0004297,ACC-01049,Viewer,0,2025-02-12,2024-10-25,3
USR-0004298,ACC-00865,Analyst,0,2025-01-12,2023-09-16,12
USR-0004299,ACC-00737,Analyst,1,2025-02-17,2024-02-13,4
USR-0004300,ACC-01654,Admin,1,2025-01-22,2022-09-03,9
USR-0004301,ACC-00529,Viewer,1,2025-02-09,2022-07-06,15
USR-0004302,ACC-01114,Developer,1,2025-03-06,2022-12-14,22
USR-0004303,ACC-00852,Analyst,1,2025-01-11,2023-03-11,2
USR-0004304,ACC-01654,Admin,1,2025-02-06,2022-06-27,4
USR-0004305,ACC-00580,Viewer,1,2025-02-04,2024-03-07,8
USR-0004306,ACC-00740,Viewer,1,2025-01-16,2022-09-09,33
USR-0004307,ACC-00349,Developer,1,2025-03-23,2021-12-08,23
USR-0004308,ACC-00839,Analyst,1,2025-02-17,2023-04-17,20
USR-0004309,ACC-00377,Viewer,1,2025-03-03,2024-02-29,11
USR-0004310,ACC-01722,Admin,1,2025-03-21,2024-11-17,21
USR-0004311,ACC-00821,Viewer,1,2025-03-27,2022-07-02,27
USR-0004312,ACC-00345,Analyst,1,2025-02-22,2022-12-25,27
USR-0004313,ACC-00917,Admin,1,2025-01-18,2021-05-29,18
USR-0004314,ACC-00605,Admin,0,2024-08-15,2024-10-16,0
USR-0004315,ACC-00853,Admin,0,2024-10-17,2025-02-09,0
USR-0004316,ACC-00962,Analyst,1,2025-03-21,2022-08-26,17
USR-0004317,ACC-00943,Manager,0,2025-02-25,2021-08-30,6
USR-0004318,ACC-01942,Developer,1,2025-03-19,2022-10-07,4
USR-0004319,ACC-00750,Admin,0,2025-02-07,2023-06-14,18
USR-0004320,ACC-00861,Viewer,1,2025-02-12,2023-11-27,27
USR-0004321,ACC-01838,Viewer,1,2025-01-26,2024-04-19,11
USR-0004322,ACC-00264,Analyst,1,2025-03-22,2021-09-23,6
USR-0004323,ACC-00685,Analyst,1,2025-02-04,2021-08-23,20
USR-0004324,ACC-00536,Admin,1,2025-02-23,2022-06-02,24
USR-0004325,ACC-01561,Analyst,1,2025-01-30,2023-04-28,23
USR-0004326,ACC-00016,Admin,1,2025-02-11,2024-04-08,18
USR-0004327,ACC-00651,Analyst,1,2025-03-09,2021-07-14,20
USR-0004328,ACC-00322,Developer,1,2025-01-27,2022-03-29,19
USR-0004329,ACC-00371,Admin,1,2025-02-16,2022-07-05,9
USR-0004330,ACC-01451,Developer,1,2025-03-30,2023-10-04,25
USR-0004331,ACC-01344,Analyst,1,2025-03-01,2023-11-03,5
USR-0004332,ACC-00182,Manager,1,2025-02-13,2022-02-17,33
USR-0004333,ACC-00159,Manager,1,2025-03-27,2022-11-13,9
USR-0004334,ACC-01882,Viewer,0,2025-01-09,2021-03-05,22
USR-0004335,ACC-01070,Developer,1,2025-03-13,2022-12-01,23
USR-0004336,ACC-00818,Admin,1,2025-01-22,2022-09-10,18
USR-0004337,ACC-00855,Analyst,1,2025-02-28,2023-09-21,27
USR-0004338,ACC-01517,Analyst,1,2025-01-27,2021-10-13,17
USR-0004339,ACC-00621,Analyst,1,2025-03-05,2024-07-09,16
USR-0004340,ACC-00347,Admin,1,2025-03-13,2022-10-21,25
USR-0004341,ACC-00364,Viewer,1,2025-02-08,2024-10-02,26
USR-0004342,ACC-01269,Admin,1,2025-02-04,2025-01-16,2
USR-0004343,ACC-01398,Admin,1,2025-01-12,2022-08-07,7
USR-0004344,ACC-00879,Developer,1,2025-03-11,2021-11-20,29
USR-0004345,ACC-01083,Analyst,1,2025-03-28,2025-02-10,27
USR-0004346,ACC-01428,Analyst,1,2025-02-13,2023-04-06,27
USR-0004347,ACC-01900,Manager,1,2025-03-14,2021-09-04,3
USR-0004348,ACC-00059,Analyst,0,2025-01-15,2022-08-20,4
USR-0004349,ACC-00640,Manager,1,2025-03-23,2023-06-17,19
USR-0004350,ACC-01511,Developer,1,2025-03-28,2022-04-03,20
USR-0004351,ACC-01138,Admin,0,2025-01-05,2021-08-11,6
USR-0004352,ACC-00239,Developer,1,2025-02-19,2021-02-10,22
USR-0004353,ACC-01476,Viewer,1,2025-01-30,2021-05-31,10
USR-0004354,ACC-01402,Manager,1,2025-03-13,2023-10-26,20
