batch_id,production_line,product,batch_start,batch_end,planned_units,units_produced,defect_count,downtime_minutes,machine_id,failure_event
B-03330,Line-E,Bracket-Z,2025-03-09 08:00:00,2025-03-09 16:00:00,305,293,8,25.1,MCH-0044,0
B-00637,Line-C,Valve-Q,2025-02-07 16:00:00,2025-02-08 00:00:00,382,314,30,127.7,MCH-0037,1
B-01721,Line-D,Rotor-M,2025-02-19 00:00:00,2025-02-19 08:00:00,365,280,24,171.3,MCH-0028,1
B-00447,Line-C,Bracket-Z,2025-02-05 08:00:00,2025-02-05 16:00:00,343,319,11,40.6,MCH-0037,0
B-01533,Line-B,Valve-Q,2025-02-17 08:00:00,2025-02-17 16:00:00,284,274,7,25.6,MCH-0026,0
B-02423,Line-E,Gear-X,2025-02-27 00:00:00,2025-02-27 08:00:00,379,281,26,185.6,MCH-0034,1
B-02826,Line-C,Bracket-Z,2025-03-04 16:00:00,2025-03-05 00:00:00,360,313,21,89.0,MCH-0012,1
B-01885,Line-B,Rotor-M,2025-02-21 08:00:00,2025-02-21 16:00:00,256,209,17,141.0,MCH-0021,1
B-03791,Line-D,Gear-X,2025-03-14 16:00:00,2025-03-15 00:00:00,396,320,26,134.5,MCH-0043,1
B-00156,Line-A,Gear-X,2025-02-02 00:00:00,2025-02-02 08:00:00,211,196,6,26.2,MCH-0035,0
B-01306,Line-D,Widget-A,2025-02-14 00:00:00,2025-02-14 08:00:00,297,246,25,130.8,MCH-0048,1
B-00236,Line-B,Valve-Q,2025-02-03 00:00:00,2025-02-03 08:00:00,357,331,13,36.8,MCH-0031,0
B-01528,Line-D,Valve-Q,2025-02-17 08:00:00,2025-02-17 16:00:00,256,225,7,54.8,MCH-0023,0
B-02878,Line-A,Widget-A,2025-03-04 08:00:00,2025-03-04 16:00:00,271,254,9,49.1,MCH-0040,0
B-03640,Line-B,Widget-A,2025-03-13 16:00:00,2025-03-14 00:00:00,328,246,22,187.0,MCH-0016,1
B-03295,Line-E,Rotor-M,2025-03-09 00:00:00,2025-03-09 08:00:00,309,284,12,54.3,MCH-0024,0
B-03606,Line-C,Gear-X,2025-03-12 08:00:00,2025-03-12 16:00:00,319,307,6,0.0,MCH-0047,0
B-01103,Line-A,Bracket-Z,2025-02-12 08:00:00,2025-02-12 16:00:00,343,318,11,34.8,MCH-0045,0
B-02664,Line-C,Gear-X,2025-03-02 00:00:00,2025-03-02 08:00:00,285,274,6,27.1,MCH-0022,0
B-02381,Line-C,Rotor-M,2025-02-27 08:00:00,2025-02-27 16:00:00,255,198,22,148.9,MCH-0012,1
B-02849,Line-D,Widget-A,2025-03-04 00:00:00,2025-03-04 08:00:00,296,251,21,113.3,MCH-0023,1
B-03973,Line-D,Bracket-Z,2025-03-16 08:00:00,2025-03-16 16:00:00,344,330,8,23.8,MCH-0048,0
B-03890,Line-D,Widget-A,2025-03-15 08:00:00,2025-03-15 16:00:00,370,280,23,172.8,MCH-0048,1
B-01607,Line-E,Widget-A,2025-02-18 16:00:00,2025-02-19 00:00:00,362,278,23,173.8,MCH-0019,1
B-02625,Line-E,Rotor-M,2025-03-02 08:00:00,2025-03-02 16:00:00,300,284,7,25.1,MCH-0004,0
B-02418,Line-B,Widget-A,2025-02-27 16:00:00,2025-02-28 00:00:00,306,287,10,16.2,MCH-0031,0
B-02375,Line-D,Gear-X,2025-02-27 08:00:00,2025-02-27 16:00:00,324,315,16,19.8,MCH-0008,0
B-03346,Line-A,Bracket-Z,2025-03-10 08:00:00,2025-03-10 16:00:00,317,299,9,32.2,MCH-0005,0
B-03348,Line-C,Rotor-M,2025-03-10 08:00:00,2025-03-10 16:00:00,286,272,8,40.8,MCH-0007,0
B-02588,Line-A,Rotor-M,2025-03-01 00:00:00,2025-03-01 08:00:00,303,285,8,20.4,MCH-0035,0
B-02364,Line-A,Rotor-M,2025-02-26 00:00:00,2025-02-26 08:00:00,312,236,28,184.3,MCH-0050,1
B-02899,Line-E,Rotor-M,2025-03-05 00:00:00,2025-03-05 08:00:00,363,352,9,8.7,MCH-0004,0
B-04027,Line-D,Rotor-M,2025-03-17 16:00:00,2025-03-18 00:00:00,380,361,14,37.0,MCH-0033,0
B-02624,Line-E,Widget-A,2025-03-02 00:00:00,2025-03-02 08:00:00,246,237,6,17.7,MCH-0004,0
B-01787,Line-E,Valve-Q,2025-02-20 16:00:00,2025-02-21 00:00:00,315,297,10,20.6,MCH-0014,0
B-01106,Line-B,Bracket-Z,2025-02-12 16:00:00,2025-02-13 00:00:00,287,247,27,113.7,MCH-0046,1
B-03906,Line-D,Gear-X,2025-03-16 16:00:00,2025-03-17 00:00:00,306,238,19,166.7,MCH-0008,1
B-03903,Line-C,Gear-X,2025-03-16 00:00:00,2025-03-16 08:00:00,310,301,8,15.5,MCH-0007,0
B-02601,Line-C,Widget-A,2025-03-01 08:00:00,2025-03-01 16:00:00,290,265,6,33.5,MCH-0042,0
B-03800,Line-A,Widget-A,2025-03-14 16:00:00,2025-03-15 00:00:00,291,233,23,148.5,MCH-0050,1
B-01397,Line-D,Gear-X,2025-02-16 16:00:00,2025-02-17 00:00:00,308,286,7,33.1,MCH-0003,0
B-03971,Line-C,Gear-X,2025-03-16 08:00:00,2025-03-16 16:00:00,253,242,6,21.7,MCH-0047,0
B-00455,Line-A,Gear-X,2025-02-05 08:00:00,2025-02-05 16:00:00,313,301,11,21.9,MCH-0040,0
B-03659,Line-C,Widget-A,2025-03-13 00:00:00,2025-03-13 08:00:00,318,304,10,14.3,MCH-0027,0
B-02472,Line-A,Valve-Q,2025-02-28 08:00:00,2025-02-28 16:00:00,284,252,9,56.8,MCH-0010,0
B-03398,Line-A,Gear-X,2025-03-10 16:00:00,2025-03-11 00:00:00,373,353,9,15.6,MCH-0030,0
B-01319,Line-E,Bracket-Z,2025-02-15 16:00:00,2025-02-16 00:00:00,312,264,19,118.6,MCH-0004,1
B-01269,Line-E,Bracket-Z,2025-02-14 08:00:00,2025-02-14 16:00:00,317,305,9,28.6,MCH-0029,0
B-03639,Line-B,Widget-A,2025-03-13 00:00:00,2025-03-13 08:00:00,392,311,29,137.8,MCH-0016,1
B-01448,Line-A,Valve-Q,2025-02-16 16:00:00,2025-02-17 00:00:00,312,291,7,47.5,MCH-0030,0
B-01710,Line-C,Gear-X,2025-02-19 16:00:00,2025-02-20 00:00:00,333,310,9,22.9,MCH-0022,0
B-03011,Line-D,Rotor-M,2025-03-06 08:00:00,2025-03-06 16:00:00,337,268,25,147.7,MCH-0013,1
B-01259,Line-A,Widget-A,2025-02-14 00:00:00,2025-02-14 08:00:00,293,286,7,14.0,MCH-0025,0
B-01852,Line-D,Gear-X,2025-02-21 16:00:00,2025-02-22 00:00:00,321,301,9,25.5,MCH-0003,0
B-00472,Line-D,Valve-Q,2025-02-05 08:00:00,2025-02-05 16:00:00,318,309,8,17.6,MCH-0048,0
B-01226,Line-D,Widget-A,2025-02-14 16:00:00,2025-02-15 00:00:00,361,349,15,27.9,MCH-0008,0
B-03970,Line-C,Bracket-Z,2025-03-16 08:00:00,2025-03-16 16:00:00,333,318,8,16.9,MCH-0047,0
B-03256,Line-B,Bracket-Z,2025-03-09 08:00:00,2025-03-09 16:00:00,228,217,10,32.6,MCH-0001,0
B-01461,Line-C,Gear-X,2025-02-16 16:00:00,2025-02-17 00:00:00,298,286,8,24.4,MCH-0037,0
B-01958,Line-A,Valve-Q,2025-02-22 16:00:00,2025-02-23 00:00:00,363,291,18,145.2,MCH-0020,1
B-02458,Line-D,Gear-X,2025-02-28 08:00:00,2025-02-28 16:00:00,285,266,10,26.5,MCH-0003,0
B-01960,Line-C,Bracket-Z,2025-02-22 08:00:00,2025-02-22 16:00:00,322,313,9,19.6,MCH-0022,0
B-02859,Line-E,Bracket-Z,2025-03-04 00:00:00,2025-03-04 08:00:00,311,292,6,35.9,MCH-0029,0
B-00996,Line-B,Rotor-M,2025-02-11 08:00:00,2025-02-11 16:00:00,309,288,8,40.5,MCH-0036,0
B-02719,Line-C,Rotor-M,2025-03-03 16:00:00,2025-03-04 00:00:00,291,273,6,13.0,MCH-0002,0
B-02112,Line-B,Rotor-M,2025-02-24 08:00:00,2025-02-24 16:00:00,331,321,16,12.1,MCH-0011,0
B-00408,Line-E,Rotor-M,2025-02-05 00:00:00,2025-02-05 08:00:00,296,284,11,34.7,MCH-0019,0
B-02336,Line-A,Valve-Q,2025-02-26 08:00:00,2025-02-26 16:00:00,360,267,21,179.8,MCH-0035,1
B-02444,Line-C,Rotor-M,2025-02-27 00:00:00,2025-02-27 08:00:00,312,291,10,34.7,MCH-0047,0
B-03057,Line-A,Gear-X,2025-03-06 08:00:00,2025-03-06 16:00:00,387,367,10,34.7,MCH-0040,0
B-01391,Line-E,Valve-Q,2025-02-15 16:00:00,2025-02-16 00:00:00,334,320,9,12.6,MCH-0049,0
B-03361,Line-C,Rotor-M,2025-03-10 00:00:00,2025-03-10 08:00:00,315,257,23,114.5,MCH-0012,1
B-01052,Line-A,Bracket-Z,2025-02-12 16:00:00,2025-02-13 00:00:00,268,263,7,0.0,MCH-0015,0
B-03950,Line-B,Widget-A,2025-03-16 16:00:00,2025-03-17 00:00:00,357,329,8,39.5,MCH-0036,0
B-01429,Line-A,Rotor-M,2025-02-16 00:00:00,2025-02-16 08:00:00,286,283,11,0.0,MCH-0020,0
B-01249,Line-B,Gear-X,2025-02-14 00:00:00,2025-02-14 08:00:00,314,295,9,16.1,MCH-0021,0
B-03589,Line-A,Widget-A,2025-03-12 16:00:00,2025-03-13 00:00:00,335,314,11,22.5,MCH-0035,0
B-00291,Line-E,Gear-X,2025-02-04 08:00:00,2025-02-04 16:00:00,303,282,7,23.2,MCH-0014,0
B-03308,Line-B,Gear-X,2025-03-09 16:00:00,2025-03-10 00:00:00,306,292,13,34.6,MCH-0031,0
B-01931,Line-A,Valve-Q,2025-02-21 08:00:00,2025-02-21 16:00:00,285,202,26,219.1,MCH-0050,1
B-00422,Line-A,Valve-Q,2025-02-05 00:00:00,2025-02-05 08:00:00,361,340,10,16.3,MCH-0025,0
B-01686,Line-B,Gear-X,2025-02-19 08:00:00,2025-02-19 16:00:00,366,316,37,109.7,MCH-0011,1
B-01671,Line-C,Widget-A,2025-02-19 08:00:00,2025-02-19 16:00:00,309,294,8,32.8,MCH-0002,0
B-00821,Line-A,Bracket-Z,2025-02-09 08:00:00,2025-02-09 16:00:00,377,356,10,34.0,MCH-0040,0
B-00342,Line-E,Rotor-M,2025-02-04 00:00:00,2025-02-04 08:00:00,301,283,7,40.0,MCH-0039,0
B-03785,Line-B,Rotor-M,2025-03-14 08:00:00,2025-03-14 16:00:00,330,310,10,20.8,MCH-0041,0
B-03285,Line-E,Widget-A,2025-03-09 16:00:00,2025-03-10 00:00:00,319,310,10,13.4,MCH-0019,0
B-03281,Line-B,Valve-Q,2025-03-09 16:00:00,2025-03-10 00:00:00,327,302,14,28.4,MCH-0016,0
B-00273,Line-B,Rotor-M,2025-02-04 00:00:00,2025-02-04 08:00:00,258,237,7,28.5,MCH-0006,0
B-02027,Line-A,Gear-X,2025-02-23 08:00:00,2025-02-23 16:00:00,317,298,6,22.1,MCH-0015,0
B-00102,Line-A,Bracket-Z,2025-02-02 16:00:00,2025-02-03 00:00:00,265,252,7,5.4,MCH-0005,0
B-02631,Line-C,Rotor-M,2025-03-02 16:00:00,2025-03-03 00:00:00,364,280,31,156.3,MCH-0007,1
B-02981,Line-B,Gear-X,2025-03-05 08:00:00,2025-03-05 16:00:00,277,266,9,27.3,MCH-0046,0
B-01470,Line-B,Rotor-M,2025-02-16 08:00:00,2025-02-16 16:00:00,312,295,9,15.8,MCH-0041,0
B-01169,Line-E,Bracket-Z,2025-02-13 08:00:00,2025-02-13 16:00:00,408,391,9,19.1,MCH-0029,0
B-00520,Line-E,Widget-A,2025-02-06 00:00:00,2025-02-06 08:00:00,330,316,12,33.5,MCH-0024,0
B-03324,Line-A,Widget-A,2025-03-09 00:00:00,2025-03-09 08:00:00,314,251,19,154.5,MCH-0040,1
B-03760,Line-A,Bracket-Z,2025-03-14 16:00:00,2025-03-15 00:00:00,322,303,10,40.4,MCH-0025,0
B-03096,Line-B,Gear-X,2025-03-07 08:00:00,2025-03-07 16:00:00,314,293,13,23.8,MCH-0016,0
B-00930,Line-E,Valve-Q,2025-02-10 16:00:00,2025-02-11 00:00:00,322,310,10,23.3,MCH-0049,0
B-00117,Line-E,Gear-X,2025-02-02 08:00:00,2025-02-02 16:00:00,406,378,11,30.5,MCH-0014,0
B-03621,Line-B,Gear-X,2025-03-13 00:00:00,2025-03-13 08:00:00,384,350,15,59.4,MCH-0006,0
B-00329,Line-C,Valve-Q,2025-02-04 08:00:00,2025-02-04 16:00:00,349,269,26,170.6,MCH-0032,1
B-01250,Line-B,Gear-X,2025-02-14 16:00:00,2025-02-15 00:00:00,296,274,8,28.8,MCH-0021,0
B-00845,Line-B,Bracket-Z,2025-02-10 16:00:00,2025-02-11 00:00:00,304,288,10,20.3,MCH-0006,0
B-03273,Line-C,Valve-Q,2025-03-09 00:00:00,2025-03-09 08:00:00,259,251,9,17.7,MCH-0012,0
B-03856,Line-A,Valve-Q,2025-03-15 00:00:00,2025-03-15 08:00:00,305,288,8,20.6,MCH-0030,0
B-01627,Line-A,Gear-X,2025-02-18 08:00:00,2025-02-18 16:00:00,298,286,9,24.0,MCH-0030,0
B-01983,Line-B,Rotor-M,2025-02-22 00:00:00,2025-02-22 08:00:00,369,346,9,35.3,MCH-0036,0
B-03059,Line-B,Gear-X,2025-03-06 16:00:00,2025-03-07 00:00:00,360,343,10,16.9,MCH-0041,0
B-03239,Line-D,Bracket-Z,2025-03-08 16:00:00,2025-03-09 00:00:00,285,278,10,10.3,MCH-0043,0
B-02902,Line-B,Bracket-Z,2025-03-05 16:00:00,2025-03-06 00:00:00,206,197,6,32.0,MCH-0006,0
B-01942,Line-C,Rotor-M,2025-02-22 08:00:00,2025-02-22 16:00:00,339,320,9,21.6,MCH-0007,0
B-02836,Line-B,Valve-Q,2025-03-04 16:00:00,2025-03-05 00:00:00,296,217,23,191.8,MCH-0016,1
B-02065,Line-C,Bracket-Z,2025-02-23 16:00:00,2025-02-24 00:00:00,328,320,10,20.9,MCH-0037,0
B-02795,Line-C,Widget-A,2025-03-03 16:00:00,2025-03-04 00:00:00,289,275,8,31.5,MCH-0047,0
B-00231,Line-D,Widget-A,2025-02-03 08:00:00,2025-02-03 16:00:00,279,255,6,53.6,MCH-0028,0
B-03751,Line-E,Bracket-Z,2025-03-14 08:00:00,2025-03-14 16:00:00,381,277,23,189.4,MCH-0019,1
B-01360,Line-A,Bracket-Z,2025-02-15 16:00:00,2025-02-16 00:00:00,285,266,8,26.6,MCH-0030,0
B-03524,Line-C,Rotor-M,2025-03-12 16:00:00,2025-03-13 00:00:00,360,311,31,101.6,MCH-0002,1
B-02634,Line-E,Bracket-Z,2025-03-02 00:00:00,2025-03-02 08:00:00,398,377,13,42.0,MCH-0009,0
B-01849,Line-C,Gear-X,2025-02-21 08:00:00,2025-02-21 16:00:00,373,357,9,24.2,MCH-0002,0
B-00337,Line-B,Widget-A,2025-02-04 08:00:00,2025-02-04 16:00:00,289,265,7,28.7,MCH-0036,0
B-01160,Line-A,Rotor-M,2025-02-13 08:00:00,2025-02-13 16:00:00,338,328,7,11.1,MCH-0025,0
B-02440,Line-D,Rotor-M,2025-02-27 00:00:00,2025-02-27 08:00:00,315,252,24,131.6,MCH-0043,1
B-03327,Line-D,Valve-Q,2025-03-09 08:00:00,2025-03-09 16:00:00,394,347,33,73.5,MCH-0043,1
B-00060,Line-D,Rotor-M,2025-02-01 16:00:00,2025-02-02 00:00:00,312,295,7,28.2,MCH-0033,0
B-02060,Line-E,Gear-X,2025-02-23 00:00:00,2025-02-23 08:00:00,337,310,12,41.6,MCH-0034,0
B-03623,Line-C,Gear-X,2025-03-13 16:00:00,2025-03-14 00:00:00,247,233,9,9.1,MCH-0007,0
B-02048,Line-D,Rotor-M,2025-02-23 00:00:00,2025-02-23 08:00:00,394,335,23,98.9,MCH-0028,1
B-00889,Line-C,Gear-X,2025-02-10 00:00:00,2025-02-10 08:00:00,347,333,13,19.3,MCH-0027,0
B-02830,Line-E,Rotor-M,2025-03-04 00:00:00,2025-03-04 08:00:00,279,216,20,164.6,MCH-0014,1
B-02023,Line-D,Gear-X,2025-02-23 08:00:00,2025-02-23 16:00:00,400,390,8,7.3,MCH-0013,0
B-00025,Line-E,Valve-Q,2025-02-01 00:00:00,2025-02-01 08:00:00,287,220,16,157.8,MCH-0014,1
B-00169,Line-B,Bracket-Z,2025-02-02 16:00:00,2025-02-03 00:00:00,296,280,8,9.1,MCH-0041,0
B-03771,Line-C,Rotor-M,2025-03-14 08:00:00,2025-03-14 16:00:00,292,234,30,161.4,MCH-0032,1
B-03309,Line-C,Widget-A,2025-03-09 08:00:00,2025-03-09 16:00:00,326,308,9,36.4,MCH-0032,0
B-00428,Line-D,Bracket-Z,2025-02-05 16:00:00,2025-02-06 00:00:00,330,321,8,15.8,MCH-0028,0
B-01871,Line-D,Widget-A,2025-02-21 16:00:00,2025-02-22 00:00:00,358,330,10,41.8,MCH-0013,0
B-00450,Line-D,Bracket-Z,2025-02-05 00:00:00,2025-02-05 08:00:00,334,317,10,41.7,MCH-0038,0
B-00847,Line-B,Valve-Q,2025-02-10 08:00:00,2025-02-10 16:00:00,347,325,11,24.8,MCH-0006,0
B-03433,Line-E,Widget-A,2025-03-10 00:00:00,2025-03-10 08:00:00,375,352,14,25.3,MCH-0049,0
B-00018,Line-A,Widget-A,2025-02-01 16:00:00,2025-02-02 00:00:00,361,263,29,199.3,MCH-0010,1
B-01180,Line-A,Valve-Q,2025-02-13 00:00:00,2025-02-13 08:00:00,343,339,14,10.0,MCH-0035,0
B-00357,Line-B,Widget-A,2025-02-04 08:00:00,2025-02-04 16:00:00,294,207,24,204.3,MCH-0046,1
B-00666,Line-E,Bracket-Z,2025-02-08 00:00:00,2025-02-08 08:00:00,385,360,11,27.9,MCH-0004,0
B-03196,Line-C,Bracket-Z,2025-03-08 16:00:00,2025-03-09 00:00:00,326,314,7,28.0,MCH-0017,0
B-03827,Line-A,Gear-X,2025-03-15 00:00:00,2025-03-15 08:00:00,267,256,6,11.5,MCH-0015,0
B-00974,Line-A,Valve-Q,2025-02-11 16:00:00,2025-02-12 00:00:00,334,328,8,11.5,MCH-0025,0
B-02533,Line-E,Gear-X,2025-02-28 08:00:00,2025-02-28 16:00:00,301,293,10,14.5,MCH-0044,0
B-03216,Line-D,Widget-A,2025-03-08 08:00:00,2025-03-08 16:00:00,321,296,7,33.3,MCH-0028,0
B-01246,Line-A,Rotor-M,2025-02-14 08:00:00,2025-02-14 16:00:00,302,293,13,24.1,MCH-0020,0
B-02067,Line-C,Valve-Q,2025-02-23 16:00:00,2025-02-24 00:00:00,382,367,11,24.1,MCH-0037,0
B-02231,Line-D,Bracket-Z,2025-02-25 08:00:00,2025-02-25 16:00:00,352,334,16,42.1,MCH-0028,0
B-03493,Line-B,Valve-Q,2025-03-11 16:00:00,2025-03-12 00:00:00,307,246,20,152.3,MCH-0036,1
B-00891,Line-D,Rotor-M,2025-02-10 00:00:00,2025-02-10 08:00:00,438,403,13,51.6,MCH-0028,0
B-00919,Line-D,Widget-A,2025-02-10 08:00:00,2025-02-10 16:00:00,328,263,20,151.0,MCH-0043,1
B-02278,Line-B,Gear-X,2025-02-26 08:00:00,2025-02-26 16:00:00,273,260,8,32.9,MCH-0006,0
B-03039,Line-E,Widget-A,2025-03-06 16:00:00,2025-03-07 00:00:00,438,425,8,18.0,MCH-0029,0
B-03869,Line-C,Rotor-M,2025-03-15 16:00:00,2025-03-16 00:00:00,342,331,15,21.0,MCH-0037,0
B-02111,Line-B,Widget-A,2025-02-24 00:00:00,2025-02-24 08:00:00,292,274,14,37.6,MCH-0011,0
B-00727,Line-A,Rotor-M,2025-02-08 08:00:00,2025-02-08 16:00:00,354,339,10,15.3,MCH-0040,0
B-02487,Line-C,Widget-A,2025-02-28 16:00:00,2025-03-01 00:00:00,338,328,7,19.1,MCH-0017,0
B-02876,Line-E,Bracket-Z,2025-03-04 16:00:00,2025-03-05 00:00:00,332,316,6,18.5,MCH-0039,0
B-00134,Line-B,Widget-A,2025-02-02 08:00:00,2025-02-02 16:00:00,289,271,7,20.2,MCH-0021,0
B-03066,Line-A,Bracket-Z,2025-03-06 16:00:00,2025-03-07 00:00:00,346,280,29,129.7,MCH-0045,1
B-00445,Line-B,Gear-X,2025-02-05 16:00:00,2025-02-06 00:00:00,279,256,22,60.0,MCH-0036,1
B-03634,Line-E,Rotor-M,2025-03-13 16:00:00,2025-03-14 00:00:00,407,389,13,33.0,MCH-0014,0
B-00951,Line-A,Gear-X,2025-02-11 00:00:00,2025-02-11 08:00:00,320,296,11,29.3,MCH-0010,0
B-03082,Line-E,Gear-X,2025-03-07 08:00:00,2025-03-07 16:00:00,321,255,26,144.3,MCH-0009,1
B-01619,Line-C,Valve-Q,2025-02-18 00:00:00,2025-02-18 08:00:00,329,252,31,155.4,MCH-0027,1
B-03727,Line-C,Valve-Q,2025-03-14 08:00:00,2025-03-14 16:00:00,342,321,10,42.8,MCH-0007,0
B-03714,Line-C,Rotor-M,2025-03-14 00:00:00,2025-03-14 08:00:00,295,264,6,49.3,MCH-0002,0
B-02725,Line-B,Gear-X,2025-03-03 08:00:00,2025-03-03 16:00:00,345,325,10,39.9,MCH-0006,0
B-01924,Line-B,Gear-X,2025-02-21 00:00:00,2025-02-21 08:00:00,336,280,21,125.3,MCH-0046,1
B-03093,Line-D,Rotor-M,2025-03-07 08:00:00,2025-03-07 16:00:00,238,218,6,23.7,MCH-0013,0
B-00874,Line-A,Valve-Q,2025-02-10 16:00:00,2025-02-11 00:00:00,411,321,38,172.2,MCH-0020,1
B-03024,Line-E,Valve-Q,2025-03-06 16:00:00,2025-03-07 00:00:00,303,294,11,6.6,MCH-0019,0
B-01395,Line-B,Widget-A,2025-02-16 16:00:00,2025-02-17 00:00:00,304,289,13,36.8,MCH-0001,0
B-01203,Line-C,Valve-Q,2025-02-13 00:00:00,2025-02-13 08:00:00,278,267,6,7.1,MCH-0047,0
B-00580,Line-A,Gear-X,2025-02-07 00:00:00,2025-02-07 08:00:00,263,232,9,52.8,MCH-0005,0
B-02077,Line-E,Valve-Q,2025-02-23 00:00:00,2025-02-23 08:00:00,333,320,8,31.9,MCH-0044,0
B-03551,Line-B,Rotor-M,2025-03-12 00:00:00,2025-03-12 08:00:00,288,262,12,47.6,MCH-0016,0
B-03533,Line-D,Bracket-Z,2025-03-12 16:00:00,2025-03-13 00:00:00,305,237,17,148.9,MCH-0008,1
B-01136,Line-C,Widget-A,2025-02-13 00:00:00,2025-02-13 08:00:00,350,271,23,175.5,MCH-0012,1
B-01324,Line-B,Valve-Q,2025-02-15 16:00:00,2025-02-16 00:00:00,350,334,9,25.8,MCH-0006,0
B-00478,Line-C,Rotor-M,2025-02-06 08:00:00,2025-02-06 16:00:00,313,286,7,37.6,MCH-0002,0
B-03557,Line-E,Bracket-Z,2025-03-12 08:00:00,2025-03-12 16:00:00,306,232,20,162.7,MCH-0019,1
B-02479,Line-D,Valve-Q,2025-02-28 00:00:00,2025-02-28 08:00:00,332,317,10,31.9,MCH-0013,0
B-02205,Line-A,Valve-Q,2025-02-25 16:00:00,2025-02-26 00:00:00,285,261,8,36.4,MCH-0015,0
B-02806,Line-C,Valve-Q,2025-03-04 00:00:00,2025-03-04 08:00:00,399,372,8,28.0,MCH-0002,0
B-00813,Line-A,Widget-A,2025-02-09 00:00:00,2025-02-09 08:00:00,363,345,10,19.1,MCH-0035,0
B-03089,Line-C,Bracket-Z,2025-03-07 16:00:00,2025-03-08 00:00:00,330,262,24,140.4,MCH-0012,1
B-02783,Line-A,Widget-A,2025-03-03 08:00:00,2025-03-03 16:00:00,347,335,10,17.1,MCH-0040,0
B-00546,Line-D,Gear-X,2025-02-06 08:00:00,2025-02-06 16:00:00,283,257,9,46.3,MCH-0038,0
B-02972,Line-B,Widget-A,2025-03-05 16:00:00,2025-03-06 00:00:00,330,320,15,17.5,MCH-0041,0
B-02743,Line-C,Rotor-M,2025-03-03 00:00:00,2025-03-03 08:00:00,303,289,8,27.5,MCH-0017,0
B-00788,Line-B,Gear-X,2025-02-09 16:00:00,2025-02-10 00:00:00,350,305,35,95.1,MCH-0021,1
B-03208,Line-C,Bracket-Z,2025-03-08 16:00:00,2025-03-09 00:00:00,361,337,9,41.6,MCH-0022,0
B-02159,Line-D,Rotor-M,2025-02-24 00:00:00,2025-02-24 08:00:00,354,323,9,47.8,MCH-0038,0
B-02216,Line-A,Widget-A,2025-02-25 00:00:00,2025-02-25 08:00:00,288,266,10,45.4,MCH-0020,0
B-02807,Line-D,Bracket-Z,2025-03-04 16:00:00,2025-03-05 00:00:00,345,282,32,141.3,MCH-0003,1
B-02079,Line-E,Rotor-M,2025-02-23 16:00:00,2025-02-24 00:00:00,266,244,6,44.8,MCH-0044,0
B-01789,Line-C,Bracket-Z,2025-02-20 16:00:00,2025-02-21 00:00:00,308,288,11,41.0,MCH-0017,0
B-02108,Line-A,Gear-X,2025-02-24 16:00:00,2025-02-25 00:00:00,317,294,9,44.6,MCH-0010,0
B-01004,Line-A,Gear-X,2025-02-11 00:00:00,2025-02-11 08:00:00,299,280,9,30.0,MCH-0040,0
B-00085,Line-B,Gear-X,2025-02-01 08:00:00,2025-02-01 16:00:00,256,233,6,40.8,MCH-0046,0
B-03259,Line-C,Valve-Q,2025-03-09 16:00:00,2025-03-10 00:00:00,279,258,5,34.1,MCH-0002,0
B-01995,Line-A,Widget-A,2025-02-22 16:00:00,2025-02-23 00:00:00,270,242,6,46.9,MCH-0045,0
B-03691,Line-C,Gear-X,2025-03-13 16:00:00,2025-03-14 00:00:00,254,239,9,28.3,MCH-0042,0
B-03745,Line-B,Valve-Q,2025-03-14 00:00:00,2025-03-14 08:00:00,294,222,20,186.8,MCH-0016,1
B-01693,Line-E,Valve-Q,2025-02-19 08:00:00,2025-02-19 16:00:00,293,256,30,95.4,MCH-0014,1
B-02230,Line-D,Bracket-Z,2025-02-25 16:00:00,2025-02-26 00:00:00,219,197,10,39.9,MCH-0028,0
B-00064,Line-A,Bracket-Z,2025-02-01 16:00:00,2025-02-02 00:00:00,354,348,11,14.9,MCH-0035,0
B-01832,Line-D,Rotor-M,2025-02-20 00:00:00,2025-02-20 08:00:00,276,213,26,179.4,MCH-0043,1
B-02316,Line-C,Bracket-Z,2025-02-26 08:00:00,2025-02-26 16:00:00,334,309,13,52.9,MCH-0027,0
B-03513,Line-A,Gear-X,2025-03-11 08:00:00,2025-03-11 16:00:00,286,268,9,43.9,MCH-0045,0
B-00149,Line-B,Bracket-Z,2025-02-02 00:00:00,2025-02-02 08:00:00,332,276,26,132.3,MCH-0031,1
B-00386,Line-E,Gear-X,2025-02-05 08:00:00,2025-02-05 16:00:00,308,240,18,178.7,MCH-0009,1
B-02211,Line-C,Bracket-Z,2025-02-25 16:00:00,2025-02-26 00:00:00,308,288,8,47.0,MCH-0017,0
B-03718,Line-E,Widget-A,2025-03-14 00:00:00,2025-03-14 08:00:00,376,292,36,150.8,MCH-0004,1
B-01922,Line-A,Rotor-M,2025-02-21 08:00:00,2025-02-21 16:00:00,283,228,23,133.0,MCH-0045,1
B-02268,Line-D,Widget-A,2025-02-25 16:00:00,2025-02-26 00:00:00,316,304,12,15.6,MCH-0048,0
B-03888,Line-C,Gear-X,2025-03-15 00:00:00,2025-03-15 08:00:00,293,274,6,15.8,MCH-0047,0
B-03638,Line-B,Valve-Q,2025-03-13 16:00:00,2025-03-14 00:00:00,277,235,30,120.8,MCH-0016,1
