reading_id,machine_id,production_line,reading_timestamp,temperature,pressure,vibration,humidity
R-018872,MCH-0038,Line-B,2025-02-09 09:18:00,93.46,145.64,4.524,42.4
R-018873,MCH-0049,Line-B,2025-02-17 07:24:00,85.27,136.36,2.932,41.0
R-018874,MCH-0004,Line-A,2025-03-09 23:21:00,77.81,132.36,3.577,30.4
R-018875,MCH-0027,Line-A,2025-02-17 05:42:00,75.79,148.0,3.571,43.0
R-018876,MCH-0018,Line-C,2025-02-20 16:47:00,85.23,132.71,3.443,24.8
R-018877,MCH-0034,Line-C,2025-03-11 13:31:00,89.37,166.96,5.778,39.1
R-018878,MCH-0003,Line-A,2025-03-06 20:00:00,66.58,148.16,2.962,33.5
R-018879,MCH-0043,Line-C,2025-02-06 01:32:00,70.87,118.97,2.523,30.4
R-018880,MCH-0034,Line-C,2025-03-03 12:40:00,80.3,141.23,4.081,43.7
R-018881,MCH-0016,Line-C,2025-01-07 06:45:00,89.1,163.43,4.754,38.2
R-018882,MCH-0029,Line-A,2025-02-19 02:29:00,74.19,168.71,4.183,50.5
R-018883,MCH-0035,Line-D,2025-02-05 11:40:00,63.66,187.02,3.46,41.2
R-018884,MCH-0037,Line-A,2025-02-08 10:48:00,67.32,120.31,2.669,51.3
R-018885,MCH-0008,Line-C,2025-01-13 02:22:00,57.34,155.84,4.184,28.6
R-018886,MCH-0022,Line-B,2025-01-07 02:15:00,66.46,147.1,5.875,52.3
R-018887,MCH-0034,Line-C,2025-02-22 05:19:00,67.41,126.75,3.808,51.0
R-018888,MCH-0016,Line-C,2025-03-22 23:07:00,76.07,166.11,4.103,30.3
R-018889,MCH-0025,Line-D,2025-01-09 08:00:00,52.3,152.07,2.19,46.8
R-018890,MCH-0011,Line-A,2025-02-18 15:01:00,78.33,121.94,4.061,35.0
R-018891,MCH-0024,Line-B,2025-02-13 01:42:00,73.4,146.56,3.152,56.1
R-018892,MCH-0006,Line-A,2025-01-02 09:54:00,57.26,136.41,3.835,56.9
R-018893,MCH-0025,Line-D,2025-03-23 01:20:00,57.12,153.63,2.029,35.9
R-018894,MCH-0001,Line-A,2025-01-01 03:08:00,84.13,140.26,4.104,37.7
R-018895,MCH-0024,Line-B,2025-02-16 00:51:00,44.76,153.11,4.378,47.0
R-018896,MCH-0017,Line-A,2025-01-26 05:27:00,71.86,171.52,2.977,41.4
R-018897,MCH-0015,Line-C,2025-02-28 10:56:00,80.02,179.18,3.466,43.2
R-018898,MCH-0021,Line-B,2025-02-21 14:56:00,76.51,119.49,3.495,49.4
R-018899,MCH-0007,Line-D,2025-01-24 11:13:00,94.24,113.56,2.831,39.7
R-018900,MCH-0004,Line-A,2025-01-19 03:11:00,67.09,117.57,3.409,37.9
R-018901,MCH-0041,Line-D,2025-02-02 23:13:00,75.83,140.76,3.623,45.4
R-018902,MCH-0011,Line-A,2025-03-10 16:56:00,78.0,182.34,4.874,47.5
R-018903,MCH-0037,Line-A,2025-02-26 10:12:00,62.97,129.12,4.839,52.8
R-018904,MCH-0010,Line-B,2025-02-02 17:30:00,90.87,104.85,2.619,49.1
R-018905,MCH-0031,Line-D,2025-01-06 00:31:00,99.95,137.55,4.238,35.8
R-018906,MCH-0031,Line-D,2025-02-26 08:26:00,75.54,165.15,5.336,53.8
R-018907,MCH-0045,Line-B,2025-02-18 13:08:00,74.48,146.67,2.692,44.4
R-018908,MCH-0011,Line-A,2025-01-19 16:44:00,79.92,182.24,4.599,41.0
R-018909,MCH-0030,Line-C,2025-02-16 02:11:00,85.48,160.07,2.735,51.0
R-018910,MCH-0047,Line-A,2025-03-19 11:16:00,78.07,155.5,2.847,49.9
R-018911,MCH-0046,Line-C,2025-03-13 01:16:00,77.43,166.99,4.074,37.8
R-018912,MCH-0046,Line-C,2025-01-24 00:40:00,101.55,191.82,4.819,44.4
R-018913,MCH-0017,Line-A,2025-03-06 07:15:00,96.95,171.79,2.505,49.7
R-018914,MCH-0025,Line-D,2025-01-16 16:36:00,70.19,164.5,3.694,41.5
R-018915,MCH-0006,Line-A,2025-01-09 01:51:00,52.21,173.01,2.752,50.9
R-018916,MCH-0010,Line-B,2025-01-10 11:51:00,77.04,167.19,4.183,43.6
R-018917,MCH-0012,Line-A,2025-03-18 00:27:00,70.44,139.31,4.469,50.6
R-018918,MCH-0016,Line-C,2025-02-23 02:59:00,73.49,200.22,3.636,39.7
R-018919,MCH-0010,Line-B,2025-03-25 19:23:00,71.77,168.89,4.823,45.9
R-018920,MCH-0010,Line-B,2025-01-01 09:55:00,77.41,153.66,3.157,36.8
R-018921,MCH-0037,Line-A,2025-02-08 05:22:00,89.38,141.1,3.321,48.5
R-018922,MCH-0032,Line-B,2025-03-08 10:25:00,68.5,137.98,2.984,53.2
R-018923,MCH-0025,Line-D,2025-03-14 04:38:00,74.54,136.8,4.192,43.5
R-018924,MCH-0046,Line-C,2025-01-23 00:17:00,64.9,119.26,5.017,27.8
R-018925,MCH-0003,Line-A,2025-03-20 12:03:00,67.8,151.49,2.054,39.9
R-018926,MCH-0046,Line-C,2025-01-14 15:27:00,80.67,99.19,4.024,35.5
R-018927,MCH-0013,Line-C,2025-03-21 10:15:00,103.26,157.33,4.447,51.6
R-018928,MCH-0028,Line-C,2025-03-23 19:56:00,75.67,124.89,3.585,45.2
R-018929,MCH-0050,Line-A,2025-03-17 00:46:00,86.38,163.12,3.686,46.6
R-018930,MCH-0013,Line-C,2025-02-15 19:47:00,78.83,129.35,1.948,40.9
R-018931,MCH-0046,Line-C,2025-03-28 03:02:00,52.96,180.47,3.186,53.0
R-018932,MCH-0025,Line-D,2025-03-01 12:04:00,75.63,127.92,1.884,36.2
R-018933,MCH-0047,Line-A,2025-01-01 00:11:00,97.12,133.5,4.095,35.5
R-018934,MCH-0012,Line-A,2025-02-01 09:58:00,87.24,172.28,3.262,41.4
R-018935,MCH-0017,Line-A,2025-02-04 17:14:00,101.51,138.91,2.688,42.8
R-018936,MCH-0005,Line-B,2025-02-23 23:19:00,73.15,153.56,4.102,41.6
R-018937,MCH-0034,Line-C,2025-03-18 20:57:00,56.5,134.16,3.811,51.2
R-018938,MCH-0045,Line-B,2025-03-21 06:01:00,55.7,147.73,2.638,45.2
R-018939,MCH-0026,Line-B,2025-01-15 09:11:00,83.19,168.24,4.249,41.0
R-018940,MCH-0046,Line-C,2025-01-11 06:07:00,103.05,160.26,4.387,44.8
R-018941,MCH-0024,Line-B,2025-01-08 14:58:00,57.75,155.7,4.789,50.1
R-018942,MCH-0041,Line-D,2025-01-21 02:49:00,72.1,145.55,3.901,48.2
R-018943,MCH-0030,Line-C,2025-03-18 09:41:00,64.22,148.41,4.189,50.5
R-018944,MCH-0018,Line-C,2025-01-01 17:57:00,79.01,129.97,3.358,36.9
R-018945,MCH-0005,Line-B,2025-03-13 21:00:00,66.59,164.15,4.11,38.1
R-018946,MCH-0037,Line-A,2025-01-20 00:47:00,69.77,156.88,3.198,54.3
R-018947,MCH-0044,Line-A,2025-03-14 15:20:00,65.42,126.2,3.278,58.7
R-018948,MCH-0026,Line-B,2025-02-14 04:28:00,66.63,160.44,3.784,46.6
R-018949,MCH-0045,Line-B,2025-01-07 19:25:00,56.1,147.83,4.848,36.8
R-018950,MCH-0031,Line-D,2025-03-10 17:07:00,79.57,168.11,3.189,40.8
R-018951,MCH-0006,Line-A,2025-02-22 11:14:00,78.45,158.18,3.542,46.9
R-018952,MCH-0023,Line-A,2025-03-26 12:27:00,64.88,161.24,4.442,45.7
R-018953,MCH-0007,Line-D,2025-01-04 10:08:00,76.04,123.13,5.235,51.4
R-018954,MCH-0030,Line-C,2025-02-03 07:32:00,69.19,150.34,1.828,48.4
R-018955,MCH-0037,Line-A,2025-03-29 06:28:00,82.98,161.52,3.296,31.1
R-018956,MCH-0024,Line-B,2025-01-11 22:03:00,64.03,169.9,4.058,48.2
R-018957,MCH-0040,Line-D,2025-01-10 18:29:00,87.98,154.19,3.571,40.6
R-018958,MCH-0017,Line-A,2025-03-25 18:34:00,81.78,172.39,2.548,57.3
R-018959,MCH-0020,Line-D,2025-03-18 18:31:00,84.27,128.0,2.425,37.8
R-018960,MCH-0002,Line-B,2025-03-07 06:21:00,62.27,167.65,4.204,32.9
R-018961,MCH-0035,Line-D,2025-01-10 15:45:00,73.71,139.83,2.565,45.6
R-018962,MCH-0035,Line-D,2025-03-13 05:49:00,94.9,161.1,3.096,49.6
R-018963,MCH-0044,Line-A,2025-03-09 15:09:00,72.34,152.94,3.477,36.5
R-018964,MCH-0028,Line-C,2025-01-02 03:27:00,61.14,127.86,4.064,45.5
R-018965,MCH-0039,Line-D,2025-03-19 11:55:00,63.93,130.06,3.268,35.4
R-018966,MCH-0006,Line-A,2025-02-19 18:26:00,62.46,141.16,3.436,44.7
R-018967,MCH-0050,Line-A,2025-01-23 02:01:00,77.64,133.47,3.184,29.0
R-018968,MCH-0008,Line-C,2025-01-18 12:15:00,77.25,134.65,3.513,48.3
R-018969,MCH-0039,Line-D,2025-02-09 00:27:00,72.72,145.06,3.495,37.7
R-018970,MCH-0039,Line-D,2025-01-18 02:51:00,77.38,147.76,2.342,36.1
R-018971,MCH-0028,Line-C,2025-02-13 17:25:00,78.45,169.7,3.347,59.1
R-018972,MCH-0028,Line-C,2025-01-23 17:42:00,81.51,147.67,4.286,45.5
R-018973,MCH-0024,Line-B,2025-01-22 19:34:00,62.31,129.4,3.024,27.8
R-018974,MCH-0012,Line-A,2025-03-18 04:04:00,81.72,164.61,3.521,48.9
R-018975,MCH-0042,Line-A,2025-03-31 14:37:00,68.3,132.16,3.381,52.4
R-018976,MCH-0046,Line-C,2025-01-07 10:46:00,61.2,179.9,5.293,40.4
R-018977,MCH-0026,Line-B,2025-03-20 00:14:00,69.78,152.99,3.247,60.3
R-018978,MCH-0002,Line-B,2025-01-05 15:47:00,78.29,170.37,4.985,41.6
R-018979,MCH-0034,Line-C,2025-03-27 05:32:00,75.52,114.03,3.833,43.8
R-018980,MCH-0025,Line-D,2025-02-15 19:29:00,79.72,173.41,2.791,50.2
R-018981,MCH-0016,Line-C,2025-01-26 20:22:00,79.38,158.14,3.75,39.1
R-018982,MCH-0038,Line-B,2025-03-16 13:35:00,92.09,142.72,2.331,47.9
R-018983,MCH-0040,Line-D,2025-03-05 17:47:00,78.12,163.83,4.968,31.2
R-018984,MCH-0022,Line-B,2025-02-27 04:39:00,61.48,131.8,2.958,39.1
R-018985,MCH-0032,Line-B,2025-02-24 19:48:00,82.51,169.46,3.913,51.1
R-018986,MCH-0029,Line-A,2025-02-14 00:12:00,69.78,138.9,3.395,41.0
R-018987,MCH-0034,Line-C,2025-03-27 10:55:00,74.78,146.86,3.021,43.3
R-018988,MCH-0018,Line-C,2025-01-30 06:34:00,68.71,133.71,3.377,37.5
R-018989,MCH-0008,Line-C,2025-01-09 06:02:00,112.44,141.68,4.232,53.0
R-018990,MCH-0049,Line-B,2025-02-16 10:42:00,85.36,149.56,3.954,33.3
R-018991,MCH-0046,Line-C,2025-01-08 02:10:00,89.27,163.35,2.696,54.3
R-018992,MCH-0029,Line-A,2025-01-26 11:02:00,56.67,152.84,4.141,32.1
R-018993,MCH-0037,Line-A,2025-01-08 07:31:00,58.5,147.94,3.067,46.8
R-018994,MCH-0036,Line-B,2025-03-07 14:48:00,68.46,149.76,2.928,43.2
R-018995,MCH-0046,Line-C,2025-01-19 02:39:00,62.79,152.66,1.894,52.0
R-018996,MCH-0038,Line-B,2025-02-06 02:54:00,80.35,137.18,4.188,52.1
R-018997,MCH-0013,Line-C,2025-01-03 04:17:00,86.66,141.15,3.784,49.3
R-018998,MCH-0013,Line-C,2025-02-22 05:49:00,87.79,133.63,4.321,50.7
R-018999,MCH-0020,Line-D,2025-02-03 00:56:00,66.56,132.92,2.474,40.2
R-019000,MCH-0040,Line-D,2025-01-13 20:05:00,48.21,173.96,3.762,50.7
R-019001,MCH-0028,Line-C,2025-03-24 06:19:00,68.97,129.54,4.352,47.6
R-019002,MCH-0006,Line-A,2025-01-14 05:21:00,49.93,204.56,4.76,54.1
R-019003,MCH-0004,Line-A,2025-02-03 18:51:00,57.3,115.22,2.473,50.1
R-019004,MCH-0004,Line-A,2025-01-08 11:49:00,94.65,159.42,3.915,44.5
R-019005,MCH-0003,Line-A,2025-01-22 04:47:00,72.41,160.37,3.992,65.6
R-019006,MCH-0011,Line-A,2025-03-03 05:01:00,65.65,152.61,5.409,59.1
R-019007,MCH-0026,Line-B,2025-02-01 07:38:00,79.31,147.56,3.906,60.0
R-019008,MCH-0018,Line-C,2025-03-11 19:42:00,77.02,153.35,3.794,47.3
R-019009,MCH-0036,Line-B,2025-01-04 10:39:00,83.32,135.39,4.57,39.7
R-019010,MCH-0047,Line-A,2025-01-09 20:22:00,67.67,142.39,2.42,46.3
R-019011,MCH-0016,Line-C,2025-03-12 11:27:00,77.53,140.68,2.68,42.7
R-019012,MCH-0008,Line-C,2025-03-27 20:28:00,80.61,141.04,3.675,43.3
R-019013,MCH-0048,Line-B,2025-01-20 01:26:00,59.32,152.42,4.926,44.9
R-019014,MCH-0019,Line-A,2025-01-09 04:45:00,78.48,161.89,4.57,46.0
R-019015,MCH-0028,Line-C,2025-01-07 14:24:00,90.67,127.92,4.618,43.7
R-019016,MCH-0039,Line-D,2025-02-15 10:35:00,74.31,150.4,3.987,47.2
R-019017,MCH-0022,Line-B,2025-01-17 20:59:00,73.58,156.72,3.175,37.5
R-019018,MCH-0028,Line-C,2025-03-13 18:08:00,78.78,120.06,3.279,44.4
R-019019,MCH-0005,Line-B,2025-03-22 10:21:00,77.66,135.45,4.5,51.0
R-019020,MCH-0032,Line-B,2025-02-11 10:53:00,84.34,148.66,2.689,39.1
R-019021,MCH-0041,Line-D,2025-03-17 15:56:00,51.86,147.62,3.326,43.2
R-019022,MCH-0042,Line-A,2025-02-19 09:38:00,49.95,139.14,4.599,46.4
R-019023,MCH-0025,Line-D,2025-03-31 14:07:00,63.79,97.29,3.873,46.3
R-019024,MCH-0025,Line-D,2025-03-28 03:20:00,86.86,172.77,2.987,48.4
R-019025,MCH-0028,Line-C,2025-01-18 16:58:00,60.96,139.58,3.113,56.0
R-019026,MCH-0010,Line-B,2025-01-25 08:00:00,75.52,179.86,3.479,38.9
R-019027,MCH-0032,Line-B,2025-02-12 08:46:00,78.89,144.21,3.939,44.5
R-019028,MCH-0024,Line-B,2025-03-02 19:42:00,75.85,116.8,3.418,39.2
R-019029,MCH-0022,Line-B,2025-01-14 15:56:00,87.09,151.04,4.055,42.1
R-019030,MCH-0022,Line-B,2025-01-26 01:16:00,78.13,159.74,3.963,38.5
R-019031,MCH-0040,Line-D,2025-02-26 19:31:00,71.46,157.21,3.93,48.2
R-019032,MCH-0006,Line-A,2025-02-17 18:34:00,87.35,143.78,3.595,48.4
R-019033,MCH-0023,Line-A,2025-03-24 01:03:00,88.5,128.25,4.114,46.3
R-019034,MCH-0024,Line-B,2025-02-17 14:54:00,81.07,164.32,3.023,39.1
R-019035,MCH-0037,Line-A,2025-01-21 15:58:00,84.58,159.8,2.8,38.8
R-019036,MCH-0041,Line-D,2025-03-25 13:33:00,85.33,148.85,4.905,53.5
R-019037,MCH-0004,Line-A,2025-01-12 14:23:00,73.03,138.77,4.577,54.2
R-019038,MCH-0003,Line-A,2025-02-17 00:49:00,67.94,110.29,4.497,53.9
R-019039,MCH-0002,Line-B,2025-01-01 07:56:00,64.69,172.33,3.543,40.9
R-019040,MCH-0036,Line-B,2025-02-25 05:32:00,59.31,131.84,3.483,42.5
R-019041,MCH-0041,Line-D,2025-03-02 04:52:00,108.2,173.73,2.807,48.5
R-019042,MCH-0050,Line-A,2025-03-07 14:05:00,57.54,150.72,4.105,59.5
R-019043,MCH-0037,Line-A,2025-03-21 23:15:00,64.62,130.4,3.249,43.6
R-019044,MCH-0040,Line-D,2025-02-08 08:33:00,85.15,134.85,4.891,57.5
R-019045,MCH-0029,Line-A,2025-02-04 15:10:00,80.5,140.26,2.109,36.2
R-019046,MCH-0009,Line-D,2025-03-27 12:39:00,69.98,153.72,3.688,34.5
R-019047,MCH-0003,Line-A,2025-01-13 17:36:00,68.72,121.97,3.102,42.3
R-019048,MCH-0027,Line-A,2025-03-01 06:37:00,75.95,161.78,4.288,37.5
R-019049,MCH-0024,Line-B,2025-03-17 00:11:00,75.56,172.22,4.445,39.6
R-019050,MCH-0017,Line-A,2025-03-09 10:06:00,89.3,112.63,3.717,56.1
R-019051,MCH-0024,Line-B,2025-01-17 06:12:00,80.21,151.27,3.355,41.2
R-019052,MCH-0003,Line-A,2025-02-22 10:31:00,96.88,149.88,3.313,45.5
R-019053,MCH-0016,Line-C,2025-03-05 10:21:00,95.29,158.13,3.569,39.2
R-019054,MCH-0038,Line-B,2025-01-29 14:35:00,93.47,199.82,3.782,43.1
R-019055,MCH-0017,Line-A,2025-03-24 03:54:00,68.14,182.6,3.366,59.3
R-019056,MCH-0033,Line-B,2025-03-22 07:49:00,58.5,143.97,2.704,41.8
R-019057,MCH-0041,Line-D,2025-03-31 13:24:00,65.7,159.72,2.465,44.1
R-019058,MCH-0021,Line-B,2025-03-07 04:41:00,89.76,117.11,4.253,51.4
R-019059,MCH-0005,Line-B,2025-01-08 07:05:00,84.86,179.55,2.861,41.1
R-019060,MCH-0016,Line-C,2025-01-12 08:36:00,58.24,171.48,3.087,54.8
R-019061,MCH-0014,Line-A,2025-03-13 09:24:00,96.7,152.41,1.675,48.1
R-019062,MCH-0031,Line-D,2025-02-13 07:49:00,69.12,137.57,2.576,45.9
R-019063,MCH-0047,Line-A,2025-03-18 09:59:00,61.29,195.99,2.931,41.1
R-019064,MCH-0012,Line-A,2025-01-31 09:45:00,63.87,178.82,3.594,41.4
R-019065,MCH-0006,Line-A,2025-01-29 20:37:00,81.91,132.55,2.4,39.6
R-019066,MCH-0027,Line-A,2025-01-10 17:04:00,78.94,176.26,3.774,48.1
R-019067,MCH-0026,Line-B,2025-01-02 02:53:00,69.85,147.95,4.54,34.3
R-019068,MCH-0014,Line-A,2025-03-21 21:28:00,64.39,194.32,3.979,41.0
R-019069,MCH-0040,Line-D,2025-01-26 01:13:00,78.69,146.68,3.549,44.6
R-019070,MCH-0026,Line-B,2025-03-25 23:01:00,82.38,142.04,4.001,52.7
R-019071,MCH-0039,Line-D,2025-01-02 09:34:00,64.21,133.0,3.88,44.1
R-019072,MCH-0014,Line-A,2025-01-03 07:30:00,87.57,145.65,2.399,46.6
R-019073,MCH-0011,Line-A,2025-01-01 03:28:00,63.4,180.5,3.019,43.4
R-019074,MCH-0038,Line-B,2025-02-01 03:45:00,70.31,132.72,2.987,47.2
R-019075,MCH-0023,Line-A,2025-03-13 14:02:00,73.7,125.87,2.78,61.2
R-019076,MCH-0040,Line-D,2025-02-25 02:14:00,81.96,155.68,3.716,36.4
R-019077,MCH-0023,Line-A,2025-03-19 01:11:00,69.35,159.24,3.185,32.1
R-019078,MCH-0005,Line-B,2025-03-31 17:22:00,57.72,114.52,4.257,49.1
R-019079,MCH-0041,Line-D,2025-03-09 18:21:00,75.88,142.92,4.84,44.9
R-019080,MCH-0024,Line-B,2025-03-21 16:43:00,65.15,125.0,3.152,39.5
R-019081,MCH-0010,Line-B,2025-03-20 09:27:00,81.35,177.09,2.477,57.5
R-019082,MCH-0017,Line-A,2025-03-23 19:20:00,67.87,163.14,2.673,34.7
R-019083,MCH-0030,Line-C,2025-02-12 21:29:00,73.24,219.75,4.533,42.9
R-019084,MCH-0004,Line-A,2025-03-19 02:04:00,77.27,123.62,3.351,40.9
R-019085,MCH-0005,Line-B,2025-02-20 05:36:00,63.22,143.07,3.276,57.1
R-019086,MCH-0039,Line-D,2025-03-08 21:48:00,75.56,117.77,3.972,55.8
R-019087,MCH-0013,Line-C,2025-01-02 06:18:00,53.99,107.45,3.166,36.8
R-019088,MCH-0002,Line-B,2025-03-17 21:42:00,89.11,172.1,3.565,53.0
R-019089,MCH-0014,Line-A,2025-02-16 16:15:00,88.41,132.58,3.07,56.1
R-019090,MCH-0041,Line-D,2025-02-15 12:45:00,78.99,131.27,4.099,34.7
R-019091,MCH-0042,Line-A,2025-02-07 19:10:00,86.02,187.6,4.386,51.7
R-019092,MCH-0005,Line-B,2025-02-15 03:01:00,78.45,171.86,2.914,31.4
R-019093,MCH-0014,Line-A,2025-03-10 20:16:00,69.43,144.1,4.136,51.3
R-019094,MCH-0047,Line-A,2025-02-01 05:34:00,77.48,143.04,4.23,38.4
R-019095,MCH-0028,Line-C,2025-03-20 19:33:00,59.66,134.96,3.229,44.4
R-019096,MCH-0008,Line-C,2025-02-15 09:23:00,69.53,136.62,3.891,49.6
R-019097,MCH-0046,Line-C,2025-02-13 09:40:00,80.98,137.12,3.204,33.5
R-019098,MCH-0022,Line-B,2025-03-02 17:07:00,55.99,176.61,4.121,23.7
R-019099,MCH-0043,Line-C,2025-02-12 08:13:00,68.85,155.25,2.829,52.5
R-019100,MCH-0003,Line-A,2025-01-14 19:57:00,90.33,127.84,3.897,45.1
R-019101,MCH-0013,Line-C,2025-03-09 13:14:00,87.22,151.85,4.736,34.8
R-019102,MCH-0048,Line-B,2025-01-22 09:31:00,60.96,126.21,3.534,54.2
R-019103,MCH-0011,Line-A,2025-02-04 18:08:00,70.72,148.63,4.841,55.1
R-019104,MCH-0005,Line-B,2025-01-05 20:36:00,101.25,185.15,4.422,38.4
R-019105,MCH-0027,Line-A,2025-01-29 08:00:00,39.9,174.57,4.177,49.9
R-019106,MCH-0008,Line-C,2025-03-13 05:54:00,88.69,170.26,2.924,35.9
R-019107,MCH-0018,Line-C,2025-03-21 23:32:00,79.07,182.83,2.985,50.7
R-019108,MCH-0006,Line-A,2025-02-20 07:52:00,88.9,175.15,3.869,53.5
R-019109,MCH-0025,Line-D,2025-02-06 17:41:00,59.13,128.53,3.021,53.3
R-019110,MCH-0030,Line-C,2025-03-29 17:38:00,67.71,155.85,2.286,34.5
R-019111,MCH-0032,Line-B,2025-02-19 07:09:00,62.06,146.72,4.45,55.9
R-019112,MCH-0002,Line-B,2025-01-10 19:40:00,63.76,159.33,4.67,53.5
R-019113,MCH-0023,Line-A,2025-02-17 14:53:00,79.43,150.99,3.304,52.9
R-019114,MCH-0026,Line-B,2025-01-17 23:22:00,70.71,133.3,2.501,37.3
R-019115,MCH-0040,Line-D,2025-02-06 10:24:00,57.08,144.78,3.416,44.9
R-019116,MCH-0029,Line-A,2025-03-01 11:14:00,81.57,148.71,3.802,42.9
R-019117,MCH-0030,Line-C,2025-01-12 09:17:00,69.8,114.23,3.598,42.9
R-019118,MCH-0014,Line-A,2025-03-20 04:07:00,83.08,138.4,3.963,28.9
R-019119,MCH-0032,Line-B,2025-01-12 11:24:00,54.25,170.44,3.711,42.0
R-019120,MCH-0025,Line-D,2025-01-04 17:36:00,71.66,150.11,3.326,48.3
R-019121,MCH-0040,Line-D,2025-01-24 19:56:00,63.45,196.48,4.046,31.5
R-019122,MCH-0047,Line-A,2025-01-05 16:01:00,85.73,151.56,3.288,50.8
R-019123,MCH-0009,Line-D,2025-02-02 00:25:00,96.11,151.85,3.303,44.4
R-019124,MCH-0001,Line-A,2025-01-07 20:01:00,75.4,142.83,3.531,59.4
R-019125,MCH-0020,Line-D,2025-03-13 21:45:00,76.91,134.81,5.114,49.1
R-019126,MCH-0037,Line-A,2025-01-19 16:09:00,90.06,142.59,2.83,39.7
R-019127,MCH-0037,Line-A,2025-01-30 20:23:00,87.87,141.55,2.764,55.6
R-019128,MCH-0031,Line-D,2025-02-21 00:46:00,78.94,164.47,2.009,43.7
R-019129,MCH-0015,Line-C,2025-01-05 06:08:00,70.11,178.13,2.457,53.8
R-019130,MCH-0009,Line-D,2025-01-21 12:57:00,103.26,141.16,3.156,43.5
R-019131,MCH-0004,Line-A,2025-03-13 19:30:00,76.91,163.6,3.934,32.6
R-019132,MCH-0035,Line-D,2025-01-08 20:20:00,93.84,168.62,4.003,50.3
R-019133,MCH-0046,Line-C,2025-02-21 22:45:00,76.2,149.28,4.128,49.4
R-019134,MCH-0029,Line-A,2025-02-18 20:05:00,73.34,142.09,2.225,35.8
R-019135,MCH-0039,Line-D,2025-02-16 10:41:00,48.07,127.1,2.66,41.4
R-019136,MCH-0015,Line-C,2025-03-23 11:13:00,70.72,143.36,3.366,48.0
R-019137,MCH-0025,Line-D,2025-03-12 18:45:00,52.88,126.52,3.726,30.0
R-019138,MCH-0045,Line-B,2025-03-10 23:08:00,69.41,175.12,3.549,44.7
R-019139,MCH-0016,Line-C,2025-01-27 15:06:00,64.55,198.43,3.148,45.8
R-019140,MCH-0007,Line-D,2025-02-21 17:55:00,86.27,149.33,4.311,30.7
R-019141,MCH-0026,Line-B,2025-03-24 21:27:00,67.22,177.92,3.38,51.3
R-019142,MCH-0046,Line-C,2025-01-22 07:08:00,46.81,145.89,2.762,43.2
R-019143,MCH-0044,Line-A,2025-01-24 04:11:00,58.35,169.42,3.15,56.0
R-019144,MCH-0047,Line-A,2025-03-06 15:35:00,73.87,174.15,2.857,32.3
R-019145,MCH-0004,Line-A,2025-03-21 10:19:00,72.26,176.34,3.006,50.4
R-019146,MCH-0014,Line-A,2025-01-04 14:20:00,68.85,143.56,2.654,46.9
R-019147,MCH-0022,Line-B,2025-03-13 00:39:00,90.82,163.83,3.846,46.5
R-019148,MCH-0036,Line-B,2025-01-17 20:55:00,84.19,149.96,3.113,33.6
R-019149,MCH-0008,Line-C,2025-01-12 08:45:00,85.05,151.96,3.549,71.0
R-019150,MCH-0023,Line-A,2025-03-04 07:35:00,71.08,128.2,2.592,62.8
R-019151,MCH-0025,Line-D,2025-01-19 17:17:00,82.84,122.68,2.896,40.9
R-019152,MCH-0022,Line-B,2025-02-17 23:33:00,80.38,159.12,3.603,46.8
R-019153,MCH-0002,Line-B,2025-02-12 11:08:00,61.87,154.24,4.678,54.0
R-019154,MCH-0037,Line-A,2025-01-26 18:45:00,73.27,141.9,3.465,42.9
R-019155,MCH-0020,Line-D,2025-03-13 21:39:00,71.68,132.72,4.495,67.3
R-019156,MCH-0042,Line-A,2025-02-02 18:36:00,90.49,126.26,2.958,50.2
R-019157,MCH-0042,Line-A,2025-02-13 13:45:00,73.47,153.92,4.4,31.8
R-019158,MCH-0041,Line-D,2025-01-18 23:45:00,75.26,137.93,3.341,31.2
R-019159,MCH-0003,Line-A,2025-01-09 05:11:00,79.0,182.52,3.509,53.3
R-019160,MCH-0003,Line-A,2025-02-08 16:39:00,87.51,124.91,4.253,47.3
R-019161,MCH-0046,Line-C,2025-01-07 08:48:00,46.17,145.98,3.305,47.5
R-019162,MCH-0027,Line-A,2025-02-24 07:15:00,91.31,158.61,3.471,42.8
R-019163,MCH-0039,Line-D,2025-03-30 20:15:00,78.37,163.55,4.52,52.5
R-019164,MCH-0035,Line-D,2025-01-06 10:51:00,89.9,130.16,3.852,42.7
R-019165,MCH-0025,Line-D,2025-03-25 17:05:00,75.87,169.24,2.925,44.3
R-019166,MCH-0041,Line-D,2025-03-27 06:12:00,85.52,135.23,2.856,56.7
R-019167,MCH-0027,Line-A,2025-03-01 05:19:00,79.62,152.78,2.91,48.6
R-019168,MCH-0017,Line-A,2025-01-26 06:58:00,71.26,150.48,3.686,33.6
R-019169,MCH-0018,Line-C,2025-03-02 07:52:00,84.26,148.41,3.261,44.4
R-019170,MCH-0040,Line-D,2025-03-12 14:29:00,82.92,175.93,3.021,50.9
R-019171,MCH-0024,Line-B,2025-02-06 17:51:00,72.63,151.07,4.722,53.3
R-019172,MCH-0041,Line-D,2025-02-24 09:17:00,75.33,143.18,2.551,47.6
R-019173,MCH-0039,Line-D,2025-02-09 09:57:00,63.8,154.3,4.738,61.8
R-019174,MCH-0004,Line-A,2025-03-24 18:01:00,52.02,145.3,3.248,45.4
