event_id,timestamp,substation_id,region,event_type,severity,duration_sec,affected_customers,resolved
EVT-000492,2025-04-01T08:39:41Z,SUB-025,Central,surge,high,990,1769,false
EVT-000669,2025-04-09T22:11:24Z,SUB-015,Central,voltage_sag,high,1725,1631,false
EVT-002064,2025-03-31T13:56:11Z,SUB-025,Central,restoration,low,135,481,true
EVT-001707,2025-04-14T14:08:58Z,SUB-016,North,restoration,low,101,404,true
EVT-002222,2025-03-31T11:29:46Z,SUB-015,Central,restoration,low,227,557,true
EVT-001870,2025-04-26T03:22:12Z,SUB-018,East,restoration,low,316,92,true
EVT-001273,2025-04-14T19:27:32Z,SUB-007,South,restoration,low,375,71,true
EVT-001551,2025-03-07T06:50:32Z,SUB-017,South,restoration,low,394,489,true
EVT-001032,2025-04-24T03:39:00Z,SUB-017,South,restoration,low,365,1323,true
EVT-000454,2025-03-30T01:46:29Z,SUB-022,South,voltage_sag,high,1353,2264,false
EVT-000065,2025-03-06T05:13:43Z,SUB-012,South,voltage_sag,high,1429,2758,false
EVT-000427,2025-03-29T21:47:16Z,SUB-015,Central,restoration,low,186,218,true
EVT-000294,2025-03-22T16:51:36Z,SUB-001,North,surge,high,1766,2552,false
EVT-000333,2025-03-24T09:37:49Z,SUB-024,West,voltage_sag,medium,781,2156,false
EVT-000456,2025-03-30T10:08:16Z,SUB-022,South,restoration,low,499,1312,true
EVT-000150,2025-03-12T09:02:20Z,SUB-018,East,outage,medium,1454,1934,false
EVT-001193,2025-04-29T18:25:07Z,SUB-023,East,voltage_sag,high,1710,3381,false
EVT-000271,2025-03-20T02:00:56Z,SUB-023,East,surge,high,1379,3061,false
EVT-001024,2025-04-24T13:59:24Z,SUB-010,Central,voltage_sag,high,1441,3360,false
EVT-001533,2025-04-04T20:00:17Z,SUB-016,North,restoration,low,165,797,true
EVT-000425,2025-03-29T00:23:53Z,SUB-015,Central,surge,medium,1620,1458,false
EVT-000129,2025-03-11T20:08:33Z,SUB-018,East,surge,medium,1169,1764,false
EVT-000132,2025-03-11T22:29:24Z,SUB-019,West,surge,medium,1187,20,false
EVT-000632,2025-04-08T13:19:54Z,SUB-020,Central,voltage_sag,high,1714,2831,false
EVT-001016,2025-04-24T09:25:27Z,SUB-001,North,restoration,low,480,1110,true
EVT-002091,2025-04-25T21:06:02Z,SUB-001,North,restoration,low,310,465,true
EVT-001279,2025-03-04T00:29:17Z,SUB-024,West,restoration,low,339,49,true
EVT-002227,2025-03-31T12:47:08Z,SUB-009,West,restoration,low,100,682,true
EVT-002260,2025-04-11T01:21:40Z,SUB-001,North,restoration,low,371,432,true
EVT-001693,2025-03-06T18:54:14Z,SUB-022,South,restoration,low,285,35,true
EVT-002000,2025-04-23T23:22:39Z,SUB-015,Central,restoration,low,209,390,true
EVT-000217,2025-03-17T22:15:59Z,SUB-021,North,surge,medium,1033,1572,false
EVT-001839,2025-04-03T17:20:13Z,SUB-009,West,restoration,low,77,787,true
EVT-000609,2025-04-07T19:03:55Z,SUB-025,Central,voltage_sag,high,2212,3637,false
EVT-001852,2025-04-24T08:25:23Z,SUB-014,West,restoration,low,171,439,true
EVT-002207,2025-03-16T23:10:53Z,SUB-014,West,restoration,low,349,113,true
EVT-001881,2025-04-02T20:17:38Z,SUB-022,South,restoration,low,120,257,true
EVT-001697,2025-04-21T07:51:37Z,SUB-002,South,restoration,low,83,70,true
EVT-000664,2025-04-09T00:15:25Z,SUB-013,East,restoration,low,303,200,true
EVT-000135,2025-03-11T20:22:44Z,SUB-019,West,restoration,low,541,797,true
EVT-001089,2025-04-26T03:14:50Z,SUB-017,South,voltage_sag,medium,724,2320,false
EVT-001963,2025-03-23T18:15:45Z,SUB-019,West,restoration,low,377,554,true
EVT-001246,2025-04-16T21:39:29Z,SUB-001,North,restoration,low,256,218,true
EVT-000933,2025-04-21T16:04:29Z,SUB-008,East,restoration,low,337,99,true
EVT-001103,2025-04-27T04:28:28Z,SUB-012,South,voltage_sag,critical,1671,3965,false
EVT-001341,2025-04-03T13:15:27Z,SUB-021,North,restoration,low,240,238,true
EVT-001838,2025-03-13T00:21:14Z,SUB-006,North,restoration,low,244,699,true
EVT-000547,2025-04-04T16:06:20Z,SUB-014,West,surge,critical,1632,3432,false
EVT-001766,2025-04-29T12:44:41Z,SUB-003,East,restoration,low,95,742,true
EVT-000579,2025-04-05T20:17:24Z,SUB-023,East,restoration,low,124,697,true
EVT-000979,2025-04-22T02:47:43Z,SUB-021,North,surge,medium,970,1428,false
EVT-000179,2025-03-14T05:30:52Z,SUB-006,North,outage,medium,775,2946,false
EVT-002048,2025-03-17T12:24:37Z,SUB-005,Central,restoration,low,319,340,true
EVT-001426,2025-03-27T22:21:46Z,SUB-020,Central,restoration,low,77,544,true
EVT-000638,2025-04-08T14:02:17Z,SUB-022,South,restoration,low,513,646,true
EVT-000255,2025-03-19T12:16:26Z,SUB-013,East,voltage_sag,critical,1541,2354,false
EVT-001623,2025-03-02T23:43:55Z,SUB-001,North,restoration,low,131,652,true
EVT-001234,2025-03-04T09:12:11Z,SUB-025,Central,restoration,low,250,492,true
EVT-000787,2025-04-14T23:20:19Z,SUB-023,East,restoration,low,253,536,true
EVT-000240,2025-03-18T03:07:05Z,SUB-022,South,voltage_sag,critical,2042,3505,false
EVT-000212,2025-03-17T04:40:37Z,SUB-011,North,restoration,low,153,896,true
EVT-000870,2025-04-18T15:41:33Z,SUB-023,East,surge,high,1923,1988,false
EVT-001350,2025-03-16T14:32:35Z,SUB-018,East,restoration,low,160,313,true
EVT-000907,2025-04-20T11:05:21Z,SUB-002,South,voltage_sag,high,1645,3198,false
EVT-001404,2025-04-22T03:31:27Z,SUB-025,Central,restoration,low,86,530,true
EVT-001594,2025-04-21T02:25:58Z,SUB-011,North,restoration,low,194,188,true
EVT-000147,2025-03-12T06:24:20Z,SUB-014,West,surge,high,1623,2677,false
EVT-001635,2025-03-21T10:10:18Z,SUB-023,East,restoration,low,172,425,true
EVT-000779,2025-04-14T07:49:48Z,SUB-015,Central,voltage_sag,medium,1322,2373,false
EVT-000580,2025-04-05T15:54:10Z,SUB-024,West,surge,medium,814,1641,false
EVT-002225,2025-04-18T07:55:33Z,SUB-009,West,restoration,low,313,333,true
EVT-000239,2025-03-18T02:26:37Z,SUB-018,East,restoration,low,391,207,true
EVT-001101,2025-04-27T04:39:47Z,SUB-007,South,restoration,low,443,1004,true
EVT-001964,2025-04-01T07:02:48Z,SUB-008,East,restoration,low,247,469,true
EVT-001778,2025-03-25T00:03:46Z,SUB-002,South,restoration,low,255,410,true
EVT-001423,2025-04-19T08:20:03Z,SUB-006,North,restoration,low,100,584,true
EVT-001138,2025-04-28T15:50:46Z,SUB-014,West,voltage_sag,high,1397,2495,false
EVT-000845,2025-04-17T01:32:40Z,SUB-010,Central,restoration,low,459,1287,true
EVT-002268,2025-04-09T19:24:49Z,SUB-001,North,restoration,low,104,377,true
EVT-000405,2025-03-28T17:40:40Z,SUB-017,South,restoration,low,315,1085,true
EVT-000608,2025-04-07T15:49:44Z,SUB-020,Central,restoration,low,146,1045,true
EVT-000657,2025-04-09T04:40:00Z,SUB-012,South,surge,high,1196,2572,false
EVT-000302,2025-03-22T01:32:35Z,SUB-014,West,voltage_sag,high,1442,2327,false
EVT-001189,2025-04-29T23:40:52Z,SUB-021,North,voltage_sag,high,1288,1669,false
EVT-001951,2025-04-01T01:23:58Z,SUB-014,West,restoration,low,64,527,true
EVT-000889,2025-04-19T22:47:18Z,SUB-008,East,restoration,low,468,329,true
EVT-000538,2025-04-04T11:50:08Z,SUB-003,East,voltage_sag,medium,983,2059,false
EVT-001493,2025-04-05T19:34:28Z,SUB-021,North,restoration,low,181,569,true
EVT-001699,2025-04-10T21:24:47Z,SUB-025,Central,restoration,low,235,233,true
EVT-002274,2025-03-25T02:23:11Z,SUB-009,West,restoration,low,110,462,true
EVT-001571,2025-04-06T12:51:22Z,SUB-001,North,restoration,low,318,39,true
EVT-001146,2025-04-28T03:39:38Z,SUB-019,West,restoration,low,276,1470,true
EVT-001895,2025-04-27T08:18:35Z,SUB-021,North,restoration,low,352,288,true
EVT-002101,2025-04-11T21:42:32Z,SUB-005,Central,restoration,low,164,259,true
EVT-001454,2025-04-11T11:37:07Z,SUB-018,East,restoration,low,334,796,true
EVT-001567,2025-03-20T14:36:40Z,SUB-010,Central,restoration,low,363,736,true
EVT-000565,2025-04-05T08:47:20Z,SUB-006,North,voltage_sag,medium,704,2131,false
EVT-002265,2025-03-18T21:09:16Z,SUB-012,South,restoration,low,168,157,true
EVT-002042,2025-03-03T12:43:20Z,SUB-016,North,restoration,low,161,213,true
EVT-000229,2025-03-18T04:44:55Z,SUB-015,Central,voltage_sag,critical,1896,5223,false
EVT-000924,2025-04-21T05:43:08Z,SUB-003,East,voltage_sag,high,1857,2480,false
EVT-001219,2025-03-05T10:47:28Z,SUB-020,Central,restoration,low,143,73,true
EVT-001471,2025-03-29T21:19:36Z,SUB-003,East,restoration,low,332,112,true
EVT-001397,2025-04-02T14:46:47Z,SUB-006,North,restoration,low,216,61,true
EVT-000642,2025-04-09T07:12:29Z,SUB-002,South,surge,medium,1423,1902,false
EVT-002309,2025-03-23T01:55:05Z,SUB-022,South,restoration,low,344,649,true
EVT-000078,2025-03-07T14:43:51Z,SUB-023,East,voltage_sag,critical,1812,4378,false
EVT-001151,2025-04-28T09:13:58Z,SUB-021,North,restoration,low,216,580,true
EVT-000520,2025-04-03T11:29:42Z,SUB-017,South,voltage_sag,high,1263,2808,false
EVT-001678,2025-03-05T10:56:49Z,SUB-002,South,restoration,low,147,423,true
EVT-001628,2025-04-12T23:00:41Z,SUB-006,North,restoration,low,237,544,true
EVT-000853,2025-04-17T09:36:47Z,SUB-023,East,voltage_sag,critical,1842,3280,false
EVT-000712,2025-04-10T09:08:36Z,SUB-021,North,restoration,low,186,344,true
EVT-000382,2025-03-26T15:16:53Z,SUB-022,South,restoration,low,520,1137,true
EVT-000500,2025-04-02T18:45:43Z,SUB-021,North,voltage_sag,high,1565,2900,false
EVT-001444,2025-03-21T21:34:07Z,SUB-013,East,restoration,low,227,274,true
EVT-001968,2025-03-08T19:52:50Z,SUB-006,North,restoration,low,129,733,true
EVT-000990,2025-04-23T15:08:33Z,SUB-004,West,voltage_sag,high,2116,2499,false
EVT-002286,2025-04-07T08:29:20Z,SUB-001,North,restoration,low,139,78,true
EVT-000049,2025-03-05T21:38:53Z,SUB-016,North,outage,medium,1165,1498,false
EVT-002236,2025-04-22T20:54:35Z,SUB-024,West,restoration,low,215,259,true
EVT-001179,2025-04-29T16:49:20Z,SUB-012,South,voltage_sag,critical,1921,3973,false
EVT-001052,2025-04-25T01:57:54Z,SUB-004,West,restoration,low,260,771,true
EVT-001598,2025-03-23T17:12:10Z,SUB-014,West,restoration,low,141,564,true
EVT-001985,2025-04-08T12:33:34Z,SUB-006,North,restoration,low,224,388,true
EVT-000139,2025-03-11T23:14:54Z,SUB-021,North,restoration,low,173,183,true
EVT-001800,2025-04-28T01:48:18Z,SUB-002,South,restoration,low,271,737,true
EVT-001092,2025-04-26T04:02:28Z,SUB-019,West,voltage_sag,high,1815,3065,false
EVT-000746,2025-04-12T22:28:21Z,SUB-014,West,restoration,low,139,143,true
EVT-000324,2025-03-24T01:49:23Z,SUB-017,South,voltage_sag,high,1597,2045,false
EVT-001956,2025-04-04T14:07:39Z,SUB-024,West,restoration,low,106,735,true
EVT-001661,2025-03-04T18:58:45Z,SUB-014,West,restoration,low,69,478,true
EVT-000297,2025-03-22T16:39:52Z,SUB-009,West,voltage_sag,high,1334,2779,false
EVT-000938,2025-04-21T02:11:11Z,SUB-013,East,voltage_sag,high,2301,2958,false
EVT-001105,2025-04-27T20:30:34Z,SUB-015,Central,voltage_sag,critical,1958,2887,false
EVT-000732,2025-04-11T03:24:01Z,SUB-022,South,voltage_sag,high,823,1807,false
EVT-000087,2025-03-08T19:08:59Z,SUB-011,North,restoration,low,235,1452,true
EVT-001461,2025-03-18T14:58:16Z,SUB-021,North,restoration,low,321,237,true
EVT-000357,2025-03-25T10:49:33Z,SUB-020,Central,restoration,low,119,1321,true
EVT-001387,2025-04-20T15:12:31Z,SUB-013,East,restoration,low,209,364,true
EVT-000671,2025-04-09T02:32:22Z,SUB-015,Central,voltage_sag,high,1397,1994,false
EVT-000246,2025-03-18T02:41:51Z,SUB-023,East,restoration,low,427,1270,true
EVT-000496,2025-04-02T17:40:52Z,SUB-011,North,restoration,low,72,1041,true
EVT-000145,2025-03-12T00:26:51Z,SUB-010,Central,restoration,low,575,514,true
EVT-000102,2025-03-10T03:00:17Z,SUB-014,West,voltage_sag,high,1649,3179,false
EVT-000286,2025-03-21T14:19:54Z,SUB-007,South,restoration,low,516,648,true
EVT-000620,2025-04-08T12:39:14Z,SUB-009,West,restoration,low,152,638,true
EVT-000786,2025-04-14T10:03:42Z,SUB-023,East,voltage_sag,high,2075,3037,false
EVT-000509,2025-04-03T13:13:43Z,SUB-004,West,restoration,low,548,460,true
EVT-000883,2025-04-19T04:57:24Z,SUB-007,South,voltage_sag,high,1486,3500,false
EVT-001671,2025-03-16T11:09:17Z,SUB-007,South,restoration,low,136,156,true
EVT-000230,2025-03-18T07:24:34Z,SUB-015,Central,voltage_sag,critical,2091,4660,false
EVT-001943,2025-03-16T14:34:38Z,SUB-024,West,restoration,low,68,125,true
EVT-001104,2025-04-27T16:28:01Z,SUB-012,South,restoration,low,76,1082,true
EVT-000312,2025-03-23T12:36:49Z,SUB-009,West,voltage_sag,medium,862,1212,false
EVT-000581,2025-04-05T07:53:33Z,SUB-024,West,restoration,low,337,678,true
EVT-000744,2025-04-12T11:23:11Z,SUB-014,West,voltage_sag,medium,810,1896,false
EVT-000428,2025-03-29T05:31:58Z,SUB-020,Central,surge,medium,1754,1562,false
EVT-000497,2025-04-02T12:11:59Z,SUB-020,Central,voltage_sag,high,1789,3259,false
EVT-001211,2025-03-15T21:55:04Z,SUB-017,South,restoration,low,339,57,true
EVT-002213,2025-04-12T23:38:52Z,SUB-003,East,restoration,low,109,502,true
EVT-000308,2025-03-22T10:17:13Z,SUB-019,West,voltage_sag,high,1711,2366,false
EVT-000696,2025-04-10T03:28:37Z,SUB-011,North,surge,high,1665,2520,false
EVT-001264,2025-03-21T00:31:21Z,SUB-009,West,restoration,low,388,796,true
EVT-002112,2025-04-05T13:13:19Z,SUB-018,East,restoration,low,123,161,true
EVT-001986,2025-03-09T05:18:21Z,SUB-011,North,restoration,low,155,80,true
EVT-002182,2025-03-09T17:02:01Z,SUB-001,North,restoration,low,95,465,true
EVT-001569,2025-04-03T12:14:31Z,SUB-011,North,restoration,low,249,752,true
EVT-002163,2025-03-14T07:09:22Z,SUB-021,North,restoration,low,227,30,true
EVT-001479,2025-04-03T14:20:52Z,SUB-001,North,restoration,low,101,400,true
EVT-000380,2025-03-26T14:10:06Z,SUB-022,South,voltage_sag,critical,1347,2905,false
EVT-000715,2025-04-10T21:14:48Z,SUB-023,East,restoration,low,327,424,true
EVT-001085,2025-04-26T06:05:27Z,SUB-015,Central,voltage_sag,high,1785,3331,false
EVT-001337,2025-03-13T15:13:35Z,SUB-016,North,restoration,low,146,565,true
EVT-001107,2025-04-27T12:13:16Z,SUB-015,Central,restoration,low,235,1146,true
EVT-001258,2025-03-10T00:30:09Z,SUB-008,East,restoration,low,270,237,true
EVT-001735,2025-03-01T06:42:00Z,SUB-007,South,restoration,low,122,640,true
EVT-001485,2025-03-24T21:18:03Z,SUB-001,North,restoration,low,63,31,true
EVT-002001,2025-03-28T05:59:51Z,SUB-004,West,restoration,low,212,324,true
EVT-001227,2025-03-28T22:30:53Z,SUB-010,Central,restoration,low,217,673,true
EVT-000184,2025-03-14T13:35:26Z,SUB-023,East,voltage_sag,high,2293,3402,false
EVT-002081,2025-03-20T20:31:45Z,SUB-005,Central,restoration,low,281,390,true
EVT-000480,2025-04-01T18:13:37Z,SUB-011,North,surge,medium,1521,1605,false
EVT-002153,2025-04-03T21:55:23Z,SUB-016,North,restoration,low,225,143,true
EVT-000339,2025-03-24T22:45:39Z,SUB-025,Central,restoration,low,478,484,true
EVT-001711,2025-04-02T05:07:43Z,SUB-012,South,restoration,low,102,24,true
EVT-000208,2025-03-17T11:28:34Z,SUB-008,East,restoration,low,226,1009,true
EVT-000622,2025-04-08T10:02:22Z,SUB-015,Central,surge,medium,636,1669,false
EVT-002263,2025-03-18T18:22:34Z,SUB-019,West,restoration,low,314,754,true
EVT-001972,2025-04-07T10:03:48Z,SUB-021,North,restoration,low,202,102,true
EVT-001825,2025-04-12T10:57:34Z,SUB-019,West,restoration,low,325,563,true
EVT-001424,2025-04-10T15:01:40Z,SUB-020,Central,restoration,low,266,157,true
EVT-001997,2025-04-16T22:26:57Z,SUB-008,East,restoration,low,95,240,true
EVT-002127,2025-04-02T05:02:43Z,SUB-023,East,restoration,low,229,703,true
EVT-000074,2025-03-07T09:37:38Z,SUB-012,South,restoration,low,396,1258,true
EVT-000058,2025-03-05T22:58:20Z,SUB-025,Central,restoration,low,277,318,true
EVT-002118,2025-04-14T13:04:44Z,SUB-009,West,restoration,low,139,48,true
EVT-001710,2025-03-07T06:01:34Z,SUB-013,East,restoration,low,335,760,true
EVT-001876,2025-03-08T02:38:50Z,SUB-022,South,restoration,low,219,10,true
EVT-000587,2025-04-06T11:39:22Z,SUB-004,West,voltage_sag,medium,1312,2357,false
EVT-001830,2025-04-25T16:06:21Z,SUB-011,North,restoration,low,218,621,true
EVT-000120,2025-03-11T00:10:18Z,SUB-004,West,restoration,low,87,1467,true
EVT-001636,2025-03-18T00:56:37Z,SUB-011,North,restoration,low,309,439,true
EVT-001774,2025-03-07T17:20:10Z,SUB-021,North,restoration,low,217,423,true
EVT-000994,2025-04-23T06:10:08Z,SUB-005,Central,outage,medium,1471,2089,false
EVT-001214,2025-04-01T03:57:10Z,SUB-022,South,restoration,low,220,763,true
EVT-000560,2025-04-04T21:21:06Z,SUB-022,South,voltage_sag,high,2122,2989,false
EVT-000403,2025-03-28T17:59:28Z,SUB-017,South,voltage_sag,critical,1564,3560,false
EVT-000292,2025-03-22T17:50:37Z,SUB-001,North,surge,high,1013,2873,false
EVT-000927,2025-04-21T02:23:20Z,SUB-004,West,voltage_sag,high,2313,3910,false
EVT-001724,2025-03-24T13:59:12Z,SUB-005,Central,restoration,low,79,115,true
EVT-001726,2025-03-20T22:03:26Z,SUB-009,West,restoration,low,242,761,true
EVT-000172,2025-03-13T00:01:01Z,SUB-023,East,voltage_sag,medium,1533,1403,false
EVT-001304,2025-03-06T02:38:14Z,SUB-006,North,restoration,low,98,532,true
EVT-001123,2025-04-28T01:51:21Z,SUB-003,East,restoration,low,540,335,true
EVT-001400,2025-03-31T04:52:14Z,SUB-008,East,restoration,low,134,579,true
EVT-000002,2025-03-01T03:25:38Z,SUB-006,North,restoration,low,482,980,true
EVT-001760,2025-04-21T09:03:31Z,SUB-009,West,restoration,low,77,536,true
EVT-000203,2025-03-17T11:42:20Z,SUB-007,South,voltage_sag,medium,1143,2737,false
EVT-000991,2025-04-23T10:04:03Z,SUB-004,West,restoration,low,250,76,true
EVT-000209,2025-03-17T11:53:25Z,SUB-009,West,surge,high,1264,1524,false
EVT-000486,2025-04-01T10:52:36Z,SUB-015,Central,surge,high,1255,2250,false
EVT-001212,2025-03-25T14:06:03Z,SUB-005,Central,restoration,low,168,112,true
EVT-001994,2025-04-24T20:02:11Z,SUB-024,West,restoration,low,103,38,true
EVT-000685,2025-04-09T21:33:24Z,SUB-023,East,restoration,low,521,835,true
EVT-000038,2025-03-05T01:12:39Z,SUB-001,North,restoration,low,139,1147,true
EVT-000992,2025-04-23T23:50:33Z,SUB-005,Central,outage,medium,849,1542,false
EVT-000750,2025-04-13T14:15:50Z,SUB-008,East,voltage_sag,high,1868,2364,false
EVT-000616,2025-04-08T18:49:20Z,SUB-004,West,voltage_sag,critical,2072,4523,false
EVT-000814,2025-04-15T21:59:13Z,SUB-023,East,restoration,low,337,1118,true
EVT-000956,2025-04-22T11:50:25Z,SUB-009,West,surge,high,1431,2103,false
EVT-001882,2025-03-13T04:49:16Z,SUB-018,East,restoration,low,120,85,true
EVT-001978,2025-03-09T21:10:36Z,SUB-006,North,restoration,low,154,51,true
EVT-002087,2025-03-25T21:37:48Z,SUB-017,South,restoration,low,275,693,true
EVT-000505,2025-04-02T09:17:35Z,SUB-024,West,voltage_sag,high,1654,2415,false
EVT-001109,2025-04-27T09:27:55Z,SUB-016,North,outage,medium,1000,2001,false
EVT-000278,2025-03-21T13:29:12Z,SUB-002,South,voltage_sag,high,1532,3073,false
EVT-000800,2025-04-15T20:21:32Z,SUB-014,West,restoration,low,268,22,true
EVT-001969,2025-04-16T04:01:38Z,SUB-010,Central,restoration,low,208,618,true
EVT-000936,2025-04-21T08:49:31Z,SUB-012,South,voltage_sag,critical,2199,2571,false
EVT-000151,2025-03-12T17:42:25Z,SUB-018,East,outage,medium,1447,1853,false
EVT-001877,2025-04-09T16:41:31Z,SUB-010,Central,restoration,low,102,535,true
EVT-002139,2025-03-21T12:48:37Z,SUB-001,North,restoration,low,319,680,true
EVT-001147,2025-04-28T03:31:53Z,SUB-020,Central,voltage_sag,high,1525,2491,false
EVT-001579,2025-03-31T08:30:03Z,SUB-007,South,restoration,low,154,397,true
EVT-001666,2025-03-19T11:07:21Z,SUB-025,Central,restoration,low,361,230,true
EVT-000400,2025-03-28T20:17:00Z,SUB-015,Central,voltage_sag,critical,2113,3622,false
EVT-000314,2025-03-24T20:32:28Z,SUB-009,West,voltage_sag,high,1613,3465,false
EVT-001641,2025-04-13T09:46:06Z,SUB-007,South,restoration,low,188,593,true
EVT-000075,2025-03-07T16:19:45Z,SUB-019,West,surge,medium,1291,2701,false
EVT-000826,2025-04-16T07:25:47Z,SUB-018,East,restoration,low,434,1016,true
EVT-000706,2025-04-10T09:18:02Z,SUB-017,South,surge,high,1537,3190,false
EVT-000697,2025-04-10T16:17:15Z,SUB-011,North,surge,high,1097,3593,false
EVT-001059,2025-04-25T21:29:36Z,SUB-014,West,voltage_sag,critical,2475,2747,false
EVT-001091,2025-04-26T11:06:39Z,SUB-019,West,voltage_sag,high,1862,4123,false
EVT-001908,2025-03-17T06:28:43Z,SUB-016,North,restoration,low,176,758,true
EVT-000734,2025-04-11T01:45:02Z,SUB-022,South,restoration,low,106,291,true
EVT-000332,2025-03-24T11:37:18Z,SUB-024,West,voltage_sag,medium,1161,1858,false
EVT-001957,2025-03-01T09:35:46Z,SUB-002,South,restoration,low,216,798,true
EVT-002275,2025-03-13T21:50:44Z,SUB-010,Central,restoration,low,71,458,true
EVT-001011,2025-04-23T05:18:18Z,SUB-025,Central,voltage_sag,critical,1435,3768,false
EVT-002100,2025-03-26T03:12:31Z,SUB-012,South,restoration,low,93,725,true
EVT-001688,2025-03-15T15:10:53Z,SUB-022,South,restoration,low,386,505,true
EVT-000834,2025-04-17T10:47:09Z,SUB-004,West,voltage_sag,critical,2299,3085,false
EVT-000516,2025-04-03T03:22:44Z,SUB-012,South,restoration,low,490,1330,true
EVT-000928,2025-04-21T05:59:54Z,SUB-004,West,voltage_sag,high,2093,3725,false
EVT-000573,2025-04-05T14:15:26Z,SUB-022,South,voltage_sag,high,1568,3366,false
EVT-001381,2025-04-23T08:24:52Z,SUB-001,North,restoration,low,248,613,true
EVT-002038,2025-04-16T21:01:56Z,SUB-005,Central,restoration,low,202,233,true
EVT-001292,2025-03-15T02:56:40Z,SUB-012,South,restoration,low,118,525,true
EVT-001472,2025-03-25T02:11:20Z,SUB-024,West,restoration,low,84,767,true
EVT-000005,2025-03-01T16:10:50Z,SUB-012,South,restoration,low,233,466,true
EVT-000534,2025-04-04T15:00:24Z,SUB-001,North,surge,high,1582,3161,false
EVT-000095,2025-03-09T10:35:40Z,SUB-015,Central,surge,high,1646,1967,false
EVT-000708,2025-04-10T11:13:45Z,SUB-019,West,voltage_sag,high,1699,2699,false
EVT-000611,2025-04-07T09:16:43Z,SUB-025,Central,voltage_sag,high,1671,4352,false
EVT-002301,2025-03-02T19:23:28Z,SUB-016,North,restoration,low,188,67,true
EVT-001486,2025-04-18T19:43:14Z,SUB-019,West,restoration,low,135,559,true
EVT-001226,2025-03-21T11:32:07Z,SUB-018,East,restoration,low,176,456,true
EVT-000526,2025-04-03T20:16:48Z,SUB-019,West,voltage_sag,critical,1049,3162,false
EVT-001758,2025-03-07T00:54:34Z,SUB-025,Central,restoration,low,177,194,true
EVT-000792,2025-04-15T22:16:13Z,SUB-003,East,voltage_sag,critical,2109,3687,false
EVT-001335,2025-03-09T18:47:59Z,SUB-005,Central,restoration,low,375,118,true
EVT-001185,2025-04-29T08:01:19Z,SUB-019,West,voltage_sag,critical,2048,3489,false
EVT-000490,2025-04-01T02:37:07Z,SUB-023,East,surge,medium,1627,3339,false
EVT-001613,2025-04-26T19:49:07Z,SUB-023,East,restoration,low,140,78,true
EVT-001792,2025-03-08T12:03:51Z,SUB-008,East,restoration,low,181,635,true
EVT-000912,2025-04-20T12:38:30Z,SUB-009,West,restoration,low,260,1202,true
EVT-000449,2025-03-30T14:08:13Z,SUB-015,Central,voltage_sag,high,1996,2942,false
EVT-002019,2025-03-02T18:36:16Z,SUB-003,East,restoration,low,263,290,true
EVT-000397,2025-03-28T06:48:22Z,SUB-008,East,voltage_sag,high,2083,2608,false
EVT-000054,2025-03-05T09:20:51Z,SUB-019,West,voltage_sag,critical,2223,3156,false
EVT-001416,2025-03-18T07:29:36Z,SUB-014,West,restoration,low,265,533,true
EVT-002276,2025-03-10T05:24:55Z,SUB-001,North,restoration,low,222,540,true
EVT-002008,2025-04-21T15:16:04Z,SUB-020,Central,restoration,low,115,268,true
EVT-000646,2025-04-09T01:35:58Z,SUB-006,North,surge,medium,1334,1891,false
EVT-001155,2025-04-28T05:24:02Z,SUB-023,East,restoration,low,372,64,true
EVT-000610,2025-04-07T17:00:22Z,SUB-025,Central,voltage_sag,high,2017,2139,false
EVT-002031,2025-04-19T19:54:43Z,SUB-025,Central,restoration,low,208,276,true
EVT-002204,2025-04-25T08:28:32Z,SUB-024,West,restoration,low,279,502,true
EVT-000683,2025-04-09T05:15:39Z,SUB-023,East,voltage_sag,critical,2049,3872,false
EVT-000391,2025-03-27T06:13:30Z,SUB-009,West,surge,high,1673,2992,false
EVT-000295,2025-03-22T01:28:49Z,SUB-001,North,restoration,low,378,524,true
EVT-000675,2025-04-09T14:03:51Z,SUB-016,North,restoration,low,492,1278,true
EVT-002228,2025-03-18T11:39:27Z,SUB-005,Central,restoration,low,312,123,true
EVT-000017,2025-03-02T18:08:31Z,SUB-019,West,restoration,low,443,355,true
EVT-000531,2025-04-03T10:52:44Z,SUB-022,South,restoration,low,243,883,true
EVT-001118,2025-04-27T22:45:46Z,SUB-023,East,restoration,low,473,1295,true
EVT-000893,2025-04-19T15:57:43Z,SUB-013,East,voltage_sag,high,1982,3158,false
EVT-001932,2025-03-17T17:05:56Z,SUB-004,West,restoration,low,177,152,true
EVT-001708,2025-04-16T21:54:03Z,SUB-007,South,restoration,low,213,392,true
EVT-000849,2025-04-17T12:38:10Z,SUB-017,South,restoration,low,465,1019,true
EVT-001861,2025-03-24T07:33:13Z,SUB-018,East,restoration,low,93,26,true
EVT-000088,2025-03-08T04:09:29Z,SUB-015,Central,surge,high,1409,2838,false
EVT-001660,2025-04-01T11:07:32Z,SUB-009,West,restoration,low,63,37,true
EVT-000251,2025-03-19T03:04:01Z,SUB-009,West,voltage_sag,high,773,3167,false
EVT-001457,2025-04-26T04:15:46Z,SUB-014,West,restoration,low,301,251,true
EVT-000493,2025-04-01T22:12:55Z,SUB-025,Central,restoration,low,81,1268,true
EVT-001463,2025-04-17T16:50:48Z,SUB-009,West,restoration,low,250,293,true
