reading_id,timestamp,plant_id,plant_type,generation_mw,capacity_mw,capacity_factor,weather
RG-007240,2025-04-01T01:45:00Z,SOLAR-06,solar,0,59.6,0.0,overcast
RG-007241,2025-04-01T18:00:00Z,WIND-03,wind,19.32,40.8,0.474,stormy
RG-007242,2025-04-05T01:15:00Z,SOLAR-06,solar,0,59.6,0.0,cloudy
RG-007243,2025-03-25T06:15:00Z,SOLAR-04,solar,18.81,76.6,0.246,stormy
RG-007244,2025-03-09T15:00:00Z,SOLAR-06,solar,12.16,59.6,0.204,cloudy
RG-007245,2025-04-11T23:00:00Z,SOLAR-08,solar,0,46.8,0.0,stormy
RG-007246,2025-03-10T05:00:00Z,WIND-03,wind,8.45,40.8,0.207,rainy
RG-007247,2025-03-15T20:45:00Z,SOLAR-03,solar,0,48.7,0.0,stormy
RG-007248,2025-03-28T20:45:00Z,WIND-03,wind,18.02,40.8,0.442,overcast
RG-007249,2025-03-15T05:00:00Z,HYDRO-03,hydro,75.57,169.9,0.445,rainy
RG-007250,2025-03-09T09:30:00Z,WIND-06,wind,13.25,76.8,0.173,clear
RG-007251,2025-04-06T16:30:00Z,SOLAR-01,solar,29.52,69.3,0.426,clear
RG-007252,2025-03-22T12:00:00Z,WIND-05,wind,20.16,102.7,0.196,clear
RG-007253,2025-03-14T16:30:00Z,WIND-04,wind,25.91,45.5,0.569,overcast
RG-007254,2025-03-17T16:15:00Z,SOLAR-04,solar,33.97,76.6,0.443,windy
RG-007255,2025-04-17T11:15:00Z,WIND-06,wind,14.65,76.8,0.191,cloudy
RG-007256,2025-03-18T08:00:00Z,SOLAR-01,solar,29.47,69.3,0.425,clear
RG-007257,2025-04-24T22:15:00Z,SOLAR-08,solar,0,46.8,0.0,rainy
RG-007258,2025-03-30T08:45:00Z,SOLAR-03,solar,6.6,48.7,0.136,overcast
RG-007259,2025-03-04T19:30:00Z,HYDRO-02,hydro,111.99,151.9,0.737,stormy
RG-007260,2025-03-09T02:00:00Z,WIND-04,wind,16.11,45.5,0.354,overcast
RG-007261,2025-03-27T02:45:00Z,SOLAR-04,solar,0,76.6,0.0,overcast
RG-007262,2025-03-16T00:00:00Z,HYDRO-02,hydro,122.36,151.9,0.806,clear
RG-007263,2025-03-26T14:00:00Z,HYDRO-02,hydro,102.47,151.9,0.675,stormy
RG-007264,2025-03-29T01:30:00Z,SOLAR-06,solar,0,59.6,0.0,cloudy
RG-007265,2025-04-16T01:00:00Z,WIND-05,wind,61.36,102.7,0.597,windy
RG-007266,2025-04-08T13:15:00Z,SOLAR-05,solar,38.1,50.3,0.757,clear
RG-007267,2025-03-23T12:30:00Z,WIND-05,wind,66.43,102.7,0.647,stormy
RG-007268,2025-03-09T21:45:00Z,WIND-01,wind,28.82,39.8,0.724,windy
RG-007269,2025-03-28T09:30:00Z,SOLAR-04,solar,46.96,76.6,0.613,clear
RG-007270,2025-03-19T04:30:00Z,WIND-01,wind,26.4,39.8,0.663,windy
RG-007271,2025-04-04T00:30:00Z,WIND-02,wind,74.89,112.7,0.665,windy
RG-007272,2025-04-04T09:45:00Z,HYDRO-01,hydro,31.32,59.3,0.528,stormy
RG-007273,2025-04-19T15:00:00Z,SOLAR-05,solar,25.13,50.3,0.5,clear
RG-007274,2025-03-09T07:30:00Z,SOLAR-08,solar,4.77,46.8,0.102,cloudy
RG-007275,2025-03-03T17:30:00Z,SOLAR-05,solar,16.6,50.3,0.33,windy
RG-007276,2025-04-29T00:00:00Z,SOLAR-07,solar,0,33.3,0.0,clear
RG-007277,2025-03-09T14:45:00Z,WIND-03,wind,17.89,40.8,0.438,clear
RG-007278,2025-03-29T05:30:00Z,WIND-05,wind,39.16,102.7,0.381,windy
RG-007279,2025-04-21T20:30:00Z,WIND-06,wind,35.17,76.8,0.458,overcast
RG-007280,2025-04-29T01:30:00Z,SOLAR-04,solar,0,76.6,0.0,overcast
RG-007281,2025-04-23T20:30:00Z,SOLAR-04,solar,0,76.6,0.0,stormy
RG-007282,2025-04-18T19:30:00Z,SOLAR-03,solar,4.7,48.7,0.097,stormy
RG-007283,2025-04-14T00:45:00Z,SOLAR-02,solar,0,37.3,0.0,clear
RG-007284,2025-03-07T16:45:00Z,WIND-06,wind,32.78,76.8,0.427,overcast
RG-007285,2025-03-14T20:45:00Z,SOLAR-07,solar,0,33.3,0.0,cloudy
RG-007286,2025-03-07T16:00:00Z,HYDRO-01,hydro,37.03,59.3,0.624,clear
RG-007287,2025-04-20T02:45:00Z,SOLAR-08,solar,0,46.8,0.0,windy
RG-007288,2025-04-16T03:45:00Z,WIND-04,wind,20.86,45.5,0.458,cloudy
RG-007289,2025-03-15T06:30:00Z,HYDRO-02,hydro,80.93,151.9,0.533,stormy
RG-007290,2025-03-13T19:00:00Z,WIND-03,wind,35.67,40.8,0.874,windy
RG-007291,2025-03-06T00:45:00Z,SOLAR-05,solar,0,50.3,0.0,cloudy
RG-007292,2025-03-22T19:15:00Z,SOLAR-06,solar,1.87,59.6,0.031,rainy
RG-007293,2025-04-02T12:15:00Z,WIND-04,wind,9.66,45.5,0.212,clear
RG-007294,2025-03-02T14:15:00Z,SOLAR-07,solar,7.12,33.3,0.214,overcast
RG-007295,2025-03-20T22:00:00Z,WIND-04,wind,27.26,45.5,0.599,windy
RG-007296,2025-04-28T06:00:00Z,WIND-03,wind,10.21,40.8,0.25,stormy
RG-007297,2025-03-27T05:45:00Z,SOLAR-08,solar,4.62,46.8,0.099,stormy
RG-007298,2025-03-21T14:15:00Z,WIND-01,wind,15.46,39.8,0.388,overcast
RG-007299,2025-03-14T12:30:00Z,WIND-01,wind,20.54,39.8,0.516,cloudy
RG-007300,2025-03-04T01:30:00Z,SOLAR-01,solar,0,69.3,0.0,cloudy
RG-007301,2025-04-04T03:15:00Z,SOLAR-02,solar,0,37.3,0.0,cloudy
RG-007302,2025-04-20T17:00:00Z,HYDRO-03,hydro,130.86,169.9,0.77,windy
RG-007303,2025-04-02T17:45:00Z,WIND-03,wind,17.38,40.8,0.426,clear
RG-007304,2025-04-03T17:30:00Z,WIND-03,wind,12.45,40.8,0.305,cloudy
RG-007305,2025-04-02T15:00:00Z,SOLAR-03,solar,29.37,48.7,0.603,clear
RG-007306,2025-04-10T08:30:00Z,SOLAR-03,solar,6.55,48.7,0.134,rainy
RG-007307,2025-03-24T16:45:00Z,WIND-05,wind,49.49,102.7,0.482,rainy
RG-007308,2025-04-23T06:15:00Z,HYDRO-02,hydro,87.28,151.9,0.575,rainy
RG-007309,2025-04-29T10:15:00Z,WIND-03,wind,9.53,40.8,0.234,clear
RG-007310,2025-03-11T06:00:00Z,WIND-04,wind,12.22,45.5,0.269,cloudy
RG-007311,2025-04-21T12:00:00Z,SOLAR-03,solar,45.72,48.7,0.939,stormy
RG-007312,2025-03-05T09:45:00Z,SOLAR-06,solar,26.87,59.6,0.451,stormy
RG-007313,2025-03-15T17:45:00Z,WIND-05,wind,49.65,102.7,0.483,overcast
RG-007314,2025-03-22T22:00:00Z,HYDRO-01,hydro,53.6,59.3,0.904,rainy
RG-007315,2025-03-11T03:15:00Z,HYDRO-01,hydro,46.7,59.3,0.788,clear
RG-007316,2025-04-14T11:45:00Z,WIND-01,wind,20.44,39.8,0.514,cloudy
RG-007317,2025-03-02T07:00:00Z,SOLAR-06,solar,5.44,59.6,0.091,rainy
RG-007318,2025-03-19T23:30:00Z,WIND-04,wind,21.06,45.5,0.463,clear
RG-007319,2025-04-25T21:15:00Z,SOLAR-07,solar,0,33.3,0.0,cloudy
RG-007320,2025-03-03T07:15:00Z,SOLAR-08,solar,16.98,46.8,0.363,windy
RG-007321,2025-04-12T10:30:00Z,WIND-01,wind,14.79,39.8,0.372,overcast
RG-007322,2025-03-13T18:15:00Z,SOLAR-02,solar,2.9,37.3,0.078,rainy
RG-007323,2025-03-26T06:30:00Z,SOLAR-07,solar,2.37,33.3,0.071,overcast
RG-007324,2025-03-04T12:00:00Z,WIND-04,wind,13.65,45.5,0.3,rainy
RG-007325,2025-04-06T00:45:00Z,SOLAR-08,solar,0,46.8,0.0,windy
RG-007326,2025-04-19T23:30:00Z,SOLAR-08,solar,0,46.8,0.0,rainy
RG-007327,2025-03-17T17:00:00Z,SOLAR-08,solar,13.45,46.8,0.287,windy
RG-007328,2025-04-11T21:45:00Z,WIND-04,wind,11.18,45.5,0.246,clear
RG-007329,2025-03-13T17:45:00Z,SOLAR-03,solar,5.7,48.7,0.117,overcast
RG-007330,2025-03-09T09:45:00Z,WIND-05,wind,54.65,102.7,0.532,cloudy
RG-007331,2025-03-30T11:00:00Z,SOLAR-01,solar,47.48,69.3,0.685,windy
RG-007332,2025-03-16T15:00:00Z,WIND-02,wind,15.34,112.7,0.136,rainy
RG-007333,2025-04-25T12:15:00Z,WIND-04,wind,7.18,45.5,0.158,clear
RG-007334,2025-03-05T17:15:00Z,SOLAR-02,solar,4.28,37.3,0.115,cloudy
RG-007335,2025-03-23T22:45:00Z,HYDRO-01,hydro,37.23,59.3,0.628,windy
RG-007336,2025-03-18T01:45:00Z,WIND-06,wind,23.75,76.8,0.309,clear
RG-007337,2025-03-29T10:30:00Z,SOLAR-02,solar,7.54,37.3,0.202,rainy
RG-007338,2025-04-08T23:45:00Z,WIND-05,wind,34.93,102.7,0.34,overcast
RG-007339,2025-04-11T17:45:00Z,SOLAR-04,solar,26.67,76.6,0.348,stormy
RG-007340,2025-04-09T06:15:00Z,WIND-04,wind,17.05,45.5,0.375,cloudy
RG-007341,2025-04-23T04:30:00Z,HYDRO-01,hydro,39.62,59.3,0.668,overcast
RG-007342,2025-04-15T01:00:00Z,SOLAR-08,solar,0,46.8,0.0,windy
RG-007343,2025-03-15T06:15:00Z,WIND-03,wind,6.52,40.8,0.16,clear
RG-007344,2025-04-01T00:45:00Z,SOLAR-04,solar,0,76.6,0.0,clear
RG-007345,2025-03-31T23:15:00Z,SOLAR-01,solar,0,69.3,0.0,rainy
RG-007346,2025-04-09T03:30:00Z,WIND-01,wind,14.81,39.8,0.372,cloudy
RG-007347,2025-04-27T06:30:00Z,HYDRO-03,hydro,135.06,169.9,0.795,rainy
RG-007348,2025-03-09T21:45:00Z,WIND-02,wind,41.34,112.7,0.367,clear
RG-007349,2025-03-22T23:45:00Z,WIND-05,wind,21.29,102.7,0.207,clear
RG-007350,2025-04-26T18:45:00Z,SOLAR-05,solar,3.32,50.3,0.066,overcast
RG-007351,2025-04-06T13:00:00Z,WIND-04,wind,15.15,45.5,0.333,rainy
RG-007352,2025-03-08T10:15:00Z,SOLAR-03,solar,35.17,48.7,0.722,stormy
RG-007353,2025-03-07T13:45:00Z,SOLAR-01,solar,48.29,69.3,0.697,clear
RG-007354,2025-04-01T08:30:00Z,SOLAR-07,solar,15.87,33.3,0.477,windy
RG-007355,2025-03-18T07:45:00Z,HYDRO-01,hydro,29.03,59.3,0.49,stormy
RG-007356,2025-04-16T08:15:00Z,WIND-01,wind,21.97,39.8,0.552,cloudy
RG-007357,2025-03-19T15:00:00Z,SOLAR-02,solar,6.93,37.3,0.186,cloudy
RG-007358,2025-04-11T21:45:00Z,SOLAR-07,solar,0,33.3,0.0,cloudy
RG-007359,2025-04-24T01:15:00Z,SOLAR-02,solar,0,37.3,0.0,overcast
RG-007360,2025-04-07T00:45:00Z,SOLAR-05,solar,0,50.3,0.0,overcast
RG-007361,2025-03-23T15:15:00Z,SOLAR-02,solar,6.88,37.3,0.184,rainy
RG-007362,2025-04-21T23:30:00Z,HYDRO-03,hydro,89.39,169.9,0.526,clear
RG-007363,2025-03-18T10:15:00Z,WIND-05,wind,104.57,102.7,1.018,windy
RG-007364,2025-03-21T05:30:00Z,SOLAR-08,solar,1.77,46.8,0.038,overcast
RG-007365,2025-04-11T16:15:00Z,SOLAR-03,solar,6.77,48.7,0.139,cloudy
RG-007366,2025-03-27T09:00:00Z,WIND-05,wind,38.32,102.7,0.373,overcast
RG-007367,2025-04-18T15:15:00Z,WIND-05,wind,25.88,102.7,0.252,cloudy
RG-007368,2025-04-03T00:45:00Z,WIND-04,wind,14.54,45.5,0.32,clear
RG-007369,2025-04-22T05:30:00Z,SOLAR-01,solar,2.55,69.3,0.037,overcast
RG-007370,2025-04-10T20:00:00Z,SOLAR-02,solar,0,37.3,0.0,rainy
RG-007371,2025-04-28T10:00:00Z,WIND-06,wind,44.79,76.8,0.583,overcast
RG-007372,2025-04-09T17:15:00Z,SOLAR-04,solar,8.61,76.6,0.112,cloudy
RG-007373,2025-03-19T21:45:00Z,WIND-01,wind,35.56,39.8,0.893,windy
RG-007374,2025-03-24T18:45:00Z,SOLAR-08,solar,3.12,46.8,0.067,rainy
RG-007375,2025-04-13T18:00:00Z,SOLAR-04,solar,15.55,76.6,0.203,windy
RG-007376,2025-04-01T10:00:00Z,SOLAR-05,solar,9.29,50.3,0.185,overcast
RG-007377,2025-03-19T02:30:00Z,HYDRO-01,hydro,37.14,59.3,0.626,stormy
RG-007378,2025-03-30T17:00:00Z,WIND-04,wind,33.98,45.5,0.747,windy
RG-007379,2025-03-23T04:45:00Z,SOLAR-08,solar,0,46.8,0.0,overcast
RG-007380,2025-04-03T08:15:00Z,SOLAR-06,solar,7.41,59.6,0.124,overcast
RG-007381,2025-04-19T03:15:00Z,SOLAR-04,solar,0,76.6,0.0,clear
RG-007382,2025-03-29T21:45:00Z,WIND-02,wind,21.49,112.7,0.191,clear
RG-007383,2025-04-21T04:00:00Z,SOLAR-04,solar,0,76.6,0.0,cloudy
RG-007384,2025-04-07T17:45:00Z,HYDRO-03,hydro,110.06,169.9,0.648,windy
RG-007385,2025-04-03T09:45:00Z,SOLAR-04,solar,42.11,76.6,0.55,windy
RG-007386,2025-04-08T02:30:00Z,SOLAR-07,solar,0,33.3,0.0,windy
RG-007387,2025-04-04T19:30:00Z,WIND-02,wind,16.07,112.7,0.143,clear
RG-007388,2025-04-27T02:45:00Z,SOLAR-07,solar,0,33.3,0.0,windy
RG-007389,2025-03-01T00:00:00Z,HYDRO-03,hydro,83.05,169.9,0.489,rainy
RG-007390,2025-03-07T13:00:00Z,WIND-06,wind,47.61,76.8,0.62,stormy
RG-007391,2025-03-19T19:15:00Z,HYDRO-02,hydro,71.35,151.9,0.47,overcast
RG-007392,2025-03-11T11:30:00Z,WIND-04,wind,16.5,45.5,0.363,windy
RG-007393,2025-03-06T18:15:00Z,SOLAR-04,solar,17.57,76.6,0.229,stormy
RG-007394,2025-03-24T16:30:00Z,HYDRO-02,hydro,90.07,151.9,0.593,stormy
RG-007395,2025-04-06T01:45:00Z,WIND-04,wind,15.74,45.5,0.346,clear
RG-007396,2025-04-06T15:15:00Z,SOLAR-06,solar,31.39,59.6,0.527,clear
RG-007397,2025-03-13T15:30:00Z,SOLAR-08,solar,8.62,46.8,0.184,cloudy
RG-007398,2025-03-16T13:45:00Z,SOLAR-06,solar,42.81,59.6,0.718,windy
RG-007399,2025-03-16T06:15:00Z,HYDRO-03,hydro,69.62,169.9,0.41,cloudy
RG-007400,2025-04-23T16:45:00Z,WIND-04,wind,26.74,45.5,0.588,windy
RG-007401,2025-04-26T18:45:00Z,WIND-05,wind,37.21,102.7,0.362,rainy
RG-007402,2025-04-18T08:00:00Z,SOLAR-06,solar,8.42,59.6,0.141,overcast
RG-007403,2025-04-04T18:45:00Z,SOLAR-03,solar,9.63,48.7,0.198,stormy
RG-007404,2025-03-10T09:00:00Z,HYDRO-03,hydro,110.44,169.9,0.65,cloudy
RG-007405,2025-03-28T17:00:00Z,SOLAR-08,solar,15.45,46.8,0.33,clear
RG-007406,2025-03-12T02:00:00Z,SOLAR-01,solar,0,69.3,0.0,cloudy
RG-007407,2025-04-24T02:00:00Z,WIND-04,wind,11.46,45.5,0.252,windy
RG-007408,2025-04-06T11:15:00Z,SOLAR-03,solar,13.96,48.7,0.287,cloudy
RG-007409,2025-03-30T13:45:00Z,WIND-06,wind,19.44,76.8,0.253,cloudy
RG-007410,2025-03-20T13:45:00Z,WIND-01,wind,26.14,39.8,0.657,stormy
RG-007411,2025-04-12T13:15:00Z,SOLAR-02,solar,27.83,37.3,0.746,windy
RG-007412,2025-03-24T00:45:00Z,SOLAR-03,solar,0,48.7,0.0,overcast
RG-007413,2025-04-12T18:45:00Z,WIND-05,wind,22.0,102.7,0.214,overcast
RG-007414,2025-03-22T11:30:00Z,WIND-06,wind,11.55,76.8,0.15,cloudy
RG-007415,2025-03-14T23:45:00Z,WIND-04,wind,25.79,45.5,0.567,windy
RG-007416,2025-04-19T21:15:00Z,SOLAR-08,solar,0,46.8,0.0,overcast
RG-007417,2025-04-11T17:15:00Z,HYDRO-03,hydro,130.39,169.9,0.767,rainy
RG-007418,2025-03-07T06:45:00Z,WIND-02,wind,40.94,112.7,0.363,overcast
RG-007419,2025-04-08T20:15:00Z,HYDRO-02,hydro,119.63,151.9,0.788,cloudy
RG-007420,2025-03-30T04:45:00Z,SOLAR-08,solar,0,46.8,0.0,cloudy
RG-007421,2025-03-22T07:15:00Z,SOLAR-04,solar,27.27,76.6,0.356,clear
RG-007422,2025-03-18T10:15:00Z,SOLAR-03,solar,33.2,48.7,0.682,clear
RG-007423,2025-04-28T04:30:00Z,WIND-03,wind,17.79,40.8,0.436,windy
RG-007424,2025-03-17T18:15:00Z,SOLAR-07,solar,2.33,33.3,0.07,overcast
RG-007425,2025-04-21T07:00:00Z,SOLAR-05,solar,5.66,50.3,0.113,overcast
RG-007426,2025-04-19T15:30:00Z,WIND-05,wind,59.75,102.7,0.582,windy
RG-007427,2025-04-10T06:45:00Z,SOLAR-01,solar,5.62,69.3,0.081,overcast
RG-007428,2025-04-13T14:15:00Z,SOLAR-03,solar,28.32,48.7,0.582,stormy
RG-007429,2025-04-15T06:30:00Z,SOLAR-04,solar,15.43,76.6,0.201,stormy
RG-007430,2025-03-09T16:00:00Z,WIND-02,wind,59.14,112.7,0.525,overcast
RG-007431,2025-03-03T12:30:00Z,HYDRO-02,hydro,72.73,151.9,0.479,overcast
RG-007432,2025-03-31T05:15:00Z,HYDRO-03,hydro,127.72,169.9,0.752,stormy
RG-007433,2025-04-20T10:15:00Z,WIND-05,wind,28.74,102.7,0.28,rainy
RG-007434,2025-04-25T20:00:00Z,SOLAR-08,solar,0,46.8,0.0,windy
RG-007435,2025-04-01T17:45:00Z,SOLAR-05,solar,14.63,50.3,0.291,clear
RG-007436,2025-03-09T13:45:00Z,SOLAR-04,solar,59.04,76.6,0.771,windy
RG-007437,2025-04-02T21:00:00Z,SOLAR-02,solar,0,37.3,0.0,windy
RG-007438,2025-03-28T01:45:00Z,WIND-02,wind,39.3,112.7,0.349,cloudy
RG-007439,2025-03-01T03:30:00Z,WIND-01,wind,12.54,39.8,0.315,overcast
RG-007440,2025-03-30T14:15:00Z,SOLAR-08,solar,10.9,46.8,0.233,overcast
RG-007441,2025-04-24T21:00:00Z,WIND-01,wind,5.95,39.8,0.149,rainy
RG-007442,2025-03-19T15:15:00Z,WIND-03,wind,19.36,40.8,0.475,overcast
RG-007443,2025-03-10T00:15:00Z,SOLAR-06,solar,0,59.6,0.0,windy
RG-007444,2025-04-17T01:45:00Z,SOLAR-07,solar,0,33.3,0.0,clear
RG-007445,2025-03-04T15:15:00Z,HYDRO-02,hydro,116.87,151.9,0.769,stormy
RG-007446,2025-03-03T17:00:00Z,SOLAR-01,solar,6.24,69.3,0.09,cloudy
RG-007447,2025-03-26T13:30:00Z,HYDRO-03,hydro,149.59,169.9,0.88,overcast
RG-007448,2025-03-24T22:15:00Z,SOLAR-03,solar,0,48.7,0.0,rainy
RG-007449,2025-03-30T22:45:00Z,SOLAR-07,solar,0,33.3,0.0,clear
RG-007450,2025-04-09T20:15:00Z,HYDRO-01,hydro,30.02,59.3,0.506,cloudy
RG-007451,2025-03-19T06:45:00Z,WIND-06,wind,18.67,76.8,0.243,overcast
RG-007452,2025-03-04T06:30:00Z,SOLAR-03,solar,3.63,48.7,0.075,overcast
RG-007453,2025-03-19T20:30:00Z,SOLAR-05,solar,0,50.3,0.0,windy
RG-007454,2025-03-26T16:00:00Z,WIND-04,wind,45.15,45.5,0.992,windy
RG-007455,2025-03-07T23:00:00Z,WIND-02,wind,51.76,112.7,0.459,cloudy
RG-007456,2025-04-28T22:00:00Z,SOLAR-02,solar,0,37.3,0.0,windy
RG-007457,2025-04-04T15:00:00Z,SOLAR-01,solar,13.96,69.3,0.201,cloudy
RG-007458,2025-03-26T08:15:00Z,WIND-01,wind,24.06,39.8,0.605,stormy
RG-007459,2025-03-13T06:30:00Z,SOLAR-07,solar,2.2,33.3,0.066,rainy
RG-007460,2025-04-15T03:45:00Z,WIND-01,wind,9.03,39.8,0.227,rainy
RG-007461,2025-04-20T13:15:00Z,SOLAR-05,solar,10.62,50.3,0.211,overcast
RG-007462,2025-03-11T01:00:00Z,SOLAR-07,solar,0,33.3,0.0,stormy
RG-007463,2025-04-27T02:45:00Z,SOLAR-05,solar,0,50.3,0.0,cloudy
RG-007464,2025-04-29T05:00:00Z,SOLAR-04,solar,8.91,76.6,0.116,clear
RG-007465,2025-03-27T22:15:00Z,WIND-02,wind,82.33,112.7,0.731,stormy
RG-007466,2025-04-05T19:45:00Z,HYDRO-01,hydro,46.85,59.3,0.79,clear
RG-007467,2025-04-16T01:45:00Z,SOLAR-01,solar,0,69.3,0.0,rainy
RG-007468,2025-03-25T02:30:00Z,SOLAR-03,solar,0,48.7,0.0,clear
RG-007469,2025-04-14T02:30:00Z,HYDRO-02,hydro,123.15,151.9,0.811,stormy
RG-007470,2025-04-05T22:00:00Z,WIND-05,wind,19.56,102.7,0.19,overcast
RG-007471,2025-04-09T19:45:00Z,HYDRO-02,hydro,82.88,151.9,0.546,clear
RG-007472,2025-04-29T04:30:00Z,HYDRO-01,hydro,42.72,59.3,0.72,clear
RG-007473,2025-04-08T07:15:00Z,SOLAR-07,solar,10.61,33.3,0.319,clear
RG-007474,2025-04-09T03:00:00Z,HYDRO-02,hydro,116.96,151.9,0.77,windy
RG-007475,2025-03-25T10:45:00Z,SOLAR-06,solar,36.33,59.6,0.61,stormy
RG-007476,2025-04-17T19:45:00Z,SOLAR-06,solar,5.75,59.6,0.096,clear
RG-007477,2025-04-01T21:30:00Z,SOLAR-06,solar,0,59.6,0.0,overcast
RG-007478,2025-03-25T14:45:00Z,WIND-02,wind,110.46,112.7,0.98,windy
RG-007479,2025-04-01T01:45:00Z,SOLAR-06,solar,0,59.6,0.0,stormy
RG-007480,2025-04-06T10:30:00Z,SOLAR-01,solar,37.52,69.3,0.541,clear
RG-007481,2025-03-06T08:15:00Z,WIND-03,wind,17.84,40.8,0.437,overcast
RG-007482,2025-03-03T06:00:00Z,SOLAR-01,solar,4.45,69.3,0.064,rainy
RG-007483,2025-04-07T20:45:00Z,WIND-06,wind,38.78,76.8,0.505,rainy
RG-007484,2025-03-21T07:30:00Z,WIND-01,wind,8.71,39.8,0.219,cloudy
RG-007485,2025-04-01T23:15:00Z,HYDRO-02,hydro,120.59,151.9,0.794,windy
RG-007486,2025-04-28T13:45:00Z,SOLAR-07,solar,27.84,33.3,0.836,stormy
RG-007487,2025-04-22T19:30:00Z,WIND-04,wind,9.25,45.5,0.203,cloudy
RG-007488,2025-03-19T23:45:00Z,SOLAR-06,solar,0,59.6,0.0,cloudy
RG-007489,2025-03-01T18:00:00Z,WIND-02,wind,30.52,112.7,0.271,rainy
RG-007490,2025-03-21T17:15:00Z,WIND-01,wind,13.66,39.8,0.343,rainy
RG-007491,2025-03-09T05:45:00Z,SOLAR-07,solar,1.01,33.3,0.03,cloudy
RG-007492,2025-03-06T10:00:00Z,WIND-06,wind,35.9,76.8,0.467,windy
RG-007493,2025-04-03T07:00:00Z,SOLAR-05,solar,13.73,50.3,0.273,windy
RG-007494,2025-03-04T19:30:00Z,SOLAR-04,solar,7.4,76.6,0.097,windy
RG-007495,2025-04-16T02:30:00Z,SOLAR-07,solar,0,33.3,0.0,cloudy
RG-007496,2025-03-25T03:00:00Z,WIND-03,wind,5.83,40.8,0.143,overcast
RG-007497,2025-03-18T07:30:00Z,WIND-05,wind,38.84,102.7,0.378,rainy
RG-007498,2025-04-23T20:15:00Z,WIND-02,wind,17.46,112.7,0.155,clear
RG-007499,2025-04-28T16:00:00Z,WIND-03,wind,32.74,40.8,0.802,stormy
RG-007500,2025-04-16T21:45:00Z,WIND-02,wind,19.82,112.7,0.176,overcast
RG-007501,2025-04-05T07:45:00Z,HYDRO-01,hydro,34.27,59.3,0.578,windy
RG-007502,2025-04-07T09:45:00Z,WIND-05,wind,37.77,102.7,0.368,clear
RG-007503,2025-04-25T00:45:00Z,SOLAR-02,solar,0,37.3,0.0,clear
RG-007504,2025-04-06T05:15:00Z,SOLAR-05,solar,6.1,50.3,0.121,clear
RG-007505,2025-03-14T03:45:00Z,HYDRO-02,hydro,109.98,151.9,0.724,clear
RG-007506,2025-03-16T06:00:00Z,WIND-02,wind,19.57,112.7,0.174,cloudy
RG-007507,2025-04-18T00:15:00Z,WIND-05,wind,39.57,102.7,0.385,overcast
RG-007508,2025-03-03T09:00:00Z,WIND-04,wind,41.16,45.5,0.905,windy
RG-007509,2025-04-17T04:45:00Z,SOLAR-01,solar,0,69.3,0.0,clear
RG-007510,2025-03-16T09:30:00Z,SOLAR-03,solar,22.79,48.7,0.468,windy
RG-007511,2025-03-17T13:00:00Z,SOLAR-03,solar,13.54,48.7,0.278,cloudy
RG-007512,2025-03-03T01:45:00Z,SOLAR-05,solar,0,50.3,0.0,overcast
RG-007513,2025-03-31T20:15:00Z,HYDRO-01,hydro,43.45,59.3,0.733,clear
RG-007514,2025-03-23T00:00:00Z,SOLAR-01,solar,0,69.3,0.0,clear
RG-007515,2025-04-14T14:00:00Z,HYDRO-02,hydro,111.88,151.9,0.737,stormy
RG-007516,2025-04-20T21:45:00Z,HYDRO-02,hydro,93.0,151.9,0.612,windy
RG-007517,2025-03-21T07:15:00Z,SOLAR-07,solar,10.06,33.3,0.302,stormy
RG-007518,2025-04-06T08:00:00Z,SOLAR-06,solar,28.31,59.6,0.475,stormy
RG-007519,2025-03-14T08:15:00Z,WIND-01,wind,22.88,39.8,0.575,overcast
RG-007520,2025-04-25T08:30:00Z,SOLAR-02,solar,17.34,37.3,0.465,clear
RG-007521,2025-03-18T09:15:00Z,WIND-03,wind,17.36,40.8,0.425,windy
RG-007522,2025-04-01T01:15:00Z,WIND-04,wind,24.35,45.5,0.535,rainy
RG-007523,2025-04-02T09:30:00Z,HYDRO-01,hydro,39.6,59.3,0.668,stormy
RG-007524,2025-03-28T18:15:00Z,SOLAR-02,solar,6.94,37.3,0.186,windy
RG-007525,2025-04-08T11:15:00Z,WIND-05,wind,46.84,102.7,0.456,clear
RG-007526,2025-04-15T06:45:00Z,HYDRO-03,hydro,95.39,169.9,0.561,overcast
RG-007527,2025-04-28T11:00:00Z,SOLAR-01,solar,16.79,69.3,0.242,rainy
RG-007528,2025-04-14T19:30:00Z,SOLAR-06,solar,2.19,59.6,0.037,rainy
RG-007529,2025-04-15T07:15:00Z,WIND-03,wind,13.61,40.8,0.334,overcast
RG-007530,2025-03-25T23:30:00Z,WIND-05,wind,82.75,102.7,0.806,windy
RG-007531,2025-04-25T11:00:00Z,WIND-02,wind,34.71,112.7,0.308,windy
RG-007532,2025-03-27T22:15:00Z,SOLAR-04,solar,0,76.6,0.0,stormy
RG-007533,2025-04-27T05:00:00Z,WIND-01,wind,15.43,39.8,0.388,rainy
RG-007534,2025-04-01T17:45:00Z,SOLAR-08,solar,13.78,46.8,0.294,clear
RG-007535,2025-04-02T10:45:00Z,SOLAR-06,solar,39.91,59.6,0.67,windy
RG-007536,2025-03-22T06:15:00Z,SOLAR-04,solar,16.67,76.6,0.218,windy
RG-007537,2025-04-14T13:45:00Z,WIND-04,wind,8.23,45.5,0.181,cloudy
